Rank,Name,Title,Vocation,World,Level,Points,Category
294,Asta Volia,Enlightened of Tibia,Elder Druid,Secura,506,"7,219",Loyalty Points
296,Pinkcat,Enlightened of Tibia,Master Sorcerer,Zuna,110,"7,217",Loyalty Points
297,Hase,Enlightened of Tibia,Elder Druid,Harmonia,258,"7,213",Loyalty Points
298,Kemati,Enlightened of Tibia,Exalted Monk,Inabra,20,"7,211",Loyalty Points
299,Varathrone,Enlightened of Tibia,Royal Paladin,Antica,776,"7,209",Loyalty Points
300,Sire darkmore,Enlightened of Tibia,Elder Druid,Astera,247,"7,208",Loyalty Points
301,Icy Executer,Enlightened of Tibia,Elder Druid,Premia,1046,"7,205",Loyalty Points
302,Elon Arrowhead,Enlightened of Tibia,Royal Paladin,Menera,342,"7,203",Loyalty Points
303,Doomminus Maximus,Enlightened of Tibia,Royal Paladin,Inabra,247,"7,200",Loyalty Points
304,Edry,Enlightened of Tibia,Master Sorcerer,Astera,202,"7,194",Loyalty Points
304,Luna de Astera,Enlightened of Tibia,Elite Knight,Gladera,510,"7,194",Loyalty Points
306,Mestre Miagi,Enlightened of Tibia,Elder Druid,Talera,133,"7,193",Loyalty Points
306,Ninja Beta,Enlightened of Tibia,Royal Paladin,Calmera,158,"7,193",Loyalty Points
308,Pallas,Enlightened of Tibia,Master Sorcerer,Premia,59,"7,192",Loyalty Points
309,Pros Lemenshia,Enlightened of Tibia,Knight,Lobera,8,"7,191",Loyalty Points
309,Ux Fatther,Enlightened of Tibia,Elite Knight,Kalibra,732,"7,191",Loyalty Points
311,Brilliant Sniper,Enlightened of Tibia,Royal Paladin,Lobera,613,"7,189",Loyalty Points
311,Leader of the amazones,Enlightened of Tibia,Elite Knight,Lobera,992,"7,189",Loyalty Points
313,Petitpierot,Enlightened of Tibia,Elite Knight,Astera,196,"7,188",Loyalty Points
314,Zil Edam,Enlightened of Tibia,Royal Paladin,Nefera,213,"7,186",Loyalty Points
315,Ridder de knight,Enlightened of Tibia,Elite Knight,Calmera,205,"7,178",Loyalty Points
316,Seth Knight,Enlightened of Tibia,Elite Knight,Gladera,84,"7,176",Loyalty Points
316,Yudmii Dark,Enlightened of Tibia,Elite Knight,Astera,939,"7,176",Loyalty Points
318,Telial,Enlightened of Tibia,Elite Knight,Secura,153,"7,175",Loyalty Points
319,Bow Chikabowow,Enlightened of Tibia,Elite Knight,Calmera,779,"7,173",Loyalty Points
320,Satiun Jerius,Enlightened of Tibia,Knight,Menera,10,"7,172",Loyalty Points
320,Skunerx,Enlightened of Tibia,Elite Knight,Belobra,1948,"7,172",Loyalty Points
322,Colonel Kloss,Enlightened of Tibia,Elite Knight,Secura,758,"7,167",Loyalty Points
323,Narcan,Enlightened of Tibia,Sorcerer,Calmera,8,"7,166",Loyalty Points
324,Ferangel,Enlightened of Tibia,Royal Paladin,Bona,2541,"7,165",Loyalty Points
324,Moe The Knight,Enlightened of Tibia,Elite Knight,Nefera,578,"7,165",Loyalty Points
326,Xanadu,Enlightened of Tibia,Royal Paladin,Antica,960,"7,160",Loyalty Points
327,Asombrous Tythz,Enlightened of Tibia,Master Sorcerer,Monza,1299,"7,155",Loyalty Points
328,Ekaiio,Enlightened of Tibia,Elite Knight,Belobra,1674,"7,152",Loyalty Points
329,Attila Oligarch,Enlightened of Tibia,Exalted Monk,Antica,487,"7,151",Loyalty Points
330,Lulatz,Enlightened of Tibia,Elite Knight,Pacera,1071,"7,148",Loyalty Points
330,Sir troy,Enlightened of Tibia,Elite Knight,Antica,244,"7,148",Loyalty Points
332,Mew Mew Echoplex,Enlightened of Tibia,Royal Paladin,Astera,346,"7,146",Loyalty Points
333,Dawox,Enlightened of Tibia,Royal Paladin,Calmera,832,"7,145",Loyalty Points
334,Yakoov,Enlightened of Tibia,Paladin,Luminera,23,"7,139",Loyalty Points
335,Hardcor,Enlightened of Tibia,Sorcerer,Vunira,1193,"7,135",Loyalty Points
336,Nemes,Enlightened of Tibia,Elite Knight,Antica,386,"7,127",Loyalty Points
337,Bah Herminia,Enlightened of Tibia,Elder Druid,Vunira,56,"7,126",Loyalty Points
338,Jaime Armeiro,Enlightened of Tibia,Elite Knight,Celesta,633,"7,125",Loyalty Points
339,Khaira,Enlightened of Tibia,Elite Knight,Gladera,695,"7,124",Loyalty Points
340,Maurolkit,Enlightened of Tibia,Elite Knight,Secura,1934,"7,123",Loyalty Points
341,Zora Tajargor,Enlightened of Tibia,Elite Knight,Nefera,411,"7,122",Loyalty Points
342,Fates Buddy,Enlightened of Tibia,Master Sorcerer,Pacera,828,"7,119",Loyalty Points
343,Gagou,Enlightened of Tibia,Royal Paladin,Secura,476,"7,114",Loyalty Points
344,Rayan Boy,Enlightened of Tibia,Elite Knight,Quidera,435,"7,113",Loyalty Points
344,Szubi Dia,Enlightened of Tibia,Elite Knight,Dia,948,"7,113",Loyalty Points
346,Trinity Tomboy,Enlightened of Tibia,Elder Druid,Etebra,134,"7,112",Loyalty Points
347,Oudje,Enlightened of Tibia,Royal Paladin,Celesta,136,"7,111",Loyalty Points
348,Risn Evil,Enlightened of Tibia,Master Sorcerer,Monstera,80,"7,108",Loyalty Points
349,Fighter Mick,Enlightened of Tibia,Elite Knight,Nefera,391,"7,107",Loyalty Points
350,Thor Ironmask,Enlightened of Tibia,Elder Druid,Menera,172,"7,106",Loyalty Points
351,Royal Ienepien,Enlightened of Tibia,Royal Paladin,Celesta,584,"7,105",Loyalty Points
351,Stan of Nova,Enlightened of Tibia,Elite Knight,Gladera,471,"7,105",Loyalty Points
353,Godwulf,Enlightened of Tibia,Elite Knight,Pacera,477,"7,104",Loyalty Points
354,Sir Wilfred Ivanhoe,Enlightened of Tibia,Elite Knight,Nefera,449,"7,101",Loyalty Points
355,Irsu,Enlightened of Tibia,Elder Druid,Bona,477,"7,100",Loyalty Points
355,Odra Kaitywagni,Enlightened of Tibia,Knight,Nefera,40,"7,100",Loyalty Points
355,Pinguin-Soldier,Enlightened of Tibia,Master Sorcerer,Refugia,154,"7,100",Loyalty Points
358,Bratku Boy,Enlightened of Tibia,Royal Paladin,Secura,2154,"7,099",Loyalty Points
359,Jafajafa,Enlightened of Tibia,Druid,Peloria,9,"7,098",Loyalty Points
359,Kexton,Enlightened of Tibia,Elite Knight,Luminera,264,"7,098",Loyalty Points
359,Lady Sylaa,Enlightened of Tibia,Elder Druid,Secura,669,"7,098",Loyalty Points
362,Master patrick fang,Enlightened of Tibia,Master Sorcerer,Gladera,406,"7,094",Loyalty Points
363,Honzo Asashi,Enlightened of Tibia,Exalted Monk,Bravoria,78,"7,092",Loyalty Points
364,Vames,Enlightened of Tibia,Royal Paladin,Solidera,404,"7,091",Loyalty Points
365,Thus Darunblo,Enlightened of Tibia,Elite Knight,Astera,558,"7,090",Loyalty Points
366,Mord,Enlightened of Tibia,Master Sorcerer,Pacera,364,"7,089",Loyalty Points
366,Phester,Enlightened of Tibia,Royal Paladin,Peloria,300,"7,089",Loyalty Points
366,Vica Kateriell,Enlightened of Tibia,Master Sorcerer,Monza,1155,"7,089",Loyalty Points
369,Thol Feno,Enlightened of Tibia,Elite Knight,Harmonia,884,"7,084",Loyalty Points
370,Storm Executer,Enlightened of Tibia,Master Sorcerer,Thyria,103,"7,083",Loyalty Points
371,Bazil Rathbone,Enlightened of Tibia,Royal Paladin,Pacera,365,"7,082",Loyalty Points
372,Anxious,Enlightened of Tibia,Royal Paladin,Refugia,622,"7,073",Loyalty Points
372,Jorunn,Enlightened of Tibia,Elite Knight,Premia,366,"7,073",Loyalty Points
374,Lerius Arth,Enlightened of Tibia,Elite Knight,Peloria,197,"7,069",Loyalty Points
375,Azaziel,Enlightened of Tibia,Royal Paladin,Gladera,369,"7,063",Loyalty Points
376,General George Washington,Enlightened of Tibia,Elite Knight,Yovera,117,"7,062",Loyalty Points
377,Leor Arty,Enlightened of Tibia,None,Astera,29,"7,060",Loyalty Points
378,Anatomiczny Posilek,Enlightened of Tibia,Elite Knight,Thyria,1442,"7,058",Loyalty Points
378,Carpathya,Enlightened of Tibia,None,Bona,31,"7,058",Loyalty Points
378,Cromag,Enlightened of Tibia,Master Sorcerer,Refugia,708,"7,058",Loyalty Points
381,Lady feminine,Enlightened of Tibia,Elder Druid,Nefera,455,"7,057",Loyalty Points
382,Nix De'Lao,Enlightened of Tibia,Master Sorcerer,Belobra,483,"7,056",Loyalty Points
383,Elite Doomist,Enlightened of Tibia,Elite Knight,Premia,364,"7,055",Loyalty Points
384,Filippa on Morgana,Enlightened of Tibia,None,Thyria,2,"7,053",Loyalty Points
385,Mataxi Wonka,Enlightened of Tibia,Elder Druid,Pacera,246,"7,050",Loyalty Points
386,Pimpo,Enlightened of Tibia,Knight,Antica,264,"7,044",Loyalty Points
387,Oblette,Enlightened of Tibia,Elder Druid,Harmonia,199,"7,042",Loyalty Points
387,Thorallion,Enlightened of Tibia,Elite Knight,Harmonia,277,"7,042",Loyalty Points
389,Monos Cedar,Enlightened of Tibia,Master Sorcerer,Nefera,295,"7,040",Loyalty Points
389,Pi Ramses,Enlightened of Tibia,Elite Knight,Nefera,1259,"7,040",Loyalty Points
391,Sonia Smith,Enlightened of Tibia,Elite Knight,Vunira,386,"7,039",Loyalty Points
392,Tinny Tan,Enlightened of Tibia,Elite Knight,Nefera,142,"7,036",Loyalty Points
393,Master of destruction,Enlightened of Tibia,Master Sorcerer,Premia,1000,"7,034",Loyalty Points
394,Lordganon,Enlightened of Tibia,Master Sorcerer,Pacera,228,"7,030",Loyalty Points
395,Majowe,Enlightened of Tibia,Elite Knight,Solidera,251,"7,029",Loyalty Points
396,Beruck,Enlightened of Tibia,Royal Paladin,Antica,510,"7,028",Loyalty Points
397,Voodoomancer,Enlightened of Tibia,Elder Druid,Antica,501,"7,025",Loyalty Points
398,Davidtje,Enlightened of Tibia,Master Sorcerer,Bona,1345,"7,024",Loyalty Points
399,Carlay,Enlightened of Tibia,Elder Druid,Secura,456,"7,023",Loyalty Points
400,Shin Adraks,Enlightened of Tibia,Elder Druid,Refugia,611,"7,021",Loyalty Points
401,Tah ligado neeh,Enlightened of Tibia,Knight,Ferobra,8,"7,019",Loyalty Points
402,Minerinvl,Enlightened of Tibia,Elder Druid,Quelibra,1371,"7,016",Loyalty Points
403,Loth Fith,Enlightened of Tibia,Master Sorcerer,Gentebra,400,"7,015",Loyalty Points
404,Kisa the Cat,Enlightened of Tibia,Elite Knight,Calmera,53,"7,013",Loyalty Points
405,Efemeich,Enlightened of Tibia,Elder Druid,Calmera,1175,"7,012",Loyalty Points
406,Javadu,Enlightened of Tibia,Elite Knight,Refugia,116,"7,011",Loyalty Points
407,Lady Aska,Enlightened of Tibia,Elite Knight,Monza,560,"7,010",Loyalty Points
408,Luana Zilverheat,Enlightened of Tibia,Master Sorcerer,Secura,647,"7,002",Loyalty Points
408,Master Michael,Enlightened of Tibia,Royal Paladin,Secura,212,"7,002",Loyalty Points
410,Faustino Brabo,Enlightened of Tibia,Master Sorcerer,Celebra,1643,"7,001",Loyalty Points
410,Malathis Guin,Enlightened of Tibia,Elite Knight,Luminera,164,"7,001",Loyalty Points
412,Buddah Dorthonion,Enlightened of Tibia,Paladin,Peloria,377,"7,000",Loyalty Points
412,Octavian,Enlightened of Tibia,Royal Paladin,Antica,188,"7,000",Loyalty Points
414,Sados Amak,Savant of Tibia,Master Sorcerer,Lobera,81,"6,999",Loyalty Points
414,Wozigot,Savant of Tibia,Elite Knight,Solidera,508,"6,999",Loyalty Points
416,Mad Belgian,Savant of Tibia,Elite Knight,Monza,381,"6,998",Loyalty Points
417,Kimahri Guildenstern,Savant of Tibia,Master Sorcerer,Monza,340,"6,996",Loyalty Points
418,Blackfire Knight,Savant of Tibia,Elite Knight,Secura,247,"6,994",Loyalty Points
419,Anne The Witchcrafter,Savant of Tibia,Elder Druid,Refugia,297,"6,993",Loyalty Points
420,Dinda Lora,Savant of Tibia,Royal Paladin,Gentebra,400,"6,991",Loyalty Points
420,Julth Thort,Savant of Tibia,Elite Knight,Kalibra,54,"6,991",Loyalty Points
422,Isaac Sorcerer,Savant of Tibia,Master Sorcerer,Refugia,133,"6,989",Loyalty Points
422,Knight of Rafael,Savant of Tibia,Elite Knight,Quelibra,1678,"6,989",Loyalty Points
424,Sheikenshin,Savant of Tibia,Elite Knight,Astera,867,"6,988",Loyalty Points
425,Kiki dev,Savant of Tibia,Master Sorcerer,Calmera,457,"6,983",Loyalty Points
425,Lady Elizabeth,Savant of Tibia,Royal Paladin,Secura,211,"6,983",Loyalty Points
425,Lil Weezyana,Savant of Tibia,Elder Druid,Wintera,1314,"6,983",Loyalty Points
428,Belamora,Savant of Tibia,Master Sorcerer,Belobra,732,"6,978",Loyalty Points
428,Pasiffae,Savant of Tibia,Master Sorcerer,Belobra,1741,"6,978",Loyalty Points
430,Mediotha,Savant of Tibia,Elite Knight,Yonabra,1146,"6,975",Loyalty Points
431,Bijou Kidi,Savant of Tibia,Elder Druid,Antica,831,"6,974",Loyalty Points
431,Gaspa el mago,Savant of Tibia,Sorcerer,Gentebra,192,"6,974",Loyalty Points
431,Goplana,Savant of Tibia,Royal Paladin,Secura,307,"6,974",Loyalty Points
434,Linyc,Savant of Tibia,Druid,Gladera,978,"6,970",Loyalty Points
435,Barba Blava,Savant of Tibia,Elite Knight,Gladera,30,"6,969",Loyalty Points
436,Aphoros,Savant of Tibia,Elite Knight,Calmera,44,"6,968",Loyalty Points
436,Reddawg,Savant of Tibia,Elder Druid,Stralis,126,"6,968",Loyalty Points
438,Sassir,Savant of Tibia,Royal Paladin,Antica,982,"6,965",Loyalty Points
439,Edinho Rancaprofit,Savant of Tibia,Royal Paladin,Serdebra,2350,"6,963",Loyalty Points
440,Boile,Savant of Tibia,Elite Knight,Vunira,426,"6,961",Loyalty Points
441,Sissela,Savant of Tibia,Elite Knight,Harmonia,295,"6,960",Loyalty Points
442,Craig the knight,Savant of Tibia,Elite Knight,Lobera,934,"6,956",Loyalty Points
443,Bbosscheck,Savant of Tibia,Sorcerer,Dia,40,"6,951",Loyalty Points
444,Launarumi Stegath,Savant of Tibia,Elite Knight,Menera,100,"6,947",Loyalty Points
444,Nyste,Savant of Tibia,Royal Paladin,Gentebra,630,"6,947",Loyalty Points
446,Articcorz,Savant of Tibia,Master Sorcerer,Pacera,202,"6,945",Loyalty Points
446,Meyerz,Savant of Tibia,Master Sorcerer,Lobera,1069,"6,945",Loyalty Points
448,Chris Dictador,Savant of Tibia,Royal Paladin,Ombra,2289,"6,941",Loyalty Points
448,Madromesus Dadless,Savant of Tibia,Master Sorcerer,Xyla,163,"6,941",Loyalty Points
450,Diamond Draco,Savant of Tibia,Elite Knight,Menera,363,"6,940",Loyalty Points
451,Archer Aztec,Savant of Tibia,Royal Paladin,Havera,290,"6,939",Loyalty Points
451,Darkeduar,Savant of Tibia,Elite Knight,Pacera,1294,"6,939",Loyalty Points
453,Misterpfloyd,Savant of Tibia,Elite Knight,Astera,519,"6,937",Loyalty Points
453,Trugg,Savant of Tibia,Elite Knight,Quelibra,663,"6,937",Loyalty Points
455,Lord Nudd,Savant of Tibia,Elite Knight,Premia,179,"6,936",Loyalty Points
456,Vaul Zita,Savant of Tibia,Elite Knight,Peloria,660,"6,933",Loyalty Points
457,Hazuta,Savant of Tibia,Royal Paladin,Secura,538,"6,931",Loyalty Points
458,Rift Duken,Savant of Tibia,Master Sorcerer,Gentebra,2299,"6,930",Loyalty Points
459,Snovit,Savant of Tibia,Knight,Bona,242,"6,929",Loyalty Points
460,Insayn ownage,Savant of Tibia,Elite Knight,Lobera,370,"6,926",Loyalty Points
460,Quin ora,Savant of Tibia,Elder Druid,Celesta,146,"6,926",Loyalty Points
460,Sir Gulith,Savant of Tibia,Elite Knight,Eclipta,735,"6,926",Loyalty Points
463,Dark-Lich,Savant of Tibia,Master Sorcerer,Calmera,1415,"6,925",Loyalty Points
463,Gaara Elorial,Savant of Tibia,Druid,Belobra,19,"6,925",Loyalty Points
463,Mysteriano,Savant of Tibia,Druid,Victoris,12,"6,925",Loyalty Points
466,Onyn,Savant of Tibia,Sorcerer,Secura,324,"6,924",Loyalty Points
466,Velawyn Fyos,Savant of Tibia,Paladin,Refugia,14,"6,924",Loyalty Points
468,Ania Bobek,Savant of Tibia,Master Sorcerer,Refugia,318,"6,919",Loyalty Points
469,Les the Shadow,Savant of Tibia,Elite Knight,Refugia,488,"6,918",Loyalty Points
469,Pocas,Savant of Tibia,Royal Paladin,Luminera,390,"6,918",Loyalty Points
469,Strong Dimox,Savant of Tibia,Elder Druid,Secura,860,"6,918",Loyalty Points
472,Saphyra Bonita,Savant of Tibia,Elder Druid,Pacera,486,"6,917",Loyalty Points
473,Miduna Venor,Savant of Tibia,Elder Druid,Menera,463,"6,915",Loyalty Points
474,Kadorxis Xaleas,Savant of Tibia,Royal Paladin,Secura,258,"6,912",Loyalty Points
474,Sihid Drakell,Savant of Tibia,Elite Knight,Kalibra,1671,"6,912",Loyalty Points
476,Sophie Emmy,Savant of Tibia,Elite Knight,Calmera,543,"6,909",Loyalty Points
477,Evilyn,Savant of Tibia,Master Sorcerer,Thyria,98,"6,905",Loyalty Points
477,Rana Tiberon,Savant of Tibia,Elder Druid,Kalibra,1106,"6,905",Loyalty Points
477,Taurionn,Savant of Tibia,Elder Druid,Harmonia,286,"6,905",Loyalty Points
480,Nath Kecorf Points,Savant of Tibia,Druid,Inabra,8,"6,904",Loyalty Points
481,Phearsome,Savant of Tibia,Knight,Havera,744,"6,903",Loyalty Points
482,Xannta,Savant of Tibia,Elder Druid,Harmonia,663,"6,901",Loyalty Points
483,Thaygha,Savant of Tibia,Elder Druid,Refugia,97,"6,900",Loyalty Points
484,Girromo,Savant of Tibia,Elite Knight,Antica,56,"6,899",Loyalty Points
485,Pew Pew Vaneraz,Savant of Tibia,Druid,Peloria,51,"6,898",Loyalty Points
486,Lumaj,Savant of Tibia,Royal Paladin,Peloria,999,"6,891",Loyalty Points
487,Riut,Savant of Tibia,Elder Druid,Celesta,1287,"6,890",Loyalty Points
488,Femuz Darksoul,Savant of Tibia,Elite Knight,Astera,479,"6,889",Loyalty Points
489,Aeld Gulayaron,Savant of Tibia,Elder Druid,Secura,70,"6,888",Loyalty Points
490,Deackoy,Savant of Tibia,Master Sorcerer,Zunera,33,"6,887",Loyalty Points
491,Cosmic Flame,Savant of Tibia,Master Sorcerer,Secura,122,"6,885",Loyalty Points
491,Szklok,Savant of Tibia,Elite Knight,Luminera,150,"6,885",Loyalty Points
493,Emerka,Savant of Tibia,Knight,Harmonia,618,"6,884",Loyalty Points
494,Back Cobra,Savant of Tibia,None,Talera,20,"6,883",Loyalty Points
494,Soujiro,Savant of Tibia,Elite Knight,Calmera,663,"6,883",Loyalty Points
496,Dumdum,Savant of Tibia,Elite Knight,Vunira,355,"6,882",Loyalty Points
497,Moran Juvan,Savant of Tibia,Elite Knight,Issobra,76,"6,880",Loyalty Points
497,Venusia,Savant of Tibia,Elite Knight,Secura,496,"6,880",Loyalty Points
499,Magic Kiz,Savant of Tibia,Elite Knight,Nefera,418,"6,879",Loyalty Points
500,Anggiet,Savant of Tibia,Paladin,Lobera,13,"6,877",Loyalty Points
500,Draga Spellcaster,Savant of Tibia,Elder Druid,Nefera,878,"6,877",Loyalty Points
500,Soul Rose,Savant of Tibia,Royal Paladin,Lobera,739,"6,877",Loyalty Points
503,Oscar Kopytko,Savant of Tibia,Royal Paladin,Refugia,539,"6,874",Loyalty Points
504,Nathan Orion,Savant of Tibia,Elite Knight,Havera,305,"6,873",Loyalty Points
505,Arbo Donaga,Savant of Tibia,Elder Druid,Celesta,875,"6,872",Loyalty Points
506,Xande Tuning,Savant of Tibia,Elite Knight,Astera,1120,"6,871",Loyalty Points
507,Eckows,Savant of Tibia,Royal Paladin,Yonabra,1804,"6,869",Loyalty Points
507,Maverix Armada,Savant of Tibia,Royal Paladin,Antica,251,"6,869",Loyalty Points
509,Fany Shan,Savant of Tibia,None,Havera,7,"6,867",Loyalty Points
510,Rich Magiczny,Savant of Tibia,Knight,Refugia,8,"6,866",Loyalty Points
510,Vaderet,Savant of Tibia,Druid,Oceanis,8,"6,866",Loyalty Points
512,Elder Wizzy,Savant of Tibia,Elder Druid,Pacera,847,"6,865",Loyalty Points
513,Izamac Camazi,Savant of Tibia,Elite Knight,Pacera,177,"6,864",Loyalty Points
514,Disciple of Vampyre,Savant of Tibia,None,Lobera,1,"6,861",Loyalty Points
515,Broglio,Savant of Tibia,Elite Knight,Solidera,495,"6,860",Loyalty Points
516,Bris Exis,Savant of Tibia,Paladin,Retalia,7,"6,858",Loyalty Points
516,Shadow mirage,Savant of Tibia,Elite Knight,Calmera,808,"6,858",Loyalty Points
518,Marcelosilveira,Savant of Tibia,Elite Knight,Calmera,146,"6,857",Loyalty Points
519,Fretyn,Savant of Tibia,Elite Knight,Antica,415,"6,855",Loyalty Points
519,Low Burnzs,Savant of Tibia,Master Sorcerer,Issobra,1630,"6,855",Loyalty Points
519,Ston Saigo,Savant of Tibia,Sorcerer,Refugia,14,"6,855",Loyalty Points
522,General von Snalhousen,Savant of Tibia,Elder Druid,Premia,130,"6,854",Loyalty Points
522,Thor beoni filho,Savant of Tibia,Elite Knight,Belobra,563,"6,854",Loyalty Points
524,Dakkon-Blackblade,Savant of Tibia,Elder Druid,Solidera,256,"6,852",Loyalty Points
524,Ludian,Savant of Tibia,Master Sorcerer,Lobera,51,"6,852",Loyalty Points
526,Spartigus,Savant of Tibia,Elite Knight,Nefera,319,"6,850",Loyalty Points
527,Pah Lito,Savant of Tibia,Royal Paladin,Honbra,177,"6,849",Loyalty Points
527,Topinga Quim,Savant of Tibia,Royal Paladin,Nefera,559,"6,849",Loyalty Points
529,Kate Storm,Savant of Tibia,None,Thyria,29,"6,846",Loyalty Points
530,Leen Leonhart,Savant of Tibia,Master Sorcerer,Celebra,477,"6,845",Loyalty Points
531,Alex sorce,Savant of Tibia,Master Sorcerer,Premia,610,"6,842",Loyalty Points
531,Hephraime,Savant of Tibia,Master Sorcerer,Secura,547,"6,842",Loyalty Points
531,Keni Sorin,Savant of Tibia,Elder Druid,Menera,125,"6,842",Loyalty Points
534,Hendogg,Savant of Tibia,Elder Druid,Eclipta,47,"6,841",Loyalty Points
534,Lord Falbala,Savant of Tibia,Elder Druid,Astera,544,"6,841",Loyalty Points
534,Resoorrector,Savant of Tibia,Elder Druid,Thyria,287,"6,841",Loyalty Points
537,Diaz dos rookgaardos,Savant of Tibia,None,Dia,160,"6,840",Loyalty Points
537,Mit Iron,Savant of Tibia,Elite Knight,Gentebra,2215,"6,840",Loyalty Points
539,Dinitric,Savant of Tibia,Master Sorcerer,Lobera,203,"6,837",Loyalty Points
540,Shadoweyes,Savant of Tibia,Elite Knight,Premia,310,"6,836",Loyalty Points
541,Sir Brancaleone,Savant of Tibia,Sorcerer,Peloria,520,"6,833",Loyalty Points
542,Notubu,Savant of Tibia,Sorcerer,Antica,632,"6,832",Loyalty Points
543,Beatrix Kiddo,Savant of Tibia,Elder Druid,Serdebra,872,"6,831",Loyalty Points
543,Bruneli Wayne,Savant of Tibia,Elite Knight,Serdebra,2345,"6,831",Loyalty Points
545,Gabrill,Savant of Tibia,Master Sorcerer,Pacera,155,"6,830",Loyalty Points
546,Luiakyn,Savant of Tibia,Royal Paladin,Astera,229,"6,828",Loyalty Points
547,Raven Fedla,Savant of Tibia,Elder Druid,Luminera,600,"6,826",Loyalty Points
548,Darkiness,Savant of Tibia,Royal Paladin,Belobra,719,"6,825",Loyalty Points
549,Pris pituska,Savant of Tibia,Royal Paladin,Kalibra,761,"6,824",Loyalty Points
550,Fynno,Savant of Tibia,Elite Knight,Bona,434,"6,822",Loyalty Points
550,Gui-Stigmat,Savant of Tibia,Elite Knight,Gentebra,754,"6,822",Loyalty Points
552,Moises the Dark,Savant of Tibia,Elder Druid,Havera,929,"6,821",Loyalty Points
553,Misty Golden Hair,Savant of Tibia,Sorcerer,Yovera,28,"6,820",Loyalty Points
554,Nienna Telperien,Savant of Tibia,Royal Paladin,Antica,445,"6,819",Loyalty Points
555,Bernadka Mage,Savant of Tibia,Elder Druid,Thyria,432,"6,818",Loyalty Points
555,Darkside the ghost,Savant of Tibia,Elite Knight,Bona,1521,"6,818",Loyalty Points
555,Eldo Coda,Savant of Tibia,Sorcerer,Sombra,19,"6,818",Loyalty Points
555,Nathasha rumanenco,Savant of Tibia,Elite Knight,Solidera,373,"6,818",Loyalty Points
559,Forleta,Savant of Tibia,Master Sorcerer,Belobra,1314,"6,815",Loyalty Points
560,Kewhyx Mythus,Savant of Tibia,Royal Paladin,Celebra,2052,"6,813",Loyalty Points
561,Aiken Rush,Savant of Tibia,Royal Paladin,Lobera,1609,"6,812",Loyalty Points
561,Lilli Karabina,Savant of Tibia,Knight,Thyria,8,"6,812",Loyalty Points
563,Memento Mori Marius,Savant of Tibia,Master Sorcerer,Blumera,781,"6,811",Loyalty Points
564,Regina costa,Savant of Tibia,Knight,Nefera,504,"6,810",Loyalty Points
565,Kovacsz,Savant of Tibia,Master Sorcerer,Belobra,1980,"6,808",Loyalty Points
565,Laraaa,Savant of Tibia,Elite Knight,Lobera,1216,"6,808",Loyalty Points
565,Nashferatu,Savant of Tibia,Elite Knight,Talera,793,"6,808",Loyalty Points
565,Nerola,Savant of Tibia,Royal Paladin,Peloria,537,"6,808",Loyalty Points
565,Zeus of Celesta,Savant of Tibia,Elite Knight,Celesta,892,"6,808",Loyalty Points
570,Ashmodara,Savant of Tibia,Royal Paladin,Celebra,1607,"6,804",Loyalty Points
570,Jana Zazit,Savant of Tibia,Elite Knight,Harmonia,365,"6,804",Loyalty Points
572,Lord Mutsley,Savant of Tibia,Elite Knight,Serdebra,1027,"6,803",Loyalty Points
573,Super Raunchy,Savant of Tibia,Exalted Monk,Ourobra,130,"6,801",Loyalty Points
574,Arysa Amiz,Savant of Tibia,Elder Druid,Harmonia,1094,"6,799",Loyalty Points
574,Asen Yokar,Savant of Tibia,Elite Knight,Gladera,424,"6,799",Loyalty Points
576,Margurz,Savant of Tibia,Druid,Ignitera,8,"6,797",Loyalty Points
577,Nalsi Tawyn,Savant of Tibia,Elite Knight,Harmonia,1154,"6,796",Loyalty Points
578,Benji maxs,Savant of Tibia,Elite Knight,Solidera,894,"6,795",Loyalty Points
578,Truitol,Savant of Tibia,Knight,Serdebra,8,"6,795",Loyalty Points
580,Hupman,Savant of Tibia,Elite Knight,Vunira,174,"6,790",Loyalty Points
580,Synkron,Savant of Tibia,Royal Paladin,Wintera,934,"6,790",Loyalty Points
582,Drax Kong,Savant of Tibia,Elite Knight,Pacera,1262,"6,789",Loyalty Points
583,Hirul Dralon,Savant of Tibia,Knight,Gentebra,6,"6,788",Loyalty Points
584,Curandeiro Loyal,Savant of Tibia,Elder Druid,Celebra,987,"6,785",Loyalty Points
585,Bru Ferobrinha,Savant of Tibia,Elder Druid,Ferobra,50,"6,782",Loyalty Points
586,Leifmaa,Savant of Tibia,Master Sorcerer,Peloria,866,"6,781",Loyalty Points
587,Apolux,Savant of Tibia,Elite Knight,Menera,270,"6,777",Loyalty Points
588,Leo Vent,Savant of Tibia,Master Sorcerer,Celebra,1527,"6,773",Loyalty Points
589,Thorngrim,Savant of Tibia,Elite Knight,Secura,482,"6,772",Loyalty Points
590,Digao Implacavel,Savant of Tibia,Elite Knight,Kalibra,2354,"6,771",Loyalty Points
591,Dark Executioner,Savant of Tibia,Elite Knight,Firmera,590,"6,769",Loyalty Points
592,Airos de Sagitario,Savant of Tibia,Royal Paladin,Menera,520,"6,765",Loyalty Points
592,Morangoddess,Savant of Tibia,Elder Druid,Inabra,702,"6,765",Loyalty Points
594,Archangel Bonetto,Savant of Tibia,Elite Knight,Gentebra,1048,"6,761",Loyalty Points
