Rank,Name,Vocation,World,Level,Points,Category
345,Sirleono,Royal Paladin,Wintera,1202,"1,333",Goshnar's Taint
346,Chefao Magnifikdany,Master Sorcerer,Quelibra,1988,"1,331",Goshnar's Taint
347,Vine Corporation,Elder Druid,Issobra,2045,"1,329",Goshnar's Taint
348,Posha Crushe,Elder Druid,Rasteibra,1471,"1,328",Goshnar's Taint
349,Pronto King,Elder Druid,Ferobra,901,"1,327",Goshnar's Taint
350,Psyko Punkrocker,Royal Paladin,Secura,1597,"1,325",Goshnar's Taint
351,Rdge,Master Sorcerer,Yonabra,2043,"1,324",Goshnar's Taint
352,Estilo Inativo,Elder Druid,Rasteibra,2080,"1,323",Goshnar's Taint
353,Amzte,Royal Paladin,Kalibra,1442,"1,321",Goshnar's Taint
353,Vinicin Invicto,Elite Knight,Celebra,1897,"1,321",Goshnar's Taint
353,Zhoyo,Elite Knight,Yonabra,1511,"1,321",Goshnar's Taint
356,Obonitao Lindao,Master Sorcerer,Ustebra,1176,"1,320",Goshnar's Taint
357,Pizza Party,Elder Druid,Gladera,1573,"1,319",Goshnar's Taint
358,Czikita,Elder Druid,Secura,2063,"1,318",Goshnar's Taint
359,Di dado,Royal Paladin,Descubra,1648,"1,313",Goshnar's Taint
360,Vopz Neverdie,Elder Druid,Inabra,1379,"1,312",Goshnar's Taint
361,Ominae Yu,Elite Knight,Yonabra,1738,"1,308",Goshnar's Taint
362,Walder Martz,Royal Paladin,Nefera,1204,"1,307",Goshnar's Taint
363,Ghost of Chimera,Royal Paladin,Solidera,1731,"1,303",Goshnar's Taint
364,Kayhn Kuroi Tenshi,Royal Paladin,Jadebra,1724,"1,300",Goshnar's Taint
364,Mafewz,Elite Knight,Collabra,1882,"1,300",Goshnar's Taint
366,Ninna Gil,Master Sorcerer,Celebra,2203,"1,298",Goshnar's Taint
367,Radamanthys Navy Seal,Master Sorcerer,Talera,1588,"1,296",Goshnar's Taint
368,Esbui Seshat,Royal Paladin,Inabra,985,"1,292",Goshnar's Taint
369,Max Fleury,Elite Knight,Celebra,2105,"1,291",Goshnar's Taint
370,Franknitro,Master Sorcerer,Lobera,1309,"1,290",Goshnar's Taint
371,Mad Tian,Royal Paladin,Ustebra,1278,"1,288",Goshnar's Taint
372,Aosa,Elder Druid,Venebra,1447,"1,284",Goshnar's Taint
373,Noether,Elite Knight,Venebra,1806,"1,282",Goshnar's Taint
374,Cavaleiro Zyn,Royal Paladin,Gentebra,1222,"1,280",Goshnar's Taint
374,Drippin Sioz,Elder Druid,Nefera,987,"1,280",Goshnar's Taint
376,Olavoltz,Royal Paladin,Yonabra,1386,"1,277",Goshnar's Taint
377,Izeekao,Royal Paladin,Celebra,1822,"1,274",Goshnar's Taint
378,Edinho Rancaprofit,Royal Paladin,Serdebra,2350,"1,273",Goshnar's Taint
378,Rockstacker Cleve,Elder Druid,Nevia,1219,"1,273",Goshnar's Taint
380,Kedo Azkam,Master Sorcerer,Celesta,1684,"1,271",Goshnar's Taint
381,Hellz Nogb,Royal Paladin,Wintera,2156,"1,268",Goshnar's Taint
382,Elder Martin,Elder Druid,Quintera,1162,"1,267",Goshnar's Taint
382,Que Jin,Elder Druid,Serdebra,1587,"1,267",Goshnar's Taint
384,Jintani,Royal Paladin,Luminera,1583,"1,266",Goshnar's Taint
385,Toxic Kleine Esecee,Elite Knight,Havera,1959,"1,265",Goshnar's Taint
386,Tonim Tank,Elite Knight,Jadebra,1773,"1,263",Goshnar's Taint
387,Knacked,Master Sorcerer,Peloria,1610,"1,261",Goshnar's Taint
387,Truesight,Royal Paladin,Honbra,1324,"1,261",Goshnar's Taint
389,Tiu Piki,Elite Knight,Inabra,1354,"1,260",Goshnar's Taint
390,Kamiry,Elite Knight,Ourobra,1701,"1,259",Goshnar's Taint
390,Krueger,Elite Knight,Kalibra,1450,"1,259",Goshnar's Taint
390,Ragnarr Vilao,Elite Knight,Honbra,2098,"1,259",Goshnar's Taint
393,Ervionm,Elder Druid,Luminera,1123,"1,255",Goshnar's Taint
393,Highping Destroy Fielder,Knight,Bona,752,"1,255",Goshnar's Taint
395,Zee Cuei Store,Elder Druid,Quelibra,1940,"1,247",Goshnar's Taint
396,Miyu Amaya,Elder Druid,Karmeya,1752,"1,243",Goshnar's Taint
397,Kingzoorr,Elder Druid,Issobra,1763,"1,240",Goshnar's Taint
398,Fastshot,Royal Paladin,Refugia,2074,"1,239",Goshnar's Taint
399,Critykall,Master Sorcerer,Yonabra,1242,"1,232",Goshnar's Taint
400,Biiritinha,Elder Druid,Yonabra,1007,"1,230",Goshnar's Taint
401,Sillnyy,Elder Druid,Bona,1806,"1,226",Goshnar's Taint
402,Avasalador,Elder Druid,Kalibra,1631,"1,224",Goshnar's Taint
402,Notdarus,Elder Druid,Descubra,1594,"1,224",Goshnar's Taint
404,Dropzerah,Elite Knight,Kalibra,1731,"1,223",Goshnar's Taint
405,Murilichtsz,Royal Paladin,Ferobra,1311,"1,220",Goshnar's Taint
406,Rift Duken,Master Sorcerer,Gentebra,2299,"1,215",Goshnar's Taint
407,Sedrahil,Royal Paladin,Oceanis,2006,"1,210",Goshnar's Taint
408,Kee mo,Master Sorcerer,Retalia,1087,"1,209",Goshnar's Taint
409,Bertinhow,Master Sorcerer,Quelibra,1932,"1,206",Goshnar's Taint
410,Darkjah,Elite Knight,Quelibra,1311,"1,205",Goshnar's Taint
410,Elmagnifiko caballerodany,Elite Knight,Inabra,1698,"1,205",Goshnar's Taint
412,Mirotth,Elite Knight,Belobra,1993,"1,202",Goshnar's Taint
413,Canalles Teensina,Master Sorcerer,Gentebra,1247,"1,201",Goshnar's Taint
414,Destructive Kronun,Elite Knight,Talera,2051,"1,199",Goshnar's Taint
414,Jan Duni,Master Sorcerer,Inabra,1555,"1,199",Goshnar's Taint
416,Warglaiven,Royal Paladin,Kalibra,1839,"1,193",Goshnar's Taint
417,The Loko,Elder Druid,Blumera,1447,"1,191",Goshnar's Taint
418,Boski Archmage,Master Sorcerer,Secura,1943,"1,190",Goshnar's Taint
419,Mgnfiksupremo Liderdany,Elder Druid,Quelibra,1913,"1,188",Goshnar's Taint
420,Troxassito,Elder Druid,Secura,1515,"1,184",Goshnar's Taint
421,Deslinde Unstoppable,Master Sorcerer,Collabra,1229,"1,183",Goshnar's Taint
421,Higzy,Royal Paladin,Gentebra,1615,"1,183",Goshnar's Taint
421,Popo Endividado,Elder Druid,Collabra,1464,"1,183",Goshnar's Taint
421,Therionsz,Master Sorcerer,Yonabra,1603,"1,183",Goshnar's Taint
425,Thiiagod,Elder Druid,Ferobra,1938,"1,182",Goshnar's Taint
426,Fael Fahurr,Royal Paladin,Quelibra,2169,"1,181",Goshnar's Taint
427,Shaddek,Elite Knight,Secura,1478,"1,180",Goshnar's Taint
428,Caffeina Implacavel,Master Sorcerer,Kalibra,2365,"1,179",Goshnar's Taint
428,Maatka,Master Sorcerer,Secura,1703,"1,179",Goshnar's Taint
430,Lanlan Bigdadysz,Elite Knight,Astera,1107,"1,176",Goshnar's Taint
431,Barelor,Elder Druid,Collabra,1837,"1,172",Goshnar's Taint
432,Laniboi,Royal Paladin,Nevia,1290,"1,171",Goshnar's Taint
433,General Zig,Elite Knight,Gentebra,1489,"1,168",Goshnar's Taint
434,Vitemo Cachorro Loko,Elder Druid,Honbra,1273,"1,166",Goshnar's Taint
435,Gabrielito,Elite Knight,Nefera,1594,"1,165",Goshnar's Taint
436,Verzsa,Druid,Calmera,1092,"1,162",Goshnar's Taint
437,Smka Corporation,Master Sorcerer,Issobra,2140,"1,156",Goshnar's Taint
438,Darksign,Royal Paladin,Belobra,1677,"1,154",Goshnar's Taint
439,Camiiss,Elder Druid,Kalibra,2088,"1,151",Goshnar's Taint
440,Pan Counter,Royal Paladin,Xyla,1331,"1,148",Goshnar's Taint
440,Zezinho Despachante,Royal Paladin,Rasteibra,1594,"1,148",Goshnar's Taint
442,Daniloz Corporation,Elder Druid,Issobra,2324,"1,146",Goshnar's Taint
442,Diego Supremo,Elder Druid,Luminera,1268,"1,146",Goshnar's Taint
444,Bruneli Wayne,Elite Knight,Serdebra,2345,"1,144",Goshnar's Taint
445,Kaleb in,Master Sorcerer,Belobra,1196,"1,143",Goshnar's Taint
446,Azyzz Trip,Elder Druid,Wintera,1280,"1,141",Goshnar's Taint
446,Dracon Endividadasso,Royal Paladin,Issobra,1694,"1,141",Goshnar's Taint
446,Iaguinn,Royal Paladin,Inabra,1474,"1,141",Goshnar's Taint
449,Celso,Elder Druid,Nevia,1659,"1,140",Goshnar's Taint
450,Koko Kalle,Master Sorcerer,Nevia,1106,"1,138",Goshnar's Taint
451,Arthas Lightborn,Royal Paladin,Yonabra,1984,"1,135",Goshnar's Taint
451,Calegariek,Elite Knight,Venebra,1459,"1,135",Goshnar's Taint
453,Zain Malek,Druid,Monstera,893,"1,134",Goshnar's Taint
454,Duzoco Inofensivo,Master Sorcerer,Jadebra,1713,"1,133",Goshnar's Taint
455,Cosmiic Death,Master Sorcerer,Yonabra,1846,"1,132",Goshnar's Taint
455,Skayfox,Elite Knight,Inabra,1444,"1,132",Goshnar's Taint
457,Drackule,Elder Druid,Refugia,2403,"1,131",Goshnar's Taint
458,Legends Of Dante,Elder Druid,Oceanis,2044,"1,130",Goshnar's Taint
459,Zezinho Eurofeer,Elite Knight,Ourobra,2028,"1,128",Goshnar's Taint
460,Otosz,Royal Paladin,Gentebra,1731,"1,124",Goshnar's Taint
461,Manntyla,Master Sorcerer,Kalibra,1129,"1,123",Goshnar's Taint
461,Priorzinn,Master Sorcerer,Collabra,1460,"1,123",Goshnar's Taint
463,Art Ditador,Master Sorcerer,Issobra,1452,"1,122",Goshnar's Taint
464,Kuubba,Elite Knight,Secura,1484,"1,121",Goshnar's Taint
465,Last Macanudo,Master Sorcerer,Gentebra,952,"1,120",Goshnar's Taint
466,Caveraoh,Elder Druid,Venebra,1148,"1,119",Goshnar's Taint
466,Hayashiro,Master Sorcerer,Belobra,1833,"1,119",Goshnar's Taint
468,Glymodee,Druid,Monza,1416,"1,118",Goshnar's Taint
468,Nezu Podlecz,Elder Druid,Secura,1383,"1,118",Goshnar's Taint
470,Zonatto Bombinhams,Master Sorcerer,Ombra,2157,"1,117",Goshnar's Taint
471,Dakota Bruta,Royal Paladin,Venebra,1167,"1,116",Goshnar's Taint
471,Mad Nere,Knight,Blumera,1220,"1,116",Goshnar's Taint
473,Ellmagnifinho Danynho,Royal Paladin,Inabra,2172,"1,115",Goshnar's Taint
474,Fael Topgun,Elder Druid,Quelibra,1641,"1,112",Goshnar's Taint
474,Rafittzz,Master Sorcerer,Belobra,2071,"1,112",Goshnar's Taint
474,Zeusz,Master Sorcerer,Belobra,1388,"1,112",Goshnar's Taint
477,Netozero,Royal Paladin,Inabra,1760,"1,111",Goshnar's Taint
478,Drako Pro,Elder Druid,Pacera,1988,"1,110",Goshnar's Taint
478,Megafiree,Elder Druid,Astera,1460,"1,110",Goshnar's Taint
478,Piiotrus Pan,Elder Druid,Antica,1442,"1,110",Goshnar's Taint
478,Que Jon,Master Sorcerer,Serdebra,1765,"1,110",Goshnar's Taint
482,Huxy,Elite Knight,Secura,1257,"1,109",Goshnar's Taint
482,Junzaao,Master Sorcerer,Belobra,2083,"1,109",Goshnar's Taint
484,Black the Legend,Elder Druid,Yonabra,1448,"1,108",Goshnar's Taint
485,Mokoca,Royal Paladin,Belobra,1391,"1,104",Goshnar's Taint
486,King Mardo,Elder Druid,Peloria,1445,"1,099",Goshnar's Taint
487,Magnifik Patraodany,Elder Druid,Inabra,1610,"1,096",Goshnar's Taint
488,Ro driguez,Elder Druid,Ourobra,1626,"1,093",Goshnar's Taint
489,Mage Sunmi,Master Sorcerer,Venebra,1517,"1,092",Goshnar's Taint
489,Marcao Implacavel,Elder Druid,Kalibra,2517,"1,092",Goshnar's Taint
491,Luconn,Elite Knight,Secura,1178,"1,089",Goshnar's Taint
492,Gustavo Endividado,Royal Paladin,Ourobra,1727,"1,088",Goshnar's Taint
493,Byebyeadios,Royal Paladin,Luminera,1432,"1,087",Goshnar's Taint
494,Sanzor Fazobasico,Elder Druid,Collabra,1795,"1,085",Goshnar's Taint
495,Magnifik Danyveiosair,Royal Paladin,Quelibra,1832,"1,084",Goshnar's Taint
496,Wklesly Brzuszek,Elder Druid,Nevia,1314,"1,082",Goshnar's Taint
497,Bllack Mambba,Royal Paladin,Gentebra,1719,"1,078",Goshnar's Taint
498,Sephan,Elite Knight,Celebra,2471,"1,077",Goshnar's Taint
499,Donnsz,Elder Druid,Kalibra,1360,"1,075",Goshnar's Taint
500,Evan Gelion,Elder Druid,Gentebra,1351,"1,073",Goshnar's Taint
500,Reon Potter,Elder Druid,Yonabra,1367,"1,073",Goshnar's Taint
502,Luisaohq,Elder Druid,Yonabra,1675,"1,072",Goshnar's Taint
503,Holy Assassinn,Elite Knight,Nefera,1210,"1,071",Goshnar's Taint
503,Jellyndao,Royal Paladin,Quelibra,1550,"1,071",Goshnar's Taint
505,Ginowi,Royal Paladin,Monza,2026,"1,070",Goshnar's Taint
505,Lord Fighters,Elder Druid,Nefera,1227,"1,070",Goshnar's Taint
507,Iriq,Elder Druid,Luminera,893,"1,069",Goshnar's Taint
508,Destemido Corporation,Royal Paladin,Issobra,2069,"1,066",Goshnar's Taint
508,Lai ruf,Elder Druid,Refugia,1496,"1,066",Goshnar's Taint
508,Leozs King,Elder Druid,Jadebra,1419,"1,066",Goshnar's Taint
508,The Macho,Elite Knight,Nefera,1685,"1,066",Goshnar's Taint
512,Restlin,Elder Druid,Gentebra,1988,"1,064",Goshnar's Taint
513,Rayo,Royal Paladin,Gentebra,2389,"1,059",Goshnar's Taint
513,Velcan,Master Sorcerer,Kalibra,1624,"1,059",Goshnar's Taint
515,Digao Implacavel,Elite Knight,Kalibra,2354,"1,058",Goshnar's Taint
516,Figolo,Elite Knight,Monza,2063,"1,057",Goshnar's Taint
516,Magnifik Emperatordany,Master Sorcerer,Inabra,1747,"1,057",Goshnar's Taint
518,Arinth,Elite Knight,Monza,2152,"1,055",Goshnar's Taint
519,Murillaoloko,Master Sorcerer,Quelibra,1978,"1,054",Goshnar's Taint
520,Wels,Elite Knight,Descubra,1572,"1,053",Goshnar's Taint
520,Zeeh Chinelo,Master Sorcerer,Celebra,2036,"1,053",Goshnar's Taint
522,Hintarus Rei Calvo,Elite Knight,Serdebra,1715,"1,052",Goshnar's Taint
523,Joseh Implacavel,Royal Paladin,Kalibra,2471,"1,050",Goshnar's Taint
524,Ragnar Ekbomba,Elite Knight,Quelibra,1833,"1,048",Goshnar's Taint
525,Old Noe,Royal Paladin,Secura,1961,"1,047",Goshnar's Taint
525,Zarakson,Royal Paladin,Secura,1312,"1,047",Goshnar's Taint
527,Comandante Schatten Toxico,Master Sorcerer,Menera,1565,"1,046",Goshnar's Taint
527,Ken Dragonslayer,Royal Paladin,Venebra,1738,"1,046",Goshnar's Taint
529,Kalashnkov,Royal Paladin,Rasteibra,2071,"1,044",Goshnar's Taint
529,Nitrobiz,Master Sorcerer,Nefera,1195,"1,044",Goshnar's Taint
531,Chris Dictador,Royal Paladin,Ombra,2289,"1,038",Goshnar's Taint
532,Balditoz Toys,Master Sorcerer,Quintera,952,"1,036",Goshnar's Taint
533,Fok,Royal Paladin,Secura,1544,"1,035",Goshnar's Taint
533,Hintz Dimavontadi,Master Sorcerer,Rasteibra,1962,"1,035",Goshnar's Taint
533,Sir Zoop,Royal Paladin,Belobra,1939,"1,035",Goshnar's Taint
536,Floky Monkey,Master Sorcerer,Thyria,1578,"1,034",Goshnar's Taint
537,Digo Elzerd,Royal Paladin,Venebra,1230,"1,031",Goshnar's Taint
538,Joeru Navy Seal,Elder Druid,Talera,1551,"1,030",Goshnar's Taint
539,Bolt liger,Royal Paladin,Pacera,1170,"1,029",Goshnar's Taint
539,Moonzart,Elder Druid,Gentebra,1281,"1,029",Goshnar's Taint
541,Aka Hansi,Royal Paladin,Inabra,1214,"1,028",Goshnar's Taint
541,Janni,Royal Paladin,Secura,1193,"1,028",Goshnar's Taint
541,Retro Mu,Elder Druid,Wintera,1222,"1,028",Goshnar's Taint
544,Fhaelzs,Elite Knight,Ombra,1362,"1,025",Goshnar's Taint
544,Mighty Rune,Elite Knight,Celesta,1967,"1,025",Goshnar's Taint
544,Mo rgu,Elite Knight,Monza,2256,"1,025",Goshnar's Taint
547,Bella Ragazza,Elder Druid,Secura,1263,"1,024",Goshnar's Taint
547,Ted Pido Perdon,Master Sorcerer,Talera,1289,"1,024",Goshnar's Taint
549,Carlinnnn,Master Sorcerer,Astera,1988,"1,023",Goshnar's Taint
549,Golden Eclypse,Royal Paladin,Yonabra,2066,"1,023",Goshnar's Taint
551,Machado Purosangue,Elite Knight,Kalibra,1907,"1,022",Goshnar's Taint
551,Strikiz,Elite Knight,Yonabra,1367,"1,022",Goshnar's Taint
553,Sasza Druid,Elder Druid,Secura,998,"1,021",Goshnar's Taint
554,Tonim Homemdokayhn,Elder Druid,Jadebra,1619,"1,020",Goshnar's Taint
555,Ross Urie,Master Sorcerer,Issobra,1531,"1,019",Goshnar's Taint
555,Waldir desmotivado,Elite Knight,Collabra,1575,"1,019",Goshnar's Taint
557,Giilson Juniior,Elite Knight,Ferobra,1364,"1,018",Goshnar's Taint
558,Druf ox,Elder Druid,Inabra,1708,"1,017",Goshnar's Taint
559,Godly Deadmaw,Elder Druid,Zunera,1271,"1,016",Goshnar's Taint
559,Lawed,Elder Druid,Celebra,1805,"1,016",Goshnar's Taint
561,Waguinho The Legend,Elder Druid,Quelibra,2102,"1,012",Goshnar's Taint
562,General Keyllor,Elder Druid,Gentebra,2102,"1,011",Goshnar's Taint
562,Maasz,Elder Druid,Gentebra,1516,"1,011",Goshnar's Taint
564,Don Krasini,Elder Druid,Refugia,1795,"1,009",Goshnar's Taint
565,Tenorio Click Clack,Elite Knight,Xymera,1407,"1,008",Goshnar's Taint
566,Dellani,Elder Druid,Celebra,1801,"1,007",Goshnar's Taint
566,Physi Call,Royal Paladin,Secura,1360,"1,007",Goshnar's Taint
566,Theodor Invencivel,Sorcerer,Celesta,970,"1,007",Goshnar's Taint
569,Itsbadd,Elder Druid,Vunira,1013,"1,004",Goshnar's Taint
569,Kherezik,Elder Druid,Secura,1220,"1,004",Goshnar's Taint
571,Gabb Riel,Master Sorcerer,Belobra,1803,"1,003",Goshnar's Taint
571,Rigado,Elite Knight,Inabra,1184,"1,003",Goshnar's Taint
573,Chapoca Bahia,Royal Paladin,Quelibra,2159,"1,002",Goshnar's Taint
573,Ekilyz,Master Sorcerer,Quintera,1143,"1,002",Goshnar's Taint
573,Jackh,Elder Druid,Serdebra,1576,"1,002",Goshnar's Taint
576,Paold Uchiha,Elder Druid,Calmera,1519,"1,001",Goshnar's Taint
576,Rowen,Elite Knight,Solidera,1736,"1,001",Goshnar's Taint
576,Tonim Papou Kayn,Elder Druid,Jadebra,1327,"1,001",Goshnar's Taint
579,Mestre Nolol,Elder Druid,Kalibra,1875,999,Goshnar's Taint
580,Andinn,Elite Knight,Gentebra,1615,998,Goshnar's Taint
580,Striceek,Royal Paladin,Secura,1711,998,Goshnar's Taint
582,Galloperaa,Elite Knight,Issobra,1207,997,Goshnar's Taint
583,Leczo Uhami,Master Sorcerer,Nevia,1593,995,Goshnar's Taint
583,Zezinho Fallout,Royal Paladin,Ourobra,1970,995,Goshnar's Taint
585,Fywen,Master Sorcerer,Secura,1180,994,Goshnar's Taint
586,Xedotto,Elder Druid,Karmeya,1426,991,Goshnar's Taint
587,Timii Neutron,Master Sorcerer,Refugia,1424,987,Goshnar's Taint
588,Vishinho,Master Sorcerer,Kalibra,1417,985,Goshnar's Taint
589,Tons of Gems,Master Sorcerer,Issobra,1048,982,Goshnar's Taint
589,Txohanks,Elder Druid,Yonabra,1169,982,Goshnar's Taint
591,Teus,Master Sorcerer,Descubra,2570,981,Goshnar's Taint
592,Tachiran Fearless,Elder Druid,Yovera,1348,979,Goshnar's Taint
593,Etrunia,Master Sorcerer,Secura,957,978,Goshnar's Taint
593,Hiigh Kuraxi,Elder Druid,Belobra,1379,978,Goshnar's Taint
593,Home Boi,Royal Paladin,Gladera,1180,978,Goshnar's Taint
596,Abs Lilozin,Elite Knight,Rasteibra,1754,977,Goshnar's Taint
596,Marcha Implacavel,Elder Druid,Collabra,1851,977,Goshnar's Taint
596,Sheik Leozerah,Elder Druid,Rasteibra,1521,977,Goshnar's Taint
599,Chef Of Ending,Elder Druid,Secura,1590,975,Goshnar's Taint
600,Biixuusu,Elite Knight,Havera,1256,973,Goshnar's Taint
600,Iallyn,Master Sorcerer,Gentebra,1356,973,Goshnar's Taint
600,Sapin Rhasta,Royal Paladin,Gentebra,1568,973,Goshnar's Taint
603,Entelechia Iv,Elder Druid,Secura,1226,972,Goshnar's Taint
603,Panzer Dtonao,Royal Paladin,Ustebra,1245,972,Goshnar's Taint
605,Burkzin,Elder Druid,Celebra,1644,971,Goshnar's Taint
605,Oui Oui Chef,Elder Druid,Secura,1337,971,Goshnar's Taint
607,Virtuoz Nesquikens,Elder Druid,Karmeya,1369,966,Goshnar's Taint
608,Kyobov,Elder Druid,Inabra,1347,965,Goshnar's Taint
609,Rickzher Tank,Elite Knight,Issobra,2146,963,Goshnar's Taint
609,Supremo Leviatan,Elder Druid,Astera,1016,963,Goshnar's Taint
611,Lutador Shivinha,Royal Paladin,Gentebra,2106,960,Goshnar's Taint
612,Awen,Elder Druid,Gentebra,1058,959,Goshnar's Taint
613,Luigiii,Elite Knight,Issobra,1492,958,Goshnar's Taint
613,Zezinho Ltda,Elder Druid,Ourobra,1967,958,Goshnar's Taint
615,Brunin Aucolike,Elder Druid,Yonabra,1060,953,Goshnar's Taint
615,Davidzinhow,Elder Druid,Rasteibra,1921,953,Goshnar's Taint
615,Tejows Corporation,Elite Knight,Issobra,1888,953,Goshnar's Taint
618,Diego Royal,Royal Paladin,Celebra,1198,952,Goshnar's Taint
618,Mago Morto,Master Sorcerer,Celebra,2762,952,Goshnar's Taint
618,Van Dyke,Elder Druid,Descubra,1438,952,Goshnar's Taint
621,Licotur,Royal Paladin,Ombra,1452,951,Goshnar's Taint
622,Curandeiro do Inferno,Elder Druid,Kalibra,1712,949,Goshnar's Taint
623,Doenca do Ratto,Master Sorcerer,Gentebra,994,947,Goshnar's Taint
624,Klook Noice,Elder Druid,Oceanis,1053,943,Goshnar's Taint
624,Lal lolz,Master Sorcerer,Belobra,1894,943,Goshnar's Taint
624,Marchewkowy Ksiaze,Elder Druid,Ustebra,1151,943,Goshnar's Taint
627,Fa vey,Elder Druid,Gentebra,1679,942,Goshnar's Taint
627,Mighty Ozymandias,Elder Druid,Antica,1322,942,Goshnar's Taint
629,Ho ha,Elder Druid,Antica,1149,941,Goshnar's Taint
629,Sky Japaa,Elder Druid,Belobra,1096,941,Goshnar's Taint
629,Venoox,Royal Paladin,Celesta,2294,941,Goshnar's Taint
632,Fenixzin Healer,Elder Druid,Secura,1050,940,Goshnar's Taint
632,Killuaek,Elite Knight,Belobra,1686,940,Goshnar's Taint
634,Dark Wiizard,Master Sorcerer,Belobra,1241,939,Goshnar's Taint
635,Megazao Supreme Emex,Elder Druid,Havera,2319,938,Goshnar's Taint
636,Ray Nurmagomedov,Elder Druid,Quintera,1227,935,Goshnar's Taint
637,Aike vontadeh,Master Sorcerer,Yonabra,1651,934,Goshnar's Taint
637,Joems,Master Sorcerer,Thyria,1514,934,Goshnar's Taint
639,Uhaacz,Elder Druid,Karmeya,2364,933,Goshnar's Taint
640,Sky Holllow,Elder Druid,Belobra,1122,932,Goshnar's Taint
641,Don Guiso,Elder Druid,Astera,1257,931,Goshnar's Taint
641,Kinobal,Elite Knight,Oceanis,1713,931,Goshnar's Taint
643,Tengil,Master Sorcerer,Secura,1315,930,Goshnar's Taint
643,Zordko,Royal Paladin,Gentebra,1215,930,Goshnar's Taint
645,Bebe Alexsander,Royal Paladin,Gentebra,1177,929,Goshnar's Taint
645,Neto Orangepodi,Master Sorcerer,Rasteibra,2078,929,Goshnar's Taint
645,Re nanzin,Elite Knight,Ferobra,1354,929,Goshnar's Taint
648,Padeiro Healer,Elder Druid,Yonabra,1429,928,Goshnar's Taint
649,Boysorc,Master Sorcerer,Terribra,2142,927,Goshnar's Taint
649,Yan Hopebound,Master Sorcerer,Ombra,1275,927,Goshnar's Taint
651,Romanholi,Elder Druid,Ferobra,1386,923,Goshnar's Taint
652,Al Ziponny,Royal Paladin,Belobra,1807,922,Goshnar's Taint
652,Tonim Xiique,Elder Druid,Jadebra,1171,922,Goshnar's Taint
654,Closedfriends Damerr,Elder Druid,Jadebra,1441,921,Goshnar's Taint
655,Madzinator,Elder Druid,Secura,1776,920,Goshnar's Taint
655,Marizinhahh'Dragon,Master Sorcerer,Celebra,1157,920,Goshnar's Taint
655,Myrkz,Royal Paladin,Lobera,1530,920,Goshnar's Taint
658,Idefisk,Elder Druid,Vunira,1564,919,Goshnar's Taint
659,Nyxzz,Elder Druid,Quelibra,1767,917,Goshnar's Taint
660,Ocueistore Praguinhasbomb,Elder Druid,Quelibra,1601,915,Goshnar's Taint
661,Gata Meow,Elder Druid,Belobra,996,913,Goshnar's Taint
661,Kotarox,Elite Knight,Ourobra,1233,913,Goshnar's Taint
661,Reeal Toxic,Royal Paladin,Gladera,1554,913,Goshnar's Taint
664,Druugamesh,Royal Paladin,Yonabra,1511,911,Goshnar's Taint
665,Franco Predator,Royal Paladin,Jadebra,1797,910,Goshnar's Taint
666,Bia Fallout,Royal Paladin,Ourobra,1660,909,Goshnar's Taint
666,Jand Shelby,Master Sorcerer,Ferobra,939,909,Goshnar's Taint
666,Sio Indignado,Elder Druid,Astera,1018,909,Goshnar's Taint
666,Tfourzika,Royal Paladin,Issobra,1452,909,Goshnar's Taint
670,Ashmodara,Royal Paladin,Celebra,1607,908,Goshnar's Taint
670,Chris Donhodo Ombra,Elite Knight,Ombra,2045,908,Goshnar's Taint
670,Zezinho Zedrin,Elder Druid,Ourobra,1875,908,Goshnar's Taint
673,Meskz,Elder Druid,Yonabra,1201,907,Goshnar's Taint
673,Risercan Codelluna,Royal Paladin,Retalia,1171,907,Goshnar's Taint
673,Sky Hollow,Master Sorcerer,Belobra,1639,907,Goshnar's Taint
676,Fi na,Elite Knight,Gentebra,1662,906,Goshnar's Taint
677,Hulk Tacadordebolt,Royal Paladin,Venebra,2251,905,Goshnar's Taint
678,Braberaah,Elder Druid,Gentebra,1083,904,Goshnar's Taint
679,Cygi los panczos,Master Sorcerer,Antica,1372,903,Goshnar's Taint
680,Bankola,Elder Druid,Collabra,1357,902,Goshnar's Taint
680,Cadeira Maluca,Royal Paladin,Belobra,1606,902,Goshnar's Taint
680,Waguinho Loko,Elder Druid,Quelibra,1920,902,Goshnar's Taint
683,Paladino Monte,Royal Paladin,Gentebra,1606,901,Goshnar's Taint
684,Aran Gala,Elder Druid,Karmeya,927,900,Goshnar's Taint
685,Batis Tattoo,Master Sorcerer,Venebra,1624,899,Goshnar's Taint
685,Snakeraid,Elder Druid,Yonabra,1648,899,Goshnar's Taint
687,Kennerly,Royal Paladin,Secura,916,896,Goshnar's Taint
687,Robaz,Elder Druid,Secura,1377,896,Goshnar's Taint
687,Theuzikat,Elder Druid,Quelibra,1853,896,Goshnar's Taint
690,Galeski,Elder Druid,Venebra,1481,895,Goshnar's Taint
690,Xablauzinzs Tropadomantem,Elder Druid,Inabra,1607,895,Goshnar's Taint
692,Halloiv,Elite Knight,Gentebra,1485,894,Goshnar's Taint
692,Lukas,Elder Druid,Inabra,1669,894,Goshnar's Taint
694,Utsuro,Master Sorcerer,Secura,1468,893,Goshnar's Taint
695,Echoes of Memoria,Royal Paladin,Secura,1586,892,Goshnar's Taint
