Rank,Name,Vocation,World,Level,Points,Category
390,Raider Mag,Master Sorcerer,Celesta,1210,"20,080",Boss Points
392,Fenia Tegisa,Elder Druid,Celesta,1948,"20,075",Boss Points
392,Mircomania,Elder Druid,Havera,942,"20,075",Boss Points
394,Husio,Elite Knight,Premia,1086,"20,065",Boss Points
394,Trotuska,Elite Knight,Gladera,1004,"20,065",Boss Points
396,Leonel Royalheart,Royal Paladin,Yonabra,980,"20,060",Boss Points
397,Miss Petetoo,Elite Knight,Nevia,1171,"20,040",Boss Points
398,Maly'Dystansowiec,Royal Paladin,Bona,1197,"20,035",Boss Points
399,Strong Nervous,Elder Druid,Karmeya,1283,"20,025",Boss Points
400,Taleat Datsondo,Master Sorcerer,Gentebra,794,"20,010",Boss Points
401,Tsunami Apopo,Elite Knight,Pacera,626,"20,000",Boss Points
402,Hypnozapo,Master Sorcerer,Quintera,780,"19,995",Boss Points
402,Slug Princess Tsunade,Elder Druid,Monza,1740,"19,995",Boss Points
402,Wall Zmialo,Elder Druid,Thyria,1014,"19,995",Boss Points
405,Skorka Kiwi,Elder Druid,Harmonia,1083,"19,985",Boss Points
406,Take the Juicer,Elite Knight,Kalanta,1132,"19,965",Boss Points
407,Soulfrail,Elder Druid,Celesta,1186,"19,960",Boss Points
408,Guizzz,Elite Knight,Yonabra,613,"19,950",Boss Points
409,Leotusaf Calick,Elite Knight,Refugia,715,"19,945",Boss Points
410,Bandzior Ek,Elite Knight,Celesta,891,"19,940",Boss Points
410,Supreme Xbacon,Elite Knight,Jadebra,688,"19,940",Boss Points
410,Uman The Legend Shanigami,Elite Knight,Yonabra,683,"19,940",Boss Points
413,Cris Damora,Royal Paladin,Karmeya,616,"19,935",Boss Points
414,Chuy Osuna,Elite Knight,Quintera,843,"19,930",Boss Points
415,Sinsor,Royal Paladin,Vunira,1602,"19,905",Boss Points
416,Brobanana,Elite Knight,Peloria,809,"19,895",Boss Points
416,Vendo Pot Vazio,Elite Knight,Belobra,624,"19,895",Boss Points
418,Brown Wood,Elite Knight,Nefera,1370,"19,890",Boss Points
419,Opanowany Paladynek,Royal Paladin,Nevia,864,"19,885",Boss Points
420,Anatomia Strachu,Royal Paladin,Collabra,823,"19,880",Boss Points
420,Itz Kadricz,Royal Paladin,Celesta,1319,"19,880",Boss Points
422,Szymonicx,Elite Knight,Refugia,1399,"19,870",Boss Points
423,Rift Mercenary,Elite Knight,Nefera,958,"19,865",Boss Points
424,Luanpt,Royal Paladin,Karmeya,718,"19,860",Boss Points
425,Lairuf,Elder Druid,Refugia,1562,"19,850",Boss Points
425,Melissa Wicked,Elite Knight,Jadebra,572,"19,850",Boss Points
427,Yerwim,Royal Paladin,Yovera,792,"19,845",Boss Points
428,Apthia,Royal Paladin,Descubra,1081,"19,840",Boss Points
428,Grisam,Elite Knight,Monstera,1394,"19,840",Boss Points
430,Nakayo,Royal Paladin,Monza,1587,"19,835",Boss Points
431,Elbulkoo,Elite Knight,Antica,836,"19,830",Boss Points
431,Mya Kayy,Royal Paladin,Astera,721,"19,830",Boss Points
431,Spenceron,Master Sorcerer,Vunira,812,"19,830",Boss Points
434,Azganon,Royal Paladin,Secura,1206,"19,820",Boss Points
434,Tharum,Elite Knight,Celesta,1010,"19,820",Boss Points
436,Pew Pew beroek,Elder Druid,Antica,952,"19,810",Boss Points
436,Romopollis,Elite Knight,Quelibra,759,"19,810",Boss Points
436,Rui Chapeu Archer,Royal Paladin,Serdebra,761,"19,810",Boss Points
439,Avacy,Elder Druid,Quintera,787,"19,805",Boss Points
439,Elite Diabeu,Elite Knight,Secura,713,"19,805",Boss Points
441,Alexx Bonecrusher,Elite Knight,Xyla,1258,"19,790",Boss Points
441,Paladino Randel,Royal Paladin,Belobra,859,"19,790",Boss Points
441,Siness,Elite Knight,Secura,1133,"19,790",Boss Points
444,Enjoy,Elder Druid,Monstera,1128,"19,775",Boss Points
444,Natalka Zakochana,Elder Druid,Harmonia,1313,"19,775",Boss Points
444,Royal of Darknes,Royal Paladin,Jadebra,772,"19,775",Boss Points
447,Atomoowy Dzik,Elite Knight,Antica,719,"19,770",Boss Points
448,Chaviitoh,Royal Paladin,Talera,1091,"19,765",Boss Points
448,Kachopa Knight,Elite Knight,Kalibra,716,"19,765",Boss Points
450,Nemra the Foe,Master Sorcerer,Nevia,681,"19,755",Boss Points
451,Pesadelus,Royal Paladin,Descubra,815,"19,750",Boss Points
451,Ruthless Mateo,Elite Knight,Karmeya,1661,"19,750",Boss Points
453,An Druid Apparition,Elder Druid,Issobra,974,"19,745",Boss Points
454,Mordokrowka,Elite Knight,Antica,481,"19,740",Boss Points
455,Dhokz,Elder Druid,Belobra,1323,"19,720",Boss Points
456,Charlover Amby Jaguar,Elder Druid,Issobra,887,"19,715",Boss Points
456,Genezzis,Royal Paladin,Gladera,1026,"19,715",Boss Points
456,Kian no Rivers,Elite Knight,Tornabra,1106,"19,715",Boss Points
459,Teev,Royal Paladin,Monza,1387,"19,710",Boss Points
459,Xivi Pall,Royal Paladin,Secura,1264,"19,710",Boss Points
461,Amai Hope,Elder Druid,Harmonia,1182,"19,705",Boss Points
461,Pai Boss Hunter,Elder Druid,Quelibra,804,"19,705",Boss Points
461,Raaro,Master Sorcerer,Ustebra,1677,"19,705",Boss Points
464,Hogano,Elder Druid,Belobra,895,"19,690",Boss Points
464,Saick,Master Sorcerer,Serdebra,909,"19,690",Boss Points
464,Sedrahil,Royal Paladin,Oceanis,2006,"19,690",Boss Points
464,Twisted Arpi,Royal Paladin,Antica,847,"19,690",Boss Points
468,Miizinha,Elite Knight,Belobra,957,"19,670",Boss Points
469,Duec,Elite Knight,Pacera,1014,"19,665",Boss Points
470,Hymura,Elder Druid,Lobera,1104,"19,660",Boss Points
471,Caio Sama,Elite Knight,Nefera,1194,"19,655",Boss Points
471,Kee mo,Master Sorcerer,Retalia,1087,"19,655",Boss Points
473,Mendzik,Elder Druid,Gentebra,940,"19,650",Boss Points
473,Tasso Aligenigina Alussinado,Elder Druid,Belobra,659,"19,650",Boss Points
475,Ricardin,Royal Paladin,Solidera,753,"19,645",Boss Points
476,Holy Cappuccino,Royal Paladin,Solidera,678,"19,640",Boss Points
476,Paramagnetyk,Elite Knight,Monza,1168,"19,640",Boss Points
478,Lady Koning,Elite Knight,Quelibra,902,"19,635",Boss Points
478,Thor etinho,Elite Knight,Solidera,1002,"19,635",Boss Points
480,Silverx,Elite Knight,Gentebra,622,"19,615",Boss Points
481,Gezafoko Geza,Royal Paladin,Terribra,1288,"19,610",Boss Points
481,Sleshi,Elite Knight,Serdebra,742,"19,610",Boss Points
483,Lazy Tytanka,Elite Knight,Secura,1052,"19,605",Boss Points
483,True Papure Defender,Elder Druid,Rasteibra,1135,"19,605",Boss Points
485,Ale Erpe,Royal Paladin,Antica,813,"19,600",Boss Points
486,Eusebio Picafumo,Royal Paladin,Descubra,575,"19,575",Boss Points
487,Il Padrino,Royal Paladin,Secura,875,"19,570",Boss Points
487,Tonio,Royal Paladin,Belobra,1050,"19,570",Boss Points
489,Vorrak Paladino Hostil,Royal Paladin,Rasteibra,908,"19,565",Boss Points
490,Daddy Archer,Royal Paladin,Kalibra,711,"19,560",Boss Points
490,Sarys Sire,Elder Druid,Secura,824,"19,560",Boss Points
492,Don Bobo,Royal Paladin,Nevia,1042,"19,550",Boss Points
492,Rogii Suvan,Elite Knight,Venebra,795,"19,550",Boss Points
494,Podobno wariat,Elite Knight,Antica,663,"19,545",Boss Points
495,Anti Druid,Elder Druid,Nevia,1140,"19,540",Boss Points
495,Azuritee,Elder Druid,Ferobra,644,"19,540",Boss Points
497,Krwiopalczasty,Elite Knight,Quintera,612,"19,535",Boss Points
498,Czikita,Elder Druid,Secura,2063,"19,525",Boss Points
498,Sabor Venezolano,Elite Knight,Nefera,957,"19,525",Boss Points
498,Sillnyy,Elder Druid,Bona,1806,"19,525",Boss Points
498,Spideres,Elder Druid,Nefera,790,"19,525",Boss Points
502,Byte Ones,Elder Druid,Yovera,649,"19,515",Boss Points
502,Operador da Betoneira,Royal Paladin,Ferobra,608,"19,515",Boss Points
504,Tejows Corporation,Elite Knight,Issobra,1888,"19,505",Boss Points
505,Lo ka,Royal Paladin,Celesta,1266,"19,500",Boss Points
506,Sir Iguela,Elite Knight,Bona,1102,"19,490",Boss Points
506,Szechuan Sauce,Royal Paladin,Xyla,1372,"19,490",Boss Points
508,Alhejandra,Elite Knight,Talera,1040,"19,480",Boss Points
509,Szubik,Elite Knight,Karmeya,582,"19,475",Boss Points
510,Nutri Jogandosolo,Elite Knight,Ourobra,820,"19,470",Boss Points
511,Chodzacy zduchami tanno,Elder Druid,Karmeya,826,"19,455",Boss Points
511,Icuu,Elder Druid,Ombra,1006,"19,455",Boss Points
511,Szyszek Milord Black,Elder Druid,Antica,1238,"19,455",Boss Points
511,Tazari Windu,Master Sorcerer,Rasteibra,1549,"19,455",Boss Points
515,Bedow Fofinho,Elite Knight,Inabra,612,"19,450",Boss Points
515,Bo ladino,Royal Paladin,Issobra,1315,"19,450",Boss Points
517,Davyd Yatusaaabes,Elite Knight,Quintera,1049,"19,445",Boss Points
518,Suonzera,Elite Knight,Yonabra,1232,"19,440",Boss Points
519,Kaioo Shin,Royal Paladin,Monza,815,"19,425",Boss Points
520,Xan Farmer,Master Sorcerer,Refugia,1594,"19,415",Boss Points
521,Altonivel de Periculosidade,Elder Druid,Ourobra,1011,"19,410",Boss Points
522,Aka Spectral Bolt,Royal Paladin,Rasteibra,1021,"19,405",Boss Points
522,Tharivol,Royal Paladin,Peloria,1155,"19,405",Boss Points
522,Zain Malek,Druid,Monstera,893,"19,405",Boss Points
525,Kayylicious,Elder Druid,Astera,1042,"19,395",Boss Points
526,Zambiran,Elite Knight,Karmeya,1073,"19,390",Boss Points
527,Caiio Acalix,Elder Druid,Gentebra,1738,"19,385",Boss Points
527,Karnemelsky,Royal Paladin,Secura,1180,"19,385",Boss Points
527,Lunatic Princess,Elite Knight,Celesta,2207,"19,385",Boss Points
530,Ashia Igna,Royal Paladin,Karmeya,1227,"19,370",Boss Points
530,Kittyqueen,Elite Knight,Celesta,1126,"19,370",Boss Points
530,Vepesadelo,Elite Knight,Yonabra,866,"19,370",Boss Points
533,Magic Charllie,Master Sorcerer,Luminera,879,"19,355",Boss Points
533,Royal Kado,Royal Paladin,Secura,1263,"19,355",Boss Points
535,Lu do,Master Sorcerer,Issobra,1246,"19,350",Boss Points
536,Feru Maryn,Elder Druid,Menera,1264,"19,345",Boss Points
536,Vannak Wrath,Elder Druid,Gentebra,1302,"19,345",Boss Points
538,Arqueiro Arrogante,Royal Paladin,Quelibra,599,"19,340",Boss Points
538,Dark Black Magician,Elder Druid,Celebra,750,"19,340",Boss Points
540,Kadarn,Elite Knight,Collabra,1035,"19,330",Boss Points
541,Milei,Elder Druid,Astera,1112,"19,325",Boss Points
542,Kate Walker,Elite Knight,Nevia,1300,"19,320",Boss Points
542,Shining Horseman,Elite Knight,Talera,679,"19,320",Boss Points
544,Tamarizz,Elite Knight,Solidera,672,"19,315",Boss Points
545,Haishen,Master Sorcerer,Secura,729,"19,300",Boss Points
545,Sara Cross,Elite Knight,Bona,711,"19,300",Boss Points
547,Gaby Astim,Elder Druid,Yonabra,1318,"19,295",Boss Points
547,Luna Mounstro,Elite Knight,Serdebra,1253,"19,295",Boss Points
547,Speed emen,Royal Paladin,Secura,549,"19,295",Boss Points
550,Lord Mutsley,Elite Knight,Serdebra,1027,"19,290",Boss Points
550,Netow Stark,Royal Paladin,Monstera,1177,"19,290",Boss Points
552,Ayeevi,Master Sorcerer,Refugia,864,"19,280",Boss Points
552,Revira,Elite Knight,Monza,1204,"19,280",Boss Points
554,Bestia Losu,Royal Paladin,Monza,1137,"19,275",Boss Points
554,Darkness Miss Lalatina,Elite Knight,Secura,1576,"19,275",Boss Points
556,Belgoto,Elite Knight,Ourobra,847,"19,270",Boss Points
557,Semps,Elite Knight,Celebra,1013,"19,260",Boss Points
558,Licotur,Royal Paladin,Ombra,1452,"19,255",Boss Points
558,Piratov,Elite Knight,Antica,1064,"19,255",Boss Points
560,Fort Oak,Elite Knight,Ustebra,1409,"19,245",Boss Points
560,Koverox,Elite Knight,Inabra,1217,"19,245",Boss Points
562,Arscon,Royal Paladin,Monza,1013,"19,240",Boss Points
563,Dark Blood Of Honera,Master Sorcerer,Nefera,1409,"19,225",Boss Points
563,Mitis Dictator,Elite Knight,Nefera,684,"19,225",Boss Points
565,Nydo Vampire,Master Sorcerer,Secura,1031,"19,205",Boss Points
565,Shidosz,Elder Druid,Yonabra,1444,"19,205",Boss Points
567,Stiingu,Elite Knight,Harmonia,1194,"19,195",Boss Points
568,Jeszsy,Elite Knight,Belobra,823,"19,190",Boss Points
569,Dani Thegreatest,Elite Knight,Kalibra,1214,"19,185",Boss Points
570,Deadly Madara,Elder Druid,Bona,906,"19,175",Boss Points
571,Zezinho Enterprise,Elite Knight,Ourobra,1805,"19,170",Boss Points
572,Timii Neutron,Master Sorcerer,Refugia,1424,"19,165",Boss Points
573,Bolo Palladyn,Royal Paladin,Refugia,881,"19,155",Boss Points
573,Marjan Pazdzioch,Elder Druid,Dia,745,"19,155",Boss Points
575,Cenihefert,Knight,Astera,735,"19,150",Boss Points
575,Jo Fillink,Royal Paladin,Nefera,514,"19,150",Boss Points
575,Small Inconvenience,Elite Knight,Nevia,1011,"19,150",Boss Points
578,Speedbolt,Royal Paladin,Yonabra,1071,"19,140",Boss Points
579,Awen,Elder Druid,Gentebra,1058,"19,135",Boss Points
579,Blyndadinho,Royal Paladin,Serdebra,1111,"19,135",Boss Points
579,Cliniak,Royal Paladin,Secura,969,"19,135",Boss Points
582,Hardcor,Sorcerer,Vunira,1193,"19,125",Boss Points
583,Elderr Snarglis,Elder Druid,Secura,963,"19,120",Boss Points
583,Hevend,Royal Paladin,Secura,592,"19,120",Boss Points
583,Tulai,Royal Paladin,Antica,1190,"19,120",Boss Points
583,Yorate,Elite Knight,Bona,712,"19,120",Boss Points
587,Darken wolf,Royal Paladin,Luminera,1287,"19,110",Boss Points
587,Please fre items,Royal Paladin,Refugia,822,"19,110",Boss Points
589,Carrasku,Royal Paladin,Serdebra,671,"19,105",Boss Points
589,Doctor Dzojnt,Master Sorcerer,Nevia,1043,"19,105",Boss Points
591,Luriam,Royal Paladin,Descubra,1181,"19,100",Boss Points
591,Tio Cidinho,Royal Paladin,Venebra,875,"19,100",Boss Points
593,Magic Deve,Master Sorcerer,Monza,746,"19,085",Boss Points
594,Axefight Oz,Elite Knight,Quelibra,765,"19,075",Boss Points
595,Demom Angelical,Royal Paladin,Terribra,1135,"19,060",Boss Points
596,Romy Thor,Elder Druid,Belobra,1269,"19,050",Boss Points
597,Bacrolol,Royal Paladin,Secura,1032,"19,045",Boss Points
597,Kokobolo,Elite Knight,Harmonia,923,"19,045",Boss Points
599,Dark Vaug,Elder Druid,Monza,937,"19,040",Boss Points
600,Soxiikggwp,Royal Paladin,Monza,979,"19,030",Boss Points
601,Gajan,Royal Paladin,Karmeya,761,"19,025",Boss Points
602,Judge,Royal Paladin,Celebra,1896,"19,020",Boss Points
603,Lololordini,Elder Druid,Xyla,672,"19,015",Boss Points
603,Skullita,Master Sorcerer,Peloria,764,"19,015",Boss Points
605,Camann Casad,Elite Knight,Harmonia,754,"19,010",Boss Points
606,Knight'Militar,Elite Knight,Belobra,1077,"19,005",Boss Points
606,Sir Aeronys,Elite Knight,Calmera,638,"19,005",Boss Points
606,Soijiroo,Elite Knight,Inabra,1039,"19,005",Boss Points
609,Giggax,Elite Knight,Secura,868,"18,995",Boss Points
610,Alsa Himm,Elder Druid,Harmonia,1642,"18,985",Boss Points
610,Mareckinho,Elite Knight,Karmeya,875,"18,985",Boss Points
612,Dardar Zamoldimor,Royal Paladin,Celesta,982,"18,970",Boss Points
613,Drizzz,Royal Paladin,Quintera,871,"18,960",Boss Points
613,Terra Pitbulldo Manguin,Royal Paladin,Ombra,1621,"18,960",Boss Points
613,Wii Wii,Royal Paladin,Ombra,757,"18,960",Boss Points
616,Parker Pen,Elite Knight,Peloria,614,"18,955",Boss Points
617,Gordoscout,Royal Paladin,Belobra,947,"18,950",Boss Points
617,Malvyr,Elite Knight,Celesta,911,"18,950",Boss Points
617,Yunski,Royal Paladin,Secura,2142,"18,950",Boss Points
620,Mala Miszi,Elder Druid,Celesta,1241,"18,945",Boss Points
621,Adrianeeq,Elder Druid,Secura,660,"18,940",Boss Points
622,Arcai,Master Sorcerer,Quidera,887,"18,935",Boss Points
623,Sayhttam,Master Sorcerer,Calmera,816,"18,930",Boss Points
624,Kaxarax,Royal Paladin,Antica,1046,"18,905",Boss Points
624,Pumbx,Royal Paladin,Premia,914,"18,905",Boss Points
626,Kaspu,Royal Paladin,Xyla,802,"18,900",Boss Points
626,Villusiek,Elder Druid,Yovera,1142,"18,900",Boss Points
628,Lo go Land,Royal Paladin,Thyria,902,"18,895",Boss Points
629,Champion Souls,Royal Paladin,Refugia,1084,"18,890",Boss Points
629,Knight Lordz,Elite Knight,Refugia,1092,"18,890",Boss Points
629,Lorcasarch,Royal Paladin,Vunira,954,"18,890",Boss Points
629,Pikorucho,Royal Paladin,Tornabra,1229,"18,890",Boss Points
633,Stop Yapp,Elite Knight,Secura,971,"18,885",Boss Points
634,Sorceror King,Master Sorcerer,Antica,553,"18,875",Boss Points
635,Elkerann Phison,Elite Knight,Ourobra,810,"18,870",Boss Points
636,King Coraja,Royal Paladin,Yonabra,1531,"18,865",Boss Points
637,Madai,Elder Druid,Vunira,1069,"18,855",Boss Points
637,Squibbets,Elder Druid,Blumera,802,"18,855",Boss Points
639,Vic In Debit,Elite Knight,Kalibra,1206,"18,845",Boss Points
640,Koyomi Oni Chan,Elite Knight,Secura,832,"18,835",Boss Points
641,Arizon,Elite Knight,Kalibra,767,"18,830",Boss Points
641,Kareka on quelibra,Royal Paladin,Quelibra,858,"18,830",Boss Points
643,Nohni Ryan,Elder Druid,Astera,902,"18,810",Boss Points
644,Coeen,Royal Paladin,Secura,740,"18,805",Boss Points
644,Dash Zoomyy,Royal Paladin,Bona,1206,"18,805",Boss Points
646,Juankz,Elite Knight,Lobera,1299,"18,795",Boss Points
647,Tha,Master Sorcerer,Yonabra,747,"18,790",Boss Points
648,Alatsuvia Haeravaga,Elite Knight,Ustebra,1043,"18,775",Boss Points
648,Prometeu,Elite Knight,Bona,1062,"18,775",Boss Points
648,Sweetie Leti,Elder Druid,Inabra,1018,"18,775",Boss Points
651,Kairos Knight,Elite Knight,Kalibra,459,"18,765",Boss Points
652,Eraqus,Elite Knight,Astera,1316,"18,750",Boss Points
653,Tewan Tyring,Royal Paladin,Yovera,812,"18,745",Boss Points
654,Akuma Nikaido,Elite Knight,Collabra,490,"18,740",Boss Points
654,The Loko,Elder Druid,Blumera,1447,"18,740",Boss Points
656,Geront,Royal Paladin,Refugia,761,"18,725",Boss Points
657,King Koppas,Elite Knight,Nefera,931,"18,720",Boss Points
658,Black Haunter,Elite Knight,Celesta,1049,"18,715",Boss Points
658,Kruceush,Royal Paladin,Bona,979,"18,715",Boss Points
658,Ro driguez,Elder Druid,Ourobra,1626,"18,715",Boss Points
658,The Sauron,Elite Knight,Serdebra,1255,"18,715",Boss Points
662,Alacadin Boltada,Royal Paladin,Ustebra,993,"18,700",Boss Points
663,Epps Paladin,Paladin,Secura,463,"18,690",Boss Points
664,Uchiha Barba Branca,Elite Knight,Tornabra,1400,"18,685",Boss Points
665,Werefoxy,Elder Druid,Nevia,557,"18,670",Boss Points
666,Shootie Mcarrow,Royal Paladin,Secura,1039,"18,650",Boss Points
667,Muhannad,Royal Paladin,Celesta,1264,"18,645",Boss Points
667,Nasty Querdin,Elder Druid,Celesta,1019,"18,645",Boss Points
669,Cardinale Habby,Royal Paladin,Peloria,957,"18,640",Boss Points
669,Shadow of the Candia,Master Sorcerer,Monza,1071,"18,640",Boss Points
671,Insanity Bolt Isback,Royal Paladin,Quintera,796,"18,635",Boss Points
672,Liindsay,Elder Druid,Celebra,1008,"18,630",Boss Points
672,Praksy,Royal Paladin,Nevia,442,"18,630",Boss Points
674,Dirrego,Elite Knight,Celebra,1177,"18,620",Boss Points
674,Trolloc,Elite Knight,Astera,915,"18,620",Boss Points
676,Czerwony Fox,Elite Knight,Bona,563,"18,615",Boss Points
676,Elite Kasa,Elite Knight,Yonabra,936,"18,615",Boss Points
676,Lai ruf,Elder Druid,Refugia,1496,"18,615",Boss Points
676,Lu kexx,Elder Druid,Honbra,1003,"18,615",Boss Points
680,Bauriev Wilox,Royal Paladin,Issobra,806,"18,610",Boss Points
680,Koperkowy Louis,Royal Paladin,Nevia,712,"18,610",Boss Points
680,Risercan Codelluna,Royal Paladin,Retalia,1171,"18,610",Boss Points
683,Pejotinha,Elder Druid,Solidera,1123,"18,605",Boss Points
683,Zathroths,Elite Knight,Ombra,1303,"18,605",Boss Points
685,Bella Ragazza,Elder Druid,Secura,1263,"18,600",Boss Points
686,Lord Ovthe Depths,Elder Druid,Serdebra,837,"18,590",Boss Points
687,Ciclone Thunder,Royal Paladin,Honbra,996,"18,585",Boss Points
688,Imitex,Master Sorcerer,Vunira,540,"18,580",Boss Points
688,Jee Bunny Shop,Royal Paladin,Thyria,1556,"18,580",Boss Points
690,Felek Ed,Elder Druid,Celesta,867,"18,570",Boss Points
691,Bhelklakolova,Elite Knight,Yonabra,1656,"18,565",Boss Points
691,Mi Sioo,Royal Paladin,Harmonia,1898,"18,565",Boss Points
691,Zeka Edius,Royal Paladin,Quelibra,797,"18,565",Boss Points
694,Garfield Cat,Elite Knight,Dia,1243,"18,560",Boss Points
695,Bartlomieej,Elite Knight,Antica,670,"18,550",Boss Points
695,Proudmane,Druid,Peloria,987,"18,550",Boss Points
695,Tankov,Elite Knight,Quelibra,943,"18,550",Boss Points
698,Sariinhasz,Royal Paladin,Ferobra,1539,"18,545",Boss Points
699,Nisom,Royal Paladin,Premia,921,"18,530",Boss Points
699,Paajak,Elder Druid,Dia,983,"18,530",Boss Points
701,Grove Max,Knight,Celesta,810,"18,525",Boss Points
701,Zaade,Royal Paladin,Peloria,1080,"18,525",Boss Points
703,Efra,Royal Paladin,Solidera,841,"18,515",Boss Points
703,Holy Bull,Exalted Monk,Secura,758,"18,515",Boss Points
705,Extdream,Royal Paladin,Refugia,1241,"18,510",Boss Points
705,Reque Ztek,Master Sorcerer,Xyla,1242,"18,510",Boss Points
707,Aeohn,Elder Druid,Ferobra,965,"18,505",Boss Points
707,Jurasek,Royal Paladin,Refugia,811,"18,505",Boss Points
707,Schwe Healer,Elder Druid,Kalibra,1423,"18,505",Boss Points
707,Shukran Ya,Royal Paladin,Ferobra,1165,"18,505",Boss Points
707,Wlodarzka,Elite Knight,Xyla,1361,"18,505",Boss Points
707,Wyfurany Dziuskov,Elder Druid,Celesta,823,"18,505",Boss Points
713,Kolcho,Knight,Secura,906,"18,495",Boss Points
713,Spectral Sio,Elder Druid,Nefera,1032,"18,495",Boss Points
715,Nrwing,Elite Knight,Antica,860,"18,485",Boss Points
716,Beretta Rex,Royal Paladin,Pacera,732,"18,475",Boss Points
716,Pogromca Zubraa,Master Sorcerer,Monza,838,"18,475",Boss Points
718,Clericaly,Royal Paladin,Karmeya,967,"18,470",Boss Points
719,Trixzinos,Elite Knight,Honbra,1166,"18,465",Boss Points
720,Maluczki,Elder Druid,Dia,814,"18,460",Boss Points
720,Yuuki no Ou,Elite Knight,Dia,820,"18,460",Boss Points
722,Samurai Amon,Elite Knight,Lobera,674,"18,450",Boss Points
722,Sangralzim,Master Sorcerer,Astera,1301,"18,450",Boss Points
724,Marivie,Royal Paladin,Premia,934,"18,445",Boss Points
724,Norkulik,Royal Paladin,Celesta,963,"18,445",Boss Points
724,Ribamar Eterno,Master Sorcerer,Ombra,1248,"18,445",Boss Points
724,Shukendo,Royal Paladin,Secura,792,"18,445",Boss Points
728,Menozin Rush,Master Sorcerer,Quelibra,1229,"18,440",Boss Points
729,Bo cian,Elite Knight,Harmonia,1283,"18,435",Boss Points
729,Golon Kimmir,Elite Knight,Thyria,614,"18,435",Boss Points
731,Baasinova,Elite Knight,Astera,1077,"18,425",Boss Points
731,Markelito,Elite Knight,Celesta,1650,"18,425",Boss Points
733,Bocian Damora,Master Sorcerer,Karmeya,1545,"18,420",Boss Points
734,Knilk,Elder Druid,Harmonia,667,"18,405",Boss Points
734,Sage of Ice,Elder Druid,Belobra,1016,"18,405",Boss Points
734,Wojjtekk,Royal Paladin,Vunira,1283,"18,405",Boss Points
737,Bigg Melon,Elite Knight,Bona,1330,"18,395",Boss Points
737,Meepoww,Elite Knight,Serdebra,232,"18,395",Boss Points
739,Danaszk,Elder Druid,Jadebra,874,"18,390",Boss Points
739,Dark Ruizu,Royal Paladin,Solidera,534,"18,390",Boss Points
741,Jobaz,Elite Knight,Ourobra,841,"18,385",Boss Points
741,Lethark,Royal Paladin,Blumera,1181,"18,385",Boss Points
743,Kazarka,Elder Druid,Celesta,1062,"18,370",Boss Points
743,Kresti,Royal Paladin,Honbra,1114,"18,370",Boss Points
743,Turion Templar,Elite Knight,Vunira,621,"18,370",Boss Points
746,Agent Korpulent,Master Sorcerer,Xyla,974,"18,365",Boss Points
746,Futakuchi onna,Elder Druid,Talera,939,"18,365",Boss Points
746,Ya su,Elite Knight,Ferobra,1344,"18,365",Boss Points
749,Josisbela,Elite Knight,Ourobra,679,"18,355",Boss Points
750,Siup Bazar,Royal Paladin,Karmeya,861,"18,350",Boss Points
750,Wojtas Ede,Elder Druid,Secura,1518,"18,350",Boss Points
752,Abyss Of Death,Master Sorcerer,Thyria,690,"18,345",Boss Points
752,Raizor Hell,Elite Knight,Ferobra,792,"18,345",Boss Points
754,Cruzader Of The Plains,Royal Paladin,Quintera,1237,"18,330",Boss Points
754,Macieyo,Elder Druid,Thyria,1084,"18,330",Boss Points
756,Lagartixa frita,Master Sorcerer,Collabra,572,"18,325",Boss Points
756,Riivv,Master Sorcerer,Antica,1593,"18,325",Boss Points
758,Pizzabuddy,Elite Knight,Nevia,835,"18,320",Boss Points
759,Chronic inflammation,Master Sorcerer,Nevia,1021,"18,310",Boss Points
760,Lovens,Elite Knight,Secura,1075,"18,300",Boss Points
761,Daragan Ukor,Master Sorcerer,Yonabra,714,"18,290",Boss Points
761,Laloszk,Elder Druid,Yovera,519,"18,290",Boss Points
763,Belu,Master Sorcerer,Nefera,1017,"18,285",Boss Points
763,Woman Spia,Royal Paladin,Quintera,1189,"18,285",Boss Points
765,Solstix Rider,Royal Paladin,Celesta,650,"18,280",Boss Points
766,Aquro Cacox,Royal Paladin,Descubra,1014,"18,275",Boss Points
766,Volcanic Doomfire,Elite Knight,Nefera,999,"18,275",Boss Points
768,Aram Ever,Elite Knight,Monza,977,"18,270",Boss Points
768,Bruxinhaz,Elder Druid,Belobra,850,"18,270",Boss Points
768,Neyzao,Elder Druid,Yonabra,1178,"18,270",Boss Points
771,Baztet,Elder Druid,Luminera,1186,"18,265",Boss Points
771,Bravo Adventurer,Elder Druid,Descubra,727,"18,265",Boss Points
773,Azakim,Royal Paladin,Serdebra,1035,"18,260",Boss Points
773,Ell Em,Elite Knight,Vunira,513,"18,260",Boss Points
775,Augusto Carpe,Master Sorcerer,Yonabra,684,"18,250",Boss Points
775,Diamanoo,Elite Knight,Antica,1032,"18,250",Boss Points
775,Keruk,Elite Knight,Yonabra,1470,"18,250",Boss Points
778,Charlover Zokh,Elder Druid,Monza,894,"18,245",Boss Points
778,Ficoq Limitado,Royal Paladin,Quintera,1280,"18,245",Boss Points
778,Paul Hellscream,Elite Knight,Wintera,931,"18,245",Boss Points
781,Anaforiant,Master Sorcerer,Secura,898,"18,240",Boss Points
781,Sciu Lany,Royal Paladin,Bona,712,"18,240",Boss Points
