Rank,Name,Vocation,World,Level,Points,category,vocation_id
327,Estilo Inativo,Elder Druid,Rasteibra,2067,"1,317",Goshnar's Taint,0
330,Dao Diferenciado,Royal Paladin,Rasteibra,1639,"1,315",Goshnar's Taint,0
330,Reo Light,Royal Paladin,Vunira,1366,"1,315",Goshnar's Taint,0
332,Vopz Neverdie,Elder Druid,Inabra,1355,"1,312",Goshnar's Taint,0
333,Ja co,Elite Knight,Refugia,2085,"1,306",Goshnar's Taint,0
333,Vinicin Invicto,Elite Knight,Celebra,1885,"1,306",Goshnar's Taint,0
333,Zhoyo,Elite Knight,Yonabra,1498,"1,306",Goshnar's Taint,0
336,Rodrigaaum,Royal Paladin,Inabra,2023,"1,298",Goshnar's Taint,0
337,Radamanthys Navy Seal,Master Sorcerer,Talera,1576,"1,296",Goshnar's Taint,0
338,Ze Cueei,Elder Druid,Honbra,2215,"1,295",Goshnar's Taint,0
339,Highmage Hidden,Master Sorcerer,Yonabra,1845,"1,293",Goshnar's Taint,0
339,Roshoot,Royal Paladin,Belobra,1756,"1,293",Goshnar's Taint,0
341,Max Fleury,Elite Knight,Celebra,2087,"1,291",Goshnar's Taint,0
342,Lekisno,Royal Paladin,Gentebra,1781,"1,290",Goshnar's Taint,0
343,Pai Do Meufilhu,Royal Paladin,Honbra,1284,"1,283",Goshnar's Taint,0
344,Nerigudo,Elite Knight,Ustebra,1597,"1,281",Goshnar's Taint,0
344,Sebastiao Cachorro Loko,Master Sorcerer,Yonabra,1201,"1,281",Goshnar's Taint,0
346,Brossaud,Elder Druid,Venebra,1528,"1,277",Goshnar's Taint,0
347,Edinho Rancaprofit,Royal Paladin,Serdebra,2341,"1,272",Goshnar's Taint,0
348,Kedo Azkam,Master Sorcerer,Celesta,1684,"1,271",Goshnar's Taint,0
349,Jhoan Livre,Elite Knight,Astera,1300,"1,269",Goshnar's Taint,0
350,Der Eda,Royal Paladin,Belobra,1837,"1,267",Goshnar's Taint,0
351,Cavaleiro Zyn,Royal Paladin,Gentebra,1199,"1,265",Goshnar's Taint,0
351,Que Jin,Elder Druid,Serdebra,1572,"1,265",Goshnar's Taint,0
353,Arraya Hardtimes,Master Sorcerer,Collabra,2078,"1,262",Goshnar's Taint,0
353,Esbui Seshat,Royal Paladin,Inabra,983,"1,262",Goshnar's Taint,0
355,Amzte,Royal Paladin,Kalibra,1417,"1,261",Goshnar's Taint,0
355,Knacked,Master Sorcerer,Peloria,1608,"1,261",Goshnar's Taint,0
355,Ninna Gil,Master Sorcerer,Celebra,2181,"1,261",Goshnar's Taint,0
355,Truesight,Royal Paladin,Honbra,1324,"1,261",Goshnar's Taint,0
359,Toxic Kleine Esecee,Elite Knight,Havera,1948,"1,259",Goshnar's Taint,0
360,Womolu,Elite Knight,Celebra,1770,"1,257",Goshnar's Taint,0
361,Highping Destroy Fielder,Knight,Bona,752,"1,255",Goshnar's Taint,0
362,Mazoskt,Master Sorcerer,Descubra,1535,"1,254",Goshnar's Taint,0
362,Mokolokinho,Elder Druid,Belobra,1875,"1,254",Goshnar's Taint,0
364,Valek Phor,Elder Druid,Celesta,1630,"1,249",Goshnar's Taint,0
365,Franknitro,Master Sorcerer,Lobera,1308,"1,245",Goshnar's Taint,0
366,Kabulosoz,Elder Druid,Ferobra,1498,"1,243",Goshnar's Taint,0
366,Miyu Amaya,Elder Druid,Karmeya,1733,"1,243",Goshnar's Taint,0
368,Tonim Mage,Master Sorcerer,Jadebra,1924,"1,242",Goshnar's Taint,0
368,Vine Corporation,Elder Druid,Issobra,2032,"1,242",Goshnar's Taint,0
368,Vomolu,Elite Knight,Celebra,2077,"1,242",Goshnar's Taint,0
371,Hellz Nogb,Royal Paladin,Wintera,2154,"1,238",Goshnar's Taint,0
372,Ominae Yu,Elite Knight,Yonabra,1725,"1,231",Goshnar's Taint,0
372,Tiu Piki,Elite Knight,Inabra,1324,"1,231",Goshnar's Taint,0
374,Rockstacker Cleve,Elder Druid,Nevia,1208,"1,228",Goshnar's Taint,0
375,Krueger,Elite Knight,Kalibra,1446,"1,227",Goshnar's Taint,0
376,Sillnyy,Elder Druid,Bona,1805,"1,224",Goshnar's Taint,0
377,Di dado,Royal Paladin,Descubra,1634,"1,212",Goshnar's Taint,0
378,Mafewz,Elite Knight,Collabra,1853,"1,210",Goshnar's Taint,0
379,Aosa,Elder Druid,Venebra,1444,"1,207",Goshnar's Taint,0
380,Walder Martz,Royal Paladin,Nefera,1193,"1,206",Goshnar's Taint,0
381,Darkjah,Elite Knight,Quelibra,1304,"1,205",Goshnar's Taint,0
382,Melinxd,Master Sorcerer,Rasteibra,1571,"1,202",Goshnar's Taint,0
382,Zee Cuei Store,Elder Druid,Quelibra,1929,"1,202",Goshnar's Taint,0
384,Obonitao Lindao,Master Sorcerer,Ustebra,1173,"1,200",Goshnar's Taint,0
384,Rift Duken,Master Sorcerer,Gentebra,2283,"1,200",Goshnar's Taint,0
386,Destructive Kronun,Elite Knight,Talera,2039,"1,199",Goshnar's Taint,0
387,Kee mo,Master Sorcerer,Retalia,1080,"1,197",Goshnar's Taint,0
387,Ragnarr Vilao,Elite Knight,Honbra,2080,"1,197",Goshnar's Taint,0
389,Ghost of Chimera,Royal Paladin,Solidera,1705,"1,192",Goshnar's Taint,0
390,Elmagnifiko caballerodany,Elite Knight,Inabra,1686,"1,190",Goshnar's Taint,0
390,Fastshot,Royal Paladin,Refugia,2057,"1,190",Goshnar's Taint,0
392,The Loko,Elder Druid,Esmera,1423,"1,189",Goshnar's Taint,0
393,Mgnfiksupremo Liderdany,Elder Druid,Inabra,1899,"1,188",Goshnar's Taint,0
393,Olavoltz,Royal Paladin,Yonabra,1372,"1,188",Goshnar's Taint,0
395,Posha Crushe,Elder Druid,Rasteibra,1454,"1,187",Goshnar's Taint,0
396,Canalles Teensina,Master Sorcerer,Gentebra,1245,"1,186",Goshnar's Taint,0
397,Mirotth,Elite Knight,Belobra,1969,"1,183",Goshnar's Taint,0
398,Shaddek,Elite Knight,Secura,1474,"1,180",Goshnar's Taint,0
399,Drippin Sioz,Elder Druid,Nefera,984,"1,179",Goshnar's Taint,0
400,Avasalador,Elder Druid,Kalibra,1618,"1,176",Goshnar's Taint,0
400,Lanlan Bigdadysz,Elite Knight,Astera,1101,"1,176",Goshnar's Taint,0
402,General Zig,Elite Knight,Gentebra,1489,"1,168",Goshnar's Taint,0
402,Mad Tian,Royal Paladin,Ustebra,1276,"1,168",Goshnar's Taint,0
404,Biiritinha,Elder Druid,Yonabra,1002,"1,167",Goshnar's Taint,0
405,Gabrielito,Elite Knight,Nefera,1572,"1,165",Goshnar's Taint,0
406,Kamiry,Elite Knight,Ourobra,1683,"1,162",Goshnar's Taint,0
406,Verzsa,Druid,Calmera,1092,"1,162",Goshnar's Taint,0
408,Bertinho Enrikow,Master Sorcerer,Quelibra,1923,"1,161",Goshnar's Taint,0
409,Hellz Nugb,Elder Druid,Wintera,1917,"1,160",Goshnar's Taint,0
410,Murilichtsz,Royal Paladin,Ferobra,1294,"1,157",Goshnar's Taint,0
410,Notdarus,Elder Druid,Descubra,1580,"1,157",Goshnar's Taint,0
410,Tonim Tank,Elite Knight,Jadebra,1742,"1,157",Goshnar's Taint,0
413,Caffeina Implacavel,Master Sorcerer,Kalibra,2342,"1,156",Goshnar's Taint,0
414,Jan Duni,Master Sorcerer,Inabra,1530,"1,155",Goshnar's Taint,0
414,Maatka,Master Sorcerer,Secura,1691,"1,155",Goshnar's Taint,0
416,Kayhn Kuroi Tenshi,Royal Paladin,Jadebra,1712,"1,150",Goshnar's Taint,0
417,Pan Counter,Royal Paladin,Xyla,1331,"1,148",Goshnar's Taint,0
417,Vitemo Cachorro Loko,Elder Druid,Honbra,1267,"1,148",Goshnar's Taint,0
417,Warglaiven,Royal Paladin,Kalibra,1828,"1,148",Goshnar's Taint,0
420,Elder Martin,Elder Druid,Quintera,1158,"1,147",Goshnar's Taint,0
421,Diego Supremo,Elder Druid,Luminera,1268,"1,146",Goshnar's Taint,0
422,Bruneli Wayne,Elite Knight,Serdebra,2326,"1,143",Goshnar's Taint,0
422,Kaleb in,Master Sorcerer,Belobra,1188,"1,143",Goshnar's Taint,0
424,Celso,Elder Druid,Nevia,1641,"1,140",Goshnar's Taint,0
425,Deslinde Unstoppable,Master Sorcerer,Collabra,1216,"1,139",Goshnar's Taint,0
426,Kingzoorr,Elder Druid,Issobra,1753,"1,138",Goshnar's Taint,0
427,Smka Corporation,Master Sorcerer,Issobra,2118,"1,134",Goshnar's Taint,0
427,Zain Malek,Druid,Gravitera,893,"1,134",Goshnar's Taint,0
429,Skayfox,Elite Knight,Inabra,1421,"1,132",Goshnar's Taint,0
430,Jintani,Royal Paladin,Luminera,1583,"1,131",Goshnar's Taint,0
431,Drackule,Elder Druid,Refugia,2399,"1,128",Goshnar's Taint,0
432,Izeekao,Royal Paladin,Celebra,1809,"1,127",Goshnar's Taint,0
432,Zezinho Eurofeer,Elite Knight,Ourobra,2004,"1,127",Goshnar's Taint,0
434,Fael Fahurr,Royal Paladin,Quelibra,2153,"1,126",Goshnar's Taint,0
435,Critykall,Master Sorcerer,Yonabra,1230,"1,125",Goshnar's Taint,0
436,Danilozs,Elder Druid,Issobra,2303,"1,124",Goshnar's Taint,0
436,Iaguinn,Royal Paladin,Inabra,1452,"1,124",Goshnar's Taint,0
438,Ervionm,Elder Druid,Luminera,1118,"1,120",Goshnar's Taint,0
438,Last Macanudo,Master Sorcerer,Gentebra,951,"1,120",Goshnar's Taint,0
440,Glymodee,Druid,Monza,1416,"1,118",Goshnar's Taint,0
441,Nezu Podlecz,Elder Druid,Secura,1384,"1,117",Goshnar's Taint,0
442,Mad Nere,Knight,Esmera,1220,"1,116",Goshnar's Taint,0
443,Zeusz,Master Sorcerer,Belobra,1377,"1,112",Goshnar's Taint,0
444,Dropzerah,Elite Knight,Kalibra,1724,"1,111",Goshnar's Taint,0
445,Drako Pro,Elder Druid,Pacera,1974,"1,110",Goshnar's Taint,0
445,Rafittzz,Master Sorcerer,Belobra,2054,"1,110",Goshnar's Taint,0
447,Moonryel,Master Sorcerer,Kalibra,1938,"1,107",Goshnar's Taint,0
448,Mokoca,Royal Paladin,Belobra,1391,"1,104",Goshnar's Taint,0
448,Otosz,Royal Paladin,Gentebra,1716,"1,104",Goshnar's Taint,0
448,Troxassito,Elder Druid,Secura,1512,"1,104",Goshnar's Taint,0
451,Zezinho Despachante,Royal Paladin,Rasteibra,1592,"1,103",Goshnar's Taint,0
452,Junzaao,Master Sorcerer,Belobra,2068,"1,102",Goshnar's Taint,0
453,King Mardo,Elder Druid,Peloria,1445,"1,099",Goshnar's Taint,0
454,Sedrahil,Royal Paladin,Oceanis,2004,"1,098",Goshnar's Taint,0
455,Noether,Elite Knight,Venebra,1791,"1,096",Goshnar's Taint,0
456,Laniboi,Royal Paladin,Nevia,1276,"1,095",Goshnar's Taint,0
457,Cosmiic Death,Master Sorcerer,Yonabra,1828,"1,092",Goshnar's Taint,0
457,Therionsz,Master Sorcerer,Yonabra,1588,"1,092",Goshnar's Taint,0
459,Magnifik Danyveiosair,Paladin,Inabra,1813,"1,084",Goshnar's Taint,0
460,Huxy,Elite Knight,Secura,1244,"1,081",Goshnar's Taint,0
460,Que Jon,Master Sorcerer,Serdebra,1748,"1,081",Goshnar's Taint,0
462,Black the Legend,Elder Druid,Yonabra,1434,"1,078",Goshnar's Taint,0
462,Bllack Mambba,Royal Paladin,Gentebra,1718,"1,078",Goshnar's Taint,0
464,Higzy,Royal Paladin,Gentebra,1607,"1,077",Goshnar's Taint,0
465,Marcao Implacavel,Elder Druid,Kalibra,2495,"1,069",Goshnar's Taint,0
465,Megafiree,Elder Druid,Astera,1446,"1,069",Goshnar's Taint,0
465,Zonatto Bombinhams,Master Sorcerer,Honbra,2138,"1,069",Goshnar's Taint,0
468,Lai ruf,Elder Druid,Refugia,1498,"1,066",Goshnar's Taint,0
469,Restlin,Elder Druid,Gentebra,1974,"1,064",Goshnar's Taint,0
470,Magnifik Patraodany,Elder Druid,Inabra,1601,"1,063",Goshnar's Taint,0
471,Azyzz Trip,Elder Druid,Wintera,1275,"1,062",Goshnar's Taint,0
471,Koko Kalle,Master Sorcerer,Nevia,1099,"1,062",Goshnar's Taint,0
471,Popo Endividado,Elder Druid,Collabra,1455,"1,062",Goshnar's Taint,0
474,Rayo,Royal Paladin,Gentebra,2372,"1,059",Goshnar's Taint,0
474,Reon Potter,Elder Druid,Yonabra,1352,"1,059",Goshnar's Taint,0
476,Magnifik Emperatordany,Master Sorcerer,Inabra,1734,"1,057",Goshnar's Taint,0
477,Ellmagnifinho Danynho,Royal Paladin,Inabra,2158,"1,052",Goshnar's Taint,0
478,Sephan,Elite Knight,Celebra,2451,"1,051",Goshnar's Taint,0
479,Barelor,Elder Druid,Collabra,1833,"1,050",Goshnar's Taint,0
479,Netozero,Royal Paladin,Quelibra,1737,"1,050",Goshnar's Taint,0
481,Calegariek,Elite Knight,Venebra,1458,"1,049",Goshnar's Taint,0
482,Darksign,Royal Paladin,Belobra,1664,"1,047",Goshnar's Taint,0
482,Old Noe,Royal Paladin,Secura,1959,"1,047",Goshnar's Taint,0
484,Camiiss,Elder Druid,Kalibra,2082,"1,046",Goshnar's Taint,0
485,Donnsz,Elder Druid,Kalibra,1354,"1,045",Goshnar's Taint,0
485,Luisaohq,Elder Druid,Yonabra,1662,"1,045",Goshnar's Taint,0
487,Nitrobiz,Master Sorcerer,Nefera,1195,"1,044",Goshnar's Taint,0
488,Arthas Lightborn,Royal Paladin,Yonabra,1971,"1,043",Goshnar's Taint,0
488,Hayashiro,Master Sorcerer,Belobra,1814,"1,043",Goshnar's Taint,0
490,Kuubba,Elite Knight,Secura,1480,"1,041",Goshnar's Taint,0
491,Arinth,Elite Knight,Monza,2143,"1,038",Goshnar's Taint,0
491,Dweelsz,Royal Paladin,Serdebra,1532,"1,038",Goshnar's Taint,0
493,Balditoz Toys,Master Sorcerer,Quintera,949,"1,036",Goshnar's Taint,0
494,Digao Implacavel,Elite Knight,Kalibra,2344,"1,035",Goshnar's Taint,0
494,Fok,Royal Paladin,Secura,1540,"1,035",Goshnar's Taint,0
496,Floky Monkey,Master Sorcerer,Thyria,1560,"1,034",Goshnar's Taint,0
496,Sir Zoop,Royal Paladin,Belobra,1922,"1,034",Goshnar's Taint,0
498,Caveraoh,Elder Druid,Venebra,1144,"1,033",Goshnar's Taint,0
499,Digo Elzerd,Royal Paladin,Venebra,1227,"1,031",Goshnar's Taint,0
499,Mage Sunmi,Master Sorcerer,Venebra,1489,"1,031",Goshnar's Taint,0
501,Dakota Bruta,Royal Paladin,Venebra,1166,"1,030",Goshnar's Taint,0
501,Joeru Navy Seal,Elder Druid,Talera,1541,"1,030",Goshnar's Taint,0
501,Kalashnkov,Royal Paladin,Rasteibra,2053,"1,030",Goshnar's Taint,0
504,Bolt liger,Royal Paladin,Pacera,1169,"1,029",Goshnar's Taint,0
504,King Jesuitox,Elder Druid,Nefera,1280,"1,029",Goshnar's Taint,0
504,Luconn,Elite Knight,Secura,1171,"1,029",Goshnar's Taint,0
504,Zeeh Chinelo,Master Sorcerer,Celebra,2025,"1,029",Goshnar's Taint,0
508,Janni,Royal Paladin,Secura,1179,"1,028",Goshnar's Taint,0
508,Joseh Implacavel,Royal Paladin,Kalibra,2448,"1,028",Goshnar's Taint,0
510,Ginowi,Royal Paladin,Monza,2010,"1,026",Goshnar's Taint,0
511,Carlinnnn,Master Sorcerer,Astera,1968,"1,023",Goshnar's Taint,0
512,Bella Ragazza,Elder Druid,Secura,1251,"1,022",Goshnar's Taint,0
513,Golden Eclypse,Royal Paladin,Yonabra,2045,"1,021",Goshnar's Taint,0
514,Legends Of Dante,Elder Druid,Oceanis,2039,"1,020",Goshnar's Taint,0
514,Sasza Druid,Elder Druid,Monza,991,"1,020",Goshnar's Taint,0
516,Hintz Dimavontadi,Master Sorcerer,Rasteibra,1942,"1,019",Goshnar's Taint,0
516,Piiotrus Pan,Elder Druid,Antica,1409,"1,019",Goshnar's Taint,0
518,Giilson Juniior,Elite Knight,Ferobra,1364,"1,018",Goshnar's Taint,0
519,Godly Deadmaw,Elder Druid,Zunera,1271,"1,016",Goshnar's Taint,0
520,Evan Gelion,Elder Druid,Gentebra,1325,"1,013",Goshnar's Taint,0
521,Figolo,Elite Knight,Monza,2052,"1,012",Goshnar's Taint,0
521,Velcan,Master Sorcerer,Kalibra,1619,"1,012",Goshnar's Taint,0
523,Tenorio Click Clack,Elite Knight,Runera,1403,"1,008",Goshnar's Taint,0
524,Theodor Invencivel,Master Sorcerer,Celesta,966,"1,007",Goshnar's Taint,0
525,Rising Akamaga,Elder Druid,Refugia,1220,"1,004",Goshnar's Taint,0
526,Itsbadd,Elder Druid,Vunira,1010,"1,003",Goshnar's Taint,0
526,Ragnar Ekbomba,Elite Knight,Quelibra,1822,"1,003",Goshnar's Taint,0
528,Murillaoloko,Master Sorcerer,Quelibra,1956,999,Goshnar's Taint,0
529,Mo rgu,Elite Knight,Monza,2232,998,Goshnar's Taint,0
530,Galloperaa,Elite Knight,Issobra,1206,997,Goshnar's Taint,0
531,Ro driguez,Elder Druid,Ourobra,1607,996,Goshnar's Taint,0
532,General Keyllor,Elder Druid,Gentebra,2101,995,Goshnar's Taint,0
532,Zezinho Fallout,Royal Paladin,Ourobra,1952,995,Goshnar's Taint,0
534,Destemido Corporation,Royal Paladin,Issobra,2055,994,Goshnar's Taint,0
534,Manntyla,Master Sorcerer,Kalibra,1117,994,Goshnar's Taint,0
534,Sanzor Fazobasico,Elder Druid,Collabra,1773,994,Goshnar's Taint,0
534,Ted Pido Perdon,Master Sorcerer,Talera,1288,994,Goshnar's Taint,0
538,Lawed,Elder Druid,Celebra,1786,992,Goshnar's Taint,0
538,Wklesly Brzuszek,Elder Druid,Nevia,1313,992,Goshnar's Taint,0
540,Hintarus Rei Calvo,Elite Knight,Serdebra,1691,991,Goshnar's Taint,0
541,Priorzinn,Master Sorcerer,Collabra,1452,990,Goshnar's Taint,0
542,Chris Dictador,Royal Paladin,Ombra,2266,989,Goshnar's Taint,0
543,Duzoco Inofensivo,Master Sorcerer,Jadebra,1701,983,Goshnar's Taint,0
543,Vishinho,Master Sorcerer,Kalibra,1408,983,Goshnar's Taint,0
545,Druf ox,Elder Druid,Inabra,1684,982,Goshnar's Taint,0
545,Txohanks,Elder Druid,Yonabra,1158,982,Goshnar's Taint,0
547,Gustavo Endividado,Royal Paladin,Ourobra,1706,981,Goshnar's Taint,0
547,Maasz,Elder Druid,Gentebra,1506,981,Goshnar's Taint,0
549,Healing Animal,Druid,Issobra,1344,979,Goshnar's Taint,0
550,Etrunia,Master Sorcerer,Secura,957,978,Goshnar's Taint,0
550,Home Boi,Royal Paladin,Gladera,1179,978,Goshnar's Taint,0
552,Fael Topgun,Elder Druid,Quelibra,1631,977,Goshnar's Taint,0
552,Marcha Implacavel,Elder Druid,Collabra,1824,977,Goshnar's Taint,0
554,Abs Lilozin,Elite Knight,Rasteibra,1733,976,Goshnar's Taint,0
555,Teus,Master Sorcerer,Descubra,2552,975,Goshnar's Taint,0
556,Comandante Schatten Toxico,Master Sorcerer,Menera,1559,974,Goshnar's Taint,0
556,Striceek,Royal Paladin,Secura,1698,974,Goshnar's Taint,0
558,Biixuusu,Elite Knight,Havera,1248,973,Goshnar's Taint,0
558,Surrkaam,Elder Druid,Astera,1584,973,Goshnar's Taint,0
560,Timii Neutron,Master Sorcerer,Refugia,1400,972,Goshnar's Taint,0
561,Chapoca Bahia,Royal Paladin,Inabra,2156,971,Goshnar's Taint,0
561,Don Krasini,Elder Druid,Refugia,1789,971,Goshnar's Taint,0
561,Dracon Endividadasso,Royal Paladin,Issobra,1685,971,Goshnar's Taint,0
561,Wels,Elite Knight,Descubra,1548,971,Goshnar's Taint,0
565,Holy Assassinn,Elite Knight,Nefera,1193,970,Goshnar's Taint,0
566,Lord Fighters,Elder Druid,Nefera,1213,969,Goshnar's Taint,0
567,Retro Mu,Elder Druid,Wintera,1201,968,Goshnar's Taint,0
568,Mestre Nolol,Elder Druid,Kalibra,1863,967,Goshnar's Taint,0
569,Byebyeadios,Royal Paladin,Luminera,1422,966,Goshnar's Taint,0
570,Rickzher Tank,Elite Knight,Issobra,2124,963,Goshnar's Taint,0
571,Mighty Rune,Elite Knight,Celesta,1952,962,Goshnar's Taint,0
572,Physi Call,Royal Paladin,Secura,1358,960,Goshnar's Taint,0
573,Lutador Shivinha,Royal Paladin,Gentebra,2091,958,Goshnar's Taint,0
573,Waguinho The Legend,Elder Druid,Quelibra,2086,958,Goshnar's Taint,0
575,Zezinho Ltda,Elder Druid,Ourobra,1937,957,Goshnar's Taint,0
576,Ken Dragonslayer,Royal Paladin,Venebra,1723,956,Goshnar's Taint,0
577,Zarakson,Royal Paladin,Secura,1308,955,Goshnar's Taint,0
578,Art Ditador,Master Sorcerer,Issobra,1446,954,Goshnar's Taint,0
579,Davidzinhow,Elder Druid,Rasteibra,1904,953,Goshnar's Taint,0
580,Diego Royal,Royal Paladin,Celebra,1194,952,Goshnar's Taint,0
581,Iriq,Elder Druid,Luminera,893,948,Goshnar's Taint,0
582,Klook Noice,Elder Druid,Oceanis,1044,943,Goshnar's Taint,0
583,Entelechia Iv,Elder Druid,Secura,1219,942,Goshnar's Taint,0
583,Jackh,Elder Druid,Serdebra,1558,942,Goshnar's Taint,0
585,Ho ha,Elder Druid,Antica,1149,941,Goshnar's Taint,0
586,Thouji,Master Sorcerer,Calmera,1790,939,Goshnar's Taint,0
587,Dark Wiizard,Master Sorcerer,Belobra,1232,938,Goshnar's Taint,0
587,Venoox,Royal Paladin,Celesta,2272,938,Goshnar's Taint,0
589,Fywen,Master Sorcerer,Secura,1176,934,Goshnar's Taint,0
589,Joems,Master Sorcerer,Thyria,1509,934,Goshnar's Taint,0
591,Don Guiso,Elder Druid,Astera,1257,931,Goshnar's Taint,0
591,The Macho,Elite Knight,Nefera,1676,931,Goshnar's Taint,0
593,Lenflows,Elder Druid,Nefera,1123,930,Goshnar's Taint,0
593,Tengil,Master Sorcerer,Secura,1311,930,Goshnar's Taint,0
595,Tonim Killer,Elder Druid,Jadebra,1620,929,Goshnar's Taint,0
596,Bebe Alexsander,Royal Paladin,Gentebra,1172,928,Goshnar's Taint,0
596,Mago Morto,Master Sorcerer,Celebra,2746,928,Goshnar's Taint,0
596,Neto Orangepodi,Master Sorcerer,Rasteibra,2057,928,Goshnar's Taint,0
599,Ninja Knoub,Elite Knight,Descubra,1891,926,Goshnar's Taint,0
600,Yan Hopebound,Master Sorcerer,Ombra,1247,924,Goshnar's Taint,0
601,Fenixzin Healer,Elder Druid,Secura,1037,923,Goshnar's Taint,0
602,Romanholi,Elder Druid,Ferobra,1365,922,Goshnar's Taint,0
603,Megazao Supreme Emex,Elder Druid,Havera,2310,921,Goshnar's Taint,0
604,Leczo Uhami,Master Sorcerer,Nevia,1579,920,Goshnar's Taint,0
604,Marizinhahh'Dragon,Master Sorcerer,Celebra,1150,920,Goshnar's Taint,0
606,Dellani,Elder Druid,Celebra,1783,917,Goshnar's Taint,0
606,Ross Urie,Master Sorcerer,Issobra,1498,917,Goshnar's Taint,0
608,Leozs King,Elder Druid,Jadebra,1402,916,Goshnar's Taint,0
608,Strikiz,Elite Knight,Yonabra,1352,916,Goshnar's Taint,0
610,Fhaelzs,Elite Knight,Ombra,1360,915,Goshnar's Taint,0
611,Gata Meow,Elder Druid,Belobra,998,913,Goshnar's Taint,0
611,Kotarox,Elite Knight,Ourobra,1222,913,Goshnar's Taint,0
611,Machado Purosangue,Elite Knight,Kalibra,1893,913,Goshnar's Taint,0
611,Reeal Toxic,Royal Paladin,Gladera,1553,913,Goshnar's Taint,0
611,Xedotto,Elder Druid,Karmeya,1420,913,Goshnar's Taint,0
616,Druugamesh,Paladin,Yonabra,1511,911,Goshnar's Taint,0
616,Uhaacz,Elder Druid,Karmeya,2335,911,Goshnar's Taint,0
618,Aka Hansi,Royal Paladin,Inabra,1214,908,Goshnar's Taint,0
618,Ashmodara,Royal Paladin,Celebra,1605,908,Goshnar's Taint,0
620,Meskz,Elder Druid,Yonabra,1196,907,Goshnar's Taint,0
620,Zezinho Zedrin,Elder Druid,Ourobra,1842,907,Goshnar's Taint,0
622,Myrkz,Royal Paladin,Lobera,1513,906,Goshnar's Taint,0
622,Paold Uchiha,Elder Druid,Calmera,1512,906,Goshnar's Taint,0
622,Virtuoz Nesquikens,Elder Druid,Karmeya,1354,906,Goshnar's Taint,0
625,Sky Hollow,Master Sorcerer,Belobra,1635,904,Goshnar's Taint,0
626,Aike vontadeh,Master Sorcerer,Yonabra,1632,902,Goshnar's Taint,0
627,Bankola,Elder Druid,Collabra,1355,901,Goshnar's Taint,0
627,Ray Nurmagomedov,Elder Druid,Quintera,1227,901,Goshnar's Taint,0
629,Nyxzz,Elder Druid,Inabra,1750,899,Goshnar's Taint,0
630,Rigado,Elite Knight,Inabra,1180,898,Goshnar's Taint,0
631,Madzinator,Elder Druid,Secura,1763,896,Goshnar's Taint,0
631,Sky Japaa,Elder Druid,Belobra,1097,896,Goshnar's Taint,0
633,Risercan Codelluna,Royal Paladin,Retalia,1164,895,Goshnar's Taint,0
634,Lukas,Elder Druid,Inabra,1642,894,Goshnar's Taint,0
634,Oui Oui Chef,Elder Druid,Secura,1335,894,Goshnar's Taint,0
636,Utsuro,Master Sorcerer,Secura,1461,893,Goshnar's Taint,0
637,Echoes of Memoria,Royal Paladin,Secura,1584,892,Goshnar's Taint,0
637,Kennerly,Royal Paladin,Secura,918,892,Goshnar's Taint,0
639,Roffa The King,Elite Knight,Vunira,1588,890,Goshnar's Taint,0
639,Rowen,Elite Knight,Solidera,1712,890,Goshnar's Taint,0
641,Braberaah,Elder Druid,Gentebra,1082,889,Goshnar's Taint,0
642,Doutor Maneirao,Elite Knight,Talera,1037,887,Goshnar's Taint,0
642,Supremo Leviatan,Elder Druid,Astera,1013,887,Goshnar's Taint,0
644,Fuuuuaaarrrkk,Elder Druid,Secura,1421,886,Goshnar's Taint,0
644,Pan Krulas,Elite Knight,Yovera,1840,886,Goshnar's Taint,0
646,Snakeraid,Elder Druid,Yonabra,1633,884,Goshnar's Taint,0
647,Waldir desmotivado,Elite Knight,Collabra,1556,883,Goshnar's Taint,0
648,Ekilyz,Master Sorcerer,Quintera,1119,882,Goshnar's Taint,0
649,Batis Tattoo,Master Sorcerer,Venebra,1616,880,Goshnar's Taint,0
650,Almighty Nova,Royal Paladin,Wintera,2172,878,Goshnar's Taint,0
650,Andinn,Elite Knight,Gentebra,1598,878,Goshnar's Taint,0
650,Arknsz,Elite Knight,Venebra,2168,878,Goshnar's Taint,0
650,Kambaxo Tezuz,Elder Druid,Ferobra,1553,878,Goshnar's Taint,0
654,Brunin Aucolike,Elder Druid,Yonabra,1058,877,Goshnar's Taint,0
654,Tecek,Royal Paladin,Refugia,2270,877,Goshnar's Taint,0
656,Mor Decai,Master Sorcerer,Gentebra,2148,876,Goshnar's Taint,0
657,Dart Dronix,Elder Druid,Lobera,931,875,Goshnar's Taint,0
658,Magnifik Curanderodany,Druid,Inabra,1781,874,Goshnar's Taint,0
658,Padovani Baguncinha,Elite Knight,Serdebra,1085,874,Goshnar's Taint,0
660,Hiigh Kuraxi,Elder Druid,Belobra,1364,873,Goshnar's Taint,0
660,Mathias Bynens,Royal Paladin,Vunira,1415,873,Goshnar's Taint,0
662,Awen,Elder Druid,Gentebra,1056,871,Goshnar's Taint,0
662,Tonim Papou Kayn,Elder Druid,Jadebra,1324,871,Goshnar's Taint,0
664,Ocueistore Praguinhasbomb,Elder Druid,Quelibra,1596,870,Goshnar's Taint,0
664,Pongaso Nolapone,Knight,Quelibra,850,870,Goshnar's Taint,0
