Rank,Name,Vocation,World,Level,Points,category,vocation_id
370,Gebe Danadinho,Royal Paladin,Rasteibra,1675,"19,679",Charm Points,0
371,Drekalla,Elder Druid,Xyla,752,"19,674",Charm Points,0
371,Sir Knoxville Slayer,Elite Knight,Celesta,767,"19,674",Charm Points,0
373,Tharum,Elite Knight,Celesta,1009,"19,664",Charm Points,0
374,Mage Barker,Druid,Quintera,1014,"19,659",Charm Points,0
374,Rogersz,Elder Druid,Kalibra,1084,"19,659",Charm Points,0
374,Velix,Elite Knight,Calmera,1648,"19,659",Charm Points,0
377,Snow Pall,Royal Paladin,Yara,1384,"19,649",Charm Points,0
378,Ralph Kurama,Elite Knight,Yonabra,1286,"19,639",Charm Points,0
379,Guardian'Henry,Elite Knight,Kalibra,1149,"19,614",Charm Points,0
380,Suarelli,Elite Knight,Premia,1216,"19,610",Charm Points,0
381,Prizs,Royal Paladin,Kalibra,1315,"19,609",Charm Points,0
382,Offf Liiineee,Elite Knight,Wintera,767,"19,589",Charm Points,0
383,Ram Dazs,Master Sorcerer,Menera,1297,"19,587",Charm Points,0
384,Legolas Archer,Royal Paladin,Astera,1309,"19,586",Charm Points,0
385,Osbourne Ozzy,Elite Knight,Celebra,1638,"19,585",Charm Points,0
386,General Lubektron,Elite Knight,Issobra,1620,"19,572",Charm Points,0
387,Kayylicious,Elder Druid,Astera,1037,"19,564",Charm Points,0
387,Wo Orales,Elder Druid,Luminera,1019,"19,564",Charm Points,0
389,Leko Fortaum,Elite Knight,Belobra,1321,"19,560",Charm Points,0
390,Picture,Elite Knight,Antica,953,"19,544",Charm Points,0
391,Doktor Biceps,Elite Knight,Karmeya,1021,"19,529",Charm Points,0
392,Bombardino Krocodilo,Master Sorcerer,Refugia,1339,"19,528",Charm Points,0
393,Horon Aoldas,Master Sorcerer,Vunira,1016,"19,514",Charm Points,0
394,Veth Dampim,Elite Knight,Lobera,1022,"19,508",Charm Points,0
395,Cieniaseq,Elder Druid,Refugia,926,"19,494",Charm Points,0
396,Nietoperko,Elite Knight,Harmonia,1111,"19,489",Charm Points,0
397,Surskallen,Elite Knight,Secura,1169,"19,479",Charm Points,0
398,Bjo,Master Sorcerer,Quelibra,1608,"19,474",Charm Points,0
399,Sayhttam,Master Sorcerer,Calmera,813,"19,464",Charm Points,0
399,Shva,Elite Knight,Pacera,1162,"19,464",Charm Points,0
401,Jedzie Karetka,Elder Druid,Refugia,1071,"19,459",Charm Points,0
402,Aluxi,Master Sorcerer,Kalibra,1760,"19,439",Charm Points,0
402,Itexo,Elite Knight,Secura,1205,"19,439",Charm Points,0
402,Szakal of Hoyma,Royal Paladin,Refugia,1136,"19,439",Charm Points,0
405,Koyomi Oni Chan,Elite Knight,Secura,832,"19,435",Charm Points,0
406,Caiio Acalix,Elder Druid,Gentebra,1723,"19,405",Charm Points,0
407,Ovo Paeveio,Elder Druid,Jadebra,1148,"19,404",Charm Points,0
408,Isair of Xel'Rash,Master Sorcerer,Harmonia,1191,"19,384",Charm Points,0
409,Dardar Zamoldimor,Royal Paladin,Celesta,976,"19,364",Charm Points,0
410,Stuhtterzzin,Royal Paladin,Havera,1373,"19,351",Charm Points,0
411,Dergrom,Elite Knight,Secura,771,"19,339",Charm Points,0
412,Bula Xold,Royal Paladin,Celesta,1253,"19,334",Charm Points,0
412,Vand Woodstock,Elder Druid,Inabra,1017,"19,334",Charm Points,0
414,Le Fe,Elder Druid,Secura,1423,"19,320",Charm Points,0
415,Apthia,Royal Paladin,Descubra,1073,"19,314",Charm Points,0
415,Neverlucky Wills,Royal Paladin,Venebra,959,"19,314",Charm Points,0
417,Apex Pierre,Royal Paladin,Epoca,1859,"19,309",Charm Points,0
418,Milanice,Elite Knight,Ferobra,1041,"19,299",Charm Points,0
419,Atomoowy Dzik,Elite Knight,Antica,704,"19,284",Charm Points,0
420,Gert Ar,Master Sorcerer,Harmonia,1482,"19,274",Charm Points,0
421,Wybson,Elder Druid,Karmeya,831,"19,264",Charm Points,0
422,Bartanky,Elite Knight,Tornabra,1182,"19,254",Charm Points,0
422,Ultimate Blood,Elite Knight,Serdebra,805,"19,254",Charm Points,0
424,Stugaan,Elite Knight,Gravitera,1377,"19,253",Charm Points,0
425,Viiniis,Elite Knight,Inabra,960,"19,249",Charm Points,0
426,Mush Kito,Royal Paladin,Kalibra,902,"19,239",Charm Points,0
426,Sakir Knight,Elite Knight,Pacera,1041,"19,239",Charm Points,0
426,Szary Stefan,Elite Knight,Celesta,899,"19,239",Charm Points,0
426,Vandm,Elite Knight,Belobra,1166,"19,239",Charm Points,0
430,Entelechia Iv,Elder Druid,Secura,1219,"19,238",Charm Points,0
431,Quis,Elite Knight,Premia,1133,"19,234",Charm Points,0
432,Meepoww,Elite Knight,Serdebra,140,"19,214",Charm Points,0
432,Nikovka,Elder Druid,Secura,934,"19,214",Charm Points,0
434,Terapeuta Dusz,Elite Knight,Celesta,703,"19,209",Charm Points,0
435,Dragonidas,Master Sorcerer,Monza,1512,"19,204",Charm Points,0
436,Cabelo Bawall,Royal Paladin,Ferobra,1442,"19,199",Charm Points,0
436,Rado of Elera,Elite Knight,Vunira,934,"19,199",Charm Points,0
438,Mirazo,Elite Knight,Yonabra,1383,"19,195",Charm Points,0
439,Almighty Tap Aut,Elite Knight,Quintera,932,"19,189",Charm Points,0
439,Shindeatomo,Royal Paladin,Xyla,838,"19,189",Charm Points,0
439,Shufuku Seikatsu,Elder Druid,Karmeya,885,"19,189",Charm Points,0
442,Royal Denoft,Royal Paladin,Thyria,1184,"19,185",Charm Points,0
443,Lee kun,Elder Druid,Pacera,901,"19,170",Charm Points,0
444,Mente Brilhante,Royal Paladin,Gentebra,887,"19,164",Charm Points,0
445,Ja co,Elite Knight,Refugia,2085,"19,160",Charm Points,0
446,Fan sworda,Elite Knight,Celesta,969,"19,159",Charm Points,0
447,Rowen,Elite Knight,Solidera,1712,"19,155",Charm Points,0
448,Chimolina,Elder Druid,Harmonia,1156,"19,149",Charm Points,0
448,Vituxo,Royal Paladin,Pacera,648,"19,149",Charm Points,0
450,Kwiryn,Master Sorcerer,Secura,1876,"19,145",Charm Points,0
451,The Loko,Elder Druid,Esmera,1423,"19,139",Charm Points,0
451,Undead Darklord,Royal Paladin,Celebra,1221,"19,139",Charm Points,0
453,Kuui,Elder Druid,Kalibra,994,"19,124",Charm Points,0
454,Al Ziponny,Royal Paladin,Belobra,1794,"19,118",Charm Points,0
455,Amazing Paladino,Royal Paladin,Gentebra,1309,"19,109",Charm Points,0
455,Talisis,Royal Paladin,Refugia,820,"19,109",Charm Points,0
457,Mallowana Ksiezniczka,Elite Knight,Celesta,1295,"19,105",Charm Points,0
458,On Urb,Royal Paladin,Gentebra,945,"19,099",Charm Points,0
459,Keirissa,Elite Knight,Secura,1210,"19,094",Charm Points,0
460,Elder Reno,Elder Druid,Celesta,2456,"19,091",Charm Points,0
461,Psyko Punkrocker,Royal Paladin,Secura,1597,"19,085",Charm Points,0
462,Arkens Consignado,Elite Knight,Belobra,1045,"19,084",Charm Points,0
463,Outlaw Willi,Royal Paladin,Celesta,1253,"19,076",Charm Points,0
464,Obiekt Leczacy,Elder Druid,Secura,1015,"19,075",Charm Points,0
465,Feversleep,Royal Paladin,Refugia,1588,"19,074",Charm Points,0
466,Opanowany Paladynek,Royal Paladin,Nevia,864,"19,064",Charm Points,0
466,Smockerr,Elite Knight,Ourobra,1090,"19,064",Charm Points,0
466,Szymcajs,Royal Paladin,Bona,979,"19,064",Charm Points,0
469,Kenshiro Guts,Elite Knight,Inabra,1187,"19,059",Charm Points,0
469,Saiudinho,Elder Druid,Gentebra,1211,"19,059",Charm Points,0
471,Huxy,Elite Knight,Secura,1244,"19,054",Charm Points,0
472,Cubbii,Royal Paladin,Celesta,1455,"19,050",Charm Points,0
473,Snexz,Elder Druid,Celebra,1124,"19,045",Charm Points,0
474,Dictador Murder,Royal Paladin,Gladibra,1418,"19,044",Charm Points,0
474,Poderes Absurdos,Elite Knight,Collabra,1205,"19,044",Charm Points,0
476,Soundchaser Stormborn,Master Sorcerer,Antica,823,"19,043",Charm Points,0
477,Alosirb Nosduh,Elder Druid,Yovera,969,"19,039",Charm Points,0
477,Arcai,Master Sorcerer,Quidera,875,"19,039",Charm Points,0
477,Atere Sillio,Royal Paladin,Secura,1046,"19,039",Charm Points,0
477,Green Peep,Knight,Harmonia,856,"19,039",Charm Points,0
481,Mailee Chan,Elite Knight,Pacera,1070,"19,038",Charm Points,0
482,Prowaters,Elite Knight,Thyria,820,"19,029",Charm Points,0
483,Kabin Pall,Royal Paladin,Monza,1276,"19,027",Charm Points,0
484,Revauxzito,Master Sorcerer,Obscubra,989,"19,024",Charm Points,0
485,Tyroks,Elder Druid,Premia,1065,"19,019",Charm Points,0
485,Unknown Pe Drao,Knight,Tornabra,980,"19,019",Charm Points,0
487,Doktor Magik,Sorcerer,Dia,1112,"19,018",Charm Points,0
488,Heller Strahl,Royal Paladin,Yovera,863,"19,014",Charm Points,0
489,Zig on Fire,Master Sorcerer,Gentebra,1498,"19,009",Charm Points,0
490,Kultury,Royal Paladin,Refugia,1546,"18,990",Charm Points,0
491,Michael Devil,Elite Knight,Harmonia,1022,"18,964",Charm Points,0
492,Dunmon Stark,Elite Knight,Wintera,1101,"18,959",Charm Points,0
493,Sir-Schaf,Master Sorcerer,Peloria,909,"18,958",Charm Points,0
494,Dragon Draeno,Elite Knight,Kalibra,1127,"18,954",Charm Points,0
494,Fenomenalny Maciek,Elite Knight,Secura,1027,"18,954",Charm Points,0
496,Naapadzior,Elder Druid,Celesta,1795,"18,948",Charm Points,0
497,Dacyziin,Elite Knight,Kalibra,1865,"18,947",Charm Points,0
498,Yukimin,Royal Paladin,Celesta,1026,"18,939",Charm Points,0
499,Rydannn,Royal Paladin,Yovera,1085,"18,938",Charm Points,0
500,Bruno is Back,Elite Knight,Ferobra,1347,"18,930",Charm Points,0
501,Fort Oak,Elite Knight,Ustebra,1392,"18,929",Charm Points,0
502,Halloiv,Elite Knight,Gentebra,1462,"18,919",Charm Points,0
503,Tale Rion,Royal Paladin,Nefera,1721,"18,917",Charm Points,0
504,Smoker,Royal Paladin,Serdebra,1703,"18,915",Charm Points,0
505,Mizri,Elder Druid,Refugia,996,"18,910",Charm Points,0
506,Sidhe Silverblade,Elite Knight,Calmera,726,"18,889",Charm Points,0
507,Werewolf Shorti,Elite Knight,Secura,1308,"18,888",Charm Points,0
508,Wakynzs,Royal Paladin,Celesta,1598,"18,879",Charm Points,0
509,Miyu Amaya,Elder Druid,Karmeya,1733,"18,868",Charm Points,0
510,Hell Shakao,Elite Knight,Yonabra,701,"18,864",Charm Points,0
511,Lauaviin,Royal Paladin,Premia,900,"18,858",Charm Points,0
512,Mcdiigao,Elite Knight,Belobra,1551,"18,855",Charm Points,0
513,Demorrton,Elite Knight,Harmonia,1414,"18,853",Charm Points,0
514,Zoi Robacena,Royal Paladin,Ferobra,1183,"18,839",Charm Points,0
515,Rimen do Cerrado,Elder Druid,Gentebra,863,"18,835",Charm Points,0
516,Berisvaudinho,Elite Knight,Premia,1144,"18,834",Charm Points,0
517,Seaxneat,Elite Knight,Yonabra,907,"18,814",Charm Points,0
517,Thall Kala,Elder Druid,Celesta,853,"18,814",Charm Points,0
519,Shidosz,Elder Druid,Yonabra,1428,"18,805",Charm Points,0
520,Vini Original,Elder Druid,Quelibra,1020,"18,801",Charm Points,0
521,Lord Hutta,Elite Knight,Bona,1372,"18,794",Charm Points,0
522,Elrvern,Master Sorcerer,Refugia,874,"18,789",Charm Points,0
523,Sushaa,Master Sorcerer,Descubra,1169,"18,784",Charm Points,0
524,Juvi Tokes,Royal Paladin,Nefera,1625,"18,778",Charm Points,0
525,Yungii,Elite Knight,Ourobra,871,"18,764",Charm Points,0
526,Tiolla,Master Sorcerer,Ombra,1271,"18,763",Charm Points,0
527,Norkulik,Royal Paladin,Celesta,963,"18,760",Charm Points,0
528,Mariotek,Royal Paladin,Nevia,707,"18,759",Charm Points,0
529,Lancellotz,Elite Knight,Descubra,1705,"18,757",Charm Points,0
530,Morderca Yeti,Druid,Refugia,1311,"18,754",Charm Points,0
531,Eckows,Royal Paladin,Yonabra,1792,"18,739",Charm Points,0
532,Kofishow,Elite Knight,Yonabra,1031,"18,734",Charm Points,0
533,Cygi los panczos,Master Sorcerer,Antica,1360,"18,733",Charm Points,0
534,Psiaapsia,Elite Knight,Peloria,1139,"18,729",Charm Points,0
535,Partyboost,Royal Paladin,Vunira,2034,"18,725",Charm Points,0
536,Lexis Blight,Elite Knight,Zunera,1034,"18,719",Charm Points,0
537,Daverlito,Royal Paladin,Bona,1815,"18,705",Charm Points,0
538,Xa Vas,Royal Paladin,Ustebra,1169,"18,704",Charm Points,0
539,Icy Axe,Elite Knight,Harmonia,1061,"18,695",Charm Points,0
540,Boybarian,Elite Knight,Firmera,899,"18,689",Charm Points,0
541,Maggical,Master Sorcerer,Gravitera,1511,"18,680",Charm Points,0
542,Running Terror,Royal Paladin,Secura,738,"18,679",Charm Points,0
543,Amra Mana,Elite Knight,Havera,1076,"18,674",Charm Points,0
544,Arung,Royal Paladin,Ustebra,1259,"18,671",Charm Points,0
545,Don Ginepo,Master Sorcerer,Talera,1011,"18,670",Charm Points,0
546,Toksyczny Tafalafel,Druid,Karmeya,1029,"18,666",Charm Points,0
547,Shorekeeper,Master Sorcerer,Yonabra,1106,"18,664",Charm Points,0
547,Tiroz,Elite Knight,Gentebra,871,"18,664",Charm Points,0
549,Drunk Jim Lahey,Elite Knight,Bona,1128,"18,649",Charm Points,0
550,Beczo,Elite Knight,Dia,1528,"18,644",Charm Points,0
551,Agust Ironman,Elder Druid,Collabra,706,"18,639",Charm Points,0
551,Edgar De'Furious,Elite Knight,Gentebra,728,"18,639",Charm Points,0
553,Killz,Master Sorcerer,Lobera,1273,"18,635",Charm Points,0
554,Pancada Desbalanceada,Elite Knight,Serdebra,1254,"18,620",Charm Points,0
555,Habibit,Master Sorcerer,Quintera,1250,"18,618",Charm Points,0
556,Kluchozaurr,Elder Druid,Karmeya,828,"18,614",Charm Points,0
556,Lethal Griphus,Elite Knight,Refugia,748,"18,614",Charm Points,0
556,Lord Tenchi,Elite Knight,Kalibra,1140,"18,614",Charm Points,0
559,Vonshu,Elite Knight,Harmonia,1602,"18,607",Charm Points,0
560,Alllien,Elite Knight,Ourobra,1173,"18,604",Charm Points,0
561,Tawryel,Royal Paladin,Pacera,899,"18,595",Charm Points,0
562,Andrewsek,Elite Knight,Nefera,1189,"18,589",Charm Points,0
562,Mareckinho,Elite Knight,Karmeya,865,"18,589",Charm Points,0
564,Take the Juicer,Elite Knight,Wadira,1123,"18,579",Charm Points,0
565,Eiitah,Elder Druid,Yonabra,1364,"18,576",Charm Points,0
566,Puchau,Royal Paladin,Karmeya,1554,"18,569",Charm Points,0
567,Czterolistny Pajak,Elite Knight,Refugia,1164,"18,564",Charm Points,0
567,Paladino Monte,Royal Paladin,Gentebra,1573,"18,564",Charm Points,0
569,Beargunzio,Elite Knight,Zunera,1319,"18,554",Charm Points,0
570,Trudama Lian,Royal Paladin,Wintera,880,"18,549",Charm Points,0
570,Tsu Tsu,Elite Knight,Secura,442,"18,549",Charm Points,0
572,Metal Eternity,Elder Druid,Astera,1229,"18,545",Charm Points,0
573,Nyge,Elite Knight,Antica,1632,"18,525",Charm Points,0
574,Istripulia,Royal Paladin,Quelibra,1195,"18,524",Charm Points,0
574,Lady Bengals,Royal Paladin,Kalibra,820,"18,524",Charm Points,0
576,Eternal Dipa,Master Sorcerer,Wintera,846,"18,514",Charm Points,0
576,Izaur,Royal Paladin,Bona,870,"18,514",Charm Points,0
576,Leifmaa,Master Sorcerer,Peloria,860,"18,514",Charm Points,0
579,Chinese Fighting,Elder Druid,Lobera,1261,"18,509",Charm Points,0
580,Cloud Valek,Royal Paladin,Harmonia,1674,"18,485",Charm Points,0
581,Nephian Femi,Royal Paladin,Bona,762,"18,484",Charm Points,0
582,Nocaute Fuipra Lona,Master Sorcerer,Jadebra,922,"18,479",Charm Points,0
583,Darkz Leo,Master Sorcerer,Gentebra,1879,"18,477",Charm Points,0
584,Luiz Netto,Elder Druid,Issobra,1156,"18,475",Charm Points,0
585,Andrea Juszczyk,Sorcerer,Lobera,987,"18,474",Charm Points,0
586,Argamiim,Elite Knight,Yonabra,1310,"18,469",Charm Points,0
587,Cornus Mass,Royal Paladin,Monza,765,"18,464",Charm Points,0
588,Roglord,Elder Druid,Bona,1103,"18,457",Charm Points,0
589,Ekforsale,Elite Knight,Serdebra,1735,"18,447",Charm Points,0
590,Moonryel,Master Sorcerer,Kalibra,1938,"18,438",Charm Points,0
591,Altron Lijawyn,Elite Knight,Astera,1478,"18,434",Charm Points,0
591,Mentzerlyn,Royal Paladin,Ferobra,861,"18,434",Charm Points,0
593,Heyz zerp,Royal Paladin,Inabra,1946,"18,425",Charm Points,0
594,Star Shriondo,Elite Knight,Thyria,1036,"18,418",Charm Points,0
595,Andrewdiggy,Royal Paladin,Gladera,815,"18,414",Charm Points,0
595,Kratones,Elite Knight,Inabra,952,"18,414",Charm Points,0
595,Napol Degas,Elite Knight,Nefera,970,"18,414",Charm Points,0
598,Yako Mage,Elder Druid,Jadebra,1137,"18,404",Charm Points,0
599,Sekhmeit,Elder Druid,Premia,996,"18,394",Charm Points,0
600,Ninja Knoub,Elite Knight,Descubra,1891,"18,390",Charm Points,0
601,Talyssah,Elite Knight,Ustebra,735,"18,388",Charm Points,0
602,Ivene,Royal Paladin,Celesta,2030,"18,380",Charm Points,0
602,Taldo Gordo,Elite Knight,Ombra,1483,"18,380",Charm Points,0
604,Pangping,Royal Paladin,Karmeya,1395,"18,379",Charm Points,0
605,Ragha Healer,Elder Druid,Kalibra,1998,"18,377",Charm Points,0
606,Ruzx,Elder Druid,Luminera,1106,"18,365",Charm Points,0
607,Der Eda,Royal Paladin,Belobra,1837,"18,364",Charm Points,0
608,Rene,Elite Knight,Vunira,960,"18,359",Charm Points,0
609,Susi Tardis,Master Sorcerer,Collabra,989,"18,354",Charm Points,0
610,Njorn,Master Sorcerer,Yonabra,1765,"18,353",Charm Points,0
611,Mystic Glance,Elder Druid,Vunira,1207,"18,349",Charm Points,0
612,Mistic Vini,Master Sorcerer,Gentebra,1231,"18,341",Charm Points,0
613,Pedro ousado,Elite Knight,Serdebra,978,"18,319",Charm Points,0
614,Brighid Grand Explorateur,Elite Knight,Yonabra,889,"18,314",Charm Points,0
614,Maumau Paz,Master Sorcerer,Astera,826,"18,314",Charm Points,0
616,Dark Blood Of Honera,Master Sorcerer,Nefera,1392,"18,294",Charm Points,0
616,King Coraja,Royal Paladin,Yonabra,1517,"18,294",Charm Points,0
618,Kalambres,Elite Knight,Calmera,1066,"18,277",Charm Points,0
619,Callmepana,Elite Knight,Quintera,974,"18,269",Charm Points,0
620,Kennis,Elite Knight,Peloria,751,"18,264",Charm Points,0
621,Krayvus,Elite Knight,Menera,1320,"18,249",Charm Points,0
622,John the Developer,Elite Knight,Kalibra,1215,"18,239",Charm Points,0
623,Pizza Party,Elder Druid,Gladera,1573,"18,231",Charm Points,0
624,Teru Batefofo,Knight,Gentebra,1038,"18,224",Charm Points,0
625,Soiji,Elite Knight,Inabra,2029,"18,207",Charm Points,0
626,Akkrilus,Royal Paladin,Celesta,953,"18,203",Charm Points,0
627,Zirianow,Royal Paladin,Refugia,1169,"18,198",Charm Points,0
628,Myrc Colera Dragao,Elite Knight,Celebra,1072,"18,194",Charm Points,0
629,Megimus Elder,Master Sorcerer,Pacera,811,"18,189",Charm Points,0
630,Icuu,Elder Druid,Ombra,996,"18,157",Charm Points,0
631,Sa to,Royal Paladin,Astera,1281,"18,155",Charm Points,0
632,Yvnaxnivyx,Knight,Xyla,1071,"18,150",Charm Points,0
633,Gabrielito,Elite Knight,Nefera,1572,"18,144",Charm Points,0
634,Mnichau,Exalted Monk,Secura,825,"18,104",Charm Points,0
634,Shukran Ya,Royal Paladin,Ferobra,1158,"18,104",Charm Points,0
636,Bella Ragazza,Elder Druid,Secura,1251,"18,099",Charm Points,0
636,Trolloc,Elite Knight,Astera,913,"18,099",Charm Points,0
638,Mehya,Royal Paladin,Dia,965,"18,094",Charm Points,0
639,Bea Charlover Aca,Royal Paladin,Vunira,1314,"18,084",Charm Points,0
640,Sutileza,Elite Knight,Serdebra,982,"18,074",Charm Points,0
641,Hadexo,Master Sorcerer,Nevia,1085,"18,073",Charm Points,0
642,Atia Viejo,Master Sorcerer,Menera,1382,"18,070",Charm Points,0
643,Dyloslawer,Royal Paladin,Pacera,742,"18,064",Charm Points,0
643,Princess Meerida,Elite Knight,Venebra,703,"18,064",Charm Points,0
645,Edi Palll,Royal Paladin,Nevia,1060,"18,058",Charm Points,0
646,Estolios,Elder Druid,Vunira,817,"18,048",Charm Points,0
647,Drasski,Royal Paladin,Secura,1529,"18,040",Charm Points,0
648,Nakral,Elder Druid,Jadebra,390,"18,039",Charm Points,0
649,Bolk,Master Sorcerer,Antica,1476,"18,036",Charm Points,0
650,Evil Ruan,Master Sorcerer,Collabra,1929,"18,035",Charm Points,0
650,Kod Zapp,Elite Knight,Thyria,946,"18,035",Charm Points,0
652,Necro Dragonheart,Elite Knight,Quintera,1590,"18,034",Charm Points,0
653,Enjoys,Master Sorcerer,Gravitera,818,"18,025",Charm Points,0
654,Criash,Elite Knight,Calmera,929,"18,024",Charm Points,0
655,Swain Smurf,Royal Paladin,Yovera,851,"18,014",Charm Points,0
656,Dragon Sheik,Elite Knight,Secura,1013,"18,013",Charm Points,0
657,Zecrocz Sword,Elite Knight,Yonabra,1294,"17,999",Charm Points,0
658,Mi to,Elite Knight,Astera,874,"17,994",Charm Points,0
659,Gaby Astim,Elder Druid,Yonabra,1314,"17,989",Charm Points,0
660,Ezommmmmm Maammmmmm Kuammmmmm,Royal Paladin,Nevia,1839,"17,975",Charm Points,0
661,Elaion Fyod,Elder Druid,Refugia,1072,"17,959",Charm Points,0
662,Racunii,Royal Paladin,Venebra,944,"17,941",Charm Points,0
663,Raaro,Master Sorcerer,Ustebra,1638,"17,939",Charm Points,0
664,Bielzinxd,Master Sorcerer,Nefera,1685,"17,938",Charm Points,0
665,Ballantynez,Royal Paladin,Yonabra,1775,"17,934",Charm Points,0
665,Damaco Tanus,Elite Knight,Celebra,635,"17,934",Charm Points,0
667,Kate Walker,Elite Knight,Nevia,1291,"17,929",Charm Points,0
668,Lucy van Peltz,Elder Druid,Xyla,1281,"17,928",Charm Points,0
669,Propaganda Wuurzel,Elite Knight,Harmonia,1486,"17,916",Charm Points,0
670,Kyoko Hero,Royal Paladin,Ourobra,741,"17,914",Charm Points,0
670,Pomer,Elite Knight,Secura,990,"17,914",Charm Points,0
672,Luthien Frostmourne,Elite Knight,Vunira,1015,"17,913",Charm Points,0
673,Fouls Souls,Elite Knight,Pacera,930,"17,909",Charm Points,0
674,Nupzo,Elite Knight,Peloria,844,"17,904",Charm Points,0
675,Slim Blejdi,Royal Paladin,Wadira,1040,"17,899",Charm Points,0
676,Mistermorland,Royal Paladin,Firmera,1273,"17,894",Charm Points,0
676,Remek Ajan,Elite Knight,Peloria,1588,"17,894",Charm Points,0
676,Tiger Backwoods,Master Sorcerer,Quidera,1087,"17,894",Charm Points,0
679,Bocian Damora,Master Sorcerer,Karmeya,1513,"17,873",Charm Points,0
680,Bil Boladao,Elite Knight,Yonabra,1045,"17,864",Charm Points,0
681,Gaafe,Master Sorcerer,Wintera,884,"17,859",Charm Points,0
682,Agatah,Royal Paladin,Belobra,1857,"17,858",Charm Points,0
683,Princeps in Gladio,Elite Knight,Nevia,1105,"17,844",Charm Points,0
684,Alfadur Druid,Elder Druid,Yonabra,869,"17,839",Charm Points,0
685,Cometa Valius,Elite Knight,Firmera,765,"17,834",Charm Points,0
686,Sath Harni,Elite Knight,Refugia,998,"17,833",Charm Points,0
687,Niirsu,Elite Knight,Ustebra,1283,"17,825",Charm Points,0
688,Durak Bloodblade,Elite Knight,Ourobra,1354,"17,822",Charm Points,0
689,Gesiian,Elite Knight,Kalibra,1742,"17,820",Charm Points,0
690,Finckz,Royal Paladin,Yovera,1238,"17,819",Charm Points,0
691,Leidy Shay,Royal Paladin,Astera,923,"17,814",Charm Points,0
692,Vomolu,Elite Knight,Celebra,2077,"17,810",Charm Points,0
693,Distancehunter,Royal Paladin,Antica,634,"17,809",Charm Points,0
694,Yamaanek,Elder Druid,Monza,2039,"17,808",Charm Points,0
695,Mister Piiink,Elite Knight,Belobra,1419,"17,799",Charm Points,0
696,Khrayvus,Exalted Monk,Gentebra,774,"17,794",Charm Points,0
696,Seco Reborn,Elite Knight,Astera,978,"17,794",Charm Points,0
698,Ploft Pluft,Elder Druid,Celebra,1413,"17,793",Charm Points,0
699,Liro Liro,Royal Paladin,Collabra,991,"17,789",Charm Points,0
699,Rift Mercenary,Elite Knight,Nefera,951,"17,789",Charm Points,0
701,Argedia,Elder Druid,Harmonia,824,"17,774",Charm Points,0
701,Centusik,Royal Paladin,Celesta,952,"17,774",Charm Points,0
703,Jinbesan,Master Sorcerer,Karmeya,855,"17,764",Charm Points,0
703,Veroodie,Royal Paladin,Karmeya,812,"17,764",Charm Points,0
705,Lutador de Mace,Elite Knight,Gentebra,1954,"17,763",Charm Points,0
706,Garbimxd,Elite Knight,Venebra,1662,"17,755",Charm Points,0
707,Plemienny Wojownik,Elite Knight,Secura,863,"17,754",Charm Points,0
708,Janczas,Elder Druid,Secura,1322,"17,753",Charm Points,0
709,Darksign,Royal Paladin,Belobra,1664,"17,749",Charm Points,0
709,Sirafu,Royal Paladin,Thyria,875,"17,749",Charm Points,0
711,Fiftyone Degrees Nord,Elite Knight,Premia,1178,"17,744",Charm Points,0
711,Sorrizzos,Elite Knight,Venebra,1692,"17,744",Charm Points,0
713,Nott Primetime,Royal Paladin,Descubra,2146,"17,730",Charm Points,0
714,Void Echoes,Elder Druid,Antica,1458,"17,727",Charm Points,0
715,Caarolai,Royal Paladin,Karmeya,1106,"17,724",Charm Points,0
716,Krisu,Royal Paladin,Xyla,1674,"17,718",Charm Points,0
716,Krueger,Elite Knight,Kalibra,1446,"17,718",Charm Points,0
718,Sioyou Later,Elder Druid,Esmera,1693,"17,717",Charm Points,0
719,Nutri Jogandosolo,Elite Knight,Ourobra,820,"17,714",Charm Points,0
719,Royal Tarmus,Royal Paladin,Nevia,691,"17,714",Charm Points,0
721,Tchaaa,Elder Druid,Gentebra,1915,"17,710",Charm Points,0
722,Drargoe,Royal Paladin,Calmera,1322,"17,709",Charm Points,0
723,The Grimfire,Royal Paladin,Nefera,1450,"17,704",Charm Points,0
724,Querlanticket,Royal Paladin,Secura,574,"17,689",Charm Points,0
725,Tavinho Tanker,Elite Knight,Ombra,926,"17,684",Charm Points,0
726,Loth Back,Elder Druid,Collabra,1416,"17,683",Charm Points,0
727,Guigin Cansado,Elite Knight,Venebra,1724,"17,680",Charm Points,0
728,Angel Migorami,Elder Druid,Refugia,1060,"17,678",Charm Points,0
729,Harry White,Elder Druid,Zuna,1231,"17,669",Charm Points,0
729,Muhannad,Royal Paladin,Celesta,1254,"17,669",Charm Points,0
731,Ryou Bakura,Elite Knight,Wintera,721,"17,664",Charm Points,0
732,Toxino,Elite Knight,Talera,1050,"17,660",Charm Points,0
733,Mazoskt,Master Sorcerer,Descubra,1535,"17,656",Charm Points,0
734,Venoox,Royal Paladin,Celesta,2272,"17,650",Charm Points,0
735,King Activist,Elite Knight,Quidera,905,"17,639",Charm Points,0
736,Belintina,Master Sorcerer,Refugia,1624,"17,632",Charm Points,0
737,Averlo,Elder Druid,Bona,1259,"17,630",Charm Points,0
738,Grasuje,Elder Druid,Vunira,848,"17,619",Charm Points,0
