Rank,Name,Vocation,World,Level,Points,Category
409,Anti Druid,Elder Druid,Nevia,1148,"1,216",Achievements
409,Bittar,Elite Knight,Lobera,876,"1,216",Achievements
409,Lord Chauz,Elite Knight,Honbra,716,"1,216",Achievements
409,Mathewziin,Elite Knight,Quelibra,1419,"1,216",Achievements
409,Veld,Master Sorcerer,Kalibra,731,"1,216",Achievements
414,Mighty Keven,Elite Knight,Tornabra,1057,"1,215",Achievements
414,Warlord Leonny,Royal Paladin,Belobra,2747,"1,215",Achievements
416,Pa Ty,Elite Knight,Lutabra,1310,"1,214",Achievements
417,Pesadelus,Royal Paladin,Descubra,819,"1,213",Achievements
418,Aevin,Elder Druid,Gentebra,1305,"1,212",Achievements
418,Delazeri,Elite Knight,Ferobra,827,"1,212",Achievements
418,Holy Jack,Royal Paladin,Belobra,1281,"1,212",Achievements
421,Ca Fuze,Royal Paladin,Peloria,1121,"1,211",Achievements
421,Galvarg,Elite Knight,Inabra,1283,"1,211",Achievements
421,Helitoo,Elite Knight,Kalibra,818,"1,211",Achievements
421,Theron Darax,Elite Knight,Yonabra,1502,"1,211",Achievements
421,Thor Exorel,Elite Knight,Peloria,1242,"1,211",Achievements
421,Turco Loko,Royal Paladin,Inabra,2117,"1,211",Achievements
421,Vesanto,Royal Paladin,Harmonia,1459,"1,211",Achievements
421,Zuali,Elder Druid,Antica,983,"1,211",Achievements
429,Beatrix Kiddo,Elder Druid,Serdebra,876,"1,210",Achievements
429,Billzinhu,Elder Druid,Serdebra,1133,"1,210",Achievements
429,Magic Charllie,Master Sorcerer,Luminera,893,"1,210",Achievements
429,Pozz of Distance,Paladin,Inabra,410,"1,210",Achievements
433,Cangaceiro Lacerda,Royal Paladin,Kalibra,1022,"1,209",Achievements
433,Dooggyy,Elite Knight,Gentebra,925,"1,209",Achievements
433,Fetts,Elite Knight,Havera,1075,"1,209",Achievements
433,Gorochu,Elite Knight,Wintera,600,"1,209",Achievements
433,Szmuggy,Royal Paladin,Thyria,2097,"1,209",Achievements
438,Arbo Donaga,Elder Druid,Celesta,873,"1,208",Achievements
438,Awesome Bow,Royal Paladin,Descubra,1610,"1,208",Achievements
438,Val Thu Rin,Master Sorcerer,Astera,713,"1,208",Achievements
438,Vomolu,Elite Knight,Celebra,2093,"1,208",Achievements
442,Enraged Adventurer,Elder Druid,Honbra,673,"1,207",Achievements
442,Jabarov,Elite Knight,Secura,591,"1,207",Achievements
442,Rimen do Cerrado,Elder Druid,Gentebra,863,"1,207",Achievements
442,Thraphik,Elder Druid,Kalibra,1052,"1,207",Achievements
446,Angel Pro Damage,Elder Druid,Yonabra,2022,"1,206",Achievements
446,Galll,Elite Knight,Gentebra,2676,"1,206",Achievements
448,Kamastinx,Elite Knight,Antica,948,"1,205",Achievements
448,Knight'Militar,Elite Knight,Belobra,1079,"1,205",Achievements
450,Gwaihir The Great,Elder Druid,Thyria,929,"1,204",Achievements
450,Malar Knight,Knight,Harmonia,672,"1,204",Achievements
450,Tamarizz,Elite Knight,Solidera,669,"1,204",Achievements
453,Nuno master,Elite Knight,Pacera,973,"1,203",Achievements
453,Opanowany Paladynek,Royal Paladin,Nevia,864,"1,203",Achievements
455,Dream Ama Demais,Elder Druid,Ferobra,1257,"1,202",Achievements
455,Heavygod,Elite Knight,Astera,1507,"1,202",Achievements
455,Polly Rockt Knight,Elite Knight,Calmera,759,"1,202",Achievements
455,Thor Skiz,Elder Druid,Calmera,1163,"1,202",Achievements
455,Trimid,Elite Knight,Vunira,1300,"1,202",Achievements
460,Annadar,Elite Knight,Celesta,1108,"1,201",Achievements
460,Baianera,Elite Knight,Solidera,681,"1,201",Achievements
460,Daniel San,Elite Knight,Bona,720,"1,201",Achievements
460,Eternal Level Baixo,Royal Paladin,Descubra,476,"1,201",Achievements
460,Korni Muniz,Elite Knight,Monza,900,"1,201",Achievements
465,Liloka,Elder Druid,Kalibra,1432,"1,200",Achievements
466,Kenshin Himmura,Royal Paladin,Belobra,524,"1,199",Achievements
466,Luanpt,Royal Paladin,Karmeya,722,"1,199",Achievements
466,Raxa Cuka,Elite Knight,Honbra,406,"1,199",Achievements
469,Dant Stark,Elite Knight,Havera,1213,"1,198",Achievements
469,Falonso,Master Sorcerer,Descubra,1001,"1,198",Achievements
469,Kadarn,Elite Knight,Collabra,1036,"1,198",Achievements
469,Rykzar,Elder Druid,Astera,1500,"1,198",Achievements
473,Enlightened Jay,Royal Paladin,Secura,943,"1,197",Achievements
473,Zdenerwowana Lokomotywa,Royal Paladin,Dia,1049,"1,197",Achievements
475,Dino vo,Master Sorcerer,Gentebra,1246,"1,196",Achievements
475,Invictoor,Master Sorcerer,Inabra,1261,"1,196",Achievements
477,Carrasku,Royal Paladin,Serdebra,673,"1,195",Achievements
477,Leidy Shay,Royal Paladin,Astera,937,"1,195",Achievements
477,Semps,Elite Knight,Celebra,1013,"1,195",Achievements
480,Molevades,Master Sorcerer,Inabra,814,"1,194",Achievements
480,Monsters Hunter,Royal Paladin,Secura,1127,"1,194",Achievements
482,Agent Korpulent,Master Sorcerer,Xyla,987,"1,193",Achievements
482,Anne Fearless,Elite Knight,Yovera,1147,"1,193",Achievements
482,Giant the Ripper,Elder Druid,Secura,1311,"1,193",Achievements
482,Mya Kayy,Royal Paladin,Astera,722,"1,193",Achievements
482,Revauxzito,Master Sorcerer,Terribra,1016,"1,193",Achievements
487,Alice Acyda,Elder Druid,Ferobra,607,"1,192",Achievements
487,Linne,Elder Druid,Celebra,563,"1,192",Achievements
487,Mareecki,Master Sorcerer,Harmonia,1325,"1,192",Achievements
487,Mister Dec,Master Sorcerer,Harmonia,1218,"1,192",Achievements
487,Thesheik,Elite Knight,Astera,1891,"1,192",Achievements
492,Amazing Paladino,Royal Paladin,Gentebra,1341,"1,191",Achievements
492,Essiee,Royal Paladin,Antica,730,"1,191",Achievements
492,Lothlorian,Elite Knight,Antica,765,"1,191",Achievements
492,Thee Hugod,Elite Knight,Honbra,1187,"1,191",Achievements
496,Motoka Gangsta,Elder Druid,Wintera,499,"1,190",Achievements
497,Bugadiinho,Master Sorcerer,Ferobra,997,"1,189",Achievements
497,Iceprime,Elder Druid,Antica,1580,"1,189",Achievements
497,Maurilicious,Paladin,Solidera,505,"1,189",Achievements
497,Ravor Morxis,Royal Paladin,Vunira,794,"1,189",Achievements
501,Berek Zilkxis,Druid,Vunira,523,"1,188",Achievements
501,Dark Blood Of Honera,Master Sorcerer,Nefera,1417,"1,188",Achievements
501,Naatron Gold,Elder Druid,Kalibra,921,"1,188",Achievements
504,Aphro Dite,Druid,Secura,418,"1,187",Achievements
504,Kulin,Elite Knight,Kalibra,1071,"1,187",Achievements
504,Lord Ovthe Depths,Elder Druid,Serdebra,837,"1,187",Achievements
504,Radzia,Elite Knight,Blumera,1306,"1,187",Achievements
508,Dudus Andy,Elite Knight,Celesta,1660,"1,186",Achievements
508,Hublinck,Elite Knight,Quelibra,1347,"1,186",Achievements
508,Ironic Powerliftz,Master Sorcerer,Premia,993,"1,186",Achievements
508,Kratones,Elite Knight,Inabra,975,"1,186",Achievements
508,Mitmachina,Royal Paladin,Celesta,1784,"1,186",Achievements
508,Ricorina,Master Sorcerer,Thyria,554,"1,186",Achievements
508,Sabarath,Master Sorcerer,Venebra,816,"1,186",Achievements
515,Etor Casian,Elder Druid,Wintera,839,"1,185",Achievements
515,Itz Shilen,Royal Paladin,Secura,1103,"1,185",Achievements
515,Viny Twentyone,Royal Paladin,Serdebra,1429,"1,185",Achievements
518,Askandar,Royal Paladin,Belobra,740,"1,184",Achievements
518,Leonel Royalheart,Royal Paladin,Yonabra,987,"1,184",Achievements
518,Maga Rossan,Sorcerer,Belobra,571,"1,184",Achievements
518,Sassa de Belobra,Elite Knight,Belobra,773,"1,184",Achievements
518,Vendo Pot Vazio,Elite Knight,Belobra,628,"1,184",Achievements
523,Abeencoado,Royal Paladin,Rasteibra,1040,"1,183",Achievements
523,Mingel Sous,Royal Paladin,Quelibra,901,"1,183",Achievements
525,Ariana Avenger,Royal Paladin,Inabra,994,"1,182",Achievements
525,Heronvk,Elite Knight,Luminera,1012,"1,182",Achievements
525,Titi Iris,Master Sorcerer,Secura,685,"1,182",Achievements
528,Calvo Diesel,Paladin,Wintera,348,"1,181",Achievements
528,Pomer,Elite Knight,Secura,1005,"1,181",Achievements
528,Rinnyan,Royal Paladin,Oceanis,1011,"1,181",Achievements
528,Szefas,Elder Druid,Vunira,540,"1,181",Achievements
532,Dorivall,Elder Druid,Ombra,1887,"1,180",Achievements
532,Jess Leewyn,Elder Druid,Vunira,1026,"1,180",Achievements
532,Lady Himiko,Royal Paladin,Karmeya,952,"1,180",Achievements
535,Chantecler,Master Sorcerer,Gladera,533,"1,179",Achievements
535,Frosted Night,Elite Knight,Quidera,819,"1,179",Achievements
535,Infernalus,Master Sorcerer,Monza,192,"1,179",Achievements
535,Jonny Sorcerer,Master Sorcerer,Talera,269,"1,179",Achievements
535,Nohni Ryan,Elder Druid,Astera,906,"1,179",Achievements
535,Silent Specter,Elite Knight,Quintera,904,"1,179",Achievements
541,Curse Psion,Master Sorcerer,Secura,880,"1,178",Achievements
542,Aragorn on Unitera,Elite Knight,Nefera,733,"1,177",Achievements
542,Charlover Monty,Royal Paladin,Antica,969,"1,177",Achievements
542,Harpyk,Paladin,Secura,622,"1,177",Achievements
542,Knilk,Elder Druid,Harmonia,671,"1,177",Achievements
542,Onetz Oz,Master Sorcerer,Lobera,407,"1,177",Achievements
542,Peronti,Royal Paladin,Menera,369,"1,177",Achievements
542,Smka Corporation,Master Sorcerer,Issobra,2153,"1,177",Achievements
542,Take the Juicer,Elite Knight,Kalanta,1136,"1,177",Achievements
542,Uman The Legend Shanigami,Elite Knight,Yonabra,687,"1,177",Achievements
551,Awen,Elder Druid,Gentebra,1061,"1,175",Achievements
551,Drewwz,Elite Knight,Ferobra,1047,"1,175",Achievements
551,Dunmon Stark,Elite Knight,Wintera,1101,"1,175",Achievements
551,Leo-max,Elite Knight,Yonabra,644,"1,175",Achievements
551,Toxic Teary,Elite Knight,Peloria,1053,"1,175",Achievements
556,Creaxie,Elite Knight,Refugia,1046,"1,174",Achievements
556,Diabulusz,Elite Knight,Luminera,1238,"1,174",Achievements
556,On Dog Dog,Elder Druid,Wintera,503,"1,174",Achievements
556,Que Jin,Elder Druid,Serdebra,1587,"1,174",Achievements
560,Asril,Elder Druid,Wintera,728,"1,173",Achievements
560,Elementaro,Elite Knight,Monza,954,"1,173",Achievements
560,Hatchie,Elder Druid,Astera,599,"1,173",Achievements
560,Orion Argoo,Elite Knight,Bona,483,"1,173",Achievements
560,Peluixet Destroyer,Elite Knight,Vunira,1053,"1,173",Achievements
560,Sapphir,Elder Druid,Secura,857,"1,173",Achievements
560,Shaulo Tarshish,Elite Knight,Menera,904,"1,173",Achievements
560,Sihid Drakell,Elite Knight,Kalibra,1680,"1,173",Achievements
568,Fester Adams,Elite Knight,Belobra,819,"1,172",Achievements
568,Pocane,Elder Druid,Premia,732,"1,172",Achievements
570,Bruxinhaz,Elder Druid,Belobra,852,"1,171",Achievements
570,Don Bobo,Royal Paladin,Nevia,1049,"1,171",Achievements
570,Sir Aeronys,Elite Knight,Calmera,641,"1,171",Achievements
570,Xar'Mario,Master Sorcerer,Harmonia,539,"1,171",Achievements
574,Vinigod Prox,Master Sorcerer,Ferobra,1415,"1,170",Achievements
575,Yklans vi Riserfaith,Elite Knight,Nefera,546,"1,169",Achievements
576,Akitoh,Elite Knight,Kalibra,1073,"1,168",Achievements
576,Arcai,Master Sorcerer,Quidera,893,"1,168",Achievements
576,Dolce Gucci,Elite Knight,Kalibra,947,"1,168",Achievements
576,Gisi ek,Elite Knight,Dia,935,"1,168",Achievements
576,Kiwikator,Master Sorcerer,Monza,1489,"1,168",Achievements
576,Paladino Randel,Royal Paladin,Belobra,866,"1,168",Achievements
576,Sir Dryn,Royal Paladin,Bona,1006,"1,168",Achievements
583,Aron Nabesu,Elder Druid,Lobera,475,"1,167",Achievements
583,Dexz Enchanted,Royal Paladin,Inabra,604,"1,167",Achievements
583,Juar konfident,Elder Druid,Refugia,1005,"1,167",Achievements
583,Lucy Dreambringer,Royal Paladin,Nevia,815,"1,167",Achievements
583,Radziejew,Master Sorcerer,Vunira,525,"1,167",Achievements
583,Shogannai,Elite Knight,Celebra,913,"1,167",Achievements
583,Tiraera,Elite Knight,Quidera,770,"1,167",Achievements
583,Yunerk,Royal Paladin,Luminera,1119,"1,167",Achievements
591,Bedow Fofinho,Elite Knight,Inabra,614,"1,166",Achievements
591,Durak Bloodblade,Elite Knight,Ourobra,1379,"1,166",Achievements
591,Shauni Leviathann,Knight,Gladera,743,"1,166",Achievements
591,Yutso,Elder Druid,Secura,736,"1,166",Achievements
595,Amy Meow,Elder Druid,Talera,635,"1,165",Achievements
595,Baker Paladin,Royal Paladin,Pacera,1517,"1,165",Achievements
595,Kyosek,Royal Paladin,Ustebra,768,"1,165",Achievements
595,Oger,Elite Knight,Antica,1238,"1,165",Achievements
595,Snowball,Elder Druid,Ferobra,1012,"1,165",Achievements
600,Harry White,Elder Druid,Zuna,1240,"1,164",Achievements
600,Jazix Karla,Elder Druid,Refugia,447,"1,164",Achievements
600,Lethal Griphus,Elite Knight,Refugia,758,"1,164",Achievements
600,Rhalxz Divine,Master Sorcerer,Belobra,1279,"1,164",Achievements
600,Shiddenzinho,Royal Paladin,Rasteibra,1233,"1,164",Achievements
605,Be xu,Elder Druid,Monza,2085,"1,163",Achievements
605,Fenomenalny Maciek,Elite Knight,Secura,1032,"1,163",Achievements
605,Matuzaa,Druid,Serdebra,795,"1,163",Achievements
605,Nabarvanem Sheraveam,Royal Paladin,Thyria,1064,"1,163",Achievements
609,Death Wave,Master Sorcerer,Solidera,1372,"1,162",Achievements
609,Diamanoo,Elite Knight,Antica,1045,"1,162",Achievements
609,Mizuhime,Elder Druid,Celebra,691,"1,162",Achievements
609,Wacha Druidek,Elder Druid,Premia,807,"1,162",Achievements
613,Bomdrax,Elite Knight,Yonabra,526,"1,161",Achievements
613,Dragonidas,Master Sorcerer,Monza,1512,"1,161",Achievements
613,Laraaa,Elite Knight,Lobera,1218,"1,161",Achievements
613,Mist of Dreams,Elite Knight,Refugia,1014,"1,161",Achievements
617,Ali the shihan,Elder Druid,Quintera,1581,"1,160",Achievements
617,Francamente,Elite Knight,Yonabra,966,"1,160",Achievements
617,Lady Nefy,Elite Knight,Nefera,1186,"1,160",Achievements
617,Lord Muhover,Elite Knight,Gentebra,1392,"1,160",Achievements
617,Manti Siki,Elder Druid,Wintera,851,"1,160",Achievements
617,Roc ky,Master Sorcerer,Calmera,684,"1,160",Achievements
617,Thorid Iryak,Elite Knight,Inabra,1374,"1,160",Achievements
617,Tio Kiinho,Elite Knight,Yonabra,830,"1,160",Achievements
617,Ykk,Master Sorcerer,Vunira,1285,"1,160",Achievements
626,Cornelio,Elite Knight,Astera,622,"1,159",Achievements
626,Guimba Bruto,Master Sorcerer,Serdebra,1527,"1,159",Achievements
626,Rabzone,Elite Knight,Dia,722,"1,159",Achievements
629,Bugadiinha,Elder Druid,Ferobra,995,"1,158",Achievements
629,Dammy,Master Sorcerer,Jadebra,1010,"1,158",Achievements
629,Dih Bozgazi,Royal Paladin,Quelibra,1129,"1,158",Achievements
629,Ilutin Shar,Master Sorcerer,Yonabra,1026,"1,158",Achievements
629,Lancelot Corleone,Elite Knight,Quintera,891,"1,158",Achievements
629,Leimar,Royal Paladin,Secura,1016,"1,158",Achievements
629,Tankov,Elite Knight,Quelibra,944,"1,158",Achievements
629,Xenge Teensina,Elite Knight,Gentebra,2102,"1,158",Achievements
637,Amy Winehousse,Elite Knight,Celebra,887,"1,157",Achievements
637,Augusto Carpe,Master Sorcerer,Yonabra,684,"1,157",Achievements
637,Navinha,Elder Druid,Pacera,752,"1,157",Achievements
637,Nightmare Leonhart,Master Sorcerer,Descubra,516,"1,157",Achievements
641,Gakild,Royal Paladin,Yonabra,1630,"1,156",Achievements
641,Motiro,Elite Knight,Serdebra,1320,"1,156",Achievements
641,Tod Burner,Royal Paladin,Secura,1648,"1,156",Achievements
641,Vandm,Elite Knight,Belobra,1171,"1,156",Achievements
645,Jakubabka,Elite Knight,Secura,752,"1,155",Achievements
645,Rewo,Royal Paladin,Antica,820,"1,155",Achievements
647,Bolttzz,Royal Paladin,Celesta,775,"1,154",Achievements
647,Broder Sebbe,Elder Druid,Celesta,971,"1,154",Achievements
647,Ice-rat,Elite Knight,Thyria,490,"1,154",Achievements
647,King Pa,Elder Druid,Nefera,1259,"1,154",Achievements
647,Lauaviin,Royal Paladin,Premia,900,"1,154",Achievements
647,Lord Executer,Elite Knight,Premia,1253,"1,154",Achievements
647,Nirrayka,Elder Druid,Bona,896,"1,154",Achievements
647,Prof Victor,Elder Druid,Lutabra,767,"1,154",Achievements
647,Sakurashi,Elder Druid,Astera,1057,"1,154",Achievements
656,Aretax Naza,Elite Knight,Belobra,1052,"1,153",Achievements
656,Comandante Schatten Toxico,Master Sorcerer,Menera,1568,"1,153",Achievements
658,Abitoxi Rellik,Elite Knight,Gladibra,777,"1,152",Achievements
658,Jon Ragnarson,Elite Knight,Secura,1290,"1,152",Achievements
658,Mischaiki,Elite Knight,Belobra,763,"1,152",Achievements
658,Szybki Magownik,Master Sorcerer,Karmeya,1443,"1,152",Achievements
658,Vemior,Elite Knight,Kalibra,1308,"1,152",Achievements
663,Arty Jack,Royal Paladin,Wintera,479,"1,151",Achievements
663,Bacon Violento,Elite Knight,Belobra,1373,"1,151",Achievements
663,Ellmagnifinho Danynho,Royal Paladin,Inabra,2180,"1,151",Achievements
663,Kethuga,Royal Paladin,Astera,489,"1,151",Achievements
663,Nameless Nightmare,Elite Knight,Celesta,1178,"1,151",Achievements
663,Queen Liss,Elder Druid,Lutabra,1465,"1,151",Achievements
663,Tfowl,Royal Paladin,Astera,495,"1,151",Achievements
670,Flowing Rain,Elite Knight,Yonabra,1256,"1,150",Achievements
670,Ha Pi,Royal Paladin,Celebra,471,"1,150",Achievements
670,Jurassic Rex,Elder Druid,Gentebra,610,"1,150",Achievements
670,Kalikah,Elder Druid,Premia,605,"1,150",Achievements
670,Lod Apolo,Royal Paladin,Kalibra,1371,"1,150",Achievements
670,Noble Eagle,Elder Druid,Monza,656,"1,150",Achievements
670,Pizza Party,Elder Druid,Gladera,1573,"1,150",Achievements
670,Quin Adry,Royal Paladin,Quelibra,832,"1,150",Achievements
670,Vica Kateriell,Master Sorcerer,Monza,1159,"1,150",Achievements
670,Warriior Skeet,Elite Knight,Astera,1577,"1,150",Achievements
680,Elipe Street,Elite Knight,Celebra,1274,"1,149",Achievements
680,Golden Mabim,Elder Druid,Quelibra,1086,"1,149",Achievements
680,Jairo the Squire,Elite Knight,Ferobra,601,"1,149",Achievements
680,Mocarz Kamsy,Elite Knight,Antica,1051,"1,149",Achievements
680,Noob Body,Paladin,Karmeya,773,"1,149",Achievements
685,Baasinova,Elite Knight,Astera,1082,"1,148",Achievements
685,Exalted Indo,Royal Paladin,Secura,973,"1,148",Achievements
685,Griimi,Elder Druid,Wintera,938,"1,148",Achievements
685,Herox,Royal Paladin,Thyria,1505,"1,148",Achievements
685,Hipnotic Archer,Royal Paladin,Havera,663,"1,148",Achievements
685,Megimus Elder,Master Sorcerer,Pacera,813,"1,148",Achievements
685,Silentshell,Royal Paladin,Antica,1317,"1,148",Achievements
685,Stop Yapp,Elite Knight,Secura,979,"1,148",Achievements
693,Johnny Topside,Royal Paladin,Harmonia,445,"1,147",Achievements
693,Magnifik Emperatordany,Master Sorcerer,Inabra,1762,"1,147",Achievements
693,Psykeeh,Elite Knight,Havera,979,"1,147",Achievements
693,Shadow of the Candia,Master Sorcerer,Monza,1076,"1,147",Achievements
693,Sujerao,Master Sorcerer,Tornabra,700,"1,147",Achievements
698,Ghost Virado Noarco,Royal Paladin,Ustebra,1123,"1,146",Achievements
698,Hyperiion,Elder Druid,Astera,982,"1,146",Achievements
698,Princess Meerida,Elite Knight,Venebra,710,"1,146",Achievements
701,Alphahorcrux,Elite Knight,Havera,1653,"1,145",Achievements
701,Krieger,Royal Paladin,Antica,764,"1,145",Achievements
701,Monstrex,Paladin,Ferobra,567,"1,145",Achievements
701,Rift Duken,Master Sorcerer,Gentebra,2311,"1,145",Achievements
705,Beltenebrosk,Elite Knight,Gladera,806,"1,144",Achievements
705,Mavek Sinistrex,Royal Paladin,Astera,1013,"1,144",Achievements
705,Shukran Ya,Royal Paladin,Ferobra,1169,"1,144",Achievements
705,Toth Mako,Royal Paladin,Refugia,706,"1,144",Achievements
709,Awk Tuah,Elite Knight,Gladera,382,"1,143",Achievements
709,Berisvaudinho,Elite Knight,Premia,1161,"1,143",Achievements
709,Doktor Owieczka,Master Sorcerer,Harmonia,1235,"1,143",Achievements
709,Flor do Mar,Elite Knight,Lobera,1022,"1,143",Achievements
709,Mepi,Elite Knight,Secura,867,"1,143",Achievements
709,Samuel Opressor,Master Sorcerer,Belobra,1567,"1,143",Achievements
715,Fairy'Princess,Druid,Kalibra,521,"1,142",Achievements
715,Glacial Wizard,Elder Druid,Refugia,623,"1,142",Achievements
715,Imperiall,Royal Paladin,Secura,803,"1,142",Achievements
715,Jacot,Elite Knight,Quintera,844,"1,142",Achievements
715,Menozin Rush,Master Sorcerer,Quelibra,1244,"1,142",Achievements
715,Morgk,Exalted Monk,Luminera,524,"1,142",Achievements
715,Pizzabuddy,Elite Knight,Nevia,837,"1,142",Achievements
715,Vineco,Elite Knight,Kalibra,1038,"1,142",Achievements
723,Aliiice,Royal Paladin,Refugia,952,"1,141",Achievements
723,Amnesus,Elite Knight,Antica,593,"1,141",Achievements
723,Anne Lena,Royal Paladin,Astera,912,"1,141",Achievements
723,Brzytwobrody,Royal Paladin,Secura,413,"1,141",Achievements
723,Ely Blademaster,Elder Druid,Quintera,419,"1,141",Achievements
723,Pankzy,Elite Knight,Celesta,1039,"1,141",Achievements
723,Rei Davi Lordknight,Elite Knight,Pacera,745,"1,141",Achievements
723,Serz,Royal Paladin,Kalibra,1392,"1,141",Achievements
723,Tiger Backwoods,Master Sorcerer,Quidera,1100,"1,141",Achievements
723,Yes Yes,Royal Paladin,Vunira,1325,"1,141",Achievements
733,Disin,Elite Knight,Secura,518,"1,140",Achievements
733,Maly'Dystansowiec,Royal Paladin,Bona,1206,"1,140",Achievements
733,Zephyr Healer,Elder Druid,Refugia,937,"1,140",Achievements
736,Biellzin,Elder Druid,Inabra,1635,"1,139",Achievements
736,Lunatic Princess,Elite Knight,Celesta,2225,"1,139",Achievements
736,Nyns,Elite Knight,Pacera,538,"1,139",Achievements
736,Rauwzz,Elder Druid,Gentebra,694,"1,139",Achievements
740,Anelysgo,Elite Knight,Gladera,596,"1,138",Achievements
740,Asuras Closed,Elite Knight,Lutabra,697,"1,138",Achievements
740,Coh en,Master Sorcerer,Yonabra,2184,"1,138",Achievements
740,Diva Slide,Elite Knight,Celesta,547,"1,138",Achievements
740,Ivyrose,Elite Knight,Ferobra,731,"1,138",Achievements
740,Leader Eagle,Elite Knight,Inabra,359,"1,138",Achievements
740,Sall Sa,Royal Paladin,Gentebra,1419,"1,138",Achievements
747,Comicc,Knight,Belobra,1028,"1,137",Achievements
747,Elan Slayer,Elite Knight,Bona,506,"1,137",Achievements
747,Evel Alkas,Elder Druid,Harmonia,693,"1,137",Achievements
747,Metran Dran,Knight,Ombra,637,"1,137",Achievements
747,Vantom,Royal Paladin,Peloria,764,"1,137",Achievements
747,Zazus Grah,Elite Knight,Bona,749,"1,137",Achievements
753,Acidres,Elite Knight,Secura,1021,"1,136",Achievements
753,Czupakaberka,Paladin,Monza,540,"1,136",Achievements
753,Figolo,Elite Knight,Monza,2070,"1,136",Achievements
753,Ikki,Royal Paladin,Inabra,1493,"1,136",Achievements
753,Kuiudo,Royal Paladin,Celebra,842,"1,136",Achievements
753,Lancellotz,Elite Knight,Descubra,1725,"1,136",Achievements
753,Liwus,Royal Paladin,Firmera,714,"1,136",Achievements
753,Popicii,Elder Druid,Bona,1144,"1,136",Achievements
753,Skyzo,Royal Paladin,Antica,468,"1,136",Achievements
753,Ya su,Elite Knight,Ferobra,1353,"1,136",Achievements
763,Bruno Lokaoo,Royal Paladin,Antica,946,"1,135",Achievements
763,Floky Monkey,Master Sorcerer,Thyria,1590,"1,135",Achievements
763,Ravenovsky,Royal Paladin,Secura,882,"1,135",Achievements
763,Zealouz Shadow,Elder Druid,Secura,591,"1,135",Achievements
767,Allis,Royal Paladin,Gentebra,570,"1,134",Achievements
767,Dil Paladin,Paladin,Serdebra,250,"1,134",Achievements
767,Itaurille,Royal Paladin,Gladera,619,"1,134",Achievements
767,Szakal of Hoyma,Royal Paladin,Refugia,1162,"1,134",Achievements
767,Zhavyun,Elite Knight,Collabra,820,"1,134",Achievements
772,Com Desconto,Royal Paladin,Gentebra,890,"1,133",Achievements
772,Dronithax,Elder Druid,Luminera,763,"1,133",Achievements
772,Kayylicious,Elder Druid,Astera,1046,"1,133",Achievements
772,Miss Era,Royal Paladin,Gladera,742,"1,133",Achievements
772,Zeitonah,Master Sorcerer,Belobra,436,"1,133",Achievements
777,Artback,Royal Paladin,Oceanis,1083,"1,132",Achievements
777,Delirium Tremen,Royal Paladin,Astera,648,"1,132",Achievements
777,Ekaiio,Elite Knight,Belobra,1687,"1,132",Achievements
777,Ernox,Sorcerer,Zuna,650,"1,132",Achievements
777,Frozono,Elder Druid,Quelibra,827,"1,132",Achievements
777,Tavarao Berserker,Elite Knight,Belobra,1053,"1,132",Achievements
777,The Macho,Elite Knight,Nefera,1690,"1,132",Achievements
777,Zarokron,Elite Knight,Belobra,1006,"1,132",Achievements
785,Alci,Royal Paladin,Gentebra,1125,"1,131",Achievements
785,Andrewdiggy,Royal Paladin,Gladera,818,"1,131",Achievements
785,Dropzerah,Elite Knight,Kalibra,1735,"1,131",Achievements
785,Keirissa,Elite Knight,Secura,1213,"1,131",Achievements
785,Mazokeru,Elite Knight,Ferobra,764,"1,131",Achievements
785,Miki Greg,Royal Paladin,Descubra,1376,"1,131",Achievements
785,Speedda,Elder Druid,Thyria,1729,"1,131",Achievements
792,Jeffenstein,Druid,Antica,686,"1,130",Achievements
792,Kronek,Royal Paladin,Firmera,1797,"1,130",Achievements
792,Roshatt,Elder Druid,Yonabra,1204,"1,130",Achievements
792,Setkia,Elite Knight,Premia,884,"1,130",Achievements
796,Archangel Elementalis,Master Sorcerer,Venebra,716,"1,129",Achievements
796,Diinoco,Elder Druid,Gentebra,1194,"1,129",Achievements
796,Hightoxico Ston,Elder Druid,Belobra,1160,"1,129",Achievements
796,Teepo Insane,Elder Druid,Celebra,1623,"1,129",Achievements
800,Alhejandra,Elite Knight,Talera,1045,"1,128",Achievements
800,Drakenmaw,Elite Knight,Belobra,1028,"1,128",Achievements
800,Kensek,Elite Knight,Quelibra,1090,"1,128",Achievements
800,Menfis Tempestira,Royal Paladin,Astera,1362,"1,128",Achievements
800,Odrixz,Elite Knight,Harmonia,609,"1,128",Achievements
800,Onebillore,Royal Paladin,Astera,558,"1,128",Achievements
806,Atere Sillio,Royal Paladin,Secura,1052,"1,127",Achievements
806,Dani van Kessel,Royal Paladin,Antica,681,"1,127",Achievements
806,Denizgorn,Elite Knight,Epoca,1260,"1,127",Achievements
806,Hiro Teensina,Elder Druid,Gentebra,2140,"1,127",Achievements
806,Itz Raider,Master Sorcerer,Celesta,1751,"1,127",Achievements
806,Leechiano,Elite Knight,Lobera,1595,"1,127",Achievements
806,Lord Nyo,Elite Knight,Belobra,861,"1,127",Achievements
813,Arcy Seba,Elite Knight,Serdebra,1589,"1,126",Achievements
813,Caiio Acalix,Elder Druid,Gentebra,1741,"1,126",Achievements
