Rank,Name,Vocation,World,Level,Points,Category
344,Rodrigaaum,Royal Paladin,Inabra,2049,"1,365",Goshnar's Taint
344,Will Lutabra Guardian,Elite Knight,Lutabra,862,"1,365",Goshnar's Taint
347,Heldis,Elite Knight,Lutabra,885,"1,363",Goshnar's Taint
347,Mad Tian,Royal Paladin,Ustebra,1280,"1,363",Goshnar's Taint
349,David in Panic,Elder Druid,Inabra,1257,"1,362",Goshnar's Taint
349,Kamiry,Elite Knight,Ourobra,1715,"1,362",Goshnar's Taint
351,Sorrizzos,Elite Knight,Descubra,1705,"1,358",Goshnar's Taint
352,Elder Martin,Elder Druid,Quintera,1163,"1,357",Goshnar's Taint
353,Drippin Sioz,Elder Druid,Nefera,989,"1,355",Goshnar's Taint
354,Rus ty,Elite Knight,Descubra,1815,"1,346",Goshnar's Taint
355,Ma rkin,Elder Druid,Descubra,2450,"1,345",Goshnar's Taint
356,Fabinki,Elder Druid,Terribra,824,"1,344",Goshnar's Taint
357,Haarin,Elder Druid,Monza,1721,"1,343",Goshnar's Taint
357,Sheng,Elder Druid,Yonabra,2167,"1,343",Goshnar's Taint
359,Tonim Tank,Elite Knight,Jadebra,1790,"1,340",Goshnar's Taint
360,Sirleono,Royal Paladin,Wintera,1202,"1,333",Goshnar's Taint
361,Chefao Magnifikdany,Master Sorcerer,Quelibra,1999,"1,331",Goshnar's Taint
362,Olavoltz,Royal Paladin,Yonabra,1398,"1,327",Goshnar's Taint
362,Pronto King,Elder Druid,Ferobra,901,"1,327",Goshnar's Taint
364,Estilo Inativo,Elder Druid,Rasteibra,2092,"1,326",Goshnar's Taint
364,Jintani,Royal Paladin,Luminera,1586,"1,326",Goshnar's Taint
366,Psyko Punkrocker,Royal Paladin,Secura,1599,"1,325",Goshnar's Taint
367,Rdge,Master Sorcerer,Yonabra,2056,"1,324",Goshnar's Taint
368,Ominae Yu,Elite Knight,Yonabra,1745,"1,323",Goshnar's Taint
369,Amzte,Royal Paladin,Kalibra,1462,"1,321",Goshnar's Taint
369,Vinicin Invicto,Elite Knight,Celebra,1903,"1,321",Goshnar's Taint
369,Zhoyo,Elite Knight,Yonabra,1519,"1,321",Goshnar's Taint
372,Pizza Party,Elder Druid,Gladera,1573,"1,319",Goshnar's Taint
373,Czikita,Elder Druid,Secura,2069,"1,318",Goshnar's Taint
374,Ervionm,Elder Druid,Luminera,1125,"1,315",Goshnar's Taint
375,Ninna Gil,Master Sorcerer,Celebra,2216,"1,313",Goshnar's Taint
376,Vopz Neverdie,Elder Druid,Inabra,1386,"1,312",Goshnar's Taint
377,Esbui Seshat,Royal Paladin,Inabra,988,"1,307",Goshnar's Taint
377,Franknitro,Master Sorcerer,Lobera,1312,"1,307",Goshnar's Taint
379,Aosa,Elder Druid,Venebra,1454,"1,301",Goshnar's Taint
380,Radamanthys Navy Seal,Master Sorcerer,Talera,1595,"1,296",Goshnar's Taint
381,Critykall,Master Sorcerer,Yonabra,1251,"1,292",Goshnar's Taint
381,Max Fleury,Elite Knight,Celebra,2116,"1,292",Goshnar's Taint
383,Ragnarr Vilao,Elite Knight,Honbra,2108,"1,290",Goshnar's Taint
384,Krueger,Elite Knight,Kalibra,1453,"1,289",Goshnar's Taint
385,Kingzoorr,Elder Druid,Issobra,1781,"1,285",Goshnar's Taint
386,Cavaleiro Zyn,Royal Paladin,Gentebra,1230,"1,280",Goshnar's Taint
386,Popo Endividado,Elder Druid,Collabra,1472,"1,280",Goshnar's Taint
388,Toxic Kleine Esecee,Elite Knight,Havera,1963,"1,278",Goshnar's Taint
389,Tiu Piki,Elite Knight,Inabra,1369,"1,277",Goshnar's Taint
390,Edinho Rancaprofit,Royal Paladin,Serdebra,2363,"1,275",Goshnar's Taint
391,Higzy,Royal Paladin,Gentebra,1621,"1,274",Goshnar's Taint
392,Biiritinha,Elder Druid,Yonabra,1011,"1,273",Goshnar's Taint
392,Rockstacker Cleve,Elder Druid,Nevia,1215,"1,273",Goshnar's Taint
394,Kedo Azkam,Sorcerer,Celesta,1684,"1,271",Goshnar's Taint
395,Barelor,Elder Druid,Collabra,1841,"1,270",Goshnar's Taint
396,Dropzerah,Elite Knight,Kalibra,1735,"1,269",Goshnar's Taint
396,He ellz,Royal Paladin,Wintera,2158,"1,269",Goshnar's Taint
398,Que Jin,Elder Druid,Serdebra,1587,"1,267",Goshnar's Taint
399,Zee Cuei Store,Elder Druid,Quelibra,1949,"1,266",Goshnar's Taint
400,Notdarus,Elder Druid,Descubra,1601,"1,263",Goshnar's Taint
401,Knacked,Master Sorcerer,Peloria,1610,"1,261",Goshnar's Taint
401,Truesight,Royal Paladin,Honbra,1328,"1,261",Goshnar's Taint
403,Avasalador,Elder Druid,Kalibra,1637,"1,255",Goshnar's Taint
403,Highping Destroy Fielder,Knight,Bona,752,"1,255",Goshnar's Taint
405,Fastshot,Royal Paladin,Refugia,2083,"1,254",Goshnar's Taint
406,Dracon Endividadasso,Royal Paladin,Issobra,1695,"1,251",Goshnar's Taint
407,Murilichtsz,Royal Paladin,Ferobra,1321,"1,249",Goshnar's Taint
408,Sedrahil,Royal Paladin,Oceanis,2010,"1,245",Goshnar's Taint
409,Miyu Amaya,Elder Druid,Karmeya,1763,"1,243",Goshnar's Taint
409,Therionsz,Master Sorcerer,Yonabra,1610,"1,243",Goshnar's Taint
411,Troxassito,Elder Druid,Secura,1518,"1,241",Goshnar's Taint
412,Art Ditador,Master Sorcerer,Issobra,1453,"1,232",Goshnar's Taint
412,Duzoco Inofensivo,Master Sorcerer,Jadebra,1723,"1,232",Goshnar's Taint
414,Darksign,Royal Paladin,Belobra,1685,"1,231",Goshnar's Taint
415,Rift Duken,Master Sorcerer,Gentebra,2311,"1,230",Goshnar's Taint
416,Fael Fahurr,Royal Paladin,Quelibra,2181,"1,229",Goshnar's Taint
416,Jan Duni,Master Sorcerer,Inabra,1569,"1,229",Goshnar's Taint
418,Sillnyy,Elder Druid,Bona,1804,"1,226",Goshnar's Taint
419,Bertinhow,Master Sorcerer,Quelibra,1938,"1,225",Goshnar's Taint
420,Deslinde Unstoppable,Master Sorcerer,Collabra,1239,"1,217",Goshnar's Taint
420,Kee mo,Master Sorcerer,Retalia,1111,"1,217",Goshnar's Taint
422,Warglaiven,Royal Paladin,Kalibra,1842,"1,212",Goshnar's Taint
423,Darkjah,Elite Knight,Quelibra,1314,"1,205",Goshnar's Taint
423,Elmagnifiko caballerodany,Elite Knight,Inabra,1711,"1,205",Goshnar's Taint
423,Mirotth,Elite Knight,Belobra,2001,"1,205",Goshnar's Taint
426,Azyzz Trip,Elder Druid,Wintera,1285,"1,203",Goshnar's Taint
427,Canalles Teensina,Master Sorcerer,Gentebra,1247,"1,201",Goshnar's Taint
428,Destructive Kronun,Elite Knight,Talera,2060,"1,199",Goshnar's Taint
429,Priorzinn,Master Sorcerer,Collabra,1462,"1,198",Goshnar's Taint
430,Ro driguez,Elder Druid,Ourobra,1639,"1,196",Goshnar's Taint
431,Arthas Lightborn,Royal Paladin,Yonabra,1992,"1,195",Goshnar's Taint
432,Maatka,Master Sorcerer,Secura,1711,"1,194",Goshnar's Taint
433,Ellmagnifinho Danynho,Royal Paladin,Inabra,2180,"1,193",Goshnar's Taint
433,Zezinho Despachante,Royal Paladin,Rasteibra,1596,"1,193",Goshnar's Taint
435,The Loko,Elder Druid,Blumera,1458,"1,191",Goshnar's Taint
436,Boski Archmage,Master Sorcerer,Secura,1944,"1,190",Goshnar's Taint
437,Mgnfiksupremo Liderdany,Elder Druid,Quelibra,1925,"1,188",Goshnar's Taint
438,Caffeina Implacavel,Master Sorcerer,Kalibra,2381,"1,187",Goshnar's Taint
439,Piiotrus Pan,Elder Druid,Antica,1463,"1,186",Goshnar's Taint
439,Thiiagod,Elder Druid,Ferobra,1956,"1,186",Goshnar's Taint
441,Otosz,Royal Paladin,Gentebra,1737,"1,185",Goshnar's Taint
442,Manntyla,Master Sorcerer,Kalibra,1135,"1,183",Goshnar's Taint
443,Camiiss,Elder Druid,Kalibra,2092,"1,181",Goshnar's Taint
444,Shaddek,Elite Knight,Secura,1481,"1,180",Goshnar's Taint
445,Smka Corporation,Master Sorcerer,Issobra,2153,"1,179",Goshnar's Taint
446,Lanlan Bigdadysz,Elite Knight,Astera,1110,"1,176",Goshnar's Taint
447,Magnifik Patraodany,Elder Druid,Inabra,1628,"1,174",Goshnar's Taint
448,Iaguinn,Royal Paladin,Inabra,1475,"1,171",Goshnar's Taint
448,Laniboi,Royal Paladin,Nevia,1293,"1,171",Goshnar's Taint
450,General Zig,Elite Knight,Gentebra,1493,"1,168",Goshnar's Taint
451,Vitemo Cachorro Loko,Elder Druid,Honbra,1277,"1,166",Goshnar's Taint
452,Gabrielito,Elite Knight,Nefera,1606,"1,165",Goshnar's Taint
452,Leozs King,Elder Druid,Jadebra,1427,"1,165",Goshnar's Taint
454,Cosmiic Death,Master Sorcerer,Yonabra,1857,"1,164",Goshnar's Taint
454,Gustavo Endividado,Royal Paladin,Ourobra,1743,"1,164",Goshnar's Taint
456,Byebyeadios,Royal Paladin,Luminera,1439,"1,162",Goshnar's Taint
456,Kaizcer,Druid,Calmera,1092,"1,162",Goshnar's Taint
456,Legends Of Dante,Elder Druid,Oceanis,2047,"1,162",Goshnar's Taint
459,Zonatto Bombinhams,Master Sorcerer,Ombra,2174,"1,158",Goshnar's Taint
460,The Macho,Elite Knight,Nefera,1690,"1,156",Goshnar's Taint
461,Daniloz Corporation,Elder Druid,Issobra,2338,"1,154",Goshnar's Taint
462,Mage Sunmi,Master Sorcerer,Venebra,1529,"1,152",Goshnar's Taint
463,Hayashiro,Master Sorcerer,Belobra,1845,"1,149",Goshnar's Taint
463,Kuubba,Elite Knight,Secura,1486,"1,149",Goshnar's Taint
465,Pan Counter,Royal Paladin,Xyla,1332,"1,148",Goshnar's Taint
466,Bruneli Wayne,Elite Knight,Serdebra,2357,"1,146",Goshnar's Taint
466,Diego Supremo,Elder Druid,Luminera,1267,"1,146",Goshnar's Taint
466,Holy Assassinn,Elite Knight,Nefera,1220,"1,146",Goshnar's Taint
469,Lord Fighters,Elder Druid,Nefera,1238,"1,145",Goshnar's Taint
470,Kaleb in,Master Sorcerer,Belobra,1200,"1,143",Goshnar's Taint
471,Celso,Elder Druid,Nevia,1667,"1,140",Goshnar's Taint
472,Koko Kalle,Master Sorcerer,Nevia,1113,"1,138",Goshnar's Taint
473,Caveraoh,Elder Druid,Venebra,1153,"1,137",Goshnar's Taint
473,Netozero,Royal Paladin,Inabra,1774,"1,137",Goshnar's Taint
475,Calegariek,Elite Knight,Collabra,1462,"1,135",Goshnar's Taint
476,Zain Malek,Druid,Monstera,893,"1,134",Goshnar's Taint
477,Drackule,Elder Druid,Refugia,2406,"1,133",Goshnar's Taint
477,Evan Gelion,Elder Druid,Gentebra,1366,"1,133",Goshnar's Taint
477,Skayfox,Elite Knight,Inabra,1461,"1,133",Goshnar's Taint
480,Bombinha Zayat,Elder Druid,Antica,1637,"1,130",Goshnar's Taint
480,Megafiree,Elder Druid,Astera,1468,"1,130",Goshnar's Taint
482,Hintarus Rei Calvo,Elite Knight,Serdebra,1730,"1,128",Goshnar's Taint
482,Zezinho Eurofeer,Elite Knight,Ourobra,2044,"1,128",Goshnar's Taint
484,Black the Legend,Elder Druid,Yonabra,1457,"1,123",Goshnar's Taint
485,Ken Dragonslayer,Royal Paladin,Venebra,1744,"1,121",Goshnar's Taint
486,Last Macanudo,Master Sorcerer,Gentebra,953,"1,120",Goshnar's Taint
487,Glymodee,Druid,Monza,1416,"1,118",Goshnar's Taint
487,Machado Purosangue,Elite Knight,Kalibra,1918,"1,118",Goshnar's Taint
487,Nezu Podlecz,Elder Druid,Secura,1385,"1,118",Goshnar's Taint
490,Dakota Bruta,Royal Paladin,Venebra,1167,"1,116",Goshnar's Taint
490,Jellyndao,Royal Paladin,Quelibra,1567,"1,116",Goshnar's Taint
490,Mad Nere,Knight,Blumera,1220,"1,116",Goshnar's Taint
493,Iriq,Elder Druid,Luminera,895,"1,114",Goshnar's Taint
494,Rafittzz,Master Sorcerer,Belobra,2078,"1,112",Goshnar's Taint
494,Zeusz,Master Sorcerer,Belobra,1398,"1,112",Goshnar's Taint
496,Drako Pro,Elder Druid,Pacera,1997,"1,110",Goshnar's Taint
496,Junzaao,Master Sorcerer,Belobra,2097,"1,110",Goshnar's Taint
496,Que Jon,Master Sorcerer,Serdebra,1765,"1,110",Goshnar's Taint
499,Huxy,Elite Knight,Secura,1262,"1,109",Goshnar's Taint
500,Donnsz,Elder Druid,Kalibra,1362,"1,105",Goshnar's Taint
501,Mokoca,Royal Paladin,Belobra,1391,"1,104",Goshnar's Taint
501,Rowen,Elite Knight,Solidera,1750,"1,104",Goshnar's Taint
501,Velcan,Master Sorcerer,Kalibra,1626,"1,104",Goshnar's Taint
504,Murillaoloko,Master Sorcerer,Quelibra,1993,"1,102",Goshnar's Taint
505,Marcao Implacavel,Elder Druid,Kalibra,2532,"1,100",Goshnar's Taint
506,King Mardo,Elder Druid,Peloria,1448,"1,099",Goshnar's Taint
507,Waldir desmotivado,Elite Knight,Collabra,1586,"1,098",Goshnar's Taint
508,Strikiz,Elite Knight,Yonabra,1377,"1,097",Goshnar's Taint
508,Tonim Homemdokayhn,Elder Druid,Jadebra,1616,"1,097",Goshnar's Taint
510,Sheik Leozerah,Elder Druid,Rasteibra,1527,"1,095",Goshnar's Taint
511,Sephan,Elite Knight,Celebra,2484,"1,093",Goshnar's Taint
511,Wels,Elite Knight,Descubra,1580,"1,093",Goshnar's Taint
513,Ekilyz,Master Sorcerer,Quintera,1151,"1,092",Goshnar's Taint
513,Paold Uchiha,Elder Druid,Calmera,1526,"1,092",Goshnar's Taint
513,Tons of Gems,Master Sorcerer,Issobra,1044,"1,092",Goshnar's Taint
516,Comandante Schatten Toxico,Master Sorcerer,Menera,1568,"1,091",Goshnar's Taint
516,Zarakson,Royal Paladin,Secura,1317,"1,091",Goshnar's Taint
518,Luconn,Elite Knight,Secura,1181,"1,089",Goshnar's Taint
519,Aka Hansi,Royal Paladin,Inabra,1214,"1,088",Goshnar's Taint
520,Luisaohq,Elder Druid,Yonabra,1690,"1,087",Goshnar's Taint
520,Sanzor Fazobasico,Elder Druid,Collabra,1803,"1,087",Goshnar's Taint
522,Magnifik Danyveiosair,Royal Paladin,Quelibra,1845,"1,084",Goshnar's Taint
523,Vinny Vicci,Elder Druid,Ustebra,1311,"1,082",Goshnar's Taint
524,Restlin,Elder Druid,Gentebra,1994,"1,079",Goshnar's Taint
525,Bllack Mambba,Royal Paladin,Gentebra,1722,"1,078",Goshnar's Taint
526,Andinn,Elite Knight,Gentebra,1620,"1,073",Goshnar's Taint
526,Burkzin,Elder Druid,Celebra,1655,"1,073",Goshnar's Taint
526,Reon Potter,Elder Druid,Yonabra,1376,"1,073",Goshnar's Taint
529,Ginowi,Royal Paladin,Monza,2038,"1,072",Goshnar's Taint
530,Luigiii,Elite Knight,Issobra,1494,"1,068",Goshnar's Taint
531,Zeeh Chinelo,Master Sorcerer,Celebra,2044,"1,067",Goshnar's Taint
532,Destemido Corporation,Royal Paladin,Issobra,2084,"1,066",Goshnar's Taint
532,Digao Implacavel,Elite Knight,Kalibra,2366,"1,066",Goshnar's Taint
532,Lai ruf,Elder Druid,Refugia,1497,"1,066",Goshnar's Taint
532,Mighty Rune,Elite Knight,Celesta,1977,"1,066",Goshnar's Taint
536,Gabb Riel,Master Sorcerer,Belobra,1811,"1,065",Goshnar's Taint
537,Pathetique,Elite Knight,Vunira,1839,"1,064",Goshnar's Taint
537,Ross Urie,Master Sorcerer,Issobra,1551,"1,064",Goshnar's Taint
539,Jackh,Elder Druid,Serdebra,1589,"1,062",Goshnar's Taint
540,Menorzin Terrordo Sorin,Elder Druid,Jadebra,1327,"1,061",Goshnar's Taint
541,Waguinho The Legend,Elder Druid,Quelibra,2115,"1,060",Goshnar's Taint
542,Rayo,Royal Paladin,Gentebra,2399,"1,059",Goshnar's Taint
543,Joseh Implacavel,Royal Paladin,Kalibra,2486,"1,058",Goshnar's Taint
544,Arinth,Elite Knight,Monza,2158,"1,057",Goshnar's Taint
544,Figolo,Elite Knight,Monza,2070,"1,057",Goshnar's Taint
544,Magnifik Emperatordany,Master Sorcerer,Inabra,1762,"1,057",Goshnar's Taint
547,Fhaelzs,Elite Knight,Ombra,1362,"1,054",Goshnar's Taint
548,Chris Dictador,Royal Paladin,Ombra,2306,"1,053",Goshnar's Taint
548,Hiigh Kuraxi,Elder Druid,Belobra,1383,"1,053",Goshnar's Taint
548,Kalashnkov,Royal Paladin,Rasteibra,2083,"1,053",Goshnar's Taint
551,Panzer Dtonao,Royal Paladin,Ustebra,1247,"1,049",Goshnar's Taint
552,Iallyn,Master Sorcerer,Gentebra,1373,"1,048",Goshnar's Taint
552,Rigado,Elite Knight,Inabra,1186,"1,048",Goshnar's Taint
552,Sapin Rhasta,Royal Paladin,Gentebra,1577,"1,048",Goshnar's Taint
555,Druf ox,Elder Druid,Inabra,1722,"1,047",Goshnar's Taint
555,Old Noe,Royal Paladin,Secura,1964,"1,047",Goshnar's Taint
557,Curandeiro do Inferno,Elder Druid,Kalibra,1727,"1,045",Goshnar's Taint
557,Hintz Dimavontadi,Master Sorcerer,Rasteibra,1974,"1,045",Goshnar's Taint
559,Nitrobiz,Master Sorcerer,Nefera,1195,"1,044",Goshnar's Taint
560,Leczo Uhami,Master Sorcerer,Nevia,1594,"1,040",Goshnar's Taint
561,Licotur,Royal Paladin,Ombra,1463,"1,039",Goshnar's Taint
562,Dellani,Elder Druid,Celebra,1814,"1,038",Goshnar's Taint
563,Balditoz Toys,Master Sorcerer,Quintera,957,"1,036",Goshnar's Taint
563,Mo rgu,Elite Knight,Monza,2272,"1,036",Goshnar's Taint
565,Fok,Royal Paladin,Secura,1544,"1,035",Goshnar's Taint
565,Sir Zoop,Royal Paladin,Belobra,1949,"1,035",Goshnar's Taint
567,Awen,Elder Druid,Gentebra,1061,"1,034",Goshnar's Taint
567,Floky Monkey,Master Sorcerer,Thyria,1590,"1,034",Goshnar's Taint
569,Xedotto,Elder Druid,Karmeya,1434,"1,033",Goshnar's Taint
570,Chapoca Bahia,Royal Paladin,Quelibra,2160,"1,032",Goshnar's Taint
571,Evaaa,Royal Paladin,Etebra,1234,"1,031",Goshnar's Taint
572,Joeru Navy Seal,Elder Druid,Talera,1552,"1,030",Goshnar's Taint
572,Lawed,Elder Druid,Celebra,1814,"1,030",Goshnar's Taint
574,Bolt liger,Royal Paladin,Pacera,1170,"1,029",Goshnar's Taint
574,Moonzart,Elder Druid,Gentebra,1282,"1,029",Goshnar's Taint
576,Janni,Royal Paladin,Secura,1202,"1,028",Goshnar's Taint
576,Retro Mu,Elder Druid,Wintera,1230,"1,028",Goshnar's Taint
578,Bella Ragazza,Elder Druid,Secura,1275,"1,025",Goshnar's Taint
578,Kyobov,Elder Druid,Inabra,1351,"1,025",Goshnar's Taint
578,Supremo Leviatan,Elder Druid,Astera,1015,"1,025",Goshnar's Taint
578,Ted Pido Perdon,Master Sorcerer,Talera,1291,"1,025",Goshnar's Taint
582,Carlinnnn,Master Sorcerer,Astera,1998,"1,023",Goshnar's Taint
582,Golden Eclypse,Royal Paladin,Yonabra,2079,"1,023",Goshnar's Taint
584,Doenca do Ratto,Master Sorcerer,Gentebra,996,"1,022",Goshnar's Taint
585,Sasza Druid,Elder Druid,Secura,999,"1,021",Goshnar's Taint
586,Marchewkowy Ksiaze,Elder Druid,Ustebra,1155,"1,020",Goshnar's Taint
586,Physi Call,Royal Paladin,Secura,1357,"1,020",Goshnar's Taint
588,Giilson Juniior,Elite Knight,Ferobra,1364,"1,018",Goshnar's Taint
588,Itsbadd,Elder Druid,Vunira,1013,"1,018",Goshnar's Taint
588,Tejows Corporation,Elite Knight,Issobra,1889,"1,018",Goshnar's Taint
591,Zunera Bomba Zero,Druid,Zunera,1271,"1,016",Goshnar's Taint
592,Van Dyke,Elder Druid,Descubra,1447,"1,015",Goshnar's Taint
593,Striceek,Royal Paladin,Secura,1720,"1,013",Goshnar's Taint
594,General Keyllor,Elder Druid,Gentebra,2103,"1,011",Goshnar's Taint
594,Maasz,Elder Druid,Gentebra,1523,"1,011",Goshnar's Taint
596,Bia Fallout,Royal Paladin,Ourobra,1672,"1,010",Goshnar's Taint
597,Don Krasini,Elder Druid,Refugia,1799,"1,009",Goshnar's Taint
598,Tenorio Click Clack,Elite Knight,Xymera,1409,"1,008",Goshnar's Taint
599,Szmitq,Master Sorcerer,Celesta,976,"1,007",Goshnar's Taint
600,Chef Of Ending,Elder Druid,Secura,1593,"1,006",Goshnar's Taint
600,Davidzinhow,Elder Druid,Jadebra,1937,"1,006",Goshnar's Taint
602,Kherezik,Elder Druid,Secura,1221,"1,004",Goshnar's Taint
603,Boysorc,Master Sorcerer,Terribra,2152,"1,003",Goshnar's Taint
603,Mestre Nolol,Elder Druid,Kalibra,1882,"1,003",Goshnar's Taint
605,Mighty Ozymandias,Elder Druid,Antica,1324,"1,002",Goshnar's Taint
606,Killuaek,Elite Knight,Belobra,1696,"1,000",Goshnar's Taint
607,Brunin Aucolike,Elder Druid,Yonabra,1072,997,Goshnar's Taint
607,Galloperaa,Elite Knight,Issobra,1210,997,Goshnar's Taint
609,Closedfriends Damerr,Elder Druid,Jadebra,1454,995,Goshnar's Taint
609,Zezinho Fallout,Royal Paladin,Ourobra,1983,995,Goshnar's Taint
611,Fywen,Master Sorcerer,Secura,1184,994,Goshnar's Taint
612,Rickzher Tank,Elite Knight,Issobra,2160,993,Goshnar's Taint
612,Timii Neutron,Master Sorcerer,Refugia,1432,993,Goshnar's Taint
614,Na Bu,Master Sorcerer,Jadebra,1356,988,Goshnar's Taint
615,Vishinho,Master Sorcerer,Kalibra,1419,987,Goshnar's Taint
616,Re nanzin,Elite Knight,Ferobra,1352,985,Goshnar's Taint
616,Teus,Master Sorcerer,Descubra,2583,985,Goshnar's Taint
618,Oui Oui Chef,Elder Druid,Secura,1337,984,Goshnar's Taint
619,Neto Orangepodi,Master Sorcerer,Jadebra,2088,982,Goshnar's Taint
619,Tonim Xiique,Elder Druid,Jadebra,1167,982,Goshnar's Taint
619,Txohanks,Elder Druid,Yonabra,1172,982,Goshnar's Taint
622,Abs Lilozin,Elite Knight,Rasteibra,1766,980,Goshnar's Taint
623,Tachiran Fearless,Elder Druid,Yovera,1352,979,Goshnar's Taint
623,Will Relaxado,Royal Paladin,Ustebra,1645,979,Goshnar's Taint
625,Etrunia,Master Sorcerer,Secura,957,978,Goshnar's Taint
625,Home Boi,Royal Paladin,Gladera,1180,978,Goshnar's Taint
627,Cadeira Maluca,Royal Paladin,Belobra,1614,977,Goshnar's Taint
627,Marcha Implacavel,Elder Druid,Collabra,1868,977,Goshnar's Taint
629,Biixuusu,Elite Knight,Havera,1256,973,Goshnar's Taint
629,Kotarox,Elite Knight,Ourobra,1240,973,Goshnar's Taint
631,Entelechia Iv,Elder Druid,Secura,1228,972,Goshnar's Taint
632,Fa vey,Elder Druid,Gentebra,1693,971,Goshnar's Taint
632,Idefisk,Elder Druid,Vunira,1564,971,Goshnar's Taint
632,Sio Indignado,Elder Druid,Astera,1019,971,Goshnar's Taint
632,Theuzikat,Elder Druid,Quelibra,1865,971,Goshnar's Taint
636,Galeski,Elder Druid,Venebra,1491,970,Goshnar's Taint
637,Bruno Abrasax,Elder Druid,Collabra,1412,969,Goshnar's Taint
638,Ray Nurmagomedov,Elder Druid,Quintera,1228,968,Goshnar's Taint
639,Rozzettao,Elder Druid,Terribra,2234,967,Goshnar's Taint
640,Kinobal,Elite Knight,Oceanis,1722,966,Goshnar's Taint
640,Virtuoz Nesquikens,Elder Druid,Karmeya,1385,966,Goshnar's Taint
642,Waguinho Loko,Elder Druid,Quelibra,1921,963,Goshnar's Taint
643,Batis Tattoo,Master Sorcerer,Issobra,1627,962,Goshnar's Taint
644,Mago Morto,Master Sorcerer,Celebra,2774,961,Goshnar's Taint
645,Lutador Shivinha,Royal Paladin,Gentebra,2117,960,Goshnar's Taint
646,Zordko,Royal Paladin,Gentebra,1223,959,Goshnar's Taint
647,Lal lolz,Master Sorcerer,Belobra,1901,958,Goshnar's Taint
647,Madiks,Elder Druid,Ourobra,1856,958,Goshnar's Taint
647,Padeiro Healer,Elder Druid,Yonabra,1434,958,Goshnar's Taint
647,Zezinho Ltda,Elder Druid,Ourobra,1987,958,Goshnar's Taint
651,Diego Royal,Royal Paladin,Celebra,1201,952,Goshnar's Taint
652,Braberaah,Elder Druid,Gentebra,1084,949,Goshnar's Taint
652,Franco Predator,Royal Paladin,Unebra,1799,949,Goshnar's Taint
654,Cygi los panczos,Master Sorcerer,Antica,1369,948,Goshnar's Taint
654,Kyuvob,Elder Druid,Inabra,1210,948,Goshnar's Taint
656,Baztet,Elder Druid,Luminera,1192,947,Goshnar's Taint
656,Hulk Tacadordebolt,Royal Paladin,Venebra,2260,947,Goshnar's Taint
658,Degustador Slayer,Master Sorcerer,Ombra,1290,944,Goshnar's Taint
659,Klook Noice,Elder Druid,Oceanis,1061,943,Goshnar's Taint
660,Dede Tiranit,Elite Knight,Ourobra,1593,942,Goshnar's Taint
661,Ho ha,Elder Druid,Antica,1149,941,Goshnar's Taint
661,Sky Japaa,Elder Druid,Belobra,1096,941,Goshnar's Taint
661,Venoox,Royal Paladin,Celesta,2307,941,Goshnar's Taint
664,Fenixzin Healer,Elder Druid,Secura,1056,940,Goshnar's Taint
664,Jand Shelby,Master Sorcerer,Ferobra,939,940,Goshnar's Taint
666,Dark Wiizard,Master Sorcerer,Celebra,1248,939,Goshnar's Taint
666,Krazy Rootz,Royal Paladin,Celebra,1634,939,Goshnar's Taint
666,Tfourzika,Royal Paladin,Issobra,1454,939,Goshnar's Taint
666,Uhaacz,Elder Druid,Karmeya,2381,939,Goshnar's Taint
670,Megazao Supreme Emex,Elder Druid,Havera,2322,938,Goshnar's Taint
671,Boy Rpzada,Royal Paladin,Terribra,1804,936,Goshnar's Taint
672,Aike vontadeh,Master Sorcerer,Yonabra,1661,935,Goshnar's Taint
672,Fake Neri,Elite Knight,Ustebra,1331,935,Goshnar's Taint
672,Fi na,Elite Knight,Gentebra,1679,935,Goshnar's Taint
672,Madzinator,Elder Druid,Secura,1784,935,Goshnar's Taint
672,Sky Holllow,Elder Druid,Belobra,1123,935,Goshnar's Taint
677,Agatah,Royal Paladin,Belobra,1877,934,Goshnar's Taint
677,Hailiinkiller,Elite Knight,Gentebra,1093,934,Goshnar's Taint
677,Joems,Master Sorcerer,Thyria,1513,934,Goshnar's Taint
677,Ocueistore Praguinhasbomb,Elder Druid,Quelibra,1604,934,Goshnar's Taint
681,Nyxzz,Elder Druid,Quelibra,1778,933,Goshnar's Taint
682,Don Guiso,Elder Druid,Astera,1256,931,Goshnar's Taint
682,Paulin Meioprofit,Elder Druid,Honbra,1214,931,Goshnar's Taint
682,Tengil,Master Sorcerer,Secura,1317,931,Goshnar's Taint
685,Danipuff,Elite Knight,Yonabra,2002,930,Goshnar's Taint
686,Bebe Alexsander,Royal Paladin,Gentebra,1178,929,Goshnar's Taint
687,Al Ziponny,Royal Paladin,Belobra,1818,923,Goshnar's Taint
687,Chris Donhodo Ombra,Elite Knight,Ombra,2066,923,Goshnar's Taint
687,Romanholi,Elder Druid,Ferobra,1398,923,Goshnar's Taint
690,Frost Feelingz,Elder Druid,Ustebra,1367,920,Goshnar's Taint
690,Marizinhahh'Dragon,Master Sorcerer,Celebra,1161,920,Goshnar's Taint
690,Myrkz,Royal Paladin,Lobera,1543,920,Goshnar's Taint
690,Paladino Monte,Royal Paladin,Gentebra,1622,920,Goshnar's Taint
694,Rexiruz Zabojca,Master Sorcerer,Terribra,2076,917,Goshnar's Taint
