,name,vocation,level,world,experience,world_type,ingestion_time,ingestion_date,source_system,batch_id
890,Druidario,druid,221,zunera,175367143,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
891,Druiden Von Aurora,elder druid,263,zunera,297354120,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
892,Druidz Zeus,elder druid,233,zunera,207772467,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
893,Du Avacalhado,knight,397,zunera,1030386749,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
894,Duallitows,royal paladin,247,zunera,247845624,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
895,Dubig Bruninhow,master sorcerer,224,zunera,182740177,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
896,Dubig Mofioo,elite knight,246,zunera,243179204,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
897,Dudtly,elite knight,262,zunera,293749549,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
898,Duduzeiirah,paladin,327,zunera,574248666,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
899,Duffmage,master sorcerer,292,zunera,409539535,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
900,Dufy loco,royal paladin,257,zunera,277116391,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
901,Duh Krai,master sorcerer,263,zunera,299699228,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
902,Dukasiu,elder druid,398,zunera,1037145571,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
903,Duke Rises,master sorcerer,392,zunera,995109935,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
904,Dulce consentida,knight,273,zunera,334460500,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
905,Dullt,elder druid,275,zunera,342583807,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
906,Dunric Van,none,62,zunera,3715134,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
907,Durakzz,elder druid,255,zunera,271614246,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
908,Durt Mcgurt,elite knight,246,zunera,242419020,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
909,Dustedy,master sorcerer,1070,zunera,20331347183,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
910,Duty Elite,druid,217,zunera,167553120,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
911,Duudurox,royal paladin,434,zunera,1351612064,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
912,Dwarven Archer,royal paladin,281,zunera,364901131,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
913,Dyablo Inntercept,elite knight,341,zunera,653009488,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
914,Dyavkoz,elder druid,432,zunera,1326493190,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
915,Dynablast,master sorcerer,232,zunera,203979054,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
916,Dyulax,royal paladin,319,zunera,533475647,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
917,Dyx,master sorcerer,194,zunera,118643288,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
918,Dzy Infernal,royal paladin,296,zunera,424328080,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
919,Eagle on Aurera,royal paladin,345,zunera,675333217,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
920,Earth Demon,elder druid,256,zunera,275219507,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
921,Earthwalker,master sorcerer,188,zunera,107888174,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
922,Eatshmoi,elite knight,259,zunera,285564194,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
923,Echeniquexx,royal paladin,244,zunera,238571880,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
924,Ed Abdiel,elite knight,327,zunera,574463695,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
925,Edalfon Mebita,elite knight,252,zunera,261408650,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
926,Edgar Carpio,elite knight,269,zunera,318405758,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
927,Edinga Sylawelux,master sorcerer,215,zunera,162489017,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
928,Edu Santi,master sorcerer,306,zunera,468733599,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
929,Eeluciv,master sorcerer,377,zunera,881244339,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
930,Eew,none,38,zunera,795522,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
931,Efleko,knight,357,zunera,751143726,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
932,Eithan Torres,royal paladin,322,zunera,549847843,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
933,Ek do Gimenez,elite knight,284,zunera,374098131,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
934,El Elegiido,elite knight,455,zunera,1557337460,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
935,El kakitas,exalted monk,31,zunera,409987,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
936,Elathran,monk,22,zunera,140517,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
937,Elbereal,sorcerer,220,zunera,172836062,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
938,Elder Cabrobo,royal paladin,338,zunera,637142979,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
939,Elder Charada,elder druid,306,zunera,469545025,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
940,Elder Dubsten,elder druid,232,zunera,204972509,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
941,Elder Jukaz,druid,280,zunera,359318279,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
942,Elder Minoesy,elder druid,716,zunera,6068248138,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
943,Elder Minoezy,druid,1008,zunera,16980130819,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
944,Elder Retro Manda,elder druid,559,zunera,2887989053,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
945,Elder Rottyx,elder druid,227,zunera,190561923,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
946,Elder Thaddrak,elder druid,1532,zunera,59746076870,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
947,Elder tecomate,elder druid,277,zunera,349181153,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
948,Elderzyniis,druid,221,zunera,176089108,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
949,Electric Druid,elder druid,215,zunera,163162452,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
950,Electrik mage,master sorcerer,205,zunera,140971775,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
951,Elegant Rush,elder druid,281,zunera,364089667,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
952,Eleoce Monk,exalted monk,20,zunera,98901,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
953,Elflowflow,druid,443,zunera,1437038011,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
954,Elger Julio,sorcerer,517,zunera,2287109672,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
955,Eli the chef,master sorcerer,196,zunera,121943786,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
956,Elite Grax,elite knight,722,zunera,6222177601,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
957,Elite Kaiuz,elite knight,332,zunera,603231797,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
958,Elite Kamyl,knight,767,zunera,7485569057,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
959,Elite Kaw,elite knight,365,zunera,799396760,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
960,Elite Pilz,elite knight,268,zunera,316080415,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
961,Ell Musketeer,paladin,316,zunera,518778221,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
962,Elliana Artonarus,none,79,zunera,7776819,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
963,Elonora Corleone,elder druid,216,zunera,163483571,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
964,Elvixothar,elite knight,273,zunera,334511924,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
965,Elwyn Polius,knight,299,zunera,437343581,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
966,Elxter,monk,8,zunera,4624,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
967,Emberkz,elder druid,267,zunera,313076419,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
968,Embrazado Kamikaze,elder druid,250,zunera,255159926,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
969,Emeritus ix,none,94,zunera,13241650,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
970,End Zunera,monk,8,zunera,5720,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
971,Enki Ragar,none,54,zunera,2391614,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
972,Enkiskt,master sorcerer,316,zunera,518366343,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
973,Enkrotellxz,druid,218,zunera,168565550,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
974,Enle Giwyndirya,none,78,zunera,7450539,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
975,Enlil Ragar,none,44,zunera,1245503,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
976,Epic Davi,elder druid,304,zunera,462201349,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
977,Erlerain,master sorcerer,233,zunera,207062142,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
978,Erumbras,elder druid,543,zunera,2639647466,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
979,Esperrrranto,paladin,351,zunera,712045432,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
980,Etalook Ybel,knight,508,zunera,2166772580,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
981,Eternal Lobao,elite knight,427,zunera,1281296833,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
982,Eternal Mayer,royal paladin,348,zunera,694882669,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
983,Etok,royal paladin,252,zunera,261920935,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
984,Eturnally on Aurera,druid,374,zunera,862545975,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
985,Event Horizon,elite knight,346,zunera,679027293,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
986,Evil Abby,elder druid,227,zunera,191997663,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
987,Evil Craig,master sorcerer,261,zunera,289951154,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
988,Evil Demoniic,elite knight,623,zunera,3998470476,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
989,Evildyne,royal paladin,269,zunera,319774882,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
990,Evilzebra,elite knight,300,zunera,444313567,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
991,Exege,royal paladin,481,zunera,1831804077,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
992,Experimental Player,monk,8,zunera,4864,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
993,Exploring Gurl,elder druid,216,zunera,163601468,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
994,Exposed Pain,elite knight,306,zunera,469796708,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
995,Extendo Draco Superich,elder druid,277,zunera,347411294,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
996,Extro,sorcerer,301,zunera,447244439,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
997,Exuh Alok,elder druid,269,zunera,319586130,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
998,Eybianht,sorcerer,344,zunera,669605407,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
999,Eyel Alvan,none,29,zunera,342357,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1000,Ez Flow,elder druid,243,zunera,233765476,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1001,Ezeel thirt,monk,6,zunera,1914,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1002,Ezzioth,royal paladin,256,zunera,273653368,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1003,Fabiolax,royal paladin,245,zunera,239487240,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1004,Fabiozerah,elder druid,228,zunera,192900763,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1005,Fabolous,paladin,999,zunera,16535017743,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1006,Fabres Souoro,master sorcerer,198,zunera,125779018,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1007,Fabrizzio,elite knight,524,zunera,2380965532,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1008,Faded Druiid,druid,416,zunera,1189011545,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1009,Fael Aarti,monk,6,zunera,1500,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1010,Faisca,master sorcerer,192,zunera,114976762,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1011,Faize,knight,245,zunera,239313407,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1012,Falkrun,royal paladin,250,zunera,256928855,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1013,Falmoneg,knight,342,zunera,656448547,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1014,Famous Dedd,sorcerer,390,zunera,976712558,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1015,Fara Rulex,elder druid,304,zunera,459486975,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1016,Faramir Zetta,elder druid,324,zunera,559087628,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1017,Farb Mito,knight,263,zunera,298810859,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1018,Farlian on Rook,none,39,zunera,853845,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1019,Fatkid Fus,elder druid,496,zunera,2012827817,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1020,Faxim Tronkz,elite knight,244,zunera,238026648,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1021,Feat Hachiman,paladin,289,zunera,396130130,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1022,Fefuxao,paladin,923,zunera,13041878778,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1023,Fega Lizur,none,69,zunera,5048714,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1024,Felagg,master sorcerer,216,zunera,164313395,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1025,Fellax,elder druid,235,zunera,211877102,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1026,Felonius Monk,monk,8,zunera,6372,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1027,Female on Rook,none,53,zunera,2248128,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1028,Fena Lora,monk,8,zunera,4737,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1029,Ferkenji,royal paladin,370,zunera,835325835,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1030,Ferreira on Aurera,none,29,zunera,345244,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
1031,Ferumbis,none,35,zunera,612931,Hardcore PvP,2026-01-12 23:47:32.609137,2026-01-12,highscore_tibia_page,75e52d0e-a3bd-4ebf-92e5-11e63f1bcea7
