,name,vocation,world,skill_level,category,ingestion_time,ingestion_date,source_system,batch_id
4038,Semirek,elite knight,nevia,133,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4039,Seymour Blood,master sorcerer,nevia,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4040,Shady Palm,exalted monk,nevia,115,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4041,Sir Cruelty,elite knight,nevia,131,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4042,Sir Kekumber,master sorcerer,nevia,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4043,Skocio Monk,exalted monk,nevia,112,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4044,Skyhunter,exalted monk,nevia,113,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4045,Small Inconvenience,elite knight,nevia,126,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4046,Sosnowe,elite knight,nevia,132,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4047,Stan Daaarsh,exalted monk,nevia,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4048,Strivor,elite knight,nevia,129,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4049,Taisho,master sorcerer,nevia,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4050,The Best Monk,exalted monk,nevia,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4051,Theon Fea,elite knight,nevia,134,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4052,Topor Ek,elite knight,nevia,128,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4053,Toxic Leo,elite knight,nevia,127,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4054,Tyrann Undead,elite knight,nevia,130,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4055,Ultimate Zoodoo,royal paladin,nevia,134,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4056,Viriatuus,knight,nevia,128,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4057,Voldezak,master sorcerer,nevia,133,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4058,Vuvvex,royal paladin,nevia,139,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4059,Weemo,elite knight,nevia,128,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4060,Xenia,elite knight,nevia,127,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4061,Yebonacci,exalted monk,nevia,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4062,Ackyus,exalted monk,venebra,119,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4063,Almighty Zapa,master sorcerer,venebra,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4064,Ameamerr,master sorcerer,venebra,131,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4065,Arknesz,elite knight,venebra,131,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4066,Arnol Schwarz,elite knight,venebra,129,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4067,Axel Fooley,elite knight,venebra,132,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4068,Batiss Tattoo,master sorcerer,venebra,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4069,Bergek,elite knight,venebra,130,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4070,Bjornful Bernsz,elite knight,venebra,130,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4071,Cabeca Games,exalted monk,venebra,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4072,Cely,exalted monk,venebra,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4073,Ciemnyez,elite knight,venebra,137,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4074,Coelho Madeoc,royal paladin,venebra,136,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4075,Czar Eduuktz,elite knight,venebra,130,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4076,Dukesao,exalted monk,venebra,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4077,Dure Zela,master sorcerer,venebra,127,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4078,Dyex,elite knight,venebra,131,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4079,Evilnesz,royal paladin,venebra,136,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4080,Fistocina,exalted monk,venebra,112,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4081,Galego Tank,elite knight,venebra,125,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4082,Garbimxd,elite knight,venebra,134,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4083,Guigin Cansado,elite knight,venebra,134,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4084,Guizaum Poderoso,master sorcerer,venebra,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4085,Hulk Tacadordebolt,royal paladin,venebra,138,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4086,Hurlao Showtime,master sorcerer,venebra,129,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4087,Igor,elite knight,venebra,133,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4088,Iludas,master sorcerer,venebra,131,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4089,Iron Spikes,elite knight,venebra,130,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4090,Jazhi,royal paladin,venebra,135,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4091,Ken Dragonslayer,royal paladin,venebra,138,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4092,Khaldrax,elite knight,venebra,126,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4093,Khro Ny,royal paladin,venebra,136,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4094,Kshmiri,exalted monk,venebra,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4095,Kyru,master sorcerer,venebra,132,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4096,Loszt,master sorcerer,venebra,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4097,Mage Sunmi,master sorcerer,venebra,127,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4098,Manniusz,elite knight,venebra,128,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4099,Mary Ark,elite knight,venebra,133,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4100,Meendigao,elite knight,venebra,126,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4101,Miroslaw Brzechwa,elite knight,venebra,130,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4102,Monge Jonas,exalted monk,venebra,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4103,Monk King Beer,exalted monk,venebra,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4104,Musashi Tank,elite knight,venebra,138,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4105,Mystic Andarielx,master sorcerer,venebra,133,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4106,Naber Bera,elite knight,venebra,135,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4107,Nandoxdd,master sorcerer,venebra,133,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4108,Nero the Emperor,elite knight,venebra,133,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4109,Nicty Bad,master sorcerer,venebra,147,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4110,Nify,master sorcerer,venebra,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4111,Otapag,exalted monk,venebra,119,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4112,Othinows,master sorcerer,venebra,129,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4113,Puran Zim,elite knight,venebra,125,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4114,Ragg monk,exalted monk,venebra,112,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4115,Recollection,knight,venebra,128,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4116,Seju Primetime,master sorcerer,venebra,135,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4117,Spllaash,exalted monk,venebra,116,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4118,Toxones,elite knight,venebra,129,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4119,Unnamed Shadow,royal paladin,venebra,137,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4120,Valkann,master sorcerer,venebra,137,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4121,Vexh Pro,elite knight,venebra,132,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4122,Vizotoo,elite knight,venebra,129,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4123,Vraulin,master sorcerer,venebra,131,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4124,Wmammmmmmmm Mommk Wmommmmmmmm,exalted monk,venebra,115,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4125,Xaponga,elite knight,venebra,131,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4126,Ashtonn Kutcher,elite knight,tornabra,130,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4127,Aviner Prevails,elite knight,tornabra,130,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4128,Bellecz Deathfiszt,exalted monk,tornabra,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4129,Ek Leyann,elite knight,tornabra,127,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4130,Fisterine,exalted monk,tornabra,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4131,Izekk,exalted monk,tornabra,115,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4132,Kiinhazera,elite knight,tornabra,129,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4133,Leozinlovepeq,master sorcerer,tornabra,128,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4134,Ma tu,exalted monk,tornabra,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4135,Mausz,elite knight,tornabra,133,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4136,Modelindo,elite knight,tornabra,134,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4137,Mon Qreli,exalted monk,tornabra,120,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4138,Monge Teles,exalted monk,tornabra,113,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4139,Monk Yi,exalted monk,tornabra,126,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4140,Monkzinm,exalted monk,tornabra,116,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4141,Noelazo,elite knight,tornabra,131,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4142,Paquito Bloker,elite knight,tornabra,130,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4143,Pikorucho,royal paladin,tornabra,134,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4144,Riq,elite knight,tornabra,133,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4145,Rnewl,exalted monk,tornabra,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4146,Spetsz,elite knight,tornabra,131,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4147,Uchiha Dono Tornabra,master sorcerer,tornabra,134,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4148,Unly,exalted monk,tornabra,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4149,Agent Dziobak,exalted monk,xyla,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4150,Alexx Bonecrusher,elite knight,xyla,129,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4151,Anac Exaltado,exalted monk,xyla,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4152,Anlightus,elite knight,xyla,136,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4153,Azar Math,master sorcerer,xyla,136,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4154,Bardzo Dobry Emes,master sorcerer,xyla,127,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4155,Birhof,elite knight,xyla,125,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4156,Brappe,exalted monk,xyla,113,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4157,Bruce Lean,exalted monk,xyla,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4158,Buniek Patykarz,royal paladin,xyla,134,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4159,Chained Virtue,exalted monk,xyla,115,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4160,Cinon,exalted monk,xyla,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4161,Dasher Quendosiiim,exalted monk,xyla,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4162,Ditox,elite knight,xyla,125,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4163,Dzisiaj Bicek,exalted monk,xyla,118,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4164,Emi Lciu,elite knight,xyla,132,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4165,Firemen Kyle,elite knight,xyla,130,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4166,Fisterious,exalted monk,xyla,118,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4167,Flying Joahn,master sorcerer,xyla,132,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4168,Gariba,exalted monk,xyla,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4169,Gogrex,royal paladin,xyla,135,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4170,Gui Zao,elite knight,xyla,128,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4171,Gumiornh,master sorcerer,xyla,129,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4172,Its Perun,exalted monk,xyla,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4173,Jockeri,elite knight,xyla,130,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4174,Jouster,elite knight,xyla,127,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4175,Kabori,exalted monk,xyla,111,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4176,Laylina,master sorcerer,xyla,129,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4177,Lucas Werner,exalted monk,xyla,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4178,Magariiaa,elite knight,xyla,126,Club Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4179,Matemok,exalted monk,xyla,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4180,Mon Kee Biznes,exalted monk,xyla,112,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4181,Monk Igorek,exalted monk,xyla,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4182,Monke Kang Nshiet,exalted monk,xyla,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4183,Monkopoly,exalted monk,xyla,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4184,Pato Mnich,exalted monk,xyla,110,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4185,Paweel Ek,elite knight,xyla,131,Sword Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4186,Punch Cake,exalted monk,xyla,112,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4187,Remik Sorc,master sorcerer,xyla,134,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4188,Rest Monk,exalted monk,xyla,109,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4189,Safard,royal paladin,xyla,135,Distance Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4190,Sahiiro,master sorcerer,xyla,132,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4191,Skillmort,master sorcerer,xyla,134,Magic Level,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4192,Tomek Bloczy,elite knight,xyla,132,Axe Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
4193,Tomek Monkuje,exalted monk,xyla,115,Fist Fighting,2026-01-18 12:47:53.233983,2026-01-18,highscore_tibia_page,85e64e33-c68b-4170-9c5f-b57f191585d9
