Rank,Name,Vocation,World,Level,Points,Category
390,Milanice,Elite Knight,Ferobra,1045,"19,809",Charm Points
391,Apex Pierre,Royal Paladin,Epoca,1883,"19,804",Charm Points
392,Ezudux,Royal Paladin,Gentebra,2050,"19,799",Charm Points
392,Sayhttam,Master Sorcerer,Calmera,815,"19,799",Charm Points
394,Sir Knoxville Slayer,Elite Knight,Celesta,772,"19,784",Charm Points
395,Sath Harni,Elite Knight,Refugia,1025,"19,773",Charm Points
396,Fah Oli,Elder Druid,Gladera,1021,"19,764",Charm Points
396,Pro Feta,Master Sorcerer,Luminera,1303,"19,764",Charm Points
398,Mirunga,Elder Druid,Antica,1704,"19,755",Charm Points
399,Psiaapsia,Elite Knight,Peloria,1151,"19,749",Charm Points
400,Ram Dazs,Master Sorcerer,Monza,1305,"19,739",Charm Points
401,Dardar Zamoldimor,Royal Paladin,Celesta,985,"19,734",Charm Points
402,Feversleep,Royal Paladin,Refugia,1615,"19,724",Charm Points
403,Roglord,Elder Druid,Bona,1127,"19,718",Charm Points
404,Mallowana Ksiezniczka,Elite Knight,Celesta,1297,"19,715",Charm Points
405,Kareka on quelibra,Royal Paladin,Quelibra,859,"19,714",Charm Points
406,Suarelli,Elite Knight,Premia,1229,"19,710",Charm Points
407,Popular Lukinha,Elite Knight,Ustebra,783,"19,709",Charm Points
408,Ddtannk,Elite Knight,Yonabra,1580,"19,696",Charm Points
409,Robaz,Elder Druid,Secura,1381,"19,689",Charm Points
410,Huxy,Elite Knight,Secura,1262,"19,688",Charm Points
411,Jedzie Karetka,Elder Druid,Refugia,1076,"19,684",Charm Points
412,Tharum,Elite Knight,Celesta,1015,"19,664",Charm Points
413,Mage Barker,Druid,Quintera,1014,"19,659",Charm Points
413,Velix,Elite Knight,Calmera,1662,"19,659",Charm Points
415,Arcai,Master Sorcerer,Quidera,893,"19,649",Charm Points
415,Neverlucky Wills,Royal Paladin,Venebra,989,"19,649",Charm Points
417,Ralph Kurama,Elite Knight,Yonabra,1290,"19,639",Charm Points
418,Guardian'Henry,Elite Knight,Kalibra,1163,"19,629",Charm Points
418,Puchau,Royal Paladin,Karmeya,1571,"19,629",Charm Points
420,Horon Aoldas,Master Sorcerer,Vunira,1036,"19,624",Charm Points
421,Dictador Murder,Royal Paladin,Rasteibra,1444,"19,614",Charm Points
421,Halloiv,Elite Knight,Gentebra,1495,"19,614",Charm Points
423,Dergrom,Elite Knight,Secura,783,"19,609",Charm Points
424,Caiio Acalix,Elder Druid,Gentebra,1741,"19,605",Charm Points
425,Shva,Elite Knight,Pacera,1177,"19,604",Charm Points
426,Quis,Elite Knight,Premia,1166,"19,594",Charm Points
427,Offf Liiineee,Elite Knight,Wintera,767,"19,589",Charm Points
428,Legolas Archer,Royal Paladin,Astera,1312,"19,586",Charm Points
429,Osbourne Ozzy,Elite Knight,Celebra,1655,"19,585",Charm Points
430,Kayylicious,Elder Druid,Astera,1046,"19,584",Charm Points
430,Ultimate Blood,Elite Knight,Serdebra,816,"19,584",Charm Points
432,Veth Dampim,Elite Knight,Lobera,1030,"19,578",Charm Points
433,General Lubektron,Elite Knight,Issobra,1647,"19,572",Charm Points
434,Leko Fortaum,Elite Knight,Belobra,1328,"19,560",Charm Points
435,Almighty Tap Aut,Elite Knight,Quintera,970,"19,559",Charm Points
435,Lord Hutta,Elite Knight,Bona,1402,"19,559",Charm Points
437,Revauxzito,Master Sorcerer,Terribra,1016,"19,554",Charm Points
438,The Loko,Elder Druid,Blumera,1458,"19,549",Charm Points
439,Cieniaseq,Elder Druid,Refugia,931,"19,544",Charm Points
440,Beargunzio,Elite Knight,Zunera,1359,"19,529",Charm Points
440,Doktor Biceps,Elite Knight,Karmeya,1026,"19,529",Charm Points
440,Terapeuta Dusz,Elite Knight,Celesta,747,"19,529",Charm Points
443,Beczo,Elite Knight,Dia,1567,"19,524",Charm Points
444,Sakir Knight,Elite Knight,Pacera,1052,"19,519",Charm Points
445,Soundchaser Stormborn,Master Sorcerer,Antica,845,"19,513",Charm Points
446,Al Ziponny,Royal Paladin,Belobra,1818,"19,508",Charm Points
447,Lo ka,Royal Paladin,Celesta,1275,"19,504",Charm Points
448,Shufuku Seikatsu,Elder Druid,Karmeya,886,"19,484",Charm Points
448,Wybson,Elder Druid,Karmeya,842,"19,484",Charm Points
450,Xa Vas,Royal Paladin,Ustebra,1201,"19,479",Charm Points
451,Bjo,Master Sorcerer,Quelibra,1635,"19,474",Charm Points
452,Isair of Xel'Rash,Master Sorcerer,Harmonia,1219,"19,469",Charm Points
453,Ja co,Elite Knight,Refugia,2108,"19,460",Charm Points
454,Vituxo,Royal Paladin,Pacera,662,"19,449",Charm Points
455,Mush Kito,Royal Paladin,Kalibra,941,"19,439",Charm Points
456,Koyomi Oni Chan,Elite Knight,Secura,832,"19,435",Charm Points
457,Bula Xold,Royal Paladin,Celesta,1294,"19,434",Charm Points
458,Nikovka,Elder Druid,Secura,965,"19,414",Charm Points
459,Seaxneat,Elite Knight,Yonabra,928,"19,409",Charm Points
460,Vandm,Elite Knight,Belobra,1171,"19,389",Charm Points
461,Zoi Robacena,Royal Paladin,Ferobra,1208,"19,384",Charm Points
462,Izaur,Royal Paladin,Bona,898,"19,359",Charm Points
462,Rado of Elera,Elite Knight,Vunira,948,"19,359",Charm Points
464,Stuhtterzzin,Royal Paladin,Havera,1388,"19,351",Charm Points
465,Der Eda,Royal Paladin,Belobra,1864,"19,349",Charm Points
465,Szymcajs,Royal Paladin,Bona,998,"19,349",Charm Points
467,Divekio,Elite Knight,Luminera,1890,"19,347",Charm Points
468,Royal Denoft,Royal Paladin,Thyria,1205,"19,335",Charm Points
469,Cabelo Bawall,Royal Paladin,Ferobra,1451,"19,324",Charm Points
470,Le Fe,Elder Druid,Secura,1423,"19,320",Charm Points
471,Fan sworda,Elite Knight,Celesta,985,"19,319",Charm Points
471,Poderes Absurdos,Elite Knight,Collabra,1228,"19,319",Charm Points
473,Miyu Amaya,Elder Druid,Karmeya,1763,"19,308",Charm Points
474,Kuui,Elder Druid,Kalibra,1014,"19,304",Charm Points
474,Mehya,Royal Paladin,Dia,998,"19,304",Charm Points
476,Kenshiro Guts,Elite Knight,Inabra,1198,"19,279",Charm Points
477,Snexz,Elder Druid,Celebra,1139,"19,275",Charm Points
478,Bartanky,Elite Knight,Tornabra,1213,"19,274",Charm Points
479,Entelechia Iv,Elder Druid,Secura,1228,"19,263",Charm Points
480,Ichigo Dimmadome,Royal Paladin,Antica,1129,"19,259",Charm Points
480,Meepoww,Elite Knight,Serdebra,262,"19,259",Charm Points
480,Szary Stefan,Elite Knight,Celesta,923,"19,259",Charm Points
480,Talisis,Royal Paladin,Refugia,826,"19,259",Charm Points
484,Rowen,Elite Knight,Solidera,1750,"19,255",Charm Points
485,Fort Oak,Elite Knight,Ustebra,1420,"19,254",Charm Points
486,Viiniis,Elite Knight,Inabra,964,"19,249",Charm Points
487,Mirazo,Elite Knight,Yonabra,1398,"19,245",Charm Points
488,Mister Cego,Royal Paladin,Yonabra,1629,"19,243",Charm Points
489,Thall Kala,Elder Druid,Celesta,865,"19,234",Charm Points
490,Drunk Jim Lahey,Elite Knight,Bona,1150,"19,224",Charm Points
491,Shindeatomo,Royal Paladin,Xyla,843,"19,214",Charm Points
491,Undead Darklord,Royal Paladin,Celebra,1230,"19,214",Charm Points
493,Shidosz,Elder Druid,Yonabra,1454,"19,212",Charm Points
494,Dant Ivan,Elite Knight,Celesta,1061,"19,209",Charm Points
494,Lancellotz,Elite Knight,Descubra,1725,"19,209",Charm Points
496,Dragonidas,Master Sorcerer,Monza,1512,"19,204",Charm Points
496,Lady Bengals,Royal Paladin,Kalibra,854,"19,204",Charm Points
498,Fenomenalny Maciek,Elite Knight,Secura,1032,"19,174",Charm Points
499,Lee kun,Elder Druid,Pacera,901,"19,170",Charm Points
500,Istripulia,Royal Paladin,Quelibra,1219,"19,164",Charm Points
500,Mente Brilhante,Royal Paladin,Gentebra,889,"19,164",Charm Points
500,Nocaute Fuipra Lona,Master Sorcerer,Jadebra,941,"19,164",Charm Points
500,On Urb,Royal Paladin,Gentebra,961,"19,164",Charm Points
504,Prowaters,Elite Knight,Thyria,828,"19,154",Charm Points
505,Chimolina,Elder Druid,Harmonia,1156,"19,149",Charm Points
506,Kwiryn,Master Sorcerer,Secura,1877,"19,145",Charm Points
507,Dragon Draeno,Elite Knight,Kalibra,1150,"19,139",Charm Points
508,Cubbii,Royal Paladin,Celesta,1457,"19,125",Charm Points
509,Amazing Paladino,Royal Paladin,Gentebra,1341,"19,124",Charm Points
509,Eckows,Royal Paladin,Yonabra,1812,"19,124",Charm Points
511,Doktor Magik,Master Sorcerer,Dia,1114,"19,118",Charm Points
512,Keirissa,Elite Knight,Secura,1213,"19,094",Charm Points
513,Elder Reno,Elder Druid,Celesta,2490,"19,091",Charm Points
514,Nydo Vampire,Master Sorcerer,Secura,1037,"19,089",Charm Points
515,Psyko Punkrocker,Royal Paladin,Secura,1599,"19,085",Charm Points
516,Kofishow,Elite Knight,Yonabra,1048,"19,084",Charm Points
516,Take the Juicer,Elite Knight,Kalanta,1136,"19,084",Charm Points
518,Obiekt Leczacy,Elder Druid,Secura,1033,"19,075",Charm Points
519,Mailee Chan,Elite Knight,Pacera,1078,"19,068",Charm Points
520,Opanowany Paladynek,Royal Paladin,Nevia,864,"19,064",Charm Points
520,Smockerr,Elite Knight,Ourobra,1115,"19,064",Charm Points
522,Saiudinho,Elder Druid,Gentebra,1213,"19,059",Charm Points
523,Star Shriondo,Elite Knight,Thyria,1077,"19,053",Charm Points
524,Hell Shakao,Elite Knight,Yonabra,732,"19,049",Charm Points
524,Nupzo,Elite Knight,Peloria,855,"19,049",Charm Points
526,Alosirb Nosduh,Elder Druid,Yovera,973,"19,039",Charm Points
526,Atere Sillio,Royal Paladin,Secura,1052,"19,039",Charm Points
526,Green Peep,Knight,Harmonia,856,"19,039",Charm Points
529,Lord Tenchi,Elite Knight,Kalibra,1166,"19,034",Charm Points
530,Bruno is Back,Elite Knight,Ferobra,1382,"19,030",Charm Points
531,Unknown Pe Drao,Elite Knight,Rasteibra,983,"19,019",Charm Points
532,Sir-Schaf,Master Sorcerer,Peloria,914,"19,018",Charm Points
533,Heller Strahl,Royal Paladin,Yovera,870,"19,014",Charm Points
534,Zig on Fire,Master Sorcerer,Gentebra,1510,"19,009",Charm Points
535,Kultury,Royal Paladin,Refugia,1554,"19,005",Charm Points
535,Mcdiigao,Elite Knight,Belobra,1581,"19,005",Charm Points
537,Paladino Monte,Royal Paladin,Gentebra,1622,"18,999",Charm Points
538,Nephian Femi,Royal Paladin,Bona,776,"18,979",Charm Points
539,Kalambres,Elite Knight,Calmera,1091,"18,977",Charm Points
540,Agust Ironman,Elder Druid,Collabra,714,"18,974",Charm Points
541,Michael Devil,Elite Knight,Harmonia,1028,"18,964",Charm Points
542,Dunmon Stark,Elite Knight,Wintera,1101,"18,959",Charm Points
543,Demorrton,Elite Knight,Harmonia,1458,"18,953",Charm Points
544,Yukimin,Royal Paladin,Celesta,1030,"18,939",Charm Points
545,Rydannn,Royal Paladin,Yovera,1087,"18,938",Charm Points
546,Sidhe Silverblade,Elite Knight,Calmera,728,"18,934",Charm Points
547,Tiroz,Elite Knight,Gentebra,885,"18,924",Charm Points
548,Tale Rion,Royal Paladin,Nefera,1734,"18,917",Charm Points
549,Smoker,Royal Paladin,Serdebra,1730,"18,915",Charm Points
550,Mareckinho,Elite Knight,Karmeya,876,"18,914",Charm Points
551,Mizri,Elder Druid,Refugia,996,"18,910",Charm Points
552,Shorekeeper,Master Sorcerer,Yonabra,1115,"18,909",Charm Points
553,Taldo Gordo,Elite Knight,Ombra,1511,"18,905",Charm Points
554,Alllien,Elite Knight,Ourobra,1180,"18,899",Charm Points
555,Tiolla,Master Sorcerer,Ombra,1315,"18,893",Charm Points
556,Elrvern,Master Sorcerer,Refugia,886,"18,889",Charm Points
557,Wakynzs,Royal Paladin,Celesta,1635,"18,879",Charm Points
558,Don Ginepo,Master Sorcerer,Talera,1021,"18,865",Charm Points
559,Lauaviin,Royal Paladin,Premia,900,"18,858",Charm Points
560,Lexis Blight,Elite Knight,Zuna,1035,"18,839",Charm Points
561,Rimen do Cerrado,Elder Druid,Gentebra,863,"18,835",Charm Points
562,Berisvaudinho,Elite Knight,Premia,1161,"18,834",Charm Points
563,Habibit,Master Sorcerer,Lobera,1260,"18,818",Charm Points
564,Vini Original,Elder Druid,Quelibra,1054,"18,801",Charm Points
565,Icy Axe,Elite Knight,Harmonia,1083,"18,795",Charm Points
566,Bea Charlover Aca,Royal Paladin,Vunira,1339,"18,784",Charm Points
566,Sushaa,Master Sorcerer,Descubra,1178,"18,784",Charm Points
568,Bolk,Master Sorcerer,Antica,1480,"18,781",Charm Points
569,Pangping,Royal Paladin,Karmeya,1419,"18,779",Charm Points
570,John the Developer,Elite Knight,Kalibra,1252,"18,774",Charm Points
570,Mystic Glance,Elder Druid,Vunira,1217,"18,774",Charm Points
572,Daverlito,Royal Paladin,Bona,1838,"18,772",Charm Points
573,Norkulik,Royal Paladin,Celesta,963,"18,760",Charm Points
574,Lethal Griphus,Elite Knight,Refugia,758,"18,759",Charm Points
575,Mrugsen,Elder Druid,Refugia,1312,"18,754",Charm Points
576,Krisu,Royal Paladin,Xyla,1701,"18,743",Charm Points
577,Cygi los panczos,Master Sorcerer,Antica,1369,"18,733",Charm Points
578,Internal Gogeta,Elite Knight,Quelibra,1080,"18,724",Charm Points
579,Angel Migorami,Elder Druid,Refugia,1074,"18,723",Charm Points
580,Napol Degas,Elite Knight,Nefera,982,"18,709",Charm Points
581,King Coraja,Royal Paladin,Yonabra,1537,"18,694",Charm Points
582,Darkz Leo,Master Sorcerer,Gentebra,1901,"18,692",Charm Points
583,Boybarian,Elite Knight,Firmera,903,"18,689",Charm Points
583,Edgar De'Furious,Elite Knight,Gentebra,732,"18,689",Charm Points
585,Eiitah,Elder Druid,Yonabra,1397,"18,687",Charm Points
586,Mentzerlyn,Royal Paladin,Ferobra,880,"18,684",Charm Points
587,Talyssah,Elite Knight,Ustebra,765,"18,683",Charm Points
588,Maggical,Master Sorcerer,Monstera,1539,"18,680",Charm Points
589,Running Terror,Royal Paladin,Secura,739,"18,679",Charm Points
589,Yako Mage,Elder Druid,Jadebra,1155,"18,679",Charm Points
591,Amra Mana,Elite Knight,Havera,1076,"18,674",Charm Points
592,Arung,Royal Paladin,Ustebra,1266,"18,671",Charm Points
593,Toksyczny Tafalafel,Druid,Karmeya,1029,"18,666",Charm Points
594,Gabrielito,Elite Knight,Nefera,1606,"18,644",Charm Points
595,Killz,Master Sorcerer,Lobera,1319,"18,635",Charm Points
596,Edi Palll,Royal Paladin,Nevia,1096,"18,633",Charm Points
597,Vonshu,Elite Knight,Harmonia,1605,"18,632",Charm Points
598,Nyge,Elite Knight,Antica,1647,"18,630",Charm Points
599,Njorn,Master Sorcerer,Yonabra,1789,"18,628",Charm Points
600,Pancada Desbalanceada,Elite Knight,Serdebra,1258,"18,620",Charm Points
601,Kluchozaurr,Elder Druid,Karmeya,828,"18,614",Charm Points
601,Leifmaa,Master Sorcerer,Peloria,871,"18,614",Charm Points
603,Andrewdiggy,Royal Paladin,Gladera,818,"18,609",Charm Points
604,Stachu Rski,Elder Druid,Bona,1236,"18,605",Charm Points
605,Tawryel,Royal Paladin,Pacera,904,"18,595",Charm Points
606,Andrewsek,Elite Knight,Nefera,1195,"18,589",Charm Points
607,Ivene,Royal Paladin,Celesta,2077,"18,580",Charm Points
608,Propaganda Wuurzel,Elite Knight,Harmonia,1496,"18,566",Charm Points
609,Czterolistny Pajak,Elite Knight,Refugia,1166,"18,564",Charm Points
609,Mistermorland,Royal Paladin,Firmera,1294,"18,564",Charm Points
609,Trudama Lian,Royal Paladin,Wintera,895,"18,564",Charm Points
612,Only Hans,Elder Druid,Nevia,1376,"18,549",Charm Points
612,Ravenovsky,Royal Paladin,Secura,882,"18,549",Charm Points
612,Tsu Tsu,Elite Knight,Secura,442,"18,549",Charm Points
615,Metal Eternity,Elder Druid,Astera,1265,"18,545",Charm Points
616,Hadexo,Master Sorcerer,Nevia,1115,"18,538",Charm Points
617,Eternal Dipa,Master Sorcerer,Wintera,850,"18,534",Charm Points
618,Slim Blejdi,Royal Paladin,Kalanta,1056,"18,524",Charm Points
619,Chinese Fighting,Elder Druid,Lobera,1266,"18,509",Charm Points
620,Kratones,Elite Knight,Inabra,975,"18,499",Charm Points
621,Sekhmeit,Elder Druid,Premia,1015,"18,494",Charm Points
622,Dyloslawer,Royal Paladin,Pacera,752,"18,489",Charm Points
623,Boski Archmage,Master Sorcerer,Secura,1944,"18,488",Charm Points
624,Cloud Valek,Royal Paladin,Harmonia,1686,"18,485",Charm Points
625,Cornus Mass,Royal Paladin,Monza,770,"18,484",Charm Points
626,Ragha Healer,Elder Druid,Kalibra,2010,"18,477",Charm Points
627,Luiz Netto,Elder Druid,Issobra,1155,"18,475",Charm Points
628,Andrea Juszczyk,Sorcerer,Lobera,987,"18,474",Charm Points
628,Argamiim,Elite Knight,Yonabra,1315,"18,474",Charm Points
630,Necro Dragonheart,Elite Knight,Lobera,1616,"18,449",Charm Points
631,Ekforsale,Elite Knight,Quelibra,1769,"18,447",Charm Points
632,Dark Blood Of Honera,Master Sorcerer,Nefera,1417,"18,444",Charm Points
632,Extdream,Royal Paladin,Refugia,1254,"18,444",Charm Points
634,Pedro ousado,Elite Knight,Serdebra,1005,"18,439",Charm Points
635,Altron Lijawyn,Elite Knight,Astera,1492,"18,434",Charm Points
635,Nrwing,Elite Knight,Antica,866,"18,434",Charm Points
637,Enjoys,Master Sorcerer,Monstera,911,"18,425",Charm Points
637,Heyz zerp,Royal Paladin,Inabra,1991,"18,425",Charm Points
639,Centusik,Royal Paladin,Celesta,970,"18,419",Charm Points
640,Ruzx,Elder Druid,Luminera,1135,"18,415",Charm Points
641,Shukran Ya,Royal Paladin,Ferobra,1169,"18,414",Charm Points
642,Sa to,Royal Paladin,Astera,1322,"18,405",Charm Points
643,Mi to,Elite Knight,Astera,888,"18,404",Charm Points
643,Tiger Backwoods,Master Sorcerer,Quidera,1100,"18,404",Charm Points
645,Bocian Damora,Master Sorcerer,Karmeya,1560,"18,398",Charm Points
646,Tejows Corporation,Elite Knight,Issobra,1889,"18,390",Charm Points
647,Bielzinxd,Master Sorcerer,Nefera,1716,"18,388",Charm Points
648,Estolios,Elder Druid,Vunira,819,"18,384",Charm Points
649,King Activist,Elite Knight,Quidera,920,"18,379",Charm Points
650,Tchaaa,Elder Druid,Gentebra,1948,"18,376",Charm Points
651,Susi Tardis,Master Sorcerer,Collabra,999,"18,374",Charm Points
652,Brighid Grand Explorateur,Elite Knight,Yonabra,891,"18,364",Charm Points
653,Lutador de Mace,Elite Knight,Gentebra,1998,"18,363",Charm Points
654,Dragon Sheik,Elite Knight,Secura,1021,"18,348",Charm Points
655,Mistic Vini,Master Sorcerer,Gentebra,1241,"18,341",Charm Points
656,Kennis,Elite Knight,Peloria,757,"18,339",Charm Points
657,Reed Ian,Elite Knight,Dia,1205,"18,336",Charm Points
658,Akkrilus,Royal Paladin,Celesta,963,"18,328",Charm Points
659,Princeps in Gladio,Elite Knight,Nevia,1117,"18,324",Charm Points
660,Maumau Paz,Master Sorcerer,Astera,835,"18,314",Charm Points
661,Vomolu,Elite Knight,Celebra,2093,"18,310",Charm Points
662,Darksign,Royal Paladin,Belobra,1685,"18,299",Charm Points
662,Princess Meerida,Elite Knight,Venebra,710,"18,299",Charm Points
662,Zecrocz Sword,Elite Knight,Yonabra,1307,"18,299",Charm Points
665,Callmepana,Elite Knight,Quintera,987,"18,294",Charm Points
666,Liro Liro,Royal Paladin,Collabra,1042,"18,289",Charm Points
666,No Deal,Elder Druid,Ombra,490,"18,289",Charm Points
668,Megimus Elder,Master Sorcerer,Pacera,813,"18,284",Charm Points
668,Royal Tarmus,Royal Paladin,Nevia,710,"18,284",Charm Points
670,Icuu,Elder Druid,Ombra,1009,"18,282",Charm Points
671,Niirsu,Elite Knight,Ustebra,1307,"18,275",Charm Points
672,Wikadny,Master Sorcerer,Secura,1005,"18,254",Charm Points
673,Krayvus,Elite Knight,Menera,1328,"18,249",Charm Points
674,Drasski,Royal Paladin,Secura,1544,"18,240",Charm Points
675,Kod Zapp,Elite Knight,Thyria,954,"18,235",Charm Points
676,Gaby Astim,Elder Druid,Yonabra,1319,"18,234",Charm Points
676,Quro,Elder Druid,Belobra,908,"18,234",Charm Points
678,Pizza Party,Elder Druid,Gladera,1573,"18,231",Charm Points
679,Ezommmmmm Maammmmmm Kuammmmmm,Royal Paladin,Nevia,1847,"18,225",Charm Points
680,Teru Batefofo,Knight,Gentebra,1038,"18,224",Charm Points
681,Genezyzz,Elder Druid,Gentebra,1261,"18,208",Charm Points
682,Soiji,Elite Knight,Inabra,2080,"18,207",Charm Points
683,Jaffrez Knight,Elite Knight,Celebra,1122,"18,204",Charm Points
683,Kate Walker,Elite Knight,Nevia,1305,"18,204",Charm Points
683,Mnichau,Exalted Monk,Secura,934,"18,204",Charm Points
686,Myrc Colera Dragao,Elite Knight,Celebra,1072,"18,194",Charm Points
687,Ryou Bakura,Elite Knight,Wintera,736,"18,184",Charm Points
688,Trolloc,Elite Knight,Astera,918,"18,174",Charm Points
689,Finckz,Royal Paladin,Yovera,1255,"18,169",Charm Points
690,Yvnaxnivyx,Knight,Xyla,1071,"18,150",Charm Points
691,Bella Ragazza,Elder Druid,Secura,1275,"18,149",Charm Points
692,Mitmachina,Royal Paladin,Celesta,1784,"18,139",Charm Points
692,Rift Mercenary,Elite Knight,Nefera,966,"18,139",Charm Points
694,Nerala,Elite Knight,Secura,882,"18,099",Charm Points
695,Veroodie,Royal Paladin,Karmeya,817,"18,084",Charm Points
696,Sutileza,Elite Knight,Serdebra,1015,"18,074",Charm Points
696,Zelioh,Elite Knight,Blumera,985,"18,074",Charm Points
698,Mazoskt,Master Sorcerer,Descubra,1574,"18,071",Charm Points
699,Atia Viejo,Master Sorcerer,Menera,1394,"18,070",Charm Points
700,Tavinho Tanker,Elite Knight,Ombra,940,"18,069",Charm Points
701,Archangel Bonetto,Elite Knight,Gentebra,1049,"18,064",Charm Points
702,Mysophobia,Master Sorcerer,Refugia,1327,"18,060",Charm Points
703,Argedia,Elder Druid,Harmonia,841,"18,049",Charm Points
703,Criash,Elite Knight,Calmera,933,"18,049",Charm Points
705,Leidy Shay,Royal Paladin,Astera,937,"18,039",Charm Points
706,Evil Ruan,Master Sorcerer,Collabra,1939,"18,035",Charm Points
707,Torkel Ironman,Elite Knight,Issobra,756,"18,033",Charm Points
708,Swain Smurf,Royal Paladin,Yovera,851,"18,014",Charm Points
709,Luthien Frostmourne,Elite Knight,Vunira,1024,"18,013",Charm Points
710,Rin from Benja,Master Sorcerer,Secura,717,"18,009",Charm Points
711,Mirakinus Obied,Royal Paladin,Peloria,777,"18,008",Charm Points
712,Rokkye,Exalted Monk,Gentebra,840,"17,994",Charm Points
713,Zheng Bonny,Elite Knight,Ustebra,1219,"17,993",Charm Points
714,Currak,Royal Paladin,Bona,766,"17,984",Charm Points
715,Szybki Magownik,Master Sorcerer,Karmeya,1443,"17,978",Charm Points
716,Elaion Fyod,Elder Druid,Refugia,1072,"17,959",Charm Points
717,Menczolek,Elite Knight,Antica,895,"17,949",Charm Points
718,Sirafu,Royal Paladin,Thyria,877,"17,944",Charm Points
719,Racunii,Royal Paladin,Venebra,944,"17,941",Charm Points
720,Alfadur Druid,Elder Druid,Yonabra,872,"17,939",Charm Points
720,Raaro,Master Sorcerer,Ustebra,1695,"17,939",Charm Points
722,Damaco Tanus,Knight,Celebra,635,"17,934",Charm Points
723,Belintina,Master Sorcerer,Refugia,1639,"17,932",Charm Points
724,Lucy van Peltz,Elder Druid,Xyla,1281,"17,928",Charm Points
725,Kyoko Hero,Royal Paladin,Ourobra,742,"17,924",Charm Points
726,Gesiian,Elite Knight,Kalibra,1757,"17,920",Charm Points
727,Pomer,Elite Knight,Secura,1005,"17,914",Charm Points
728,Czesieek,Master Sorcerer,Celesta,1174,"17,912",Charm Points
729,Toxino,Elite Knight,Talera,1070,"17,910",Charm Points
730,Fouls Souls,Elite Knight,Pacera,940,"17,909",Charm Points
731,Yamaanek,Elder Druid,Monza,2088,"17,908",Charm Points
732,Remek Ajan,Elite Knight,Peloria,1618,"17,894",Charm Points
732,Seco Reborn,Elite Knight,Astera,984,"17,894",Charm Points
734,Ploft Pluft,Elder Druid,Celebra,1436,"17,893",Charm Points
735,Gznho,Royal Paladin,Yonabra,988,"17,889",Charm Points
735,Plemienny Wojownik,Elite Knight,Secura,880,"17,889",Charm Points
737,Jinbesan,Master Sorcerer,Dia,876,"17,884",Charm Points
738,Loth Back,Elder Druid,Collabra,1432,"17,883",Charm Points
739,Headshot Qazq,Elite Knight,Monstera,1259,"17,864",Charm Points
740,Blackfang,Royal Paladin,Jadebra,814,"17,859",Charm Points
740,Gaafe,Master Sorcerer,Wintera,885,"17,859",Charm Points
742,Agatah,Royal Paladin,Belobra,1877,"17,858",Charm Points
743,Fiftyone Degrees Nord,Elite Knight,Premia,1188,"17,854",Charm Points
744,Allama,Elder Druid,Refugia,1082,"17,853",Charm Points
745,Piolho De Gabine,Elite Knight,Jadebra,1348,"17,844",Charm Points
746,Re Raion,Elite Knight,Nevia,1003,"17,843",Charm Points
747,Cometa Valius,Elite Knight,Firmera,765,"17,834",Charm Points
747,Fastshot,Royal Paladin,Refugia,2083,"17,834",Charm Points
749,Durak Bloodblade,Elite Knight,Ourobra,1379,"17,822",Charm Points
750,Minirka,Royal Paladin,Thyria,1239,"17,817",Charm Points
750,Priceless Sheepiish,Elder Druid,Eclipta,963,"17,817",Charm Points
752,Kafy,Elite Knight,Secura,1423,"17,814",Charm Points
753,Distancehunter,Royal Paladin,Antica,638,"17,809",Charm Points
753,Drargoe,Royal Paladin,Calmera,1346,"17,809",Charm Points
753,Lipssky,Elite Knight,Refugia,1782,"17,809",Charm Points
756,Garbimxd,Elite Knight,Venebra,1683,"17,805",Charm Points
757,The Grimfire,Royal Paladin,Nefera,1455,"17,804",Charm Points
758,Gamy,Elder Druid,Premia,1044,"17,799",Charm Points
759,Ravor Morxis,Royal Paladin,Vunira,794,"17,789",Charm Points
760,Buffy Kion,Royal Paladin,Gentebra,728,"17,784",Charm Points
760,White hair,Master Sorcerer,Refugia,800,"17,784",Charm Points
762,Muhannad,Royal Paladin,Celesta,1271,"17,769",Charm Points
763,Sioyou Later,Elder Druid,Blumera,1737,"17,762",Charm Points
764,Tasso Aligenigina Alussinado,Elder Druid,Belobra,670,"17,759",Charm Points
765,Janczas,Elder Druid,Secura,1322,"17,753",Charm Points
766,Venoox,Royal Paladin,Celesta,2307,"17,750",Charm Points
767,Polarek,Elder Druid,Secura,864,"17,749",Charm Points
768,Sorrizzos,Elite Knight,Descubra,1705,"17,744",Charm Points
769,Krueger,Elite Knight,Kalibra,1453,"17,743",Charm Points
770,Querlanticket,Royal Paladin,Secura,578,"17,734",Charm Points
771,Nott Primetime,Royal Paladin,Descubra,2171,"17,730",Charm Points
772,Player Oblivion,Elder Druid,Inabra,1474,"17,727",Charm Points
773,Caarolai,Royal Paladin,Karmeya,1136,"17,724",Charm Points
773,Infernalus,Master Sorcerer,Monza,192,"17,724",Charm Points
775,Harry White,Elder Druid,Zuna,1240,"17,719",Charm Points
776,Sick Paladin,Royal Paladin,Thyria,1331,"17,717",Charm Points
777,Nutri Jogandosolo,Elite Knight,Ourobra,820,"17,714",Charm Points
778,Charvalo,Royal Paladin,Gentebra,1515,"17,711",Charm Points
779,Hith Mape,Royal Paladin,Secura,1117,"17,709",Charm Points
