,rank,name,world,vocation,level,experience,world_type,updated_at
8493,8494,Xaldator,celesta,master sorcerer,963,14827086018,Optional PvP,2026-01-20 22:59:57.042544
8494,8495,Trillix,antica,master sorcerer,963,14815259473,Open PvP,2026-01-20 22:59:57.042544
8495,8496,Akyria,yonabra,master sorcerer,963,14803561737,Optional PvP,2026-01-20 22:59:57.042544
8496,8497,Sir Splinder,solidera,master sorcerer,962,14750120488,Open PvP,2026-01-20 22:59:57.042544
8497,8498,Traaxmax,solidera,sorcerer,962,14761387935,Open PvP,2026-01-20 22:59:57.042544
8498,8499,Serus Kara,secura,master sorcerer,962,14769769962,Optional PvP,2026-01-20 22:59:57.042544
8499,8500,Hirai Itachi,ferobra,master sorcerer,962,14782389287,Open PvP,2026-01-20 22:59:57.042544
8500,8501,Lord Guaripi,ferobra,master sorcerer,962,14763678686,Open PvP,2026-01-20 22:59:57.042544
8501,8502,Morisu,zunera,royal paladin,962,14760823662,Hardcore PvP,2026-01-20 22:59:57.042544
8502,8503,Trousd,peloria,master sorcerer,962,14783678880,Open PvP,2026-01-20 22:59:57.042544
8503,8504,Skillterzao,terribra,royal paladin,962,14760599130,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8504,8505,Magohzin,pacera,master sorcerer,962,14784283534,Optional PvP,2026-01-20 22:59:57.042544
8505,8506,Balditoz Toys,quintera,master sorcerer,962,14784689803,Open PvP,2026-01-20 22:59:57.042544
8506,8507,Dure Zela,venebra,master sorcerer,961,14735556201,Optional PvP,2026-01-20 22:59:57.042544
8507,8508,Compa Chinito,xymera,master sorcerer,961,14718837214,Open PvP,2026-01-20 22:59:57.042544
8508,8509,Brotherz Inhigh,quintera,master sorcerer,961,14737332686,Open PvP,2026-01-20 22:59:57.042544
8509,8510,Brownite,kalibra,master sorcerer,961,14714450865,Optional PvP,2026-01-20 22:59:57.042544
8510,8511,Artikuz,belobra,master sorcerer,961,14708178792,Optional PvP,2026-01-20 22:59:57.042544
8511,8512,Saick,serdebra,master sorcerer,961,14709998955,Open PvP,2026-01-20 22:59:57.042544
8512,8513,Elder Magicmessy,xyla,sorcerer,961,14712944463,Open PvP,2026-01-20 22:59:57.042544
8513,8514,Albi Balbi,vunira,master sorcerer,960,14697565888,Open PvP,2026-01-20 22:59:57.042544
8514,8515,Kiing Slayzer,blumera,master sorcerer,960,14672862199,Optional PvP,2026-01-20 22:59:57.042544
8515,8516,Bobanomes,kalanta,master sorcerer,960,14672965757,Optional PvP,2026-01-20 22:59:57.042544
8516,8517,Cachorro do Shadow,terribra,elder druid,960,14674364593,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8517,8518,Mad Mila,antica,master sorcerer,960,14680241870,Open PvP,2026-01-20 22:59:57.042544
8518,8519,Flay Zera,pacera,master sorcerer,960,14654184196,Optional PvP,2026-01-20 22:59:57.042544
8519,8520,Nnera,yonabra,master sorcerer,960,14671779229,Optional PvP,2026-01-20 22:59:57.042544
8520,8521,Daddie Octuous,thyria,master sorcerer,959,14628489971,Open PvP,2026-01-20 22:59:57.042544
8521,8522,Defekt Muzgo,epoca,elite knight,959,14617385149,Retro Open PvP,2026-01-20 22:59:57.042544
8522,8523,Crowley Dadii,ferobra,master sorcerer,958,14593397683,Open PvP,2026-01-20 22:59:57.042544
8523,8524,Daanedero,eclipta,royal paladin,958,14600331947,Retro Open PvP,2026-01-20 22:59:57.042544
8524,8525,Puner,ustebra,master sorcerer,958,14570497283,Optional PvP,2026-01-20 22:59:57.042544
8525,8526,Kasey Rose,solidera,master sorcerer,957,14561762304,Open PvP,2026-01-20 22:59:57.042544
8526,8527,Lahesaru,lutabra,master sorcerer,957,14560458606,Retro Open PvP,2026-01-20 22:59:57.042544
8527,8528,Imbakid,monza,master sorcerer,957,14523491833,Optional PvP,2026-01-20 22:59:57.042544
8528,8529,Etrunia,secura,master sorcerer,957,14526001283,Optional PvP,2026-01-20 22:59:57.042544
8529,8530,Lady Iselii,harmonia,master sorcerer,957,14528276969,Optional PvP,2026-01-20 22:59:57.042544
8530,8531,Roma do Guetto,serdebra,master sorcerer,957,14520135744,Open PvP,2026-01-20 22:59:57.042544
8531,8532,Nocaute Fuipra Lona,jadebra,master sorcerer,957,14548614695,Open PvP,2026-01-20 22:59:57.042544
8532,8533,Murillao Waguinho Semgb,quelibra,master sorcerer,957,14525088215,Open PvP,2026-01-20 22:59:57.042544
8533,8534,Illegitimate,blumera,master sorcerer,956,14480378431,Optional PvP,2026-01-20 22:59:57.042544
8534,8535,Rika honey,calmera,master sorcerer,956,14508568553,Optional PvP,2026-01-20 22:59:57.042544
8535,8536,Olorynn,kalibra,master sorcerer,956,14482772880,Optional PvP,2026-01-20 22:59:57.042544
8536,8537,Tito Garci,vunira,master sorcerer,955,14427460329,Open PvP,2026-01-20 22:59:57.042544
8537,8538,Pattanou,inabra,master sorcerer,954,14380204404,Open PvP,2026-01-20 22:59:57.042544
8538,8539,Trevligtbradag,eclipta,royal paladin,954,14399204968,Retro Open PvP,2026-01-20 22:59:57.042544
8539,8540,Dravoz,talera,master sorcerer,953,14345105556,Open PvP,2026-01-20 22:59:57.042544
8540,8541,Jarocho mage,quidera,master sorcerer,953,14350650364,Open PvP,2026-01-20 22:59:57.042544
8541,8542,Ron Attack,quidera,master sorcerer,953,14345089475,Open PvP,2026-01-20 22:59:57.042544
8542,8543,Snoffie Czarodziej,quintera,master sorcerer,953,14342882964,Open PvP,2026-01-20 22:59:57.042544
8543,8544,Sekc,wintera,master sorcerer,953,14351475746,Open PvP,2026-01-20 22:59:57.042544
8544,8545,Koneser Czarnej Magii,antica,master sorcerer,953,14346227562,Open PvP,2026-01-20 22:59:57.042544
8545,8546,Todboa,serdebra,master sorcerer,953,14377241697,Open PvP,2026-01-20 22:59:57.042544
8546,8547,Almighty Punch,quintera,exalted monk,953,14357224634,Open PvP,2026-01-20 22:59:57.042544
8547,8548,Jiujitsu Jinx,epoca,royal paladin,953,14342486288,Retro Open PvP,2026-01-20 22:59:57.042544
8548,8549,Yachi Sorc,ferobra,master sorcerer,952,14294726977,Open PvP,2026-01-20 22:59:57.042544
8549,8550,Bollzocko,firmera,elite knight,952,14312018309,Retro Open PvP,2026-01-20 22:59:57.042544
8550,8551,Rorther Lindo,quelibra,master sorcerer,952,14334152705,Open PvP,2026-01-20 22:59:57.042544
8551,8552,Yung Sterydziarz,lobera,master sorcerer,951,14274950043,Open PvP,2026-01-20 22:59:57.042544
8552,8553,Tosse The Cachorro,tornabra,master sorcerer,951,14270473763,Open PvP,2026-01-20 22:59:57.042544
8553,8554,Girininn,terribra,royal paladin,951,14247052224,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8554,8555,Bonecco,firmera,master sorcerer,951,14244748267,Retro Open PvP,2026-01-20 22:59:57.042544
8555,8556,Lokong,yovera,exalted monk,951,14264987171,Optional PvP,2026-01-20 22:59:57.042544
8556,8557,Drakenmere,retalia,elite knight,951,14285341405,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8557,8558,Marlinm,terribra,elite knight,951,14269629626,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8558,8559,Psyco Estraga Velorio,ourobra,master sorcerer,951,14247155229,Open PvP,2026-01-20 22:59:57.042544
8559,8560,Terrour Eduuardo,ignitera,master sorcerer,950,14205751640,Open PvP,2026-01-20 22:59:57.042544
8560,8561,Stingz,lobera,master sorcerer,950,14205284175,Open PvP,2026-01-20 22:59:57.042544
8561,8562,Kuurd Corporation,terribra,royal paladin,950,14230893001,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8562,8563,Anciolka Incognito,premia,master sorcerer,950,14243029781,Open PvP,2026-01-20 22:59:57.042544
8563,8564,Mandatory Namechengeee,monstera,master sorcerer,950,14221946652,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8564,8565,Neburuss Juani,sombra,royal paladin,950,14235192502,Retro Open PvP,2026-01-20 22:59:57.042544
8565,8566,Monk Dudu,rasteibra,exalted monk,949,14170365146,Open PvP,2026-01-20 22:59:57.042544
8566,8567,Abeek Big,antica,master sorcerer,949,14164471237,Open PvP,2026-01-20 22:59:57.042544
8567,8568,Pumota,zunera,elder druid,948,14128502425,Hardcore PvP,2026-01-20 22:59:57.042544
8568,8569,Demonic Lilith,xyla,master sorcerer,948,14153206790,Open PvP,2026-01-20 22:59:57.042544
8569,8570,Rezenhaa,antica,master sorcerer,948,14129252230,Open PvP,2026-01-20 22:59:57.042544
8570,8571,Mandatoryz Namechangezzy,monstera,master sorcerer,948,14112345722,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8571,8572,Nicowl,epoca,knight,948,14142002768,Retro Open PvP,2026-01-20 22:59:57.042544
8572,8573,Jiraya Zaint,wintera,master sorcerer,947,14097750520,Open PvP,2026-01-20 22:59:57.042544
8573,8574,Critical Enforced,eclipta,sorcerer,947,14084223772,Retro Open PvP,2026-01-20 22:59:57.042544
8574,8575,Todos Mueren,premia,master sorcerer,947,14070258554,Open PvP,2026-01-20 22:59:57.042544
8575,8576,Dezguerra ex mulherengo,unebra,master sorcerer,947,14065279735,Open PvP,2026-01-20 22:59:57.042544
8576,8577,Solzinha Agressiva,serdebra,master sorcerer,947,14089266615,Open PvP,2026-01-20 22:59:57.042544
8577,8578,Willowkan,serdebra,master sorcerer,947,14097848241,Open PvP,2026-01-20 22:59:57.042544
8578,8579,Cobra Tobbe,epoca,elite knight,947,14101996719,Retro Open PvP,2026-01-20 22:59:57.042544
8579,8580,Silver Tempest,solidera,master sorcerer,946,14052252134,Open PvP,2026-01-20 22:59:57.042544
8580,8581,Goath Hell,citra,master sorcerer,946,14040781570,Open PvP,2026-01-20 22:59:57.042544
8581,8582,Negahatomica,ferobra,master sorcerer,946,14057404202,Open PvP,2026-01-20 22:59:57.042544
8582,8583,Hiszpan Oz,peloria,master sorcerer,946,14059650238,Open PvP,2026-01-20 22:59:57.042544
8583,8584,Dgen,solidera,master sorcerer,945,13987870870,Open PvP,2026-01-20 22:59:57.042544
8584,8585,Tormentta,monstera,paladin,945,13980666964,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8585,8586,Brooklyn Wi,firmera,royal paladin,945,13989464928,Retro Open PvP,2026-01-20 22:59:57.042544
8586,8587,Probiks,antica,master sorcerer,945,14001263222,Open PvP,2026-01-20 22:59:57.042544
8587,8588,Pipoca Shaman,retalia,elder druid,945,13988889645,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8588,8589,Tequila Truelove,collabra,exalted monk,945,13997703665,Optional PvP,2026-01-20 22:59:57.042544
8589,8590,Princesita Katy,lobera,sorcerer,944,13951218958,Open PvP,2026-01-20 22:59:57.042544
8590,8591,King Mefi,thyria,master sorcerer,944,13949307449,Open PvP,2026-01-20 22:59:57.042544
8591,8592,Black Kebab,epoca,elder druid,944,13944797867,Retro Open PvP,2026-01-20 22:59:57.042544
8592,8593,Pragmatic Slowmotion,ourobra,master sorcerer,944,13936326907,Open PvP,2026-01-20 22:59:57.042544
8593,8594,Jand Shelby,ferobra,master sorcerer,943,13908100225,Open PvP,2026-01-20 22:59:57.042544
8594,8595,Arkindrakin the Wanderer,victoris,master sorcerer,943,13902070759,Open PvP,2026-01-20 22:59:57.042544
8595,8596,Adsv Magrelo,terribra,elite knight,943,13896955005,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8596,8597,Pantanal Poderoso,sombra,elder druid,943,13928852775,Retro Open PvP,2026-01-20 22:59:57.042544
8597,8598,Patrine,honbra,master sorcerer,942,13870548672,Open PvP,2026-01-20 22:59:57.042544
8598,8599,Igao Life Leech,quelibra,master sorcerer,942,13867322652,Open PvP,2026-01-20 22:59:57.042544
8599,8600,Wopiiie,inabra,master sorcerer,942,13849111704,Open PvP,2026-01-20 22:59:57.042544
8600,8601,Luuxxy,zunera,master sorcerer,942,13864810536,Hardcore PvP,2026-01-20 22:59:57.042544
8601,8602,Astor Headhunter,terribra,elder druid,942,13843727891,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8602,8603,Bambinoskki,tempestera,master sorcerer,942,13873020012,Retro Open PvP,2026-01-20 22:59:57.042544
8603,8604,Cuervo Innzane,sombra,elite knight,942,13866613749,Retro Open PvP,2026-01-20 22:59:57.042544
8604,8605,Curuja Megastar,quelibra,master sorcerer,942,13875123996,Open PvP,2026-01-20 22:59:57.042544
8605,8606,Luiz Anjo Caido,quelibra,master sorcerer,942,13882354671,Open PvP,2026-01-20 22:59:57.042544
8606,8607,Shirokaze,yovera,exalted monk,941,13815496740,Optional PvP,2026-01-20 22:59:57.042544
8607,8608,Su Ky,rasteibra,master sorcerer,941,13812651597,Open PvP,2026-01-20 22:59:57.042544
8608,8609,Siqma,retalia,master sorcerer,941,13820549797,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8609,8610,Leco Zedrin,ourobra,master sorcerer,941,13833105781,Open PvP,2026-01-20 22:59:57.042544
8610,8611,Leo Onthe House,quidera,master sorcerer,940,13755188187,Open PvP,2026-01-20 22:59:57.042544
8611,8612,Zrog,premia,master sorcerer,940,13779164901,Open PvP,2026-01-20 22:59:57.042544
8612,8613,Enegrry,eclipta,master sorcerer,940,13780400516,Retro Open PvP,2026-01-20 22:59:57.042544
8613,8614,Turek primee,antica,master sorcerer,940,13764144693,Open PvP,2026-01-20 22:59:57.042544
8614,8615,Fobison,antica,master sorcerer,940,13797467811,Open PvP,2026-01-20 22:59:57.042544
8615,8616,Bigokum,serdebra,master sorcerer,940,13779127776,Open PvP,2026-01-20 22:59:57.042544
8616,8617,Winter Monkey,solidera,master sorcerer,939,13727208218,Open PvP,2026-01-20 22:59:57.042544
8617,8618,Marowaki,quelibra,master sorcerer,938,13690207155,Open PvP,2026-01-20 22:59:57.042544
8618,8619,Paeon,secura,exalted monk,938,13667217571,Optional PvP,2026-01-20 22:59:57.042544
8619,8620,Engenheiro Yousef,terribra,master sorcerer,938,13688651042,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8620,8621,Fantasma Tesoureirodo Crime,terribra,royal paladin,938,13686339737,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8621,8622,Veredmodear Muestren Kinaasl,quintera,master sorcerer,938,13682766226,Open PvP,2026-01-20 22:59:57.042544
8622,8623,Szulcerer,vunira,master sorcerer,938,13668201758,Open PvP,2026-01-20 22:59:57.042544
8623,8624,Kenjanja,monstera,elder druid,938,13697039813,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8624,8625,Mandatory Namechangssz,monstera,elder druid,938,13702185507,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8625,8626,Niarky Poderoso,sombra,elder druid,938,13673922543,Retro Open PvP,2026-01-20 22:59:57.042544
8626,8627,Codeye,epoca,elite knight,938,13668212832,Retro Open PvP,2026-01-20 22:59:57.042544
8627,8628,Lalo Vetz,firmera,elder druid,937,13626839303,Retro Open PvP,2026-01-20 22:59:57.042544
8628,8629,Elias Darkfire,inabra,master sorcerer,937,13654681447,Open PvP,2026-01-20 22:59:57.042544
8629,8630,Magnifikmonk Danny,inabra,exalted monk,937,13624841493,Open PvP,2026-01-20 22:59:57.042544
8630,8631,Sir-Schaf,peloria,master sorcerer,937,13640161334,Open PvP,2026-01-20 22:59:57.042544
8631,8632,Ginoia Herbs,sombra,elder druid,937,13629094061,Retro Open PvP,2026-01-20 22:59:57.042544
8632,8633,Undead Gynn,quelibra,master sorcerer,937,13663537574,Open PvP,2026-01-20 22:59:57.042544
8633,8634,Nao eo Pocoyo,ombra,master sorcerer,936,13579778215,Open PvP,2026-01-20 22:59:57.042544
8634,8635,Killa Cels,xymera,master sorcerer,936,13582132079,Open PvP,2026-01-20 22:59:57.042544
8635,8636,Montelli,zuna,elite knight,936,13597298123,Hardcore PvP,2026-01-20 22:59:57.042544
8636,8637,Ocueistore Bahbahkbomb,jadebra,master sorcerer,936,13614307501,Open PvP,2026-01-20 22:59:57.042544
8637,8638,Sue Magoo,monstera,elite knight,936,13609392551,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8638,8639,Sun is Back,rasteibra,master sorcerer,935,13543698385,Open PvP,2026-01-20 22:59:57.042544
8639,8640,Silver Dank Inhigh,quintera,master sorcerer,935,13537451240,Open PvP,2026-01-20 22:59:57.042544
8640,8641,Grubi Leczy Powoli,zuna,elder druid,935,13537182225,Hardcore PvP,2026-01-20 22:59:57.042544
8641,8642,Bynium,epoca,elite knight,935,13561002223,Retro Open PvP,2026-01-20 22:59:57.042544
8642,8643,Fifi Okarun,epoca,royal paladin,935,13536296404,Retro Open PvP,2026-01-20 22:59:57.042544
8643,8644,Fabinki,terribra,elder druid,935,13569984723,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8644,8645,Ocueistore Bahbahkbomb,ourobra,master sorcerer,935,13551620033,Open PvP,2026-01-20 22:59:57.042544
8645,8646,Craudiin,ferobra,master sorcerer,934,13507597870,Open PvP,2026-01-20 22:59:57.042544
8646,8647,Korno Of Profit,terribra,elite knight,934,13505700538,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8647,8648,Vhelkor,jadebra,master sorcerer,934,13499940176,Open PvP,2026-01-20 22:59:57.042544
8648,8649,Jarpi,zuna,elder druid,933,13449500421,Hardcore PvP,2026-01-20 22:59:57.042544
8649,8650,Saynighte,antica,sorcerer,933,13469141704,Open PvP,2026-01-20 22:59:57.042544
8650,8651,Briiiza,citra,master sorcerer,932,13439757500,Open PvP,2026-01-20 22:59:57.042544
8651,8652,Youfran Vitality,talera,master sorcerer,932,13434399541,Open PvP,2026-01-20 22:59:57.042544
8652,8653,Ze da Barata,inabra,master sorcerer,932,13433152527,Open PvP,2026-01-20 22:59:57.042544
8653,8654,Nestick,thyria,master sorcerer,932,13429503489,Open PvP,2026-01-20 22:59:57.042544
8654,8655,Poszyty czarodziej,vunira,master sorcerer,932,13424333745,Open PvP,2026-01-20 22:59:57.042544
8655,8656,Taned,retalia,elder druid,932,13426691641,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8656,8657,Elite Bonecrusher,epoca,elite knight,932,13415944303,Retro Open PvP,2026-01-20 22:59:57.042544
8657,8658,Mage Jarson,xyla,master sorcerer,932,13427251010,Open PvP,2026-01-20 22:59:57.042544
8658,8659,Alanzin Eos Cocos,tornabra,master sorcerer,931,13375556512,Open PvP,2026-01-20 22:59:57.042544
8659,8660,Jasoncoitado,tornabra,master sorcerer,931,13387923428,Open PvP,2026-01-20 22:59:57.042544
8660,8661,Tommysz,firmera,master sorcerer,930,13326487713,Retro Open PvP,2026-01-20 22:59:57.042544
8661,8662,Nielwkizz,retalia,druid,930,13332698809,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8662,8663,Luanz inho,terribra,elder druid,930,13361359864,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8663,8664,Lewis Imrox,xymera,master sorcerer,930,13332813457,Open PvP,2026-01-20 22:59:57.042544
8664,8665,Zashix,quintera,master sorcerer,930,13345663192,Open PvP,2026-01-20 22:59:57.042544
8665,8666,Guh Malukinho,quelibra,master sorcerer,930,13324383740,Open PvP,2026-01-20 22:59:57.042544
8666,8667,Loki Hell,rasteibra,master sorcerer,929,13288384447,Open PvP,2026-01-20 22:59:57.042544
8667,8668,Ninja Rixi,quidera,master sorcerer,929,13304256328,Open PvP,2026-01-20 22:59:57.042544
8668,8669,Owl Imperador,wintera,master sorcerer,929,13290013228,Open PvP,2026-01-20 22:59:57.042544
8669,8670,Psikotrix,talera,master sorcerer,929,13301542892,Open PvP,2026-01-20 22:59:57.042544
8670,8671,Monkzena,bravoria,exalted monk,929,13312770201,Optional PvP,2026-01-20 22:59:57.042544
8671,8672,Parcel Solu,lutabra,elder druid,929,13304964334,Retro Open PvP,2026-01-20 22:59:57.042544
8672,8673,Bandokay,peloria,master sorcerer,929,13278333339,Open PvP,2026-01-20 22:59:57.042544
8673,8674,Augusttao Redline,unebra,master sorcerer,929,13302699936,Open PvP,2026-01-20 22:59:57.042544
8674,8675,Jarkerss,antica,master sorcerer,929,13277662446,Open PvP,2026-01-20 22:59:57.042544
8675,8676,Nitnave,sonira,exalted monk,928,13239127820,Optional PvP,2026-01-20 22:59:57.042544
8676,8677,Hasse the wawi,citra,master sorcerer,928,13258843205,Open PvP,2026-01-20 22:59:57.042544
8677,8678,Gab Skyline,lutabra,elite knight,928,13237620930,Retro Open PvP,2026-01-20 22:59:57.042544
8678,8679,Xavisto,premia,master sorcerer,928,13268194018,Open PvP,2026-01-20 22:59:57.042544
8679,8680,Eu Dei Uh,vunira,sorcerer,927,13199988169,Open PvP,2026-01-20 22:59:57.042544
8680,8681,Kogaveg,thyria,master sorcerer,927,13228105683,Open PvP,2026-01-20 22:59:57.042544
8681,8682,Swiadoma Gra,thyria,master sorcerer,927,13195120012,Open PvP,2026-01-20 22:59:57.042544
8682,8683,Tio Mikras,thyria,master sorcerer,927,13216889935,Open PvP,2026-01-20 22:59:57.042544
8683,8684,Sir Karbo,peloria,master sorcerer,927,13231719807,Open PvP,2026-01-20 22:59:57.042544
8684,8685,Shinnys,retalia,elite knight,927,13226190357,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8685,8686,Denoft,lobera,master sorcerer,926,13181635752,Open PvP,2026-01-20 22:59:57.042544
8686,8687,Bckpckbyz,wintera,master sorcerer,926,13152392174,Open PvP,2026-01-20 22:59:57.042544
8687,8688,Ferolita,lutabra,druid,926,13175936009,Retro Open PvP,2026-01-20 22:59:57.042544
8688,8689,Hat Tori,antica,master sorcerer,926,13158777497,Open PvP,2026-01-20 22:59:57.042544
8689,8690,Lucas Arcus,monstera,royal paladin,925,13138249233,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8690,8691,Itz Daniel,thyria,master sorcerer,925,13106118546,Open PvP,2026-01-20 22:59:57.042544
8691,8692,Rivotrikz,thyria,master sorcerer,925,13142411483,Open PvP,2026-01-20 22:59:57.042544
8692,8693,Askozeraah,terribra,elite knight,925,13106863970,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8693,8694,Blaame,terribra,elder druid,925,13119052244,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8694,8695,Tenoriiobomb,wintera,master sorcerer,925,13113494019,Open PvP,2026-01-20 22:59:57.042544
8695,8696,Wonkax,monstera,royal paladin,925,13113439018,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8696,8697,Seller of soul,zunera,paladin,924,13076696413,Hardcore PvP,2026-01-20 22:59:57.042544
8697,8698,Cutie Mulan,thyria,master sorcerer,924,13075447380,Open PvP,2026-01-20 22:59:57.042544
8698,8699,Tankerzito,terribra,elite knight,924,13076164921,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8699,8700,Seller of soul,zuna,royal paladin,924,13101133305,Hardcore PvP,2026-01-20 22:59:57.042544
8700,8701,Bombeiro Pugilista,rasteibra,exalted monk,924,13085814015,Open PvP,2026-01-20 22:59:57.042544
8701,8702,Luffy Divine,rasteibra,master sorcerer,924,13096087762,Open PvP,2026-01-20 22:59:57.042544
8702,8703,Hoopo Tic Tac,quintera,master sorcerer,924,13089365464,Open PvP,2026-01-20 22:59:57.042544
8703,8704,Zentryx,xybra,master sorcerer,924,13093836437,Open PvP,2026-01-20 22:59:57.042544
8704,8705,Aregon The king,antica,master sorcerer,924,13101046910,Open PvP,2026-01-20 22:59:57.042544
8705,8706,Dymnariel,serdebra,master sorcerer,924,13070377221,Open PvP,2026-01-20 22:59:57.042544
8706,8707,Mospherathus,quelibra,master sorcerer,924,13066956113,Open PvP,2026-01-20 22:59:57.042544
8707,8708,Antonlo,zunera,elder druid,923,13044977695,Hardcore PvP,2026-01-20 22:59:57.042544
8708,8709,Fefuxao,zunera,paladin,923,13041878778,Hardcore PvP,2026-01-20 22:59:57.042544
8709,8710,Grzesio rasiak,vunira,master sorcerer,923,13043097820,Open PvP,2026-01-20 22:59:57.042544
8710,8711,Mango Mage,vunira,master sorcerer,923,13045189298,Open PvP,2026-01-20 22:59:57.042544
8711,8712,Rizod,lobera,sorcerer,922,12990740806,Open PvP,2026-01-20 22:59:57.042544
8712,8713,Maraquinha Bombinha,ombra,master sorcerer,922,13007623203,Open PvP,2026-01-20 22:59:57.042544
8713,8714,Tarik Opressor,terribra,elite knight,922,13019118484,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8714,8715,Fisterious,xyla,exalted monk,922,12994145309,Open PvP,2026-01-20 22:59:57.042544
8715,8716,Thi Susz,xymera,master sorcerer,922,12990174722,Open PvP,2026-01-20 22:59:57.042544
8716,8717,Duxson,havera,master sorcerer,922,12979602801,Open PvP,2026-01-20 22:59:57.042544
8717,8718,King Adi,epoca,master sorcerer,922,12982212681,Retro Open PvP,2026-01-20 22:59:57.042544
8718,8719,Arcai,quidera,master sorcerer,921,12973817267,Open PvP,2026-01-20 22:59:57.042544
8719,8720,Moyejita Solcel Charola,wintera,master sorcerer,921,12947194446,Open PvP,2026-01-20 22:59:57.042544
8720,8721,Sebita Swordfighting Nomercy,terribra,elite knight,921,12964652275,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8721,8722,Bidu Da Bahea,xymera,master sorcerer,921,12954663394,Open PvP,2026-01-20 22:59:57.042544
8722,8723,Panikkeo,premia,master sorcerer,921,12956617547,Open PvP,2026-01-20 22:59:57.042544
8723,8724,Zolthirian,premia,master sorcerer,921,12950584959,Open PvP,2026-01-20 22:59:57.042544
8724,8725,Mateusz Wesoly Muchomorek,eclipta,elite knight,921,12974223425,Retro Open PvP,2026-01-20 22:59:57.042544
8725,8726,Boski Erollex,antica,master sorcerer,921,12941489363,Open PvP,2026-01-20 22:59:57.042544
8726,8727,Heiliash,antica,master sorcerer,921,12939783689,Open PvP,2026-01-20 22:59:57.042544
8727,8728,The Wawi,citra,master sorcerer,920,12896966201,Open PvP,2026-01-20 22:59:57.042544
8728,8729,Neo Warrior,serdebra,master sorcerer,920,12917939916,Open PvP,2026-01-20 22:59:57.042544
8729,8730,Mandatory Namechenoge,monstera,druid,919,12870836431,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8730,8731,Jarra de Jugo,gladibra,elite knight,919,12872106803,Retro Open PvP,2026-01-20 22:59:57.042544
8731,8732,Shabir Monk,quidera,exalted monk,918,12840583789,Open PvP,2026-01-20 22:59:57.042544
8732,8733,Kuhrazy Relevante,victoris,master sorcerer,918,12849399538,Open PvP,2026-01-20 22:59:57.042544
8733,8734,Little Vitality,quintera,master sorcerer,918,12818203996,Open PvP,2026-01-20 22:59:57.042544
8734,8735,Bo Vincencik,vunira,master sorcerer,918,12841704466,Open PvP,2026-01-20 22:59:57.042544
8735,8736,Pe de Batatadoce,serdebra,master sorcerer,918,12812478721,Open PvP,2026-01-20 22:59:57.042544
8736,8737,Enjoys,monstera,master sorcerer,918,12834356848,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8737,8738,Moni Emex,solidera,master sorcerer,917,12777974368,Open PvP,2026-01-20 22:59:57.042544
8738,8739,King Gzin,tornabra,master sorcerer,917,12770140051,Open PvP,2026-01-20 22:59:57.042544
8739,8740,Saburro,terribra,knight,917,12797606831,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8740,8741,Skurcz Wywolany Paralem,vunira,master sorcerer,916,12753730092,Open PvP,2026-01-20 22:59:57.042544
8741,8742,Legendary Ethereum,descubra,exalted monk,916,12738865584,Optional PvP,2026-01-20 22:59:57.042544
8742,8743,Pala Joe,terribra,royal paladin,916,12739591226,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8743,8744,Boybarian,firmera,elite knight,915,12703191683,Retro Open PvP,2026-01-20 22:59:57.042544
8744,8745,Mandatory Namechangeeieg,monstera,master sorcerer,915,12695310005,Retro Hardcore PvP,2026-01-20 22:59:57.042544
8745,8746,Relentless On,zunera,elder druid,914,12679992824,Hardcore PvP,2026-01-20 22:59:57.042544
