Rank,Name,Vocation,World,Level,Points,Category
388,Tharum,Elite Knight,Celesta,1010,"19,664",Charm Points
391,Suarelli,Elite Knight,Premia,1223,"19,660",Charm Points
392,Itexo,Elite Knight,Secura,1208,"19,659",Charm Points
392,Mage Barker,Druid,Quintera,1014,"19,659",Charm Points
392,Rogersz,Elder Druid,Kalibra,1089,"19,659",Charm Points
392,Velix,Elite Knight,Calmera,1656,"19,659",Charm Points
396,Ralph Kurama,Elite Knight,Yonabra,1289,"19,639",Charm Points
397,Guardian'Henry,Elite Knight,Kalibra,1157,"19,614",Charm Points
398,Milanice,Elite Knight,Ferobra,1042,"19,609",Charm Points
399,Vand Woodstock,Elder Druid,Inabra,1025,"19,604",Charm Points
400,Offf Liiineee,Elite Knight,Wintera,767,"19,589",Charm Points
400,Szakal of Hoyma,Royal Paladin,Refugia,1155,"19,589",Charm Points
402,Legolas Archer,Royal Paladin,Astera,1311,"19,586",Charm Points
403,Osbourne Ozzy,Elite Knight,Celebra,1649,"19,585",Charm Points
404,Atomoowy Dzik,Elite Knight,Antica,719,"19,584",Charm Points
404,Kayylicious,Elder Druid,Astera,1042,"19,584",Charm Points
406,General Lubektron,Elite Knight,Issobra,1638,"19,572",Charm Points
407,Yungii,Elite Knight,Ourobra,889,"19,564",Charm Points
408,Leko Fortaum,Elite Knight,Belobra,1325,"19,560",Charm Points
409,Veth Dampim,Elite Knight,Lobera,1030,"19,558",Charm Points
410,Cieniaseq,Elder Druid,Refugia,930,"19,529",Charm Points
410,Doktor Biceps,Elite Knight,Karmeya,1026,"19,529",Charm Points
410,Terapeuta Dusz,Elite Knight,Celesta,726,"19,529",Charm Points
413,Kabin Pall,Royal Paladin,Monza,1289,"19,527",Charm Points
414,Horon Aoldas,Master Sorcerer,Vunira,1027,"19,514",Charm Points
415,Mariotek,Royal Paladin,Nevia,724,"19,509",Charm Points
416,Caiio Acalix,Elder Druid,Gentebra,1738,"19,505",Charm Points
417,Wybson,Elder Druid,Karmeya,837,"19,484",Charm Points
418,Bjo,Master Sorcerer,Quelibra,1626,"19,474",Charm Points
419,Shva,Elite Knight,Pacera,1174,"19,464",Charm Points
420,Dergrom,Elite Knight,Secura,778,"19,459",Charm Points
420,Jedzie Karetka,Elder Druid,Refugia,1074,"19,459",Charm Points
422,Aluxi,Master Sorcerer,Kalibra,1779,"19,439",Charm Points
423,Koyomi Oni Chan,Elite Knight,Secura,832,"19,435",Charm Points
424,Bula Xold,Royal Paladin,Celesta,1280,"19,434",Charm Points
424,Quis,Elite Knight,Premia,1152,"19,434",Charm Points
426,Gert Ar,Master Sorcerer,Harmonia,1500,"19,419",Charm Points
427,Revauxzito,Master Sorcerer,Terribra,1004,"19,399",Charm Points
428,Almighty Tap Aut,Elite Knight,Quintera,954,"19,389",Charm Points
429,Isair of Xel'Rash,Master Sorcerer,Harmonia,1207,"19,384",Charm Points
430,Shufuku Seikatsu,Elder Druid,Karmeya,885,"19,364",Charm Points
431,Soundchaser Stormborn,Master Sorcerer,Antica,837,"19,363",Charm Points
432,Sakir Knight,Elite Knight,Pacera,1050,"19,359",Charm Points
432,Vituxo,Royal Paladin,Pacera,656,"19,359",Charm Points
434,Ultimate Blood,Elite Knight,Serdebra,810,"19,354",Charm Points
435,Stuhtterzzin,Royal Paladin,Havera,1382,"19,351",Charm Points
436,Arcai,Master Sorcerer,Quidera,887,"19,349",Charm Points
437,Divekio,Elite Knight,Luminera,1879,"19,347",Charm Points
438,Mush Kito,Royal Paladin,Kalibra,926,"19,339",Charm Points
438,Vandm,Elite Knight,Belobra,1170,"19,339",Charm Points
440,Royal Denoft,Royal Paladin,Thyria,1195,"19,335",Charm Points
441,Beargunzio,Elite Knight,Zunera,1343,"19,329",Charm Points
442,Le Fe,Elder Druid,Secura,1423,"19,320",Charm Points
443,Neverlucky Wills,Royal Paladin,Venebra,978,"19,314",Charm Points
443,Nikovka,Elder Druid,Secura,955,"19,314",Charm Points
445,Apex Pierre,Royal Paladin,Epoca,1875,"19,309",Charm Points
446,Rado of Elera,Elite Knight,Vunira,942,"19,299",Charm Points
447,Lord Hutta,Elite Knight,Bona,1392,"19,294",Charm Points
448,Seaxneat,Elite Knight,Yonabra,921,"19,284",Charm Points
449,Szymcajs,Royal Paladin,Bona,992,"19,264",Charm Points
450,Fan sworda,Elite Knight,Celesta,979,"19,259",Charm Points
450,Talisis,Royal Paladin,Refugia,824,"19,259",Charm Points
452,Rowen,Elite Knight,Solidera,1736,"19,255",Charm Points
453,Bartanky,Elite Knight,Tornabra,1202,"19,254",Charm Points
454,Cabelo Bawall,Royal Paladin,Ferobra,1448,"19,249",Charm Points
454,Viiniis,Elite Knight,Inabra,965,"19,249",Charm Points
456,Mirazo,Elite Knight,Yonabra,1391,"19,245",Charm Points
457,Poderes Absurdos,Elite Knight,Collabra,1219,"19,244",Charm Points
458,Juvi Tokes,Royal Paladin,Nefera,1627,"19,243",Charm Points
459,Szary Stefan,Elite Knight,Celesta,918,"19,239",Charm Points
460,Entelechia Iv,Elder Druid,Secura,1226,"19,238",Charm Points
461,Meepoww,Elite Knight,Serdebra,232,"19,234",Charm Points
462,Psiaapsia,Elite Knight,Peloria,1146,"19,229",Charm Points
463,Kuui,Elder Druid,Kalibra,1009,"19,224",Charm Points
464,Dictador Murder,Royal Paladin,Gladibra,1428,"19,214",Charm Points
464,Shindeatomo,Royal Paladin,Xyla,841,"19,214",Charm Points
464,Undead Darklord,Royal Paladin,Celebra,1224,"19,214",Charm Points
467,Mallowana Ksiezniczka,Elite Knight,Celesta,1297,"19,205",Charm Points
467,Shidosz,Elder Druid,Yonabra,1444,"19,205",Charm Points
469,Dragonidas,Master Sorcerer,Monza,1512,"19,204",Charm Points
470,Lee kun,Elder Druid,Pacera,901,"19,170",Charm Points
471,Mente Brilhante,Royal Paladin,Gentebra,889,"19,164",Charm Points
472,Ja co,Elite Knight,Refugia,2101,"19,160",Charm Points
473,Dant Ivan,Elite Knight,Celesta,1054,"19,159",Charm Points
473,Kenshiro Guts,Elite Knight,Inabra,1192,"19,159",Charm Points
475,Zirianow,Royal Paladin,Refugia,1187,"19,153",Charm Points
476,Chimolina,Elder Druid,Harmonia,1156,"19,149",Charm Points
477,Kwiryn,Master Sorcerer,Secura,1877,"19,145",Charm Points
478,The Loko,Elder Druid,Blumera,1447,"19,139",Charm Points
478,Zoi Robacena,Royal Paladin,Ferobra,1199,"19,139",Charm Points
480,Roglord,Elder Druid,Bona,1114,"19,133",Charm Points
481,Lo ka,Royal Paladin,Celesta,1266,"19,129",Charm Points
482,Amazing Paladino,Royal Paladin,Gentebra,1329,"19,124",Charm Points
483,Al Ziponny,Royal Paladin,Belobra,1807,"19,118",Charm Points
484,Fenomenalny Maciek,Elite Knight,Secura,1030,"19,104",Charm Points
484,Prowaters,Elite Knight,Thyria,825,"19,104",Charm Points
486,Cubbii,Royal Paladin,Celesta,1456,"19,100",Charm Points
487,On Urb,Royal Paladin,Gentebra,955,"19,099",Charm Points
488,Keirissa,Elite Knight,Secura,1213,"19,094",Charm Points
489,Elder Reno,Elder Druid,Celesta,2475,"19,091",Charm Points
490,Psyko Punkrocker,Royal Paladin,Secura,1597,"19,085",Charm Points
491,Obiekt Leczacy,Elder Druid,Secura,1029,"19,075",Charm Points
492,Feversleep,Royal Paladin,Refugia,1605,"19,074",Charm Points
493,Opanowany Paladynek,Royal Paladin,Nevia,864,"19,064",Charm Points
493,Smockerr,Elite Knight,Ourobra,1108,"19,064",Charm Points
495,Saiudinho,Elder Druid,Gentebra,1212,"19,059",Charm Points
496,Huxy,Elite Knight,Secura,1257,"19,054",Charm Points
497,Snexz,Elder Druid,Celebra,1132,"19,045",Charm Points
498,Alosirb Nosduh,Elder Druid,Yovera,971,"19,039",Charm Points
498,Atere Sillio,Royal Paladin,Secura,1049,"19,039",Charm Points
498,Green Peep,Knight,Harmonia,856,"19,039",Charm Points
501,Mailee Chan,Elite Knight,Pacera,1077,"19,038",Charm Points
502,Rene,Elite Knight,Vunira,971,"19,034",Charm Points
502,Thall Kala,Elder Druid,Celesta,862,"19,034",Charm Points
504,Bruno is Back,Elite Knight,Ferobra,1368,"19,030",Charm Points
505,Unknown Pe Drao,Elite Knight,Gladibra,981,"19,019",Charm Points
506,Doktor Magik,Sorcerer,Dia,1112,"19,018",Charm Points
507,Heller Strahl,Royal Paladin,Yovera,867,"19,014",Charm Points
508,Zig on Fire,Master Sorcerer,Gentebra,1505,"19,009",Charm Points
509,Sir-Schaf,Master Sorcerer,Peloria,910,"19,008",Charm Points
510,Kultury,Royal Paladin,Refugia,1553,"18,990",Charm Points
511,Hell Shakao,Elite Knight,Yonabra,723,"18,984",Charm Points
511,Kofishow,Elite Knight,Yonabra,1043,"18,984",Charm Points
511,Xa Vas,Royal Paladin,Ustebra,1188,"18,984",Charm Points
514,Halloiv,Elite Knight,Gentebra,1485,"18,969",Charm Points
515,Lord Tenchi,Elite Knight,Kalibra,1157,"18,964",Charm Points
515,Michael Devil,Elite Knight,Harmonia,1028,"18,964",Charm Points
517,Dunmon Stark,Elite Knight,Wintera,1101,"18,959",Charm Points
518,Dragon Draeno,Elite Knight,Kalibra,1143,"18,954",Charm Points
518,Take the Juicer,Elite Knight,Kalanta,1132,"18,954",Charm Points
520,Yukimin,Royal Paladin,Celesta,1029,"18,939",Charm Points
521,Rydannn,Royal Paladin,Yovera,1086,"18,938",Charm Points
522,Fort Oak,Elite Knight,Ustebra,1409,"18,929",Charm Points
523,Star Shriondo,Elite Knight,Thyria,1063,"18,918",Charm Points
524,Tale Rion,Royal Paladin,Nefera,1729,"18,917",Charm Points
525,Smoker,Royal Paladin,Serdebra,1718,"18,915",Charm Points
526,Mareckinho,Elite Knight,Karmeya,875,"18,914",Charm Points
527,Mizri,Elder Druid,Refugia,996,"18,910",Charm Points
528,Puchau,Royal Paladin,Karmeya,1564,"18,904",Charm Points
529,Tiolla,Master Sorcerer,Ombra,1299,"18,893",Charm Points
530,Elrvern,Master Sorcerer,Refugia,880,"18,889",Charm Points
530,Sidhe Silverblade,Elite Knight,Calmera,727,"18,889",Charm Points
532,Izaur,Royal Paladin,Bona,882,"18,884",Charm Points
533,Wakynzs,Royal Paladin,Celesta,1621,"18,879",Charm Points
534,Miyu Amaya,Elder Druid,Karmeya,1752,"18,868",Charm Points
535,Lauaviin,Royal Paladin,Premia,900,"18,858",Charm Points
536,Lancellotz,Elite Knight,Descubra,1721,"18,857",Charm Points
537,Mcdiigao,Elite Knight,Belobra,1572,"18,855",Charm Points
538,Demorrton,Elite Knight,Harmonia,1441,"18,853",Charm Points
539,Rimen do Cerrado,Elder Druid,Gentebra,863,"18,835",Charm Points
540,Berisvaudinho,Elite Knight,Premia,1153,"18,834",Charm Points
541,Vini Original,Elder Druid,Quelibra,1040,"18,801",Charm Points
542,Agust Ironman,Elder Druid,Collabra,711,"18,784",Charm Points
542,Shorekeeper,Master Sorcerer,Yonabra,1111,"18,784",Charm Points
542,Sushaa,Master Sorcerer,Descubra,1174,"18,784",Charm Points
545,Pangping,Royal Paladin,Karmeya,1418,"18,779",Charm Points
546,Kalambres,Elite Knight,Calmera,1087,"18,777",Charm Points
547,Lady Bengals,Royal Paladin,Kalibra,841,"18,774",Charm Points
548,Nupzo,Elite Knight,Peloria,851,"18,764",Charm Points
549,Norkulik,Royal Paladin,Celesta,963,"18,760",Charm Points
550,Drunk Jim Lahey,Elite Knight,Bona,1144,"18,759",Charm Points
551,Mrugsen,Elder Druid,Refugia,1312,"18,754",Charm Points
552,Eckows,Royal Paladin,Yonabra,1804,"18,739",Charm Points
552,John the Developer,Elite Knight,Kalibra,1242,"18,739",Charm Points
554,Cygi los panczos,Master Sorcerer,Antica,1372,"18,733",Charm Points
555,Lexis Blight,Elite Knight,Zunera,1034,"18,719",Charm Points
556,Nocaute Fuipra Lona,Master Sorcerer,Jadebra,932,"18,714",Charm Points
557,Daverlito,Royal Paladin,Bona,1829,"18,712",Charm Points
558,Lethal Griphus,Elite Knight,Refugia,754,"18,709",Charm Points
559,Alllien,Elite Knight,Ourobra,1177,"18,704",Charm Points
560,Icy Axe,Elite Knight,Harmonia,1077,"18,695",Charm Points
561,Mehya,Royal Paladin,Dia,987,"18,694",Charm Points
562,Boybarian,Elite Knight,Firmera,901,"18,689",Charm Points
563,Mentzerlyn,Royal Paladin,Ferobra,873,"18,684",Charm Points
564,Maggical,Master Sorcerer,Monstera,1528,"18,680",Charm Points
565,Istripulia,Royal Paladin,Quelibra,1210,"18,679",Charm Points
565,Running Terror,Royal Paladin,Secura,739,"18,679",Charm Points
567,Amra Mana,Elite Knight,Havera,1076,"18,674",Charm Points
567,Tiroz,Elite Knight,Gentebra,880,"18,674",Charm Points
569,Arung,Royal Paladin,Ustebra,1264,"18,671",Charm Points
570,Don Ginepo,Master Sorcerer,Wintera,1021,"18,670",Charm Points
571,Toksyczny Tafalafel,Druid,Karmeya,1029,"18,666",Charm Points
572,Napol Degas,Elite Knight,Nefera,978,"18,664",Charm Points
572,Paladino Monte,Royal Paladin,Gentebra,1606,"18,664",Charm Points
574,Bolk,Master Sorcerer,Antica,1478,"18,651",Charm Points
575,Beczo,Elite Knight,Dia,1553,"18,644",Charm Points
576,Edgar De'Furious,Elite Knight,Gentebra,727,"18,639",Charm Points
577,Killz,Master Sorcerer,Lobera,1302,"18,635",Charm Points
578,Bea Charlover Aca,Royal Paladin,Vunira,1328,"18,634",Charm Points
579,Pancada Desbalanceada,Elite Knight,Serdebra,1261,"18,620",Charm Points
580,Habibit,Master Sorcerer,Quintera,1250,"18,618",Charm Points
581,Kluchozaurr,Elder Druid,Karmeya,828,"18,614",Charm Points
582,Sath Harni,Elite Knight,Refugia,1018,"18,608",Charm Points
583,Vonshu,Elite Knight,Harmonia,1604,"18,607",Charm Points
584,Tawryel,Royal Paladin,Pacera,903,"18,595",Charm Points
585,Andrewsek,Elite Knight,Nefera,1193,"18,589",Charm Points
586,Ivene,Royal Paladin,Celesta,2058,"18,580",Charm Points
587,Eiitah,Elder Druid,Yonabra,1385,"18,576",Charm Points
588,Czterolistny Pajak,Elite Knight,Refugia,1165,"18,564",Charm Points
589,Mystic Glance,Elder Druid,Vunira,1216,"18,559",Charm Points
590,Trudama Lian,Royal Paladin,Wintera,890,"18,549",Charm Points
590,Tsu Tsu,Elite Knight,Secura,442,"18,549",Charm Points
592,Metal Eternity,Elder Druid,Astera,1250,"18,545",Charm Points
593,Eternal Dipa,Master Sorcerer,Wintera,848,"18,534",Charm Points
594,Nyge,Elite Knight,Antica,1643,"18,525",Charm Points
595,Nephian Femi,Royal Paladin,Bona,769,"18,519",Charm Points
596,Andrewdiggy,Royal Paladin,Gladera,816,"18,514",Charm Points
596,Leifmaa,Master Sorcerer,Peloria,866,"18,514",Charm Points
598,Chinese Fighting,Elder Druid,Lobera,1264,"18,509",Charm Points
599,Sekhmeit,Elder Druid,Premia,1012,"18,494",Charm Points
600,Boski Archmage,Master Sorcerer,Secura,1943,"18,488",Charm Points
601,Cloud Valek,Royal Paladin,Harmonia,1681,"18,485",Charm Points
602,Darkz Leo,Master Sorcerer,Gentebra,1894,"18,477",Charm Points
603,Luiz Netto,Elder Druid,Issobra,1154,"18,475",Charm Points
604,Andrea Juszczyk,Sorcerer,Lobera,987,"18,474",Charm Points
604,Cornus Mass,Royal Paladin,Monza,767,"18,474",Charm Points
604,Slim Blejdi,Royal Paladin,Kalanta,1047,"18,474",Charm Points
607,Argamiim,Elite Knight,Yonabra,1313,"18,469",Charm Points
608,Yako Mage,Elder Druid,Jadebra,1146,"18,454",Charm Points
609,Talyssah,Elite Knight,Ustebra,757,"18,448",Charm Points
610,Ekforsale,Elite Knight,Serdebra,1758,"18,447",Charm Points
611,Dark Blood Of Honera,Master Sorcerer,Nefera,1409,"18,444",Charm Points
611,King Coraja,Royal Paladin,Yonabra,1531,"18,444",Charm Points
613,Altron Lijawyn,Elite Knight,Astera,1487,"18,434",Charm Points
614,Enjoys,Master Sorcerer,Monstera,911,"18,425",Charm Points
614,Heyz zerp,Royal Paladin,Inabra,1974,"18,425",Charm Points
616,Hadexo,Master Sorcerer,Nevia,1107,"18,423",Charm Points
617,Kratones,Elite Knight,Inabra,968,"18,414",Charm Points
618,Tejows Corporation,Elite Knight,Issobra,1888,"18,390",Charm Points
619,Taldo Gordo,Elite Knight,Ombra,1500,"18,380",Charm Points
620,Ragha Healer,Elder Druid,Kalibra,2007,"18,377",Charm Points
621,Pedro ousado,Elite Knight,Serdebra,1002,"18,369",Charm Points
622,Njorn,Master Sorcerer,Yonabra,1785,"18,368",Charm Points
623,Ruzx,Elder Druid,Luminera,1123,"18,365",Charm Points
624,Der Eda,Royal Paladin,Belobra,1855,"18,364",Charm Points
625,Sa to,Royal Paladin,Astera,1306,"18,355",Charm Points
626,Susi Tardis,Master Sorcerer,Collabra,993,"18,354",Charm Points
627,Mistic Vini,Master Sorcerer,Gentebra,1236,"18,341",Charm Points
628,Dyloslawer,Royal Paladin,Pacera,747,"18,334",Charm Points
629,Akkrilus,Royal Paladin,Celesta,960,"18,328",Charm Points
630,Brighid Grand Explorateur,Elite Knight,Yonabra,891,"18,314",Charm Points
630,Maumau Paz,Master Sorcerer,Astera,835,"18,314",Charm Points
632,Vomolu,Elite Knight,Celebra,2087,"18,310",Charm Points
633,Callmepana,Elite Knight,Quintera,980,"18,269",Charm Points
634,Kennis,Elite Knight,Peloria,752,"18,264",Charm Points
635,Edi Palll,Royal Paladin,Nevia,1082,"18,258",Charm Points
636,Krayvus,Elite Knight,Menera,1324,"18,249",Charm Points
637,Mistermorland,Royal Paladin,Firmera,1285,"18,244",Charm Points
638,Drasski,Royal Paladin,Secura,1536,"18,240",Charm Points
639,Princess Meerida,Elite Knight,Venebra,707,"18,234",Charm Points
640,Pizza Party,Elder Druid,Gladera,1573,"18,231",Charm Points
641,Centusik,Royal Paladin,Celesta,965,"18,224",Charm Points
641,Teru Batefofo,Knight,Gentebra,1038,"18,224",Charm Points
641,Zecrocz Sword,Elite Knight,Yonabra,1301,"18,224",Charm Points
644,Estolios,Elder Druid,Vunira,819,"18,223",Charm Points
645,Soiji,Elite Knight,Inabra,2059,"18,207",Charm Points
646,Tiger Backwoods,Master Sorcerer,Quidera,1096,"18,204",Charm Points
647,Myrc Colera Dragao,Elite Knight,Celebra,1072,"18,194",Charm Points
648,Megimus Elder,Master Sorcerer,Pacera,811,"18,189",Charm Points
648,No Deal,Elder Druid,Ombra,443,"18,189",Charm Points
650,Icuu,Elder Druid,Ombra,1006,"18,182",Charm Points
651,Ezommmmmm Maammmmmm Kuammmmmm,Royal Paladin,Nevia,1844,"18,175",Charm Points
652,Royal Tarmus,Royal Paladin,Nevia,704,"18,164",Charm Points
653,Jaffrez Knight,Elite Knight,Celebra,1115,"18,154",Charm Points
653,Mnichau,Exalted Monk,Secura,894,"18,154",Charm Points
653,Shukran Ya,Royal Paladin,Ferobra,1165,"18,154",Charm Points
656,Yvnaxnivyx,Knight,Xyla,1071,"18,150",Charm Points
657,Bella Ragazza,Elder Druid,Secura,1263,"18,149",Charm Points
658,Gabrielito,Elite Knight,Nefera,1594,"18,144",Charm Points
658,Wikadny,Master Sorcerer,Secura,1001,"18,144",Charm Points
660,Kate Walker,Elite Knight,Nevia,1300,"18,129",Charm Points
661,Niirsu,Elite Knight,Ustebra,1295,"18,125",Charm Points
662,Trolloc,Elite Knight,Astera,915,"18,124",Charm Points
663,Tchaaa,Elder Druid,Gentebra,1933,"18,110",Charm Points
664,Liro Liro,Royal Paladin,Collabra,1027,"18,089",Charm Points
665,Sutileza,Elite Knight,Serdebra,1003,"18,074",Charm Points
666,Atia Viejo,Master Sorcerer,Menera,1388,"18,070",Charm Points
667,Nydo Vampire,Master Sorcerer,Secura,1031,"18,069",Charm Points
668,Archangel Bonetto,Elite Knight,Gentebra,1048,"18,064",Charm Points
669,Dragon Sheik,Elite Knight,Secura,1017,"18,048",Charm Points
670,Mi to,Elite Knight,Astera,882,"18,044",Charm Points
671,Bielzinxd,Master Sorcerer,Nefera,1707,"18,038",Charm Points
672,Evil Ruan,Master Sorcerer,Collabra,1938,"18,035",Charm Points
672,Kod Zapp,Elite Knight,Thyria,954,"18,035",Charm Points
674,Necro Dragonheart,Elite Knight,Lobera,1606,"18,034",Charm Points
674,Ravenovsky,Royal Paladin,Secura,866,"18,034",Charm Points
676,Criash,Elite Knight,Calmera,932,"18,024",Charm Points
677,Krisu,Royal Paladin,Xyla,1690,"18,018",Charm Points
678,King Activist,Elite Knight,Quidera,916,"18,014",Charm Points
678,Swain Smurf,Royal Paladin,Yovera,851,"18,014",Charm Points
680,Bocian Damora,Master Sorcerer,Karmeya,1545,"17,998",Charm Points
681,Propaganda Wuurzel,Elite Knight,Harmonia,1491,"17,991",Charm Points
682,Gaby Astim,Elder Druid,Yonabra,1318,"17,989",Charm Points
683,Leidy Shay,Royal Paladin,Astera,930,"17,964",Charm Points
684,Lutador de Mace,Elite Knight,Gentebra,1981,"17,963",Charm Points
685,Elaion Fyod,Elder Druid,Refugia,1072,"17,959",Charm Points
686,Extdream,Royal Paladin,Refugia,1241,"17,944",Charm Points
686,Rokkye,Exalted Monk,Gentebra,819,"17,944",Charm Points
688,Racunii,Royal Paladin,Venebra,943,"17,941",Charm Points
689,Alfadur Druid,Elder Druid,Yonabra,871,"17,939",Charm Points
689,Raaro,Master Sorcerer,Ustebra,1677,"17,939",Charm Points
689,Rift Mercenary,Elite Knight,Nefera,958,"17,939",Charm Points
692,Damaco Tanus,Elite Knight,Celebra,635,"17,934",Charm Points
692,Venvii,Royal Paladin,Celesta,1776,"17,934",Charm Points
694,Angel Migorami,Elder Druid,Refugia,1071,"17,933",Charm Points
695,Lucy van Peltz,Elder Druid,Xyla,1281,"17,928",Charm Points
696,Argedia,Elder Druid,Harmonia,836,"17,924",Charm Points
696,Kyoko Hero,Royal Paladin,Ourobra,742,"17,924",Charm Points
698,Finckz,Royal Paladin,Yovera,1246,"17,919",Charm Points
699,Pomer,Elite Knight,Secura,1001,"17,914",Charm Points
700,Luthien Frostmourne,Elite Knight,Vunira,1017,"17,913",Charm Points
701,Fouls Souls,Elite Knight,Pacera,936,"17,909",Charm Points
702,Princeps in Gladio,Elite Knight,Nevia,1115,"17,894",Charm Points
702,Remek Ajan,Elite Knight,Peloria,1607,"17,894",Charm Points
702,Seco Reborn,Elite Knight,Astera,981,"17,894",Charm Points
705,Ichigo Dimmadome,Royal Paladin,Antica,1124,"17,889",Charm Points
705,Veroodie,Royal Paladin,Karmeya,814,"17,889",Charm Points
707,Rin from Benja,Master Sorcerer,Secura,715,"17,879",Charm Points
708,Sirafu,Royal Paladin,Thyria,875,"17,874",Charm Points
709,Ryou Bakura,Elite Knight,Wintera,731,"17,864",Charm Points
710,Gaafe,Master Sorcerer,Wintera,884,"17,859",Charm Points
711,Agatah,Royal Paladin,Belobra,1869,"17,858",Charm Points
712,Stachu Rski,Elder Druid,Bona,1224,"17,855",Charm Points
713,Szybki Magownik,Master Sorcerer,Karmeya,1440,"17,852",Charm Points
714,Tavinho Tanker,Elite Knight,Ombra,935,"17,849",Charm Points
715,Ploft Pluft,Elder Druid,Celebra,1428,"17,843",Charm Points
716,Gznho,Royal Paladin,Yonabra,984,"17,839",Charm Points
717,Cometa Valius,Elite Knight,Firmera,765,"17,834",Charm Points
717,Nrwing,Elite Knight,Antica,860,"17,834",Charm Points
719,Durak Bloodblade,Elite Knight,Ourobra,1369,"17,822",Charm Points
720,Gesiian,Elite Knight,Kalibra,1752,"17,820",Charm Points
721,Minirka,Royal Paladin,Thyria,1231,"17,817",Charm Points
722,Distancehunter,Royal Paladin,Antica,636,"17,809",Charm Points
723,Yamaanek,Elder Druid,Monza,2070,"17,808",Charm Points
724,Garbimxd,Elite Knight,Venebra,1677,"17,805",Charm Points
725,Darksign,Royal Paladin,Belobra,1677,"17,799",Charm Points
725,Kafy,Elite Knight,Secura,1422,"17,799",Charm Points
727,Currak,Royal Paladin,Bona,755,"17,794",Charm Points
727,Fiftyone Degrees Nord,Elite Knight,Premia,1183,"17,794",Charm Points
727,Only Hans,Elder Druid,Nevia,1371,"17,794",Charm Points
730,Zelioh,Elite Knight,Blumera,977,"17,784",Charm Points
731,Loth Back,Elder Druid,Collabra,1427,"17,783",Charm Points
732,Jinbesan,Master Sorcerer,Dia,865,"17,764",Charm Points
733,Torkel Ironman,Elite Knight,Issobra,747,"17,758",Charm Points
734,Mazoskt,Master Sorcerer,Descubra,1561,"17,756",Charm Points
735,Plemienny Wojownik,Elite Knight,Secura,873,"17,754",Charm Points
736,Janczas,Elder Druid,Secura,1322,"17,753",Charm Points
737,Mirakinus Obied,Royal Paladin,Peloria,767,"17,748",Charm Points
738,Sorrizzos,Elite Knight,Venebra,1703,"17,744",Charm Points
739,Krueger,Elite Knight,Kalibra,1450,"17,743",Charm Points
740,Nott Primetime,Royal Paladin,Descubra,2158,"17,730",Charm Points
741,Void Echoes,Elder Druid,Antica,1458,"17,727",Charm Points
742,Caarolai,Royal Paladin,Karmeya,1124,"17,724",Charm Points
743,Harry White,Elder Druid,Zuna,1238,"17,719",Charm Points
743,Muhannad,Royal Paladin,Celesta,1264,"17,719",Charm Points
745,Sioyou Later,Elder Druid,Blumera,1723,"17,717",Charm Points
746,Nutri Jogandosolo,Elite Knight,Ourobra,820,"17,714",Charm Points
747,Drargoe,Royal Paladin,Calmera,1338,"17,709",Charm Points
748,Kaleb in,Master Sorcerer,Belobra,1196,"17,704",Charm Points
748,The Grimfire,Royal Paladin,Nefera,1451,"17,704",Charm Points
750,Alexh con Hat,Royal Paladin,Talera,1698,"17,689",Charm Points
750,Querlanticket,Royal Paladin,Secura,576,"17,689",Charm Points
750,Sheik Dog,Royal Paladin,Luminera,812,"17,689",Charm Points
750,Tasso Aligenigina Alussinado,Elder Druid,Belobra,659,"17,689",Charm Points
754,Guigin Cansado,Elite Knight,Venebra,1732,"17,680",Charm Points
755,King Adamo,Master Sorcerer,Secura,1272,"17,669",Charm Points
756,Priceless Sheepiish,Elder Druid,Eclipta,959,"17,667",Charm Points
756,Sick Paladin,Royal Paladin,Thyria,1328,"17,667",Charm Points
758,Reed Ian,Elite Knight,Dia,1203,"17,661",Charm Points
759,Toxino,Elite Knight,Talera,1065,"17,660",Charm Points
760,Venoox,Royal Paladin,Celesta,2294,"17,650",Charm Points
761,Lyss Lothbrok,Elite Knight,Etebra,1052,"17,639",Charm Points
761,Ravor Morxis,Royal Paladin,Vunira,792,"17,639",Charm Points
763,Waldir desmotivado,Elite Knight,Collabra,1575,"17,635",Charm Points
764,Belintina,Master Sorcerer,Refugia,1635,"17,632",Charm Points
765,Averlo,Elder Druid,Bona,1259,"17,630",Charm Points
765,Johnyzin,Elite Knight,Ourobra,1239,"17,630",Charm Points
767,Grasuje,Elder Druid,Vunira,848,"17,619",Charm Points
768,Mitis Dictator,Elite Knight,Nefera,684,"17,609",Charm Points
769,Francamente,Elite Knight,Yonabra,965,"17,605",Charm Points
770,Menczolek,Elite Knight,Antica,887,"17,604",Charm Points
771,Infernalus,Master Sorcerer,Monza,144,"17,599",Charm Points
772,Internal Gogeta,Elite Knight,Quelibra,1077,"17,594",Charm Points
773,Luanpt,Royal Paladin,Karmeya,718,"17,589",Charm Points
773,Pesadelus,Royal Paladin,Descubra,815,"17,589",Charm Points
775,Rowik,Elder Druid,Celesta,974,"17,584",Charm Points
776,Genezyzz,Elder Druid,Gentebra,1253,"17,583",Charm Points
777,Headshot Qazq,Elite Knight,Monstera,1254,"17,579",Charm Points
778,Buffy Kion,Royal Paladin,Gentebra,721,"17,564",Charm Points
779,Charvalo,Royal Paladin,Gentebra,1507,"17,561",Charm Points
