Rank,Name,Vocation,World,Level,Points,category,vocation_id
368,Pexiz,Elite Knight,Ferobra,903,"20,080",Boss Points,0
371,Cubbii,Royal Paladin,Celesta,1455,"20,075",Boss Points,0
371,Fenia Tegisa,Elder Druid,Celesta,1931,"20,075",Boss Points,0
371,Hexed,Royal Paladin,Kalibra,1303,"20,075",Boss Points,0
371,Mircomania,Elder Druid,Wintera,933,"20,075",Boss Points,0
371,Onfayar,Elite Knight,Refugia,889,"20,075",Boss Points,0
376,Kentz Lee,Elite Knight,Ustebra,1068,"20,060",Boss Points,0
377,Eiitah,Elder Druid,Yonabra,1364,"20,055",Boss Points,0
377,Husio,Elite Knight,Premia,1079,"20,055",Boss Points,0
379,Gabos,Elite Knight,Thyria,900,"20,045",Boss Points,0
379,Jeda,Elite Knight,Celebra,1103,"20,045",Boss Points,0
381,Knight Emmanuel,Elite Knight,Gentebra,1507,"20,030",Boss Points,0
382,Sky Jet,Elite Knight,Lobera,1537,"20,025",Boss Points,0
383,Theron Darax,Elite Knight,Yonabra,1487,"20,020",Boss Points,0
384,Fa vey,Elder Druid,Gentebra,1650,"20,010",Boss Points,0
384,Wubuuffet,Royal Paladin,Karmeya,962,"20,010",Boss Points,0
386,Arligh,Elder Druid,Yonabra,1046,"20,005",Boss Points,0
387,Tomaz,Elite Knight,Thyria,1044,"20,000",Boss Points,0
388,Mor teiro,Royal Paladin,Obscubra,979,"19,990",Boss Points,0
389,Miss Petetoo,Elite Knight,Nevia,1156,"19,980",Boss Points,0
390,Wall Zmialo,Elder Druid,Thyria,987,"19,965",Boss Points,0
391,Vermeio do Dianho,Elite Knight,Lutabra,790,"19,955",Boss Points,0
392,Maalyka,Royal Paladin,Quelibra,677,"19,950",Boss Points,0
393,Nytezhyn,Elite Knight,Celesta,713,"19,945",Boss Points,0
393,Strong Nervous,Elder Druid,Karmeya,1282,"19,945",Boss Points,0
395,Sinsor,Royal Paladin,Vunira,1592,"19,895",Boss Points,0
396,Brown Wood,Elite Knight,Nefera,1370,"19,890",Boss Points,0
397,Opanowany Paladynek,Royal Paladin,Nevia,864,"19,885",Boss Points,0
397,Trotuska,Elite Knight,Gladera,989,"19,885",Boss Points,0
399,Bandzior Ek,Elite Knight,Celesta,872,"19,880",Boss Points,0
399,Tsunami Apopo,Elite Knight,Pacera,623,"19,880",Boss Points,0
401,Cris Damora,Royal Paladin,Karmeya,616,"19,875",Boss Points,0
402,Soulfrail,Elder Druid,Celesta,1177,"19,870",Boss Points,0
403,Anatomia Strachu,Royal Paladin,Collabra,822,"19,865",Boss Points,0
404,Lairuf,Elder Druid,Refugia,1544,"19,850",Boss Points,0
405,Leonel Royalheart,Royal Paladin,Yonabra,956,"19,845",Boss Points,0
405,Slug Princess Tsunade,Elder Druid,Monza,1734,"19,845",Boss Points,0
407,Spenceron,Master Sorcerer,Vunira,812,"19,830",Boss Points,0
408,Guizzz,Elite Knight,Yonabra,601,"19,815",Boss Points,0
408,Lucas Divine,Elder Druid,Nefera,1002,"19,815",Boss Points,0
408,Supreme Xbacon,Elite Knight,Jadebra,679,"19,815",Boss Points,0
411,Chuy Osuna,Elite Knight,Quintera,835,"19,800",Boss Points,0
412,Paladino Randel,Royal Paladin,Belobra,847,"19,790",Boss Points,0
412,Siness,Elite Knight,Secura,1133,"19,790",Boss Points,0
414,Brobanana,Elite Knight,Peloria,791,"19,780",Boss Points,0
414,Grisam,Elite Knight,Gravitera,1374,"19,780",Boss Points,0
416,Skorka Kiwi,Elder Druid,Harmonia,1057,"19,775",Boss Points,0
417,Kachopa Knight,Elite Knight,Kalibra,711,"19,765",Boss Points,0
418,Itz Kadricz,Royal Paladin,Celesta,1318,"19,760",Boss Points,0
418,Melissa Wicked,Elite Knight,Jadebra,571,"19,760",Boss Points,0
420,Elite Diabeu,Elite Knight,Secura,708,"19,745",Boss Points,0
421,Avacy,Elder Druid,Quintera,776,"19,740",Boss Points,0
421,Bad Angle,Elite Knight,Yonabra,653,"19,740",Boss Points,0
421,Szymonicx,Elite Knight,Refugia,1395,"19,740",Boss Points,0
424,Take the Juicer,Elite Knight,Wadira,1123,"19,720",Boss Points,0
425,An Druid Apparition,Elder Druid,Issobra,973,"19,715",Boss Points,0
425,Royal of Darknes,Royal Paladin,Jadebra,738,"19,715",Boss Points,0
427,Vendo Pot Vazio,Elite Knight,Belobra,618,"19,710",Boss Points,0
428,Chaviitoh,Royal Paladin,Talera,1082,"19,705",Boss Points,0
428,Mya Kayy,Royal Paladin,Astera,719,"19,705",Boss Points,0
430,Luanpt,Royal Paladin,Karmeya,713,"19,700",Boss Points,0
430,Uman The Legend Shanigami,Elite Knight,Yonabra,674,"19,700",Boss Points,0
432,Elbulkoo,Elite Knight,Antica,819,"19,690",Boss Points,0
433,Nakayo,Royal Paladin,Monza,1571,"19,685",Boss Points,0
434,Genezzis,Royal Paladin,Gladera,1021,"19,675",Boss Points,0
435,Miizinha,Elite Knight,Belobra,951,"19,670",Boss Points,0
436,Duec,Elite Knight,Pacera,998,"19,665",Boss Points,0
436,Yerwim,Paladin,Yovera,781,"19,665",Boss Points,0
438,Hymura,Elder Druid,Lobera,1104,"19,660",Boss Points,0
438,Maly'Dystansowiec,Royal Paladin,Bona,1183,"19,660",Boss Points,0
440,Caio Sama,Elite Knight,Nefera,1190,"19,655",Boss Points,0
440,Hypnozapo,Master Sorcerer,Quintera,768,"19,655",Boss Points,0
442,Mendzik,Elder Druid,Nevia,940,"19,650",Boss Points,0
442,Teev,Royal Paladin,Monza,1380,"19,650",Boss Points,0
444,Ricardin,Royal Paladin,Solidera,741,"19,645",Boss Points,0
445,Alexx Bonecrusher,Elite Knight,Xyla,1234,"19,640",Boss Points,0
446,Apthia,Royal Paladin,Descubra,1073,"19,630",Boss Points,0
446,Hogano,Elder Druid,Belobra,864,"19,630",Boss Points,0
446,Pesadelus,Royal Paladin,Descubra,814,"19,630",Boss Points,0
446,Rui Chapeu Archer,Royal Paladin,Serdebra,753,"19,630",Boss Points,0
450,Pew Pew beroek,Elder Druid,Antica,932,"19,615",Boss Points,0
451,Ale Erpe,Royal Paladin,Antica,797,"19,600",Boss Points,0
451,Saick,Master Sorcerer,Serdebra,876,"19,600",Boss Points,0
453,Amby Nalouryus,Elder Druid,Issobra,887,"19,595",Boss Points,0
453,Holy Cappuccino,Royal Paladin,Solidera,671,"19,595",Boss Points,0
453,Natalka Zakochana,Elder Druid,Harmonia,1299,"19,595",Boss Points,0
456,Rift Mercenary,Elite Knight,Nefera,951,"19,590",Boss Points,0
457,Tasso Aligenigina Alussinado,Elder Druid,Belobra,640,"19,580",Boss Points,0
458,Paramagnetyk,Elite Knight,Monza,1168,"19,570",Boss Points,0
458,Raider Mag,Master Sorcerer,Celesta,1193,"19,570",Boss Points,0
458,Romopollis,Elite Knight,Quelibra,749,"19,570",Boss Points,0
461,Pai Boss Hunter,Elder Druid,Lutabra,803,"19,565",Boss Points,0
462,Azganon,Royal Paladin,Secura,1198,"19,560",Boss Points,0
462,Daddy Archer,Royal Paladin,Kalibra,704,"19,560",Boss Points,0
462,Taleat Datsondo,Master Sorcerer,Gentebra,781,"19,560",Boss Points,0
465,Kian no Rivers,Elite Knight,Tornabra,1065,"19,555",Boss Points,0
466,Gezafoko Geza,Royal Paladin,Obscubra,1267,"19,550",Boss Points,0
466,Tharum,Elite Knight,Celesta,1009,"19,550",Boss Points,0
468,Silverx,Elite Knight,Gentebra,610,"19,545",Boss Points,0
469,Amai Hope,Elder Druid,Harmonia,1163,"19,525",Boss Points,0
469,Raaro,Master Sorcerer,Ustebra,1638,"19,525",Boss Points,0
469,Sillnyy,Elder Druid,Bona,1805,"19,525",Boss Points,0
469,Tonio,Royal Paladin,Belobra,1050,"19,525",Boss Points,0
473,Il Padrino,Royal Paladin,Secura,875,"19,520",Boss Points,0
474,Byte Ones,Elder Druid,Yovera,649,"19,515",Boss Points,0
474,Podobno wariat,Elite Knight,Antica,661,"19,515",Boss Points,0
476,Ninja Knoub,Elite Knight,Descubra,1891,"19,505",Boss Points,0
477,Krwiopalczasty,Elite Knight,Quintera,607,"19,495",Boss Points,0
478,Twisted Arpi,Royal Paladin,Antica,846,"19,490",Boss Points,0
478,Vorrak Paladino Hostil,Royal Paladin,Rasteibra,903,"19,490",Boss Points,0
480,Mordokrowka,Elite Knight,Antica,472,"19,460",Boss Points,0
481,Eusebio Picafumo,Royal Paladin,Descubra,568,"19,455",Boss Points,0
482,Alhejandra,Elite Knight,Talera,1033,"19,450",Boss Points,0
483,Suonzera,Elite Knight,Yonabra,1208,"19,440",Boss Points,0
484,Chodzacy zduchami tanno,Elder Druid,Karmeya,821,"19,425",Boss Points,0
485,Azuritee,Elder Druid,Ferobra,641,"19,420",Boss Points,0
485,Rogii Suvan,Elite Knight,Venebra,793,"19,420",Boss Points,0
487,Nutri Jogandosolo,Elite Knight,Ourobra,820,"19,410",Boss Points,0
487,Sarys Sire,Elder Druid,Secura,816,"19,410",Boss Points,0
487,True Papure Defender,Elder Druid,Rasteibra,1118,"19,410",Boss Points,0
490,Zain Malek,Druid,Gravitera,893,"19,405",Boss Points,0
491,Dhokz,Elder Druid,Belobra,1310,"19,395",Boss Points,0
491,Szyszek Milord Black,Elder Druid,Antica,1229,"19,395",Boss Points,0
491,Thor etinho,Elite Knight,Solidera,999,"19,395",Boss Points,0
494,Bo ladino,Royal Paladin,Issobra,1300,"19,390",Boss Points,0
494,Czikita,Elder Druid,Secura,2053,"19,390",Boss Points,0
494,Sleshi,Elite Knight,Serdebra,741,"19,390",Boss Points,0
497,Szechuan Sauce,Royal Paladin,Xyla,1368,"19,370",Boss Points,0
498,Sedrahil,Royal Paladin,Oceanis,2004,"19,360",Boss Points,0
499,Anti Druid,Elder Druid,Nevia,1129,"19,350",Boss Points,0
499,Outlaw Willi,Royal Paladin,Celesta,1253,"19,350",Boss Points,0
501,Aka Spectral Bolt,Royal Paladin,Rasteibra,1016,"19,345",Boss Points,0
501,Kee mo,Master Sorcerer,Retalia,1080,"19,345",Boss Points,0
501,Rod mago,Elder Druid,Gravitera,1073,"19,345",Boss Points,0
501,Vannak Wrath,Elder Druid,Gentebra,1291,"19,345",Boss Points,0
505,Arqueiro Arrogante,Royal Paladin,Quelibra,595,"19,340",Boss Points,0
505,Xivi Pall,Royal Paladin,Secura,1262,"19,340",Boss Points,0
507,Nemra the Foe,Master Sorcerer,Nevia,671,"19,335",Boss Points,0
507,Tharivol,Royal Paladin,Peloria,1137,"19,335",Boss Points,0
509,Davyd Yatusaaabes,Elite Knight,Quintera,1038,"19,325",Boss Points,0
509,Lazy Tytanka,Elite Knight,Secura,1026,"19,325",Boss Points,0
511,Altonivel de Periculosidade,Elder Druid,Ourobra,1005,"19,320",Boss Points,0
511,Icuu,Elder Druid,Ombra,996,"19,320",Boss Points,0
513,Ashia Igna,Royal Paladin,Karmeya,1215,"19,310",Boss Points,0
514,Kaioo Shin,Royal Paladin,Monza,813,"19,305",Boss Points,0
514,Kayylicious,Elder Druid,Astera,1037,"19,305",Boss Points,0
516,Kadarn,Elite Knight,Collabra,1034,"19,300",Boss Points,0
516,Lady Koning,Elite Knight,Quelibra,894,"19,300",Boss Points,0
518,Feru Maryn,Elder Druid,Menera,1249,"19,295",Boss Points,0
519,Royal Kado,Royal Paladin,Secura,1255,"19,285",Boss Points,0
520,Ayeevi,Master Sorcerer,Refugia,863,"19,280",Boss Points,0
520,Dark Black Magician,Elder Druid,Celebra,748,"19,280",Boss Points,0
522,Enjoy,Elder Druid,Gravitera,1124,"19,275",Boss Points,0
523,Luna Mounstro,Elite Knight,Serdebra,1241,"19,265",Boss Points,0
523,Ruthless Mateo,Elite Knight,Karmeya,1650,"19,265",Boss Points,0
525,Kate Walker,Elite Knight,Nevia,1291,"19,260",Boss Points,0
526,Vepesadelo,Elite Knight,Yonabra,855,"19,250",Boss Points,0
527,Fort Oak,Elite Knight,Ustebra,1392,"19,245",Boss Points,0
528,Atomoowy Dzik,Elite Knight,Antica,704,"19,230",Boss Points,0
529,Licotur,Royal Paladin,Ombra,1437,"19,225",Boss Points,0
530,Lunatic Princess,Elite Knight,Celesta,2181,"19,220",Boss Points,0
530,Sir Iguela,Elite Knight,Bona,1103,"19,220",Boss Points,0
532,Xan Farmer,Master Sorcerer,Refugia,1571,"19,205",Boss Points,0
533,Sabor Venezolano,Elite Knight,Nefera,936,"19,195",Boss Points,0
533,Stiingu,Elite Knight,Harmonia,1174,"19,195",Boss Points,0
535,Jeszsy,Elite Knight,Belobra,811,"19,190",Boss Points,0
535,Magic Charllie,Master Sorcerer,Luminera,854,"19,190",Boss Points,0
537,Operador da Betoneira,Royal Paladin,Ferobra,601,"19,175",Boss Points,0
538,Lu do,Master Sorcerer,Issobra,1244,"19,170",Boss Points,0
538,Zezinho Enterprise,Elite Knight,Ourobra,1785,"19,170",Boss Points,0
540,Spideres,Elder Druid,Nefera,769,"19,165",Boss Points,0
541,Kittyqueen,Elite Knight,Celesta,1119,"19,160",Boss Points,0
542,Dani Thegreatest,Elite Knight,Kalibra,1210,"19,155",Boss Points,0
542,Darkness Miss Lalatina,Elite Knight,Secura,1559,"19,155",Boss Points,0
542,Koverox,Elite Knight,Inabra,1204,"19,155",Boss Points,0
545,Cenihefert,Knight,Astera,735,"19,150",Boss Points,0
545,Small Inconvenience,Elite Knight,Nevia,1011,"19,150",Boss Points,0
547,Awen,Elder Druid,Gentebra,1056,"19,135",Boss Points,0
547,Piratov,Elite Knight,Antica,1037,"19,135",Boss Points,0
549,Shining Horseman,Elite Knight,Talera,672,"19,130",Boss Points,0
550,Hardcor,Master Sorcerer,Vunira,1193,"19,125",Boss Points,0
551,Arscon,Royal Paladin,Monza,1012,"19,120",Boss Points,0
551,Revira,Elite Knight,Monza,1190,"19,120",Boss Points,0
553,Darken wolf,Royal Paladin,Luminera,1281,"19,110",Boss Points,0
553,Lord Mutsley,Elite Knight,Serdebra,1011,"19,110",Boss Points,0
553,Zambiran,Elite Knight,Karmeya,1061,"19,110",Boss Points,0
556,Carrasku,Royal Paladin,Serdebra,670,"19,105",Boss Points,0
557,Don Bobo,Royal Paladin,Nevia,1040,"19,100",Boss Points,0
558,Dark Blood Of Honera,Master Sorcerer,Nefera,1392,"19,090",Boss Points,0
559,Caiio Acalix,Elder Druid,Gentebra,1723,"19,085",Boss Points,0
560,Hardcorowy Lares,Elite Knight,Celesta,810,"19,080",Boss Points,0
560,Semps,Elite Knight,Celebra,1009,"19,080",Boss Points,0
562,Mitis Dictator,Elite Knight,Nefera,659,"19,075",Boss Points,0
562,Shidosz,Elder Druid,Yonabra,1428,"19,075",Boss Points,0
562,Tulai,Royal Paladin,Antica,1182,"19,075",Boss Points,0
565,Gaby Astim,Elder Druid,Yonabra,1314,"19,070",Boss Points,0
566,Bestia Losu,Royal Paladin,Monza,1135,"19,065",Boss Points,0
566,Bolo Palladyn,Royal Paladin,Refugia,870,"19,065",Boss Points,0
566,Tazari Windu,Master Sorcerer,Rasteibra,1539,"19,065",Boss Points,0
569,Belgoto,Elite Knight,Ourobra,839,"19,060",Boss Points,0
569,Elderr Snarglis,Elder Druid,Secura,962,"19,060",Boss Points,0
569,Haishen,Master Sorcerer,Secura,723,"19,060",Boss Points,0
572,Demom Angelical,Royal Paladin,Obscubra,1116,"19,050",Boss Points,0
572,Sara Cross,Elite Knight,Bona,709,"19,050",Boss Points,0
574,Axefight Oz,Elite Knight,Quelibra,757,"19,045",Boss Points,0
574,Bacrolol,Royal Paladin,Secura,1031,"19,045",Boss Points,0
576,Luriam,Royal Paladin,Descubra,1168,"19,040",Boss Points,0
577,Judge,Royal Paladin,Celebra,1875,"19,010",Boss Points,0
578,Soijiroo,Elite Knight,Inabra,1033,"19,005",Boss Points,0
579,Dark Vaug,Elder Druid,Monza,933,"19,000",Boss Points,0
579,Speed emen,Royal Paladin,Secura,538,"19,000",Boss Points,0
581,Nydo Vampire,Master Sorcerer,Secura,1021,"18,990",Boss Points,0
582,Tamarizz,Elite Knight,Solidera,671,"18,985",Boss Points,0
583,Blyndadinho,Royal Paladin,Serdebra,1098,"18,980",Boss Points,0
583,Karnemelsky,Royal Paladin,Secura,1166,"18,980",Boss Points,0
583,Tio Cidinho,Royal Paladin,Venebra,875,"18,980",Boss Points,0
586,Kokobolo,Elite Knight,Harmonia,903,"18,955",Boss Points,0
586,Skullita,Master Sorcerer,Peloria,763,"18,955",Boss Points,0
588,Netow Stark,Royal Paladin,Gravitera,1166,"18,945",Boss Points,0
589,Dardar Zamoldimor,Royal Paladin,Celesta,976,"18,930",Boss Points,0
589,Gordoscout,Royal Paladin,Belobra,920,"18,930",Boss Points,0
589,Terra Pitbulldo Manguin,Royal Paladin,Ombra,1575,"18,930",Boss Points,0
592,Timii Neutron,Master Sorcerer,Refugia,1400,"18,925",Boss Points,0
593,Soxiikggwp,Royal Paladin,Monza,963,"18,910",Boss Points,0
594,Alsa Himm,Elder Druid,Harmonia,1634,"18,905",Boss Points,0
594,Gajan,Royal Paladin,Karmeya,744,"18,905",Boss Points,0
594,Milei,Elder Druid,Astera,1103,"18,905",Boss Points,0
594,Pumbx,Royal Paladin,Premia,902,"18,905",Boss Points,0
598,Drizzz,Royal Paladin,Quintera,864,"18,900",Boss Points,0
598,Wii Wii,Royal Paladin,Jadebra,751,"18,900",Boss Points,0
600,Lorcasarch,Royal Paladin,Vunira,952,"18,890",Boss Points,0
601,Knight'Militar,Elite Knight,Belobra,1076,"18,870",Boss Points,0
602,Cliniak,Royal Paladin,Secura,966,"18,865",Boss Points,0
602,Sir Aeronys,Elite Knight,Calmera,633,"18,865",Boss Points,0
604,Doctor Dzojnt,Master Sorcerer,Nevia,1043,"18,850",Boss Points,0
605,Sorceror King,Master Sorcerer,Antica,550,"18,845",Boss Points,0
606,Koyomi Oni Chan,Elite Knight,Secura,832,"18,835",Boss Points,0
606,Lo go Land,Royal Paladin,Thyria,898,"18,835",Boss Points,0
608,Pikorucho,Royal Paladin,Tornabra,1207,"18,830",Boss Points,0
609,Hevend,Royal Paladin,Secura,567,"18,820",Boss Points,0
610,Bedow Fofinho,Elite Knight,Inabra,607,"18,815",Boss Points,0
611,Romy Thor,Elder Druid,Belobra,1255,"18,810",Boss Points,0
612,Deadly Madara,Elder Druid,Bona,888,"18,805",Boss Points,0
612,King Coraja,Royal Paladin,Yonabra,1517,"18,805",Boss Points,0
614,Camann Casad,Elite Knight,Harmonia,751,"18,800",Boss Points,0
615,Adrianeeq,Elder Druid,Secura,650,"18,790",Boss Points,0
616,Kaxarax,Royal Paladin,Antica,1047,"18,785",Boss Points,0
617,Sayhttam,Master Sorcerer,Calmera,813,"18,780",Boss Points,0
617,Villusiek,Elder Druid,Dia,1145,"18,780",Boss Points,0
619,Kaspu,Royal Paladin,Xyla,779,"18,775",Boss Points,0
619,Nohni Ryan,Elder Druid,Astera,898,"18,775",Boss Points,0
619,Sweetie Leti,Elder Druid,Inabra,1015,"18,775",Boss Points,0
622,Arizon,Elite Knight,Kalibra,764,"18,770",Boss Points,0
622,Nikos Wspanialy,Elite Knight,Celesta,910,"18,770",Boss Points,0
624,Kairos Knight,Elite Knight,Kalibra,459,"18,765",Boss Points,0
625,Giggax,Elite Knight,Secura,866,"18,755",Boss Points,0
625,Mala Miszi,Elder Druid,Celesta,1240,"18,755",Boss Points,0
625,Yunski,Royal Paladin,Secura,2142,"18,755",Boss Points,0
628,Elkerann Phison,Elite Knight,Ourobra,794,"18,740",Boss Points,0
628,Szubik,Elite Knight,Karmeya,577,"18,740",Boss Points,0
630,Coeen,Royal Paladin,Secura,717,"18,735",Boss Points,0
630,Stop Yapp,Elite Knight,Secura,969,"18,735",Boss Points,0
632,Tha,Master Sorcerer,Yonabra,744,"18,730",Boss Points,0
633,King Koppas,Elite Knight,Nefera,931,"18,720",Boss Points,0
634,Dash Zoomyy,Royal Paladin,Bona,1206,"18,715",Boss Points,0
634,The Sauron,Elite Knight,Serdebra,1235,"18,715",Boss Points,0
636,Jo Fillink,Royal Paladin,Nefera,506,"18,695",Boss Points,0
636,Vic In Debit,Elite Knight,Kalibra,1202,"18,695",Boss Points,0
638,Epps Paladin,Paladin,Secura,463,"18,690",Boss Points,0
638,Lololordini,Elder Druid,Xyla,666,"18,690",Boss Points,0
640,Alatsuvia Haeravaga,Elite Knight,Ustebra,1033,"18,685",Boss Points,0
640,Madai,Elder Druid,Vunira,1049,"18,685",Boss Points,0
640,Uchiha Barba Branca,Elite Knight,Tornabra,1398,"18,685",Boss Points,0
643,Yorate,Elite Knight,Bona,685,"18,680",Boss Points,0
644,Alacadin Boltada,Royal Paladin,Ustebra,993,"18,670",Boss Points,0
644,The Loko,Elder Druid,Esmera,1423,"18,670",Boss Points,0
644,Werefoxy,Elder Druid,Nevia,557,"18,670",Boss Points,0
647,Magic Deve,Master Sorcerer,Monza,733,"18,665",Boss Points,0
648,Juankz,Elite Knight,Lobera,1270,"18,645",Boss Points,0
648,Prometeu,Elite Knight,Bona,1055,"18,645",Boss Points,0
650,Parker Pen,Elite Knight,Peloria,611,"18,640",Boss Points,0
650,Please fre items,Royal Paladin,Refugia,809,"18,640",Boss Points,0
652,Arcai,Master Sorcerer,Quidera,875,"18,615",Boss Points,0
652,Elite Kasa,Elite Knight,Yonabra,924,"18,615",Boss Points,0
652,Lai ruf,Elder Druid,Refugia,1498,"18,615",Boss Points,0
652,Marjan Pazdzioch,Elder Druid,Dia,738,"18,615",Boss Points,0
656,Insanity Bolt Isback,Royal Paladin,Quintera,791,"18,595",Boss Points,0
656,Ro driguez,Elder Druid,Ourobra,1607,"18,595",Boss Points,0
658,Lord Ovthe Depths,Druid,Serdebra,837,"18,590",Boss Points,0
658,Pejotinha,Elder Druid,Solidera,1114,"18,590",Boss Points,0
660,Cardinale Habby,Royal Paladin,Peloria,953,"18,580",Boss Points,0
660,Shadow of the Candia,Master Sorcerer,Monza,1070,"18,580",Boss Points,0
662,Speedbolt,Royal Paladin,Yonabra,1070,"18,570",Boss Points,0
663,Akuma Nikaido,Elite Knight,Collabra,487,"18,560",Boss Points,0
664,Czerwony Fox,Elite Knight,Bona,553,"18,555",Boss Points,0
664,Squibbets,Elder Druid,Esmera,786,"18,555",Boss Points,0
666,Muhannad,Royal Paladin,Celesta,1254,"18,550",Boss Points,0
666,Proudmane,Druid,Peloria,987,"18,550",Boss Points,0
668,Ciclone Thunder,Royal Paladin,Honbra,986,"18,545",Boss Points,0
668,Sariinhasz,Royal Paladin,Ferobra,1525,"18,545",Boss Points,0
668,Zathroths,Elite Knight,Ombra,1293,"18,545",Boss Points,0
671,Tankov,Elite Knight,Quelibra,941,"18,535",Boss Points,0
672,Bella Ragazza,Elder Druid,Secura,1251,"18,530",Boss Points,0
673,Grove Max,Elite Knight,Celesta,806,"18,525",Boss Points,0
674,Jee Bunny Shop,Royal Paladin,Thyria,1543,"18,520",Boss Points,0
675,Efra,Royal Paladin,Solidera,824,"18,515",Boss Points,0
675,Holy Bull,Exalted Monk,Secura,714,"18,515",Boss Points,0
675,Trolloc,Elite Knight,Astera,913,"18,515",Boss Points,0
678,Mareckinho,Elite Knight,Karmeya,865,"18,510",Boss Points,0
679,Wyfurany Dziuskov,Elder Druid,Celesta,821,"18,505",Boss Points,0
680,Kolcho,Knight,Secura,906,"18,495",Boss Points,0
681,Dirrego,Elite Knight,Celebra,1166,"18,490",Boss Points,0
681,Risercan Codelluna,Royal Paladin,Retalia,1164,"18,490",Boss Points,0
683,Kruceush,Royal Paladin,Bona,962,"18,485",Boss Points,0
683,Spectral Sio,Elder Druid,Nefera,1018,"18,485",Boss Points,0
685,Geront,Royal Paladin,Refugia,741,"18,480",Boss Points,0
685,Reque Ztek,Master Sorcerer,Xyla,1219,"18,480",Boss Points,0
687,Black Haunter,Elite Knight,Celesta,1047,"18,475",Boss Points,0
688,Paajak,Elder Druid,Dia,948,"18,460",Boss Points,0
688,Zeka Edius,Royal Paladin,Quelibra,788,"18,460",Boss Points,0
690,Sangralzim,Master Sorcerer,Astera,1301,"18,450",Boss Points,0
691,Norkulik,Royal Paladin,Celesta,963,"18,445",Boss Points,0
692,Nasty Querdin,Elder Druid,Celesta,1018,"18,435",Boss Points,0
692,Tewan Tyring,Royal Paladin,Yovera,778,"18,435",Boss Points,0
692,Trixzinos,Elite Knight,Honbra,1165,"18,435",Boss Points,0
695,Beretta Rex,Royal Paladin,Pacera,718,"18,430",Boss Points,0
696,Baasinova,Elite Knight,Astera,1069,"18,425",Boss Points,0
696,Shootie Mcarrow,Royal Paladin,Secura,1030,"18,425",Boss Points,0
698,Samurai Amon,Elite Knight,Lobera,665,"18,420",Boss Points,0
699,Ribamar Eterno,Master Sorcerer,Ombra,1226,"18,415",Boss Points,0
700,Imitex,Master Sorcerer,Vunira,536,"18,410",Boss Points,0
700,Menozin Rush,Master Sorcerer,Quelibra,1199,"18,410",Boss Points,0
702,Aeohn,Elder Druid,Ferobra,946,"18,405",Boss Points,0
702,Liindsay,Elder Druid,Celebra,1003,"18,405",Boss Points,0
702,Sage of Ice,Elder Druid,Belobra,1014,"18,405",Boss Points,0
705,Garfield Cat,Elite Knight,Dia,1220,"18,400",Boss Points,0
705,Koperkowy Louis,Royal Paladin,Nevia,698,"18,400",Boss Points,0
707,Jobaz,Elite Knight,Ourobra,837,"18,385",Boss Points,0
708,Nisom,Royal Paladin,Premia,920,"18,380",Boss Points,0
709,Eraqus,Elite Knight,Astera,1310,"18,375",Boss Points,0
710,Bauriev Wilox,Royal Paladin,Issobra,806,"18,370",Boss Points,0
710,Jurasek,Royal Paladin,Refugia,805,"18,370",Boss Points,0
710,Kazarka,Elder Druid,Secura,1063,"18,370",Boss Points,0
713,Knilk,Elder Druid,Harmonia,659,"18,365",Boss Points,0
714,Bhelklakolova,Elite Knight,Yonabra,1653,"18,355",Boss Points,0
715,Markelito,Elite Knight,Celesta,1634,"18,335",Boss Points,0
715,Meepoww,Elite Knight,Serdebra,140,"18,335",Boss Points,0
715,Nrwing,Elite Knight,Antica,848,"18,335",Boss Points,0
718,Bo cian,Elite Knight,Harmonia,1282,"18,330",Boss Points,0
718,Zaade,Royal Paladin,Peloria,1063,"18,330",Boss Points,0
720,Wlodarzka,Elite Knight,Xyla,1355,"18,325",Boss Points,0
721,Champion Souls,Royal Paladin,Refugia,1066,"18,320",Boss Points,0
722,Abyss Of Death,Master Sorcerer,Thyria,683,"18,315",Boss Points,0
723,Extdream,Royal Paladin,Refugia,1222,"18,310",Boss Points,0
723,Turion Templar,Elite Knight,Vunira,620,"18,310",Boss Points,0
725,Chronic inflammation,Master Sorcerer,Nevia,1008,"18,300",Boss Points,0
725,Lovens,Elite Knight,Secura,1064,"18,300",Boss Points,0
727,Belu,Master Sorcerer,Nefera,1014,"18,285",Boss Points,0
728,Bartlomieej,Elite Knight,Antica,644,"18,270",Boss Points,0
728,Bruxinhaz,Elder Druid,Belobra,843,"18,270",Boss Points,0
728,Danaszk,Elder Druid,Jadebra,859,"18,270",Boss Points,0
731,Clericaly,Royal Paladin,Karmeya,947,"18,265",Boss Points,0
731,Riivv,Master Sorcerer,Antica,1588,"18,265",Boss Points,0
733,Laloszk,Elder Druid,Yovera,519,"18,260",Boss Points,0
733,Pizzabuddy,Elite Knight,Nevia,834,"18,260",Boss Points,0
735,Raizor Hell,Elite Knight,Ferobra,785,"18,255",Boss Points,0
735,Woman Spia,Royal Paladin,Quintera,1181,"18,255",Boss Points,0
737,Augusto Carpe,Master Sorcerer,Yonabra,684,"18,250",Boss Points,0
737,Diamanoo,Elite Knight,Antica,1007,"18,250",Boss Points,0
737,Keruk,Elite Knight,Yonabra,1441,"18,250",Boss Points,0
740,Aquro Cacox,Royal Paladin,Descubra,1014,"18,245",Boss Points,0
