,name,world,category,vocation,skill_level,ingestion_time,start_date,end_date,is_current,hash_diff
1322,Ciemnyez,venebra,Club Fighting,elite knight,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,23dc1d2f617b3c891097b1371a30afecd7f077e0e5f1b090d189359683fafeda
1323,Coelho Madeoc,venebra,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
1324,Czar Eduuktz,venebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1325,Dukesao,venebra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,2026-01-26 19:00:56.891238,False,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1326,Dure Zela,venebra,Magic Level,master sorcerer,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d0271dca3a871c2a07b917b5bf3aca12bb2bf63a9d09dcf23dac9cbe7e6cd623
1327,Dyex,venebra,Axe Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
1328,Evilnesz,venebra,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
1329,Fistocina,venebra,Fist Fighting,exalted monk,112,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,24e0f2849968000e87e6f007fc491cd0579d750ed11b9a93078c1902faffa138
1330,Galego Tank,venebra,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
1331,Garbimxd,venebra,Sword Fighting,elite knight,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,932121e6b52346100146798e74712960adf14be0b168922e5515d6da76fa5e05
1332,Guigin Cansado,venebra,Axe Fighting,elite knight,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,932121e6b52346100146798e74712960adf14be0b168922e5515d6da76fa5e05
1333,Guizaum Poderoso,venebra,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
1334,Hulk Tacadordebolt,venebra,Distance Fighting,royal paladin,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,22a16935cec27328793c2e3f971ab62b549fb5a25728b13e196aed8e3cb9c193
1335,Hurlao Showtime,venebra,Magic Level,master sorcerer,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0d2f095a0a520e7831a8059b83e13a1d25763aacf8672d475c3364b34776f410
1336,Igor,venebra,Axe Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1337,Iludas,venebra,Magic Level,master sorcerer,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,90325bb84cc68c2444748592915420fe110f4d0e77ec8bb5642dc261b38e7982
1338,Iron Spikes,venebra,Axe Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1339,Jazhi,venebra,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
1340,Ken Dragonslayer,venebra,Distance Fighting,royal paladin,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,22a16935cec27328793c2e3f971ab62b549fb5a25728b13e196aed8e3cb9c193
1341,Khaldrax,venebra,Club Fighting,elite knight,126,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c1d6f420c66be5b693eec9cd6053a2a9a52212fe170594a78872f0767344c1eb
1342,Khro Ny,venebra,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
1343,Kshmiri,venebra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1344,Kyru,venebra,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
1345,Loszt,venebra,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
1346,Mage Sunmi,venebra,Magic Level,master sorcerer,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d0271dca3a871c2a07b917b5bf3aca12bb2bf63a9d09dcf23dac9cbe7e6cd623
1347,Manniusz,venebra,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
1348,Mary Ark,venebra,Sword Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1349,Meendigao,venebra,Club Fighting,elite knight,126,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c1d6f420c66be5b693eec9cd6053a2a9a52212fe170594a78872f0767344c1eb
1350,Miroslaw Brzechwa,venebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1351,Monge Jonas,venebra,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
1352,Monk King Beer,venebra,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
1353,Musashi Tank,venebra,Club Fighting,elite knight,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,eea4142539d582cda9c22c6beea248b29c7049bb8fe008dece24f6d05915c15d
1354,Mystic Andarielx,venebra,Magic Level,master sorcerer,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d4691607c6a557566ada7c70a6cabc97ef90d47e77df6c197f81bd90a2e18fdf
1355,Naber Bera,venebra,Sword Fighting,elite knight,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,78883b5f522e8cddb23310fd11d572f8f91431ec031fdd026ffbcd7535e77b00
1356,Nandoxdd,venebra,Magic Level,master sorcerer,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d4691607c6a557566ada7c70a6cabc97ef90d47e77df6c197f81bd90a2e18fdf
1357,Nero the Emperor,venebra,Axe Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1358,Nicty Bad,venebra,Magic Level,master sorcerer,147,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd79a28bca0f2fbc57b65fb46fdf076e35ca8e39d1566d5bcf9ab5a91e354ce2
1359,Nify,venebra,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
1360,Otapag,venebra,Fist Fighting,exalted monk,119,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,7aa82cfc166a46e77a3209e598920d5c0e81dd87bb3cc9a368f2d7cf97462cbb
1361,Othinows,venebra,Magic Level,master sorcerer,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0d2f095a0a520e7831a8059b83e13a1d25763aacf8672d475c3364b34776f410
1362,Puran Zim,venebra,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
1363,Ragg monk,venebra,Fist Fighting,exalted monk,112,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,24e0f2849968000e87e6f007fc491cd0579d750ed11b9a93078c1902faffa138
1364,Recollection,venebra,Axe Fighting,knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,918165658998a84a9a5e305c5bc9a5edb687f6f4760a78756e336f1d549ae1d0
1365,Seju Primetime,venebra,Magic Level,master sorcerer,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,36ff17e713bb1c11fa773fecfe39efe58d0faccca4d62a5161f7502337853648
1366,Spllaash,venebra,Fist Fighting,exalted monk,116,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c912887f3420c1166b9e87b08d16c3140b8572bbc80441741e8ed9a473735385
1367,Toxones,venebra,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
1368,Unnamed Shadow,venebra,Distance Fighting,royal paladin,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,5c969e6b4cca7a9470a0b3bfedb559712cdbfa6875b0dbf4efeb6c6711fae126
1369,Valkann,venebra,Magic Level,master sorcerer,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,f4d0c754fd105b1a99e6e43288333c5c4ed6629eee6b8362661599dd28830522
1370,Vexh Pro,venebra,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
1371,Vizotoo,venebra,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
1372,Vraulin,venebra,Magic Level,master sorcerer,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,90325bb84cc68c2444748592915420fe110f4d0e77ec8bb5642dc261b38e7982
1373,Wmammmmmmmm Mommk Wmommmmmmmm,venebra,Fist Fighting,exalted monk,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,925e8a5d587b30898372a64bfcd8afc1ef7848663a05893355be83c6e67f8aad
1374,Xaponga,venebra,Axe Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
1375,Axel Fooley,venebra,Axe Fighting,elite knight,132,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
1376,Cely,venebra,Fist Fighting,exalted monk,111,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,2026-01-26 19:00:56.891238,False,279d23d9b75ddf65e9a04e76c823e87b9b235f6158b2d5effe42af197dcfddef
1377,Archimandryta Gabriel,karmeya,Fist Fighting,exalted monk,113,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,a0c738d40ddee04997559d718c46cdfa9bb7d60874e947cccc24f4cbf6bc6054
1378,Novum,karmeya,Club Fighting,elite knight,125,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
1379,Siglid,karmeya,Fist Fighting,exalted monk,121,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,39ccd62f386f2bb9f979f9116eda077b152babc510ba744efb943708fe619211
1380,Takabushi,karmeya,Fist Fighting,exalted monk,110,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
1381,Aviner Prevails,tornabra,Axe Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1382,Bellecz Deathfiszt,tornabra,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
1383,Ek Leyann,tornabra,Club Fighting,elite knight,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3070edd1b95e765e4eeea3d2ae615efa4d8686afdf6f7a8d7a9990c4c0511379
1384,Fisterine,tornabra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1385,Izekk,tornabra,Fist Fighting,exalted monk,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,925e8a5d587b30898372a64bfcd8afc1ef7848663a05893355be83c6e67f8aad
1386,Kiinhazera,tornabra,Club Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
1387,Leozinlovepeq,tornabra,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
1388,Ma tu,tornabra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1389,Mausz,tornabra,Sword Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1390,Modelindo,tornabra,Club Fighting,elite knight,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,932121e6b52346100146798e74712960adf14be0b168922e5515d6da76fa5e05
1391,Mon Qreli,tornabra,Fist Fighting,exalted monk,120,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,26ad079ad6d9113a87e0fe68290405b12dfcfe001aa558b1d9be36637d175402
1392,Monge Teles,tornabra,Fist Fighting,exalted monk,113,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a0c738d40ddee04997559d718c46cdfa9bb7d60874e947cccc24f4cbf6bc6054
1393,Monk Yi,tornabra,Fist Fighting,exalted monk,126,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b09bc2d0653bf1d904d903d2285763b131a1c2ec0bf70b9af05639d71076c9b5
1394,Monkzinm,tornabra,Fist Fighting,exalted monk,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,2026-01-18 13:32:59.456830,False,925e8a5d587b30898372a64bfcd8afc1ef7848663a05893355be83c6e67f8aad
1395,Noelazo,tornabra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
1396,Paquito Bloker,tornabra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1397,Pikorucho,tornabra,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
1398,Riq,tornabra,Axe Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1399,Rnewl,tornabra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1400,Spetsz,tornabra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
1401,Uchiha Dono Tornabra,tornabra,Magic Level,master sorcerer,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9813a949da1b4da66d6695769af01526509758baba27b8bb31f38d9f8c322610
1402,Unly,tornabra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1403,Ashtonn Kutcher,tornabra,Sword Fighting,elite knight,130,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1404,Monkzinm,tornabra,Fist Fighting,exalted monk,116,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,c912887f3420c1166b9e87b08d16c3140b8572bbc80441741e8ed9a473735385
1405,Aris Monk,wintera,Fist Fighting,exalted monk,125,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,86bcd5e391d88428f6875955deda94c28648b56d9b33bea1158dec2f7de7053f
1406,Chris Ekbombinha,wintera,Club Fighting,elite knight,126,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,c1d6f420c66be5b693eec9cd6053a2a9a52212fe170594a78872f0767344c1eb
1407,Gozhek,wintera,Club Fighting,elite knight,129,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
1408,Jefe Pierre,wintera,Distance Fighting,royal paladin,134,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
1409,Kremit,wintera,Magic Level,master sorcerer,128,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
1410,Liu Kangh,wintera,Fist Fighting,exalted monk,109,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1411,Melzin Delasz,wintera,Fist Fighting,exalted monk,111,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,279d23d9b75ddf65e9a04e76c823e87b9b235f6158b2d5effe42af197dcfddef
1412,Patrick Shaolin,wintera,Fist Fighting,exalted monk,118,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,12d6c0b2844e0f88b992f21039eb546d90c58c23df7f1dd38f424b2b56fa0d98
1413,Skeir,wintera,Fist Fighting,exalted monk,111,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,279d23d9b75ddf65e9a04e76c823e87b9b235f6158b2d5effe42af197dcfddef
1414,Zath Rhyrus,wintera,Shielding,paladin,123,2026-01-26 18:54:26.991115,2026-01-26 19:01:35.035879,,True,70021e9088b29492f91787f47f2c20e5292a65e8c3f6403beb9df0e00353961f
1415,Bartanky,unebra,Sword Fighting,elite knight,139,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a6812f55f6da541b99d77b69f2a884c5455a30af5e2eb9dd83b55a7f3023cf13
1416,Bautzik Slowmotion,unebra,Magic Level,master sorcerer,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e6de042abf7bbb764240ed682c07a4acdddaa3c2a60b0abde29a7ba015cdf62b
1417,Capitao Jack Sparrow,unebra,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
1418,Cir Divas,unebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1419,Covuuc,unebra,Fist Fighting,exalted monk,114,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,77166745bfe0766d97c61f45ec24dfb03aec2fa7f4f994c481a1b77ac79a76d7
1420,Crocante Socolento,unebra,Fist Fighting,exalted monk,116,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c912887f3420c1166b9e87b08d16c3140b8572bbc80441741e8ed9a473735385
1421,Dudu Stonecutter,unebra,Axe Fighting,elite knight,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,eea4142539d582cda9c22c6beea248b29c7049bb8fe008dece24f6d05915c15d
1422,Felipinho Shocknelas,unebra,Club Fighting,elite knight,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3070edd1b95e765e4eeea3d2ae615efa4d8686afdf6f7a8d7a9990c4c0511379
1423,Fraanco,unebra,Magic Level,master sorcerer,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,36ff17e713bb1c11fa773fecfe39efe58d0faccca4d62a5161f7502337853648
1424,Gutiba Warlord,unebra,Club Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1425,Illuminy,unebra,Fist Fighting,exalted monk,112,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,24e0f2849968000e87e6f007fc491cd0579d750ed11b9a93078c1902faffa138
1426,Impvkt Monkstyle,unebra,Fist Fighting,exalted monk,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,925e8a5d587b30898372a64bfcd8afc1ef7848663a05893355be83c6e67f8aad
1427,Jack Carthas,unebra,Fist Fighting,exalted monk,119,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,7aa82cfc166a46e77a3209e598920d5c0e81dd87bb3cc9a368f2d7cf97462cbb
1428,Jand ekk,unebra,Club Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
1429,Jannd Ek,unebra,Club Fighting,elite knight,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,eea4142539d582cda9c22c6beea248b29c7049bb8fe008dece24f6d05915c15d
1430,Johnyzin,unebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
1431,Khaos Poderoso,unebra,Magic Level,master sorcerer,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,431708d299f910d897575e346e23eded0d8a1943c79c6b3ea3c2fb5a5a160f5f
1432,Knighttt Poderoso,unebra,Axe Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
1433,Lukas Ownss,unebra,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
1434,Luzao Comeback,unebra,Magic Level,master sorcerer,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,90325bb84cc68c2444748592915420fe110f4d0e77ec8bb5642dc261b38e7982
1435,Maarculino,unebra,Distance Fighting,royal paladin,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,5c969e6b4cca7a9470a0b3bfedb559712cdbfa6875b0dbf4efeb6c6711fae126
1436,Maarculino Relaxado,unebra,Sword Fighting,elite knight,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,eea4142539d582cda9c22c6beea248b29c7049bb8fe008dece24f6d05915c15d
1437,Monnk Cotoco,unebra,Fist Fighting,exalted monk,109,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b45bfa4a01a13fba4a0a8fa43494aa9bfa63b62d1a909bd4ce3398923d8efca0
1438,Pedrin Feliznatal,unebra,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
1439,Pedrin Ferias Infinita,unebra,Magic Level,master sorcerer,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,90325bb84cc68c2444748592915420fe110f4d0e77ec8bb5642dc261b38e7982
1440,Recall Poderoso,unebra,Distance Fighting,royal paladin,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,5c969e6b4cca7a9470a0b3bfedb559712cdbfa6875b0dbf4efeb6c6711fae126
1441,Rhyox Bruto,unebra,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
1442,So Nosoco,unebra,Fist Fighting,exalted monk,112,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,24e0f2849968000e87e6f007fc491cd0579d750ed11b9a93078c1902faffa138
1443,Xubaka Paeveio,unebra,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
1444,Zalber,unebra,Magic Level,master sorcerer,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,f9545bdedf4af53ffc5e70639e3a721668ba39babba1b91afd25e9af7b067e6c
1445,Zhurda,unebra,Magic Level,sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,8ad8cb6318414f5e756457e446cd491cfd800d85104b1b520ba7f6e924bf6750
1446,Zonattookitou Poderoso,unebra,Magic Level,master sorcerer,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9813a949da1b4da66d6695769af01526509758baba27b8bb31f38d9f8c322610
1447,Beltrao,unebra,Fist Fighting,exalted monk,112,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,24e0f2849968000e87e6f007fc491cd0579d750ed11b9a93078c1902faffa138
1448,Otto Malvadao,unebra,Distance Fighting,royal paladin,134,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
