,rank,name,world,vocation,level,experience,world_type,updated_at
688,689,Speedda,thyria,elder druid,1763,91139903851,Open PvP,2026-01-26 19:02:58.360767
689,690,Vexcraw,jadebra,elite knight,1763,91135798131,Open PvP,2026-01-26 19:02:58.360767
690,691,Alberto Warrior,yonabra,elite knight,1763,91133115868,Optional PvP,2026-01-26 19:02:58.360767
691,692,Sheik Guii Jurista,quelibra,master sorcerer,1763,91125914455,Open PvP,2026-01-26 19:02:58.360767
692,693,Ahoky,solidera,master sorcerer,1763,91055402603,Open PvP,2026-01-26 19:02:58.360767
693,694,Pasiffae,belobra,master sorcerer,1763,91039273660,Optional PvP,2026-01-26 19:02:58.360767
694,695,Lancellotz,descubra,elite knight,1762,91014167133,Optional PvP,2026-01-26 19:02:58.360767
695,696,Gear Five Whisp,collabra,royal paladin,1762,91004742163,Optional PvP,2026-01-26 19:02:58.360767
696,697,Mikajo,monza,elite knight,1762,90947566242,Optional PvP,2026-01-26 19:02:58.360767
697,698,Jonzor Fumega Fumega,celebra,elder druid,1761,90836972148,Optional PvP,2026-01-26 19:02:58.360767
698,699,Druf ox,inabra,elder druid,1761,90751225502,Open PvP,2026-01-26 19:02:58.360767
699,700,Tomoho,thyria,royal paladin,1760,90636901906,Open PvP,2026-01-26 19:02:58.360767
700,701,Curandeiro do Inferno,kalibra,elder druid,1760,90611902067,Optional PvP,2026-01-26 19:02:58.360767
701,702,Rii car do,luminera,elder druid,1760,90569389680,Optional PvP,2026-01-26 19:02:58.360767
702,703,Winy Roven,collabra,elder druid,1759,90550293050,Optional PvP,2026-01-26 19:02:58.360767
703,704,Bielzinxd,nefera,master sorcerer,1759,90502832761,Optional PvP,2026-01-26 19:02:58.360767
704,705,Torpzera,descubra,elder druid,1758,90354221011,Optional PvP,2026-01-26 19:02:58.360767
705,706,Kareka Cria Cacausz,ourobra,elite knight,1757,90202954829,Open PvP,2026-01-26 19:02:58.360767
706,707,Pituzika,kalibra,elder druid,1756,90002253650,Optional PvP,2026-01-26 19:02:58.360767
707,708,Tale Rion,nefera,royal paladin,1752,89335869464,Optional PvP,2026-01-26 19:02:58.360767
708,709,Gragao Evoluido,jadebra,elite knight,1752,89328457606,Open PvP,2026-01-26 19:02:58.360767
709,710,Gragao Evoluido,rasteibra,elite knight,1751,89304397164,Open PvP,2026-01-26 19:02:58.360767
710,711,Maikiin,yonabra,elder druid,1751,89176831178,Optional PvP,2026-01-26 19:02:58.360767
711,712,Dropzerah,kalibra,elite knight,1750,89128023729,Optional PvP,2026-01-26 19:02:58.360767
712,713,Dee Liife Snake,inabra,elite knight,1750,89065774129,Open PvP,2026-01-26 19:02:58.360767
713,714,Caua na biao,dia,master sorcerer,1749,88986847354,Optional PvP,2026-01-26 19:02:58.360767
714,715,Shiny Drash,refugia,elite knight,1749,88923338447,Optional PvP,2026-01-26 19:02:58.360767
715,716,Jannd Ek,unebra,elite knight,1749,88896616315,Open PvP,2026-01-26 19:02:58.360767
716,717,Drkzin,kalibra,elite knight,1748,88793133612,Optional PvP,2026-01-26 19:02:58.360767
717,718,Alandar,pacera,royal paladin,1747,88608967293,Optional PvP,2026-01-26 19:02:58.360767
718,719,Kinobal,oceanis,elite knight,1747,88581216027,Optional PvP,2026-01-26 19:02:58.360767
719,720,Jacm Bombiinha,ferobra,master sorcerer,1746,88421118616,Open PvP,2026-01-26 19:02:58.360767
720,721,Kamiry,ourobra,elite knight,1745,88395546483,Open PvP,2026-01-26 19:02:58.360767
721,722,Abrham,menera,royal paladin,1745,88299176521,Optional PvP,2026-01-26 19:02:58.360767
722,723,General Keyllor Segundo,gentebra,elder druid,1744,88177250851,Optional PvP,2026-01-26 19:02:58.360767
723,724,Quaygon,secura,master sorcerer,1743,88003595211,Optional PvP,2026-01-26 19:02:58.360767
724,725,Caiio Acalix,gentebra,elder druid,1743,87991396821,Optional PvP,2026-01-26 19:02:58.360767
725,726,Brotinho Supremo,ustebra,elite knight,1741,87756161940,Optional PvP,2026-01-26 19:02:58.360767
726,727,Striceek,secura,royal paladin,1741,87715158952,Optional PvP,2026-01-26 19:02:58.360767
727,728,Elmagnifiko caballerodany,inabra,elite knight,1741,87694355214,Open PvP,2026-01-26 19:02:58.360767
728,729,Muffran Pro,pacera,master sorcerer,1741,87668203534,Optional PvP,2026-01-26 19:02:58.360767
729,730,Likwidatorr,monza,elder druid,1741,87654790232,Optional PvP,2026-01-26 19:02:58.360767
730,731,Ragehazard,yonabra,elder druid,1740,87632402979,Optional PvP,2026-01-26 19:02:58.360767
731,732,Slug Princess Tsunade,monza,elder druid,1740,87603615876,Optional PvP,2026-01-26 19:02:58.360767
732,733,Royal Borgex,harmonia,royal paladin,1740,87524943457,Optional PvP,2026-01-26 19:02:58.360767
733,734,Reiko Fearless,celebra,elite knight,1740,87509035220,Optional PvP,2026-01-26 19:02:58.360767
734,735,Venoxd,pacera,royal paladin,1739,87427730873,Optional PvP,2026-01-26 19:02:58.360767
735,736,Venoxd,refugia,royal paladin,1739,87391503977,Optional PvP,2026-01-26 19:02:58.360767
736,737,Kayhn Kuroi Tenshi,jadebra,royal paladin,1739,87387302519,Open PvP,2026-01-26 19:02:58.360767
737,738,Adorned Pouncer,honbra,master sorcerer,1738,87289181762,Open PvP,2026-01-26 19:02:58.360767
738,739,Alexh con Hat,talera,royal paladin,1738,87234649779,Open PvP,2026-01-26 19:02:58.360767
739,740,Sha Dowh,premia,master sorcerer,1738,87201743197,Open PvP,2026-01-26 19:02:58.360767
740,741,Ari Pittbull,quelibra,royal paladin,1736,86975362353,Open PvP,2026-01-26 19:02:58.360767
741,742,Duzoco Inofensivo,jadebra,master sorcerer,1736,86906364449,Open PvP,2026-01-26 19:02:58.360767
742,743,Fa vey,gentebra,elder druid,1735,86872825396,Optional PvP,2026-01-26 19:02:58.360767
743,744,Curyrad Shocknelas,ourobra,royal paladin,1735,86871501780,Open PvP,2026-01-26 19:02:58.360767
744,745,Tom Ylw,harmonia,royal paladin,1735,86859943843,Optional PvP,2026-01-26 19:02:58.360767
745,746,Pu,lobera,elder druid,1735,86849901204,Open PvP,2026-01-26 19:02:58.360767
746,747,John Sentinels,gentebra,master sorcerer,1735,86818163459,Optional PvP,2026-01-26 19:02:58.360767
747,748,Rudogrzywy,thyria,elite knight,1734,86679939299,Open PvP,2026-01-26 19:02:58.360767
748,749,Ze Zinho,unebra,master sorcerer,1733,86560759294,Open PvP,2026-01-26 19:02:58.360767
749,750,Vepe Ohz,quelibra,master sorcerer,1733,86513985593,Open PvP,2026-01-26 19:02:58.360767
750,751,Maatka,secura,master sorcerer,1733,86468323940,Optional PvP,2026-01-26 19:02:58.360767
751,752,Krisu,xyla,royal paladin,1732,86436127913,Open PvP,2026-01-26 19:02:58.360767
752,753,Aler Tius,solidera,elite knight,1732,86393751732,Open PvP,2026-01-26 19:02:58.360767
753,754,Scorpionnegro,menera,royal paladin,1730,86064068148,Optional PvP,2026-01-26 19:02:58.360767
754,755,Moaxxt,ourobra,royal paladin,1730,86034324596,Open PvP,2026-01-26 19:02:58.360767
755,756,Lukas,inabra,elder druid,1729,85903889049,Open PvP,2026-01-26 19:02:58.360767
756,757,Diiih Foradesi,quelibra,royal paladin,1729,85901278730,Open PvP,2026-01-26 19:02:58.360767
757,758,Zezinho Qrcode Infinito,ourobra,elite knight,1728,85833496269,Open PvP,2026-01-26 19:02:58.360767
758,759,Terra Pitbulldo Manguin,unebra,royal paladin,1728,85822004337,Open PvP,2026-01-26 19:02:58.360767
759,760,Ezeptiko,astera,elite knight,1727,85664508496,Optional PvP,2026-01-26 19:02:58.360767
760,761,Eduk Etemox,menera,elite knight,1727,85652850534,Optional PvP,2026-01-26 19:02:58.360767
761,762,Sihid Drakell,kalibra,elite knight,1727,85626783987,Optional PvP,2026-01-26 19:02:58.360767
762,763,Jhonek,ferobra,elite knight,1727,85567190563,Open PvP,2026-01-26 19:02:58.360767
763,764,Bllack Mambba,gentebra,royal paladin,1726,85432220276,Optional PvP,2026-01-26 19:02:58.360767
764,765,Volkiz Emex,solidera,master sorcerer,1726,85422875120,Open PvP,2026-01-26 19:02:58.360767
765,766,Sorrizzos,descubra,elite knight,1726,85419720030,Optional PvP,2026-01-26 19:02:58.360767
766,767,Rhooo,lobera,elder druid,1726,85415505024,Open PvP,2026-01-26 19:02:58.360767
767,768,Tenorio El Paatron,wintera,elite knight,1725,85316548356,Open PvP,2026-01-26 19:02:58.360767
768,769,Educhi,lobera,royal paladin,1725,85303925783,Open PvP,2026-01-26 19:02:58.360767
769,770,Agiotales,rasteibra,elite knight,1724,85215632920,Open PvP,2026-01-26 19:02:58.360767
770,771,Sorincullino,quelibra,master sorcerer,1724,85159373242,Open PvP,2026-01-26 19:02:58.360767
771,772,Haarin,monza,elder druid,1724,85117034050,Optional PvP,2026-01-26 19:02:58.360767
772,773,Muere Ice,celesta,royal paladin,1723,85072570235,Optional PvP,2026-01-26 19:02:58.360767
773,774,Dado da Jana,kalibra,elder druid,1723,85052611639,Optional PvP,2026-01-26 19:02:58.360767
774,775,Nya Millonariia,talera,elite knight,1723,84964740217,Open PvP,2026-01-26 19:02:58.360767
775,776,Zound Wave,solidera,elder druid,1722,84915345760,Open PvP,2026-01-26 19:02:58.360767
776,777,Hwpato,talera,elite knight,1722,84874109963,Open PvP,2026-01-26 19:02:58.360767
777,778,Killuaek,belobra,elite knight,1722,84868689183,Optional PvP,2026-01-26 19:02:58.360767
778,779,Dediinho Alzado,ombra,royal paladin,1721,84804208014,Open PvP,2026-01-26 19:02:58.360767
779,780,Hera Kivaa Fallout,ourobra,master sorcerer,1721,84681940648,Open PvP,2026-01-26 19:02:58.360767
780,781,Ekaiio,belobra,elite knight,1720,84552814647,Optional PvP,2026-01-26 19:02:58.360767
781,782,Fi na,gentebra,elite knight,1718,84289465946,Optional PvP,2026-01-26 19:02:58.360767
782,783,Trakhinas Ekbombinha,quelibra,elite knight,1717,84213059317,Open PvP,2026-01-26 19:02:58.360767
783,784,Uchiha Dono Tornabra,tornabra,master sorcerer,1717,84192959794,Open PvP,2026-01-26 19:02:58.360767
784,785,Don Leste,quelibra,royal paladin,1717,84129915460,Open PvP,2026-01-26 19:02:58.360767
785,786,Knight of Rafael,quelibra,elite knight,1717,84083731034,Open PvP,2026-01-26 19:02:58.360767
786,787,Nikare Amaya,karmeya,royal paladin,1716,84058932101,Optional PvP,2026-01-26 19:02:58.360767
787,788,Luisaohq,yonabra,elder druid,1716,83971589033,Optional PvP,2026-01-26 19:02:58.360767
788,789,Luiizin,kalibra,elder druid,1715,83917776578,Optional PvP,2026-01-26 19:02:58.360767
789,790,Giga Vans,terribra,royal paladin,1715,83913036771,Retro Hardcore PvP,2026-01-26 19:02:58.360767
790,791,Feh Tryhard,serdebra,elite knight,1715,83902081126,Open PvP,2026-01-26 19:02:58.360767
791,792,Don Kamizi,dia,elite knight,1713,83524679786,Optional PvP,2026-01-26 19:02:58.360767
792,793,Garbimxd,venebra,elite knight,1713,83523418794,Optional PvP,2026-01-26 19:02:58.360767
793,794,Baphomet Cuei Poderoso,unebra,elder druid,1713,83496350732,Open PvP,2026-01-26 19:02:58.360767
794,795,Legendary Ncko,terribra,elder druid,1713,83489340792,Retro Hardcore PvP,2026-01-26 19:02:58.360767
795,796,Oblivionxd,inabra,elder druid,1711,83284491049,Open PvP,2026-01-26 19:02:58.360767
796,797,Sorin Vilao,ourobra,master sorcerer,1711,83284046592,Open PvP,2026-01-26 19:02:58.360767
797,798,Biellzinha,inabra,master sorcerer,1710,83063009777,Open PvP,2026-01-26 19:02:58.360767
798,799,Kpop Kouth,thyria,elder druid,1709,83035297458,Open PvP,2026-01-26 19:02:58.360767
799,800,Ryow Arth,luminera,elder druid,1709,83006546531,Optional PvP,2026-01-26 19:02:58.360767
800,801,Nxte,gentebra,elder druid,1709,82899264667,Optional PvP,2026-01-26 19:02:58.360767
801,802,Onslaught Sorcerer,solidera,master sorcerer,1708,82887186070,Open PvP,2026-01-26 19:02:58.360767
802,803,Muratz,epoca,elder druid,1708,82842542905,Retro Open PvP,2026-01-26 19:02:58.360767
803,804,Darksign,belobra,royal paladin,1708,82838239166,Optional PvP,2026-01-26 19:02:58.360767
804,805,Erlokoo,refugia,elder druid,1708,82818008428,Optional PvP,2026-01-26 19:02:58.360767
805,806,The Chef Pune,astera,elder druid,1708,82777696549,Optional PvP,2026-01-26 19:02:58.360767
806,807,Leo Cyrus,talera,elder druid,1708,82767711212,Open PvP,2026-01-26 19:02:58.360767
807,808,Edelin Arth,luminera,royal paladin,1707,82730552105,Optional PvP,2026-01-26 19:02:58.360767
808,809,The Macho,nefera,elite knight,1706,82601637421,Optional PvP,2026-01-26 19:02:58.360767
809,810,Moocny Gaz,kalanta,master sorcerer,1705,82451978886,Optional PvP,2026-01-26 19:02:58.360767
810,811,Jhonaldinho Tanagaiola,ustebra,elder druid,1705,82432237820,Optional PvP,2026-01-26 19:02:58.360767
811,812,Lady Yiinaa,nefera,royal paladin,1705,82411532216,Optional PvP,2026-01-26 19:02:58.360767
812,813,Alvsrodrigo Neutro,rasteibra,elite knight,1705,82403335684,Open PvP,2026-01-26 19:02:58.360767
813,814,Czar Eduuktz,venebra,elite knight,1705,82348100315,Optional PvP,2026-01-26 19:02:58.360767
814,815,Mazza Nohands,thyria,royal paladin,1705,82342402698,Open PvP,2026-01-26 19:02:58.360767
815,816,Dra kozen,descubra,elite knight,1705,82333689766,Optional PvP,2026-01-26 19:02:58.360767
816,817,Pesz Navy seal,talera,elder druid,1704,82313039675,Open PvP,2026-01-26 19:02:58.360767
817,818,Rekor,secura,royal paladin,1704,82232159941,Optional PvP,2026-01-26 19:02:58.360767
818,819,Duuuuh,inabra,elite knight,1704,82221528774,Open PvP,2026-01-26 19:02:58.360767
819,820,Zafis Cain,celesta,elite knight,1704,82206774725,Optional PvP,2026-01-26 19:02:58.360767
820,821,Pimennta,terribra,master sorcerer,1704,82203117719,Retro Hardcore PvP,2026-01-26 19:02:58.360767
821,822,Piipexz,thyria,royal paladin,1703,82050075646,Open PvP,2026-01-26 19:02:58.360767
822,823,Urbao Debow,ferobra,royal paladin,1702,81978381010,Open PvP,2026-01-26 19:02:58.360767
823,824,Danan the shihan,quintera,elite knight,1702,81936641853,Open PvP,2026-01-26 19:02:58.360767
824,825,Emmitadecanada,menera,royal paladin,1702,81910153471,Optional PvP,2026-01-26 19:02:58.360767
825,826,Skyelight,yovera,elite knight,1701,81797479161,Optional PvP,2026-01-26 19:02:58.360767
826,827,Dracon Endividadasso,etebra,royal paladin,1701,81775345108,Optional PvP,2026-01-26 19:02:58.360767
827,828,Coldalfred of Doom,monstera,royal paladin,1701,81746534142,Retro Hardcore PvP,2026-01-26 19:02:58.360767
828,829,Bia Fallout,ourobra,royal paladin,1700,81735845370,Open PvP,2026-01-26 19:02:58.360767
829,830,Tigcrits,lobera,royal paladin,1700,81715975744,Open PvP,2026-01-26 19:02:58.360767
830,831,Zeus Poderoso,ourobra,royal paladin,1700,81616959456,Open PvP,2026-01-26 19:02:58.360767
831,832,Tiao Pancada,celebra,elite knight,1699,81509030194,Optional PvP,2026-01-26 19:02:58.360767
832,833,Eternal Ichigo Kurosaki,astera,elite knight,1699,81464634063,Optional PvP,2026-01-26 19:02:58.360767
833,834,Zi Claw,celebra,elite knight,1699,81454560946,Optional PvP,2026-01-26 19:02:58.360767
834,835,Kilulaum,celebra,elder druid,1698,81416316825,Optional PvP,2026-01-26 19:02:58.360767
835,836,Skabp Intolerante,ferobra,master sorcerer,1698,81413880846,Open PvP,2026-01-26 19:02:58.360767
836,837,Fortt,secura,elite knight,1698,81392555044,Optional PvP,2026-01-26 19:02:58.360767
837,838,Rakzi,yonabra,elite knight,1698,81319813393,Optional PvP,2026-01-26 19:02:58.360767
838,839,Moon Knighty,honbra,elite knight,1698,81319099893,Open PvP,2026-01-26 19:02:58.360767
839,840,Miojo Doido,gentebra,master sorcerer,1697,81246914638,Optional PvP,2026-01-26 19:02:58.360767
840,841,Lesarian,celesta,master sorcerer,1697,81187956079,Optional PvP,2026-01-26 19:02:58.360767
841,842,Zdzi Siek,vunira,master sorcerer,1695,80998114735,Open PvP,2026-01-26 19:02:58.360767
842,843,Cloud Valek,harmonia,royal paladin,1695,80967609737,Optional PvP,2026-01-26 19:02:58.360767
843,844,Digo do Martelo,unebra,elder druid,1694,80767409099,Open PvP,2026-01-26 19:02:58.360767
844,845,Shiax Alan,harmonia,elite knight,1693,80664492297,Optional PvP,2026-01-26 19:02:58.360767
845,846,Tuwie,premia,royal paladin,1693,80657979013,Open PvP,2026-01-26 19:02:58.360767
846,847,Royal Velkoz,celesta,royal paladin,1693,80593773427,Optional PvP,2026-01-26 19:02:58.360767
847,848,Aike vontadeh,yonabra,master sorcerer,1692,80588893821,Optional PvP,2026-01-26 19:02:58.360767
848,849,Candelabro Gestao Inteligente,ustebra,master sorcerer,1692,80564463771,Optional PvP,2026-01-26 19:02:58.360767
849,850,Walkowitz,descubra,master sorcerer,1692,80558568337,Optional PvP,2026-01-26 19:02:58.360767
850,851,Ala Nha,premia,elder druid,1692,80549096276,Open PvP,2026-01-26 19:02:58.360767
851,852,Kohaminha,nevia,elder druid,1692,80531621489,Optional PvP,2026-01-26 19:02:58.360767
852,853,Hupez,yonabra,elite knight,1692,80522767199,Optional PvP,2026-01-26 19:02:58.360767
853,854,Velov,refugia,royal paladin,1691,80363632460,Optional PvP,2026-01-26 19:02:58.360767
854,855,Di dado,descubra,royal paladin,1691,80325795410,Optional PvP,2026-01-26 19:02:58.360767
855,856,Cellio,rasteibra,master sorcerer,1689,80063722240,Open PvP,2026-01-26 19:02:58.360767
856,857,Prom Tyll,thyria,elder druid,1688,79987738349,Open PvP,2026-01-26 19:02:58.360767
857,858,Ronexy,celebra,royal paladin,1688,79984162921,Optional PvP,2026-01-26 19:02:58.360767
858,859,Shoockerzim,inabra,master sorcerer,1688,79957993637,Open PvP,2026-01-26 19:02:58.360767
859,860,Doougz,yonabra,elite knight,1688,79882421859,Optional PvP,2026-01-26 19:02:58.360767
860,861,Khriszztoph,ombra,master sorcerer,1687,79827201371,Open PvP,2026-01-26 19:02:58.360767
861,862,Ruthless Mateo,karmeya,elite knight,1687,79789700804,Optional PvP,2026-01-26 19:02:58.360767
862,863,Cybres Jack,celebra,master sorcerer,1687,79762317469,Optional PvP,2026-01-26 19:02:58.360767
863,864,Snakeraid,yonabra,elder druid,1686,79672047172,Optional PvP,2026-01-26 19:02:58.360767
864,865,Burkzin,celebra,elder druid,1686,79630202168,Optional PvP,2026-01-26 19:02:58.360767
865,866,Matt Win,venebra,elder druid,1685,79586773279,Optional PvP,2026-01-26 19:02:58.360767
866,867,Thiago Camisadez,honbra,elder druid,1685,79511812226,Open PvP,2026-01-26 19:02:58.360767
867,868,Celso,nevia,elder druid,1685,79507351996,Optional PvP,2026-01-26 19:02:58.360767
868,869,Not Mychar,luminera,master sorcerer,1685,79479054806,Optional PvP,2026-01-26 19:02:58.360767
869,870,Herr Mizri Gazownik,refugia,elite knight,1685,79467262451,Optional PvP,2026-01-26 19:02:58.360767
870,871,Rzeznik Nija,refugia,master sorcerer,1685,79460996755,Optional PvP,2026-01-26 19:02:58.360767
871,872,Dao Diferenciado,rasteibra,royal paladin,1684,79408089569,Open PvP,2026-01-26 19:02:58.360767
872,873,Kedo Azkam,celesta,sorcerer,1684,79345477370,Optional PvP,2026-01-26 19:02:58.360767
873,874,Milanizin,terribra,elite knight,1684,79336340854,Retro Hardcore PvP,2026-01-26 19:02:58.360767
874,875,Luiix,ustebra,royal paladin,1684,79333572946,Optional PvP,2026-01-26 19:02:58.360767
875,876,Will Relaxado,ustebra,royal paladin,1683,79300970213,Optional PvP,2026-01-26 19:02:58.360767
876,877,Vitnho,ourobra,master sorcerer,1683,79264683054,Open PvP,2026-01-26 19:02:58.360767
877,878,Koe Psciko,collabra,elite knight,1683,79170887033,Optional PvP,2026-01-26 19:02:58.360767
878,879,Cropper Phale,nevia,royal paladin,1682,79163534317,Optional PvP,2026-01-26 19:02:58.360767
879,880,Dra kalis,celebra,elite knight,1682,79128139699,Optional PvP,2026-01-26 19:02:58.360767
880,881,Gaspa Malvadeza,gentebra,elite knight,1682,79079123003,Optional PvP,2026-01-26 19:02:58.360767
881,882,Xablauzinzs Tropadomantem,inabra,elder druid,1681,79022170394,Open PvP,2026-01-26 19:02:58.360767
882,883,Dudus Andy,celesta,elite knight,1681,78972697846,Optional PvP,2026-01-26 19:02:58.360767
883,884,Hazehaze,gentebra,royal paladin,1681,78909212929,Optional PvP,2026-01-26 19:02:58.360767
884,885,Azeder Entediado,nefera,elder druid,1681,78897796538,Optional PvP,2026-01-26 19:02:58.360767
885,886,Ghost Scholdriel,yonabra,elite knight,1680,78857221745,Optional PvP,2026-01-26 19:02:58.360767
886,887,Jack Sensacional,belobra,elite knight,1680,78847879367,Optional PvP,2026-01-26 19:02:58.360767
887,888,Doctorr Aurelio,issobra,elder druid,1680,78812779423,Optional PvP,2026-01-26 19:02:58.360767
888,889,Velix,calmera,elite knight,1680,78779533127,Optional PvP,2026-01-26 19:02:58.360767
889,890,Niir Sao,nevia,elite knight,1680,78761346598,Optional PvP,2026-01-26 19:02:58.360767
890,891,Faustino Brabo,celebra,master sorcerer,1679,78665584040,Optional PvP,2026-01-26 19:02:58.360767
891,892,Rudi Paladean,peloria,royal paladin,1678,78588498941,Open PvP,2026-01-26 19:02:58.360767
892,893,Feliicity,belobra,elder druid,1678,78531585983,Optional PvP,2026-01-26 19:02:58.360767
893,894,Cael Zeii,collabra,elite knight,1678,78519614404,Optional PvP,2026-01-26 19:02:58.360767
894,895,Petalchaser,nefera,royal paladin,1678,78516239291,Optional PvP,2026-01-26 19:02:58.360767
895,896,Osbourne Ozzy,celebra,elite knight,1678,78491689665,Optional PvP,2026-01-26 19:02:58.360767
896,897,Markelito,celesta,elite knight,1678,78474947317,Optional PvP,2026-01-26 19:02:58.360767
897,898,Baerion,collabra,master sorcerer,1677,78463552367,Optional PvP,2026-01-26 19:02:58.360767
898,899,Ro driguez,ourobra,elder druid,1677,78451387972,Open PvP,2026-01-26 19:02:58.360767
899,900,Thzkat Zedrin,ourobra,elder druid,1677,78419532836,Open PvP,2026-01-26 19:02:58.360767
900,901,Alsa Himm,harmonia,elder druid,1677,78337651205,Optional PvP,2026-01-26 19:02:58.360767
901,902,Nix Poderoso,ourobra,elder druid,1676,78283426379,Open PvP,2026-01-26 19:02:58.360767
902,903,Trem Bala Bombinha,ourobra,elder druid,1676,78258538533,Open PvP,2026-01-26 19:02:58.360767
903,904,Nicoly Kenty,gentebra,master sorcerer,1676,78201186425,Optional PvP,2026-01-26 19:02:58.360767
904,905,Kazikk,peloria,elder druid,1675,78092946701,Open PvP,2026-01-26 19:02:58.360767
905,906,Magnifik Ekdany,inabra,elite knight,1675,78077852961,Open PvP,2026-01-26 19:02:58.360767
906,907,Earon man,secura,royal paladin,1675,78058081070,Optional PvP,2026-01-26 19:02:58.360767
907,908,Sky Megazzord,kalibra,elite knight,1674,78033138332,Optional PvP,2026-01-26 19:02:58.360767
908,909,General Lubektron,issobra,elite knight,1674,78029831219,Optional PvP,2026-01-26 19:02:58.360767
909,910,Franco Storm,unebra,elder druid,1674,77963984820,Open PvP,2026-01-26 19:02:58.360767
910,911,Kossus,luminera,elite knight,1673,77893243617,Optional PvP,2026-01-26 19:02:58.360767
911,912,Camilito,belobra,royal paladin,1673,77862664770,Optional PvP,2026-01-26 19:02:58.360767
912,913,Bjo,quelibra,master sorcerer,1672,77721824329,Open PvP,2026-01-26 19:02:58.360767
913,914,Biellzin,inabra,elder druid,1672,77714587879,Open PvP,2026-01-26 19:02:58.360767
914,915,Kolinek,premia,royal paladin,1672,77705272663,Open PvP,2026-01-26 19:02:58.360767
915,916,Wakynzs,celesta,royal paladin,1672,77651278889,Optional PvP,2026-01-26 19:02:58.360767
916,917,Corztten,astera,master sorcerer,1671,77614185614,Optional PvP,2026-01-26 19:02:58.360767
917,918,Alphahorcrux,havera,elite knight,1671,77611267690,Open PvP,2026-01-26 19:02:58.360767
918,919,Magnifik Danyshiny,inabra,royal paladin,1671,77521876041,Open PvP,2026-01-26 19:02:58.360767
919,920,Chiicleat,venebra,elder druid,1671,77509253793,Optional PvP,2026-01-26 19:02:58.360767
920,921,Al Meow,thyria,royal paladin,1670,77471495320,Open PvP,2026-01-26 19:02:58.360767
921,922,Monnymoo,solidera,elder druid,1670,77426661693,Open PvP,2026-01-26 19:02:58.360767
922,923,Specialtyz,ferobra,elite knight,1670,77420123980,Open PvP,2026-01-26 19:02:58.360767
923,924,Paladino Monte,gentebra,royal paladin,1670,77403862201,Optional PvP,2026-01-26 19:02:58.360767
924,925,Dakota,blumera,elite knight,1670,77366079814,Optional PvP,2026-01-26 19:02:58.360767
925,926,Valek Phor,celesta,elder druid,1670,77361011229,Optional PvP,2026-01-26 19:02:58.360767
926,927,Nyge,antica,elite knight,1669,77319947160,Open PvP,2026-01-26 19:02:58.360767
927,928,Barri Insane,calmera,elite knight,1669,77310464026,Optional PvP,2026-01-26 19:02:58.360767
928,929,Markinhos fernandes,yonabra,royal paladin,1668,77198624997,Optional PvP,2026-01-26 19:02:58.360767
929,930,Marin Downgraded,ustebra,elite knight,1668,77195884932,Optional PvP,2026-01-26 19:02:58.360767
930,931,Deal Valist,quelibra,elder druid,1668,77121858594,Open PvP,2026-01-26 19:02:58.360767
931,932,Seruma,yonabra,royal paladin,1667,77057764421,Optional PvP,2026-01-26 19:02:58.360767
932,933,Dash Deluxe,secura,master sorcerer,1667,77050782006,Optional PvP,2026-01-26 19:02:58.360767
933,934,Bahamas Sewn,dia,royal paladin,1667,77025828460,Optional PvP,2026-01-26 19:02:58.360767
934,935,Galliani Do Dream,gentebra,elite knight,1667,77009970653,Optional PvP,2026-01-26 19:02:58.360767
935,936,King Roshi,celesta,elder druid,1667,77006970036,Optional PvP,2026-01-26 19:02:58.360767
936,937,Kairuz,quelibra,elite knight,1667,76937638992,Open PvP,2026-01-26 19:02:58.360767
937,938,Doctor Bruxxo,collabra,master sorcerer,1665,76786436387,Optional PvP,2026-01-26 19:02:58.360767
938,939,Maarculindao,unebra,royal paladin,1665,76738055046,Open PvP,2026-01-26 19:02:58.360767
939,940,Gakild,yonabra,royal paladin,1665,76726735114,Optional PvP,2026-01-26 19:02:58.360767
940,941,Giin Ho,quelibra,elder druid,1664,76567802781,Open PvP,2026-01-26 19:02:58.360767
941,942,Bhelklakolova,yonabra,elite knight,1664,76552202709,Optional PvP,2026-01-26 19:02:58.360767
942,943,Lord Marshals,peloria,royal paladin,1663,76498895671,Open PvP,2026-01-26 19:02:58.360767
943,944,Gullszeye,gentebra,royal paladin,1662,76371329574,Optional PvP,2026-01-26 19:02:58.360767
944,945,Pancholina Emex,solidera,elite knight,1662,76334934620,Open PvP,2026-01-26 19:02:58.360767
945,946,Chapoca Bahea,quelibra,master sorcerer,1662,76329234696,Open PvP,2026-01-26 19:02:58.360767
946,947,Chronus Legacy,celebra,elite knight,1662,76325792674,Optional PvP,2026-01-26 19:02:58.360767
947,948,Ti to Goexp,serdebra,elite knight,1662,76286740922,Open PvP,2026-01-26 19:02:58.360767
948,949,Adrinhio,thyria,elite knight,1662,76257147029,Open PvP,2026-01-26 19:02:58.360767
949,950,Su kuma,ourobra,royal paladin,1662,76256114746,Open PvP,2026-01-26 19:02:58.360767
950,951,Seleskva Zedrin,ourobra,elite knight,1662,76239670116,Open PvP,2026-01-26 19:02:58.360767
951,952,Czeesio,secura,master sorcerer,1661,76167014709,Optional PvP,2026-01-26 19:02:58.360767
952,953,Battledroid,lobera,elder druid,1660,76061836710,Open PvP,2026-01-26 19:02:58.360767
